N,Z,A,B_exp,B_BWN_published,residual
84,66,150,1228.372425,1227.4460865297726,0.9263384702273925
83,67,150,1220.226345,1219.4435349594166,0.7828100405833993
82,68,150,1215.32943,1214.6649426366118,0.6644873633881616
94,57,151,1227.4855836,1227.9659196424034,-0.48033604240345085
93,58,151,1234.6179628999998,1234.9883597974886,-0.3703968974887175
92,59,151,1239.3902424,1239.9401245450701,-0.5498821450701143
91,60,151,1242.7713891,1243.8410348696948,-1.0696457696947164
90,61,151,1244.4321173,1245.7592067375535,-1.327089437553468
89,62,151,1244.8399985,1246.6154055026182,-1.775407002618067
88,63,151,1244.1342698,1245.615844597858,-1.481574797858002
87,64,151,1242.8877346,1243.5808871931315,-0.6931525931315718
86,65,151,1239.5400192999998,1239.853516277456,-0.31349697745622507
85,66,151,1235.8865139,1235.152609472315,0.7339044276850473
84,67,151,1229.9745317000002,1229.4385832753565,0.5359484246437205
83,68,151,1223.8357173,1222.832515153277,1.0032021467229697
82,69,151,1215.5586976,1214.9544019885734,0.6042956114265507
81,70,151,1205.5470956,1203.6806775803939,1.8664180196060443
93,59,152,1244.4399448,1244.5586249922367,-0.11868019223675219
92,60,152,1250.0491856,1250.6462232900449,-0.5970376900447718
91,61,152,1250.3716536000002,1251.4246233957406,-1.0529697957404096
90,62,152,1253.097804,1254.5382349379006,-1.4404309379006008
89,63,152,1250.4409808,1252.2746992013583,-1.8337184013582828
88,64,152,1251.4774384000002,1252.541013699123,-1.0635752991227037
87,65,152,1246.7050944,1247.3952735085013,-0.6901791085012974
86,66,152,1245.3233992,1245.005619603554,0.31777959644614384
85,67,152,1238.0277336,1237.6824235028587,0.34531009714123684
84,68,152,1234.140972,1233.3702936290817,0.7706783709181764
83,69,152,1224.5786824000002,1223.648156739411,0.9305256605891827
82,70,152,1218.3464391999998,1217.2181534976974,1.1282857023024917
94,59,153,1250.3216763,1250.331515406547,-0.009839106546905896
93,60,153,1255.3012296,1255.3445921280286,-0.043362528028637826
92,61,153,1257.8365008,1258.3426970200092,-0.5061962200090875
91,62,153,1258.9662069,1260.2789975524902,-1.3127906524900936
90,63,153,1258.9912683,1260.3035470262435,-1.3122787262434485
89,64,153,1257.7243976999998,1259.2678301196577,-1.5434324196578473
88,65,153,1255.3727112,1256.4533528676313,-1.0806416676314257
87,66,153,1252.4199642,1252.6089123203124,-0.18894812031226138
86,67,153,1247.5064916,1247.6196377779988,-0.11314617799894222
85,68,153,1242.1787562000002,1241.6768092809127,0.5019469190874588
84,69,153,1234.9023363,1234.2928501547312,0.6094861452686473
82,71,153,1217.7404946,1216.4799175080184,1.2605770919815313
95,59,154,1254.6841076,1254.579927923514,0.1041796764859555
94,60,154,1261.6217614,1261.738685548746,-0.1169241487459658
93,61,154,1263.526418,1263.6465411875706,-0.12012318757069806
92,62,154,1266.9330366,1267.8098695098533,-0.8768329098534196
91,63,154,1265.4334924,1266.6376878632036,-1.2041954632036322
90,64,154,1266.6191384,1267.8919621064824,-1.2728237064823134
89,65,154,1262.2871338,1263.7534227235028,-1.466288923502816
88,66,154,1261.7420969999998,1262.2382834765745,-0.49618647657462134
87,67,154,1255.205105,1255.7509946803373,-0.5458896803372681
86,68,154,1252.3883526,1252.149911645876,0.23844095412391653
85,69,154,1243.428186,1243.1249265089336,0.30325949106645567
84,70,154,1238.1507908,1237.1702864577721,0.9805043422279596
96,59,155,1260.311169,1259.9426768831534,0.3684921168467099
95,60,155,1266.397275,1266.0671868735885,0.33008812641151053
94,61,155,1270.2711435,1270.15435337426,0.11679012574018088
93,62,155,1272.739999,1273.1915524598319,-0.4515534598319846
92,63,155,1273.58478,1274.2780618410507,-0.693281841050748
91,64,155,1273.0543855,1274.2990993728017,-1.2447138728016398
90,65,155,1271.4521815,1272.4809435323946,-1.0287620323945248
89,66,155,1268.575335,1269.6057064851852,-1.030371485185242
88,67,155,1264.6768525,1265.4466079872304,-0.7697554872304408
87,68,155,1260.063882,1260.324872342245,-0.2609903422451225
86,69,155,1253.69828,1253.6857799159682,0.01250008403189895
85,70,155,1246.792627,1246.0712996687412,0.7213273312588626
84,71,155,1238.0527195,1237.0613462752324,0.9913732247675853
97,59,156,1264.4164572,1263.8224224613025,0.5940347386974736
96,60,156,1272.386934,1272.0488018615179,0.3381321384822513
95,61,156,1275.5693028,1275.0877622781804,0.4815405218196247
94,62,156,1279.9808424,1280.314054314607,-0.3332119146068635
93,63,156,1279.9205951999998,1280.2572415337802,-0.3366463337804362
92,64,156,1281.5907468,1282.541569136529,-0.9508223365289723
91,65,156,1278.364074,1279.47018264359,-1.1061086435900052
90,66,156,1278.0201096,1278.9155184214706,-0.8954088214704825
89,67,156,1272.246768,1273.3325903249104,-1.0858223249103958
88,68,156,1270.1377104,1270.5465233755247,-0.4088129755245973
87,69,156,1261.9780992,1262.3760095810003,-0.3979103810002016
86,70,156,1257.6268692,1257.154442261906,0.47242693809403136
85,71,156,1247.2785312,1246.4747598425247,0.803771357475398
84,72,156,1240.6161456,1238.9331315453094,1.6830140546906023
98,59,157,1269.473269,1268.7803324185384,0.6929365814617086
97,60,157,1276.7502347,1276.0084061967514,0.7418285032485983
96,61,157,1281.7708906,1281.183016553596,0.5878740464040675
95,62,157,1285.3690794,1285.3263588163375,0.04272058366245801
94,63,157,1287.3682075,1287.4908575246209,-0.12265002462095254
93,64,157,1287.9506304,1288.5966817043702,-0.6460513043703031
92,65,157,1287.1082312,1287.8195015592944,-0.7112703592943035
91,66,157,1284.9867058999998,1285.9765254054373,-0.989819505437481
90,67,157,1281.6125561,1282.693376531178,-1.0808204311781537
89,68,157,1277.4109849,1278.4587857262243,-1.0478008262243748
88,69,157,1271.9242745,1272.665361825254,-0.7410873252540569
87,70,157,1265.8525507,1265.8917513863337,-0.03920068633374285
86,71,157,1258.0901095999998,1257.6488150274859,0.44129457251392523
84,73,157,1239.6815456000002,1237.8640990416648,1.817446558335405
98,60,158,1282.1625582,1281.5815759439558,0.5809822560440807
97,61,158,1286.6512276,1285.7452760854346,0.9059515145654586
96,62,158,1292.014585,1292.0360091222324,-0.021424122232474474
95,63,158,1293.250856,1293.1021488740107,0.14870712598940372
94,64,158,1295.8880181999998,1296.4362084167365,-0.548190216736657
93,65,158,1293.8865848,1294.4624452038481,-0.5758604038480826
92,66,158,1294.0405084,1294.916154334985,-0.8756459349851866
91,67,158,1289.0384022,1290.2653604288992,-1.2269582288990932
90,68,158,1287.372466,1288.3374583732752,-0.9649923732752086
89,69,158,1279.9895052,1281.0834611453597,-1.0939559453597667
88,70,158,1276.5135842,1276.693223156182,-0.1796389561820888
87,71,158,1266.933823,1266.8869742090137,0.046848790986359745
86,72,158,1261.0416712,1260.0977299587976,0.9439412412025376
99,60,159,1286.1227616,1285.177014885261,0.9457467147390162
98,61,159,1292.1707559,1291.4313956066615,0.73936029333845
97,62,159,1297.0419117,1296.6772697331999,0.36464196680003624
96,63,159,1300.0950933,1299.9232413431496,0.1718519568503325
95,64,159,1301.8312142999998,1302.124801149777,-0.29358684977728444
94,65,159,1302.0195975,1302.4105633223094,-0.39096582230945387
93,66,159,1300.8718878000002,1301.6336031357716,-0.7617153357714415
92,67,159,1298.2519494,1299.244144254349,-0.9921948543490089
91,68,159,1294.7010977999998,1295.92210482932,-1.2210070293201625
90,69,159,1289.9280291,1291.0135423105305,-1.0855132105305074
89,70,159,1284.4088052,1285.1398960572706,-0.7310908572706012
88,71,159,1277.5015431000002,1277.7578718551233,-0.2563287551231497
87,72,159,1269.863199,1269.3838558754342,0.47934312456573025
86,73,159,1260.6674022000002,1259.6062472102485,1.0611549897516852
100,60,160,1291.194592,1290.3483691111812,0.8462228888188292
99,61,160,1296.582368,1295.6259564210482,0.9564115789519292
98,62,160,1303.138544,1302.9758431520163,0.16270084798361495
97,63,160,1305.61648,1305.1629822021996,0.45349779780030985
96,64,160,1309.282736,1309.5532637786803,-0.27052777868016165
95,65,160,1308.3948160000002,1308.690109956311,-0.295293956310843
94,66,160,1309.448416,1310.1772819819791,-0.7288659819791974
93,67,160,1305.376064,1306.4670665042922,-1.0910025042921916
92,68,160,1304.275472,1305.4130138269186,-1.1375418269185502
91,69,160,1297.7299839999998,1299.0972952591699,-1.3673112591700374
90,70,160,1294.809824,1295.5748388307745,-0.7650148307745894
89,71,160,1286.134192,1286.6970824344105,-0.5628904344105194
88,72,160,1281.020656,1280.750141017752,0.2705149822479598
87,73,160,1270.123264,1269.370761932062,0.7525020679381669
86,74,160,1262.8462880000002,1261.1103135931526,1.7359744068476175
100,61,161,1301.8456297,1300.909267933243,0.9363617667570452
99,62,161,1307.6487298000002,1307.2489653842338,0.39976441576641264
98,63,161,1311.985941,1311.5725290187236,0.41341198127634016
97,64,161,1314.9181374000002,1314.8706247377252,0.047512662275039474
96,65,161,1316.0914249,1316.2276531283492,-0.13622822834918225
95,66,161,1315.9027973,1316.5326886879625,-0.6298913879625161
94,67,161,1314.2612574,1315.0412092033378,-0.7799518033377808
93,68,161,1311.4839108,1312.6385565780404,-1.1546457780402761
92,69,161,1307.3989866,1308.627370961696,-1.228384361696044
91,70,161,1302.5521620999998,1303.673204865803,-1.1210427658031676
90,71,161,1296.4979181,1297.1852978212394,-0.6873797212392674
89,72,161,1289.4690445,1289.7199152654005,-0.25087076540035014
88,73,161,1281.14945,1280.8034638429249,0.3459861570750036
86,75,161,1261.6490012000002,1259.7341182499565,1.9148829500436477
100,62,162,1313.4270689999998,1313.1415700028099,0.2854989971899613
99,63,162,1316.9886066,1316.4421351461676,0.5464714538322824
98,64,162,1321.7640426,1321.887202244748,-0.12315964474805696
97,65,162,1322.5805226,1322.1370352988106,0.44348730118940694
96,66,162,1324.099791,1324.6687454322087,-0.5689544322085567
95,67,162,1321.1768412,1321.8982691453148,-0.721427945314872
94,68,162,1320.6881358,1321.7210884488336,-1.0329526488335432
93,69,162,1315.0490616,1316.347736025761,-1.2986744257609644
92,70,162,1312.6103946,1313.7037243757209,-1.0933297757208038
91,71,162,1304.8386552,1305.771300610398,-0.9326454103979813
90,72,162,1300.3929702,1300.699451288825,-0.3064810888249667
89,73,162,1290.2235984,1290.248780387809,-0.025181987808991835
88,74,162,1283.6590668,1282.8109946128914,0.8480721871085279
101,62,163,1317.7189439,1317.0519162380112,0.6670276619888682
100,63,163,1322.9108036,1322.4448081946573,0.46599540534271
99,64,163,1326.943228,1326.8341080101034,0.10911998989672611
98,65,163,1329.3680486,1329.262356084463,0.1056925155371573
97,66,163,1330.370792,1330.6543510355282,-0.283559035528242
96,67,163,1329.585621,1330.0586640344463,-0.4730430344463912
95,68,163,1327.5926689000005,1328.5736871344502,-0.9810182344497207
94,69,163,1324.3713162,1325.4606031726692,-1.0892869726692425
93,70,163,1320.1544247,1321.428597130949,-1.2741724309489655
92,71,163,1314.8696224,1315.8432049236546,-0.9735825236546134
91,72,163,1308.5651736000002,1309.3036654430737,-0.7384918430734615
90,73,163,1301.0481515,1301.2831153143763,-0.23496381437644231
89,74,163,1292.6396009,1292.2831832676484,0.35641763235162216
88,75,163,1282.9510765,1281.9168281752911,1.0342483247088694
102,62,164,1323.1159692,1322.5454527553743,0.5705164446258095
101,63,164,1327.6404504,1326.9485264786072,0.6919239213927995
100,64,164,1333.3196392,1333.4421046782004,-0.12246547820041087
99,65,164,1334.9485856,1334.800758971773,0.14782662822699422
98,66,164,1338.0289156,1338.3793047181575,-0.3503891181576364
97,67,164,1336.2594375999995,1336.5433082556708,-0.28387065567130776
96,68,164,1336.4391324,1337.2402039435221,-0.8010715435220845
95,69,164,1331.6231576,1332.805555694204,-1.182398094204018
94,70,164,1329.9440436,1331.039616880433,-1.0955732804329728
93,71,164,1322.7919052,1324.053159901226,-1.2612547012261075
92,72,164,1319.1855288,1319.8651916821095,-0.6796628821095965
91,73,164,1309.8676392,1310.3633470885989,-0.49570788859887216
90,74,164,1304.038046,1303.791907228539,0.2461387714608918
89,75,164,1292.4925772,1291.8369304562293,0.6556467437706033
88,76,164,1284.662512,1283.0141655453933,1.6483464546067808
102,63,165,1333.2087285,1332.5510334765872,0.6576950234127708
101,64,165,1338.223062,1338.0224567941225,0.20060520587753672
100,65,165,1341.5037735,1341.5166655948653,-0.01289209486526488
99,66,165,1343.7448695,1343.9936459183398,-0.2487764183397303
98,67,165,1344.2482515,1344.2884950655214,-0.040243565521450364
97,68,165,1343.089242,1343.7156262273534,-0.6263842273533555
96,69,165,1340.7155685,1341.496250886997,-0.7806823869968866
95,70,165,1337.2985835,1338.3820073311463,-1.0834238311463196
94,71,165,1332.66309,1333.6969505241484,-1.0338605241483947
93,72,165,1327.074012,1328.0841075868527,-1.0100955868526853
92,73,165,1320.5040255,1320.970654935167,-0.46662943516707855
91,74,165,1312.7351159999998,1312.894288329447,-0.15917232944707393
90,75,165,1303.7508165,1303.3976721843303,0.3531443156696241
102,64,166,1344.1395159999995,1344.2275295095258,-0.08801350952626308
101,65,166,1346.795018,1346.6867577248934,0.10826027510665881
100,66,166,1350.7883637999998,1351.308857555779,-0.5204937557791709
99,67,166,1350.4918878,1350.400047428935,0.09184037106501819
98,68,166,1351.5633514,1351.9656307870405,-0.40227938704038024
97,69,166,1347.7433262,1348.4627703342599,-0.7194441342599021
96,70,166,1346.6682106,1347.5700116707428,-0.9018010707427493
95,71,166,1340.3131496,1341.5235000464745,-1.210350446474422
94,72,166,1337.3688076,1338.21718496736,-0.8483773673599444
93,73,166,1328.8252524000002,1329.6662896522212,-0.8410372522209855
92,74,166,1323.8325866,1323.981122509407,-0.1485359094069736
91,75,166,1313.0001072,1312.9626713714288,0.03743582857123329
90,76,166,1305.8119586,1304.9569283684416,0.8550302315584304
103,64,167,1348.6156476,1348.4470173892375,0.1686302107625579
102,65,167,1352.940647,1352.9986471211148,-0.05800012111490105
101,66,167,1356.1866594,1356.5542182478564,-0.3675588478563441
100,67,167,1357.7723244,1357.732951762126,0.03937263787383927
99,68,167,1357.9997784,1358.0649807474238,-0.06520234742379216
98,69,167,1356.4712942,1356.732832583929,-0.261538383928837
97,70,167,1353.735734,1354.529212856215,-0.7934788562149606
96,71,167,1349.8897574,1350.7382174906131,-0.8484600906131163
95,72,167,1345.048895,1346.045934704541,-0.9970397045410664
94,73,167,1339.1498537999998,1339.8376151233933,-0.687761323393488
93,74,167,1332.1096515,1332.6930197319512,-0.5833682319512263
91,76,167,1314.9506019,1314.5469840355559,0.4036178644441861
90,77,167,1304.7418418,1303.6506070169107,1.0912347830892486
103,65,168,1357.910064,1357.8051516682572,0.10491233174275294
102,66,168,1362.9049224,1363.4639386146464,-0.5590162146463626
101,67,168,1363.6234247999998,1363.474153986423,0.14927081357677707
100,68,168,1365.7710696,1365.9019630594807,-0.13089345948083064
99,69,168,1363.3118688,1363.3227503654746,-0.010881565474619492
98,70,168,1362.797016,1363.2966234610876,-0.4996074610876349
97,71,168,1357.5076368,1358.1817158725673,-0.6740790725673378
96,72,168,1355.0130048,1355.750629501103,-0.7376247011029591
95,73,168,1347.2640216000002,1348.1440929362664,-0.8800713362661554
94,74,168,1342.9806936000002,1343.3467840294757,-0.3660904294754346
93,75,168,1333.1002944,1333.2834791061223,-0.18318470612234705
92,76,168,1326.5180544,1326.155883639913,0.3621707600868831
91,77,168,1314.4069512,1313.6889483380398,0.7180028619602581
90,78,168,1305.9684456,1304.335630362243,1.632815237757086
103,66,169,1368.0138654,1368.3448471844854,-0.3309817844854024
102,67,169,1370.4315118,1370.4002294866052,0.03128231339474041
101,68,169,1371.7743182000002,1371.6293374129023,0.14498078709789297
100,69,169,1371.3454638,1371.1772035625522,0.16826023744783924
99,70,169,1369.6639814,1369.876195301033,-0.2122139010330102
98,71,169,1366.5886377000002,1366.971717895216,-0.38308019521582537
97,72,169,1362.4406679,1363.1916210583336,-0.7509531583334592
96,73,169,1357.2318513,1357.8812366702934,-0.6493853702934302
95,74,169,1351.0769389,1351.663666196587,-0.5867272965870143
94,75,169,1343.7859747000002,1343.984570974786,-0.19859627478581388
93,76,169,1335.3173677999998,1335.364774550314,-0.04740675031416686
92,77,169,1325.9054536,1325.3586413492171,0.5468122507829776
103,67,170,1375.944334,1375.7758210921413,0.16851290785871242
102,68,170,1379.031993,1379.0590202431456,-0.027027243145539614
101,69,170,1377.937448,1377.3949860918462,0.5424619081536548
100,70,170,1378.123717,1378.2284914536203,-0.10477445362039361
99,71,170,1373.883662,1374.0363077006589,-0.15264570065892258
98,72,170,1372.048954,1372.4729364963894,-0.42398249638927155
97,73,170,1365.150405,1365.801475251431,-0.6510702514308377
96,74,170,1361.521194,1361.8856260054404,-0.36443200544044885
95,75,170,1352.35204,1352.7752684376976,-0.42322843769761676
94,76,170,1346.5913859999998,1346.544250084674,0.047135915325725364
92,78,170,1327.400205,1326.5401569407534,0.8600480592465374
104,67,171,1382.2959591,1382.3019671975117,-0.006008097511767119
103,68,171,1384.7136084,1384.4201885546133,0.29341984538677934
102,69,171,1385.4237201,1384.8407083453437,0.5830117546563542
101,70,171,1384.7379246,1384.434186726285,0.3037378737151357
100,71,171,1382.4772191,1382.408507691935,0.06871140806492804
99,72,171,1379.2977477,1379.5318826056277,-0.2341349056277977
98,73,171,1374.8043294,1375.1110490511207,-0.30671965112082944
97,74,171,1369.3878018,1369.8115835365566,-0.4237817365565206
96,75,171,1362.7696401,1363.0392032224256,-0.26956312242555214
95,76,171,1355.0342499,1355.3576594385556,-0.323409538555552
94,77,171,1346.3667045,1346.2742293916274,0.09247510837258233
93,78,171,1336.6388907,1336.2579496120043,0.3809410879957795
92,79,171,1325.9522799,1324.9344924628008,1.0177874371991038
104,68,172,1391.5496944,1391.4495287650486,0.10016563495128139
103,69,172,1391.6583124,1390.692242063378,0.9660703366221242
102,70,172,1392.757874,1392.378401424894,0.37947257510586496
101,71,172,1389.4561448000002,1389.1001704942666,0.3559743057335254
100,72,172,1388.3399508,1388.397005419875,-0.057054619875088974
99,73,172,1382.4853632,1382.651069740713,-0.1657065407130176
98,74,172,1379.4702204,1379.6084420248471,-0.13822162484711953
97,75,172,1371.1575119999998,1371.4417478608755,-0.28423586087569674
96,76,172,1366.0519671999998,1366.104118337199,-0.05215113719918918
95,77,172,1355.4053564,1355.5608321150846,-0.15547571508454894
94,78,172,1348.350312,1347.9764849869134,0.37382701308661126
93,79,172,1335.7792963999998,1335.120400131599,0.6588962684008948
92,80,172,1326.7403008,1325.3918794309545,1.3484213690455817
104,69,173,1398.6121509,1397.7370640723293,0.8750868276706569
103,70,173,1399.1249748,1398.2170695235297,0.9079052764702737
102,71,173,1397.6723976,1397.0626647443773,0.609732855622724
101,72,173,1395.4208372000005,1395.0810491006418,0.33978809935865684
100,73,173,1391.6232449999998,1391.541512765864,0.08173223413587039
99,74,173,1387.1717301,1387.1507451343023,0.020984965697834923
98,75,173,1381.2158763999998,1381.2760916618972,-0.06021526189738324
97,76,173,1374.3178993,1374.5244893471581,-0.20659004715821538
96,77,173,1366.365764,1366.3630613449293,0.002702655070606852
95,78,173,1357.2517088,1357.302728232912,-0.05101943291197131
94,79,173,1347.3646204,1346.9185710397228,0.4460493602771294
105,69,174,1404.2919168,1403.2694433463391,1.0224734536609503
104,70,174,1406.5895693999998,1405.7609849322073,0.8285844677925525
103,71,174,1404.432996,1403.3882396404244,1.0447563595755582
102,72,174,1403.9249334,1403.5380763852622,0.3868570147378705
101,73,174,1399.0387872,1398.708495058624,0.3302921413758213
100,74,174,1396.7427527999998,1396.530949835344,0.21180296465581705
99,75,174,1389.4064256,1389.2976014531707,0.10882414682919261
98,76,174,1384.9463532,1384.844567468223,0.10178573177699946
97,77,174,1374.9545598,1375.2601818949684,-0.30562209496838477
96,78,174,1368.7038882,1368.5883666372383,0.1155215627616144
94,80,174,1348.4626074,1347.9231022990014,0.5395051009986673
106,69,175,1410.8092775,1409.962129460795,0.8471480392049671
105,70,175,1412.4119275,1411.3547226327833,1.0572048672167966
104,71,175,1412.09971,1410.9496082637309,1.1501017362691073
103,72,175,1410.6334375,1409.8549208502077,0.7785166497922091
102,73,175,1407.77798,1407.1888390482643,0.5891409517357715
101,74,175,1404.219775,1403.6977677395232,0.522007260476812
100,75,175,1399.09294,1398.71179113198,0.38114886802009096
99,76,175,1393.127645,1392.8797575690983,0.24788743090175558
98,77,175,1385.63446,1385.6307011659458,0.0037588340542242804
97,78,175,1377.16628,1377.5192708441525,-0.3529908441526004
96,79,175,1368.0789324999998,1368.0797952775774,-0.0008627775775948976
95,80,175,1357.862345,1357.7851310681122,0.07721393188785441
107,69,176,1415.9413664,1415.1419637415768,0.7994026584233325
106,70,176,1419.2790128,1418.6211153407949,0.6578974592050599
105,71,176,1418.3876784,1417.1002051602197,1.2874732397801836
104,72,176,1418.7994304,1417.912257532904,0.8871728670958419
103,73,176,1414.8060256,1413.990326692277,0.8156989077231174
102,74,176,1413.2999056,1412.6701741164877,0.6297314835123871
101,75,176,1406.9388432,1406.360250624986,0.5785925750139995
100,76,176,1403.2247856,1402.7825789108363,0.4422066891636405
99,77,176,1394.1931872,1394.1454657585978,0.047721441402245546
98,78,176,1388.4628384,1388.3763565815814,0.08648181841863334
97,79,176,1377.2675312,1377.4897951165444,-0.22226391654453437
96,80,176,1369.748864,1369.629801431774,0.11906256822589967
95,81,176,1356.5971408,1356.6398227222667,-0.04268192226663814
107,70,177,1424.8454157,1423.8625664964563,0.9828492035437648
106,71,177,1425.4605614999998,1424.4529586941348,1.0076028058649626
105,72,177,1425.1750605000002,1424.1170483488236,1.0580121511766265
104,73,177,1423.2267153,1422.0696834111104,1.1570318888896054
103,74,177,1420.4313543,1419.469803620084,0.9615506799161722
102,75,177,1416.2164533,1415.3639408068038,0.8525124931961727
101,76,177,1411.1213667000002,1410.4413881240232,0.6799785759769748
100,77,177,1404.4300056,1404.0941232271957,0.3358823728042353
99,78,177,1396.9706591999998,1396.91933079101,0.0513284089897752
98,79,177,1388.3636271,1388.4130859619363,-0.049458861936273024
97,80,177,1378.8113618999998,1379.0912554438194,-0.2798935438195258
96,81,177,1368.5932934999998,1368.5744160847264,0.01887741527343678
108,70,178,1431.6074708,1430.7447750033048,0.8626957966953341
107,71,178,1431.4858611999998,1430.2516181861065,1.2342430138933196
106,72,178,1432.8009964,1432.0302782805006,0.7707181194994064
104,74,178,1429.2079952,1428.0432208723716,1.1647743276282654
103,75,178,1423.6720527999998,1422.6473469932992,1.0247058067006947
102,76,178,1420.7804784,1419.9362783666386,0.8442000333614033
101,77,178,1412.708214,1412.2349745084807,0.4732394915192799
100,78,178,1407.669034,1407.3571839273857,0.31185007261433384
99,79,178,1397.1922388,1397.4373102699108,-0.2450714699107266
98,80,178,1390.4222046,1390.502199376173,-0.0799947761729527
96,82,178,1368.9687901999998,1369.7513687137487,-0.782578513748831
108,71,179,1438.2783176000005,1437.220151261306,1.058166338694491
107,72,179,1438.8999846000002,1437.883102911402,1.0168816885982324
106,73,179,1438.0120551,1436.8087637123976,1.2032913876023485
105,74,179,1436.1674959,1434.837586789383,1.3299091106168817
104,75,179,1432.6742214,1431.2499771263215,1.424244273678596
103,76,179,1428.3277076000002,1427.227378806346,1.100328793654171
102,77,179,1422.6069392000002,1421.771823173584,0.8351160264162445
101,78,179,1416.0109861,1415.5214306082426,0.4895554917575282
100,79,179,1407.9490946,1407.934925346388,0.01416925361218091
99,80,179,1399.1110949,1399.570042205048,-0.45894730504801373
98,81,179,1389.6654618,1390.0059597255813,-0.3404979255813032
97,82,179,1378.561877,1379.7529409354972,-1.1910639354971408
109,71,180,1443.967092,1442.6739881302387,1.293103869761353
108,72,180,1446.2877419999998,1445.412771430048,0.8749705699517563
107,73,180,1444.659552,1443.2055953965535,1.4539566034466134
106,74,180,1444.579812,1443.3742737169853,1.2055382830146755
105,75,180,1439.998596,1438.5715715619529,1.4270244380470558
104,76,180,1437.735078,1436.3233880904288,1.4116899095711233
103,77,180,1430.574066,1429.547064081969,1.0270019180309191
102,78,180,1426.244058,1425.5497430931243,0.6943149068756611
101,79,180,1416.657492,1416.5822587902508,0.07523320974928538
100,80,180,1410.499998,1410.556975760625,-0.05697776062493176
99,81,180,1398.85758,1399.5537734180791,-0.6961934180790195
98,82,180,1390.625874,1391.724362480726,-1.0984884807260187
110,71,181,1450.1593480999998,1449.2670170731765,0.8923310268232854
109,72,181,1451.982543,1450.9209806076706,1.061562392329506
108,73,181,1452.236305,1450.8130702052943,1.4232347947056496
107,74,181,1451.2488414,1449.8171858888015,1.4316555111984144
106,75,181,1448.7499554,1447.1776427882633,1.5723126117368338
105,76,181,1445.0001603,1443.6837634370165,1.316396862983538
104,77,181,1440.1308802,1438.681776359246,1.4491038407541055
103,78,181,1434.2670051,1433.3442741246308,0.922730975369177
102,79,181,1426.9742979,1426.664724407904,0.3095734920959785
101,80,181,1418.9819352,1419.241086421164,-0.25915122116407474
100,81,181,1410.3372123,1410.612344865114,-0.27513256511406325
99,82,181,1399.8667423999998,1401.3240808775606,-1.4573384775608247
110,72,182,1458.7005341999998,1458.075199687745,0.6253345122547671
109,73,182,1458.2992424,1456.8659328584306,1.4333095415693151
108,74,182,1459.3323472,1457.9713107550665,1.361036444933461
107,75,182,1455.7500048,1454.14926980953,1.6007349904698458
106,76,182,1454.1306234,1452.8182120572362,1.3124113427638804
105,77,182,1447.7908536,1446.552301995034,1.2385516049660055
104,78,182,1444.1252462,1442.9723476314991,1.1528985685008593
103,79,182,1435.4784444,1434.9438975428081,0.5345468571917991
102,80,182,1429.9690131999998,1429.8143661773056,0.1546470226942347
101,81,182,1418.9369922,1419.7774421729046,-0.8404499729044801
100,82,182,1411.6519872,1412.8644589575601,-1.2124717575602517
112,71,183,1461.2206875,1460.6111229658334,0.6095645341665659
111,72,183,1464.0057645,1463.246642223135,0.7591222768649004
110,73,183,1465.23342,1464.0978781300287,1.1355418699713482
109,74,183,1465.5231822,1464.0701224346037,1.4530597653963468
108,75,183,1464.1848483,1462.3718473918605,1.8130009081396565
107,76,183,1461.2565921,1459.8271530073298,1.4294390926702363
106,77,183,1457.0126208,1455.747095024132,1.2655257758679
105,78,183,1451.8013298,1450.8740793704626,0.9272504295374802
104,79,183,1445.4372852,1444.6212645977196,0.8160206022803322
103,80,183,1438.2680955,1438.1243958525902,0.14369964740990326
102,81,183,1430.2683603,1430.4149320969937,-0.14657179699361222
101,82,183,1420.478757,1422.0734053903502,-1.5946483903501303
112,72,184,1470.2929952,1470.0343165600652,0.25867863993471474
111,73,184,1470.850644,1469.8140368288914,1.0366071711086988
110,74,184,1472.9342968,1471.8496251028464,1.0846716971536807
109,75,184,1470.6663128,1469.0005775821824,1.6657352178176552
108,76,184,1469.9167152,1468.5796977537443,1.337017446255686
107,77,184,1464.4926528,1463.2676480575713,1.2250047424288368
106,78,184,1461.4319416,1460.5791918658283,0.8527497341717662
105,79,184,1453.6358248,1453.0159271318048,0.619897668195108
104,80,184,1448.8795536,1448.2938689763675,0.58568462363246
103,81,184,1438.6357768,1439.2069040991896,-0.5711272991895839
102,82,184,1432.0216576,1433.19416483081,-1.1725072308099698
113,72,185,1475.1846535,1474.8780526750306,0.3066008249693368
112,73,185,1477.4768775,1476.6793583600784,0.7975191399216328
111,74,185,1478.6880355,1477.611857759826,1.0761777401739892
110,75,185,1478.3368685,1476.8480592178132,1.4888092821868213
109,76,185,1476.5413695,1475.244869348735,1.296500151265036
108,77,185,1473.288681,1472.078552395967,1.2101286040328887
107,78,185,1468.8589115,1468.1281434443895,0.730768055610497
106,79,185,1463.246585,1462.773186773584,0.4733982264160659
105,80,185,1456.7897335,1456.7143891679036,0.07534433209639246
104,81,185,1449.581486,1449.434133642948,0.1473523570521138
103,82,185,1440.582605,1442.0229683721043,-1.4403633721042297
114,72,186,1481.3603952,1481.3098647531517,0.05053044684837005
113,73,186,1482.7614402,1482.067057762038,0.6943824379618491
