regime,population,family,mechanism,n,mae,rmse,bias,median_ae,p95_ae,G_vs_data_MAE,fraction_G_soft_gt1,fraction_G_residual_gt1
R0_random_broad,broad,mlp,soft,492,1.803890520306664,2.39538977934087,0.09176829157796734,1.4276373751489189,4.766938215803071,1.23833662637076,,
R0_random_broad,broad,mlp,residual,492,0.4797494742893976,0.8512503628115601,0.010998258423543038,0.22323822314876907,1.8525987216321813,4.656229596848391,,
R0_random_broad,broad,mlp,adaptive,492,1.7640785902097555,2.3101615246201175,0.1569538089870115,1.4370135873277547,4.771446388388664,1.2662835508893848,,
R0_random_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R0_random_broad,broad,ridge,data,492,1.8778147604041364,2.36084587965063,0.12984541095861438,1.5954086777229577,4.47869997925556,,,
R0_random_broad,broad,ridge,soft,492,1.8778147604041364,2.36084587965063,0.12984541095861438,1.5954086777229577,4.47869997925556,1.0,,
R0_random_broad,broad,ridge,residual,492,1.8168885905952206,2.3014077132934645,0.11001145313050228,1.4302205108974704,4.3376467996860955,1.0335332447593588,,
R0_random_broad,broad,ridge,adaptive,492,1.889885181449764,2.382687452709538,0.11304892035763658,1.6769118343371474,4.3639669283898215,0.9936131458333527,,
R1_Ca_broad,broad,physics,physics_only,21,3.247054179449086,3.706678675376475,0.21539540917770714,3.508612470366188,5.528548506839741,,,
R1_Ca_broad,broad,hgb,data,21,2.5975753465504323,3.061660064145653,-1.6819311195571913,2.672631087229604,5.155312241721674,,,
R1_Ca_broad,broad,hgb,soft,21,2.0485037890820927,2.4084137634361613,-0.5435352023162527,1.6612031455951524,4.790484411446926,1.268035412184603,,
R1_Ca_broad,broad,hgb,residual,21,0.545094309274559,0.6778323644424205,-0.4100281980373611,0.44392058900950815,1.0605675140200788,4.765368675390183,,
R1_Ca_broad,broad,hgb,adaptive,21,1.6703809785032766,2.1892807716633573,-0.7509564512302139,1.1863531705217838,4.33102105072129,1.555079577640998,,
R1_Ca_broad,broad,mlp,data,21,2.9478123226880206,3.371651779730947,-1.7015767632379948,2.8762167546559,5.874464425662779,,,
R1_Ca_broad,broad,mlp,soft,21,2.570998967215831,3.0888428693116023,-0.5513934597885715,2.6657703766743452,4.797943214178986,1.146563013162252,,
R1_Ca_broad,broad,mlp,residual,21,2.19206600844801,2.5802036054745034,-0.8321931753785039,1.9491333676011777,4.311752693922358,1.3447643963856186,,
R1_Ca_broad,broad,mlp,adaptive,21,2.512841463666984,3.0305892049734324,-0.7333338475786193,2.8371437706001075,5.18753213760624,1.1730992047489877,,
R1_Ca_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R1_Ca_broad,broad,ridge,data,21,1.8739013562902647,2.2092830610738687,-0.6532886636021301,1.7991850001147327,3.6504325748301767,,,
R1_Ca_broad,broad,ridge,soft,21,1.8739013562902647,2.2092830610738687,-0.6532886636021301,1.7991850001147327,3.6504325748301767,1.0,,
R1_Ca_broad,broad,ridge,residual,21,2.051176961206392,2.466192023051546,-0.9924388934150313,2.339687968132523,4.207908299897497,0.9135737148627764,,
R1_Ca_broad,broad,ridge,adaptive,21,2.072112647319159,2.4392419486625987,-0.43865993413428006,2.295998970754283,3.617859111540099,0.9043433805177848,,
R1_Sn_broad,broad,physics,physics_only,35,4.81667317257845,6.662763177116008,-4.533852686087961,2.828222873680943,12.944279478871623,,,
R1_Sn_broad,broad,hgb,data,35,2.332649184675662,2.7864983192062382,-1.9672968981253203,2.122968072223216,4.773534446796941,,,
R1_Sn_broad,broad,hgb,soft,35,3.603995021504355,4.707011166303933,-3.50723037090289,2.5284465388491526,8.738944353997814,0.6472398465472861,,
R1_Sn_broad,broad,hgb,residual,35,1.138286333939943,1.4269662129292962,-1.138286333939943,0.880439049599886,2.5646270930261577,2.0492639814111433,,
R1_Sn_broad,broad,hgb,adaptive,35,2.9550966330420643,3.693250111939305,-2.8555772886819732,2.368135956195033,7.0209614563652964,0.7893647735892696,,
R1_Sn_broad,broad,mlp,data,35,3.308427896796346,3.8166292145455962,-3.0875646660136034,3.258261988726531,6.646137365905951,,,
R1_Sn_broad,broad,mlp,soft,35,4.015014990603933,5.130774355873667,-3.9553374780582153,3.155872915816758,9.566603374863211,0.8240138342045634,,
R1_Sn_broad,broad,mlp,residual,35,1.282332350957641,1.498382251102099,-1.282332350957641,0.9505015481277042,2.988265945797103,2.5800081346506034,,
R1_Sn_broad,broad,mlp,adaptive,35,3.7361194757135925,4.605554344705501,-3.680903922393473,3.2033026359212045,8.295729013616777,0.8855251868422762,,
R1_Sn_broad,primary,mlp,seed_robustness,5,,,,,,,0.0,1.0
R1_Sn_broad,broad,ridge,data,35,3.8874172025448455,4.934973716453104,-3.8874172025448455,2.6458426118587113,9.795123669269968,,,
R1_Sn_broad,broad,ridge,soft,35,3.8874172025448455,4.934973716453104,-3.8874172025448455,2.6458426118587113,9.795123669269968,1.0,,
R1_Sn_broad,broad,ridge,residual,35,3.9398019322584106,4.935042076942994,-3.9398019322584106,2.8154674148580625,9.568962704757928,0.9867037149038768,,
R1_Sn_broad,broad,ridge,adaptive,35,4.0071174056911465,5.27685053908188,-4.0071174056911465,2.9687163203627733,10.28701390115484,0.9701281018179563,,
R1_Ni_broad,broad,physics,physics_only,22,1.6084881683325265,1.8407397858699461,0.07233949835763166,1.5403675892641502,2.757292787388485,,,
R1_Ni_broad,broad,hgb,data,22,2.9100587431854126,3.3070077617051234,-2.131732753755857,2.5009859632065172,5.792491404656317,,,
R1_Ni_broad,broad,hgb,soft,22,1.2440072850001307,1.6697490148601568,-0.8092894024877559,0.9776420623015554,2.567183238000672,2.3392618180568827,,
R1_Ni_broad,broad,hgb,residual,22,0.6644696866081031,0.7424058416045799,-0.6603547986554914,0.7025310377249525,1.1390300482837743,4.379520694225037,,
R1_Ni_broad,broad,hgb,adaptive,22,1.562970424748285,1.9251432310481815,-1.1070927072237178,1.3373739791372827,3.25689314527124,1.8618770368953559,,
R1_Ni_broad,broad,mlp,data,22,2.6343396700005504,3.6137410515913504,-1.1679500269714487,1.6609942037454175,6.663888245013129,,,
R1_Ni_broad,broad,mlp,soft,22,1.5374423686641954,1.9943377566324907,-0.4237763117739968,1.0668205028287616,4.079952711853815,1.7134558821150432,,
R1_Ni_broad,broad,mlp,residual,22,1.7023804705036747,2.077396726962732,-1.6849468304362332,1.4599274232075459,3.966816562127803,1.547444719699552,,
R1_Ni_broad,broad,mlp,adaptive,22,1.5708504290622303,2.1308019646989442,-0.5528384221868702,0.9948825319053753,4.276536792793607,1.677014960344254,,
R1_Ni_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R1_Ni_broad,broad,ridge,data,22,1.7300339701090452,2.36613123003765,-1.7261749687194017,0.9545835862585363,5.156093443163683,,,
R1_Ni_broad,broad,ridge,soft,22,1.7300339701090452,2.36613123003765,-1.7261749687194017,0.9545835862585363,5.156093443163683,1.0,,
R1_Ni_broad,broad,ridge,residual,22,1.551577819808433,2.035588953270353,-1.551577819808433,1.001229288786078,4.384342465668677,1.1150159199379672,,
R1_Ni_broad,broad,ridge,adaptive,22,1.323865145302353,2.012970710690139,-1.2893599196105727,0.6949165052637909,4.681904842608483,1.3068052862090638,,
R1_Pb_broad,broad,physics,physics_only,38,3.7107981218238617,4.732528459010857,-3.7107981218238617,2.8707206227122697,9.091348600626427,,,
R1_Pb_broad,broad,hgb,data,38,1.8798012102187338,2.29611405110383,-0.526825769937312,1.669725999198704,4.682058189402482,,,
R1_Pb_broad,broad,hgb,soft,38,2.5161204484430217,3.2523472002254286,-2.4372091810692287,1.8077304413925503,6.324926705381733,0.7471030297384837,,
R1_Pb_broad,broad,hgb,residual,38,0.52074070157015,0.6679337321288622,-0.4943972745024834,0.4836920912067626,1.3292472073176436,3.609860348059431,,
R1_Pb_broad,broad,hgb,adaptive,38,1.9839326681093206,2.492390076288638,-1.8674370871548502,1.5724027271040768,4.8485910214033305,0.9475126048557769,,
R1_Pb_broad,broad,mlp,data,38,2.541029853936924,3.5262723623910306,-0.7632988083913448,1.50575460847665,7.343275071283153,,,
R1_Pb_broad,broad,mlp,soft,38,2.6718887580085195,3.85801383188238,-2.5317983964508635,1.164394371791559,8.356982466933799,0.9510238202547284,,
R1_Pb_broad,broad,mlp,residual,38,0.8291063567644654,1.0699295210104562,-0.8291063567644654,0.5966599186618851,2.452515467820069,3.0647815364160644,,
R1_Pb_broad,broad,mlp,adaptive,38,2.539472638201735,3.65155338582719,-2.2798491880406515,1.1090116268017027,8.098058911888597,1.00061320437628,,
R1_Pb_broad,primary,mlp,seed_robustness,5,,,,,,,0.6,1.0
R1_Pb_broad,broad,ridge,data,38,3.034350619896899,4.273275630669638,-3.020871925115449,2.2224023895869323,8.64551951357073,,,
R1_Pb_broad,broad,ridge,soft,38,3.034350619896899,4.273275630669638,-3.020871925115449,2.2224023895869323,8.64551951357073,1.0,,
R1_Pb_broad,broad,ridge,residual,38,3.0876291916129106,4.3104880939807995,-2.8798401887767113,2.1215883734053023,8.64077693371015,0.9827445044694049,,
R1_Pb_broad,broad,ridge,adaptive,38,3.21801999573745,4.3645185310403205,-3.21801999573745,2.2720643706985584,8.750197121453287,0.9429247251154943,,
R2_neutron_rich_broad,broad,physics,physics_only,519,3.7920217892681425,5.171684537026366,-2.5191989919240543,2.9825370154051143,11.28708456427705,,,
R2_neutron_rich_broad,broad,hgb,data,519,9.591693593740965,12.488570173728029,9.494245683718677,7.492841101962085,25.626895328420414,,,
R2_neutron_rich_broad,broad,hgb,soft,519,3.209789266389,4.078961149230719,2.286178878333037,2.6076232770553815,8.151636567653496,2.9882627168641456,,
R2_neutron_rich_broad,broad,hgb,residual,519,1.5207837031793379,2.5140386454820858,-0.6903198072352839,0.8499347204060541,5.864108491975458,6.3070728425670595,,
R2_neutron_rich_broad,broad,hgb,adaptive,519,4.73164281255731,6.345236249864321,4.485340152602336,3.540948878117888,13.434174057863604,2.027138136523231,,
R2_neutron_rich_broad,broad,mlp,data,519,10.090485760099,12.02756937034611,10.012758194587976,9.025439278477734,22.351868902212956,,,
R2_neutron_rich_broad,broad,mlp,soft,519,3.729562539659333,4.563501384298467,2.4935838826807566,3.2911119697153026,8.901556611235005,2.705541374571155,,
R2_neutron_rich_broad,broad,mlp,residual,519,1.1103272594083626,1.5891051445135818,0.6547086397948984,0.6905754279745224,3.4264378599969083,9.087848356957128,,
R2_neutron_rich_broad,broad,mlp,adaptive,519,4.433513867156459,5.515561050016946,3.6321074751467832,3.8349530950948747,11.019760820832408,2.275956738254385,,
R2_neutron_rich_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R2_neutron_rich_broad,broad,ridge,data,519,2.8203499193670742,3.5345149794898774,0.3757816136479059,2.313980924045609,7.139945506337902,,,
R2_neutron_rich_broad,broad,ridge,soft,519,2.8203499193670742,3.5345149794898774,0.3757816136479059,2.313980924045609,7.139945506337902,1.0,,
R2_neutron_rich_broad,broad,ridge,residual,519,2.6713419774338187,3.2570456516111714,0.0964803668182914,2.309600606180993,6.532970621706687,1.0557801820927464,,
R2_neutron_rich_broad,broad,ridge,adaptive,519,2.297329863002079,3.255760318024889,-0.6667583885096684,1.5767992412824583,7.938581952194267,1.2276643266550886,,
R3_proton_rich_broad,broad,physics,physics_only,519,2.511588306980254,3.2693529024084493,-1.7402075948519138,2.0813117163556853,6.693411636084963,,,
R3_proton_rich_broad,broad,hgb,data,519,13.049570796533281,16.630374676766394,13.024459795245482,10.19946575176175,33.12266068587909,,,
R3_proton_rich_broad,broad,hgb,soft,519,4.329390514983171,5.837600268413725,4.165659361187043,3.1722407784607185,12.6271976229391,3.0141819619577577,,
R3_proton_rich_broad,broad,hgb,residual,519,1.2405988236771135,1.8876962013266492,-0.9829939220338355,0.7688825208649632,4.231893170294279,10.518767668870247,,
R3_proton_rich_broad,broad,hgb,adaptive,519,5.336885012829196,7.493189036456375,5.2599805459584115,3.8295740181677047,16.27416836351938,2.445166190608148,,
R3_proton_rich_broad,broad,mlp,data,519,13.556586384108954,16.68619356332208,13.046251666409614,11.29563491512647,32.955995226876844,,,
R3_proton_rich_broad,broad,mlp,soft,519,4.405032471424595,5.440507222983538,4.1743761096527,3.911611266284126,10.15515883966913,3.0775224636936063,,
R3_proton_rich_broad,broad,mlp,residual,519,2.1713907029366886,3.782513053776448,1.4000066813848413,0.7800184296590942,9.751630059609143,6.2432736613334505,,
R3_proton_rich_broad,broad,mlp,adaptive,519,4.092166976429484,4.964928176441898,3.8708450588853096,3.8299559155084353,9.384131047734149,3.3128135929432205,,
R3_proton_rich_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R3_proton_rich_broad,broad,ridge,data,519,2.457295573284406,3.4209196695682302,1.5280266166140881,1.7650115241438016,7.573202129172931,,,
R3_proton_rich_broad,broad,ridge,soft,519,2.457295573284406,3.4209196695682302,1.5280266166140881,1.7650115241438016,7.573202129172931,1.0,,
R3_proton_rich_broad,broad,ridge,residual,519,2.49776972258105,3.840661271288573,0.8117369242224555,1.6324527015910917,7.775875749896848,0.9837958844121065,,
R3_proton_rich_broad,broad,ridge,adaptive,519,2.1187021493796734,2.6187166402873086,-0.04027601826381825,1.7953571194372273,5.190188543059151,1.1598117149236233,,
R4_magic_pm1_broad,broad,physics,physics_only,548,3.589617765214999,4.765317821764899,-2.7849435190685945,2.5808718131566906,10.297925420628102,,,
R4_magic_pm1_broad,broad,hgb,data,548,3.1054302411398975,4.236234027346364,-0.528011804343316,2.357445710602974,8.517200794903278,,,
R4_magic_pm1_broad,broad,hgb,soft,548,2.522473072741147,3.3082115238224334,-1.8821708331784825,1.911827368546028,6.848144996876951,1.2311054079024346,,
R4_magic_pm1_broad,broad,hgb,residual,548,1.2488091186016295,1.6234901535295534,-1.1122914745053334,1.0111156725824344,3.3291810275221443,2.4867132973990804,,
R4_magic_pm1_broad,broad,hgb,adaptive,548,2.378569940401321,3.084446414631903,-1.5335333484185845,1.936873736801033,6.49960408136933,1.3055871044161678,,
R4_magic_pm1_broad,broad,mlp,data,548,3.3586615783224243,4.075608936535178,-2.0735593848063103,3.020421536570268,7.550538560909024,,,
R4_magic_pm1_broad,broad,mlp,soft,548,3.199733207704763,4.015708034141544,-2.500389865363677,2.7093676932557855,8.094529653690339,1.0496692568727204,,
R4_magic_pm1_broad,broad,mlp,residual,548,1.5244443351031447,1.918734237765437,-1.2033789902879912,1.1905826621883193,3.7570889007921515,2.203203817274952,,
R4_magic_pm1_broad,broad,mlp,adaptive,548,3.102479184603702,3.874746209492917,-2.4031819053250185,2.63297681513086,7.794534368017537,1.0825734448082835,,
R4_magic_pm1_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R4_magic_pm1_broad,broad,ridge,data,548,3.1832010377656434,4.049190241091443,-2.809938852703017,2.559675411160697,8.372838135159359,,,
R4_magic_pm1_broad,broad,ridge,soft,548,3.1832010377656434,4.049190241091443,-2.809938852703017,2.559675411160697,8.372838135159359,1.0,,
R4_magic_pm1_broad,broad,ridge,residual,548,3.127718033795,3.9953010201217007,-2.7994407364865657,2.5604469999645687,8.42890688397373,1.0177391322910663,,
R4_magic_pm1_broad,broad,ridge,adaptive,548,3.1354245304474113,4.114021430216255,-2.75138671248516,2.4574355315234584,8.898817869299284,1.0152376518249075,,
R6_N50_broad,broad,physics,physics_only,21,3.733442959487228,5.016105551849674,-3.733442959487228,2.2105745656771205,9.081183514535041,,,
R6_N50_broad,broad,hgb,data,21,2.0064315824034846,2.398376688245621,-1.5106640610831836,1.9982284443195795,3.8064869897968947,,,
R6_N50_broad,broad,hgb,soft,21,2.844331400125606,3.310616770177143,-2.844331400125606,2.1262110250376054,6.055540913023151,0.705414137858507,,
R6_N50_broad,broad,hgb,residual,21,1.2279715969008511,1.4490207123286614,-1.2279715969008511,1.1937953386571962,2.1747367422161688,1.6339397323743539,,
R6_N50_broad,broad,hgb,adaptive,21,2.41794830921118,2.7675918636419934,-2.41794830921118,2.160879318611933,5.078137215143329,0.829807475519629,,
R6_N50_broad,broad,mlp,data,21,2.9345356802756335,3.2013659893505935,-2.9345356802756335,2.9911055875330703,4.6635455729078785,,,
R6_N50_broad,broad,mlp,soft,21,3.4138800478025955,3.841688709916906,-3.4138800478025955,3.0744466350387256,6.645152343734253,0.8595895694005123,,
R6_N50_broad,broad,mlp,residual,21,2.2285940382760363,2.3257223392433635,-2.2285940382760363,2.250764717981724,3.531419245713323,1.316765471806471,,
R6_N50_broad,broad,mlp,adaptive,21,3.3213766679073973,3.687440662052849,-3.3213766679073973,2.903296989289629,6.515479840114722,0.8835299255969394,,
R6_N50_broad,primary,mlp,seed_robustness,5,,,,,,,0.0,1.0
R6_N50_broad,broad,ridge,data,21,4.050574478946639,4.164548206534623,-4.050574478946639,3.7266291757260888,5.489195757178663,,,
R6_N50_broad,broad,ridge,soft,21,4.050574478946639,4.164548206534623,-4.050574478946639,3.7266291757260888,5.489195757178663,1.0,,
R6_N50_broad,broad,ridge,residual,21,3.988402105189022,4.138383044868928,-3.988402105189022,3.654065017094581,5.652451471297354,1.0155882912800414,,
R6_N50_broad,broad,ridge,adaptive,21,3.7690422052411403,4.097857073304526,-3.7690422052411403,3.150756959119917,6.355052980497021,1.0746959727099916,,
R6_N82_broad,broad,physics,physics_only,24,5.436949181914646,6.537798427019072,-5.436949181914646,3.781112602013536,12.079501309997545,,,
R6_N82_broad,broad,hgb,data,24,2.530697477087614,3.196487794898111,-2.041939011429965,2.232495394246712,5.342465027588183,,,
R6_N82_broad,broad,hgb,soft,24,4.078945113720768,4.87524006024206,-4.078945113720768,2.6960725116051663,9.384686797033794,0.6204294018507006,,
R6_N82_broad,broad,hgb,residual,24,1.0430841929509427,1.1081499831776278,-1.0430841929509427,0.9491963133490344,1.7158606346744358,2.426167987387606,,
R6_N82_broad,broad,hgb,adaptive,24,3.4095539013321265,3.9778704645609517,-3.4095539013321265,2.523569519388616,7.447491004232517,0.7422371226038867,,
R6_N82_broad,broad,mlp,data,24,3.933352453745935,4.404307554647061,-3.7816334810087064,3.432512842492997,7.057784266410328,,,
R6_N82_broad,broad,mlp,soft,24,4.774822901552265,5.342258910264105,-4.774822901552265,3.7215741222748875,8.987967756323666,0.8237692862843617,,
R6_N82_broad,broad,mlp,residual,24,1.2263672544169897,1.3381812786214728,-1.2263672544169897,1.08366749735967,2.37995169656815,3.2073201886133496,,
R6_N82_broad,broad,mlp,adaptive,24,4.505491313479685,4.948162025222737,-4.505491313479685,3.62240890667033,8.255167178635348,0.8730129923850912,,
R6_N82_broad,primary,mlp,seed_robustness,5,,,,,,,0.0,1.0
R6_N82_broad,broad,ridge,data,24,4.69030341905012,5.4753447611501915,-4.69030341905012,3.228233713851637,10.102374395206084,,,
R6_N82_broad,broad,ridge,soft,24,4.69030341905012,5.4753447611501915,-4.69030341905012,3.228233713851637,10.102374395206084,1.0,,
R6_N82_broad,broad,ridge,residual,24,4.775067773124903,5.44808469409568,-4.775067773124903,3.393368893625393,9.955102395630966,0.982248554763588,,
R6_N82_broad,broad,ridge,adaptive,24,4.922353699215535,5.721755343055665,-4.922353699215535,3.6554788862069927,10.510999169610704,0.9528578614327541,,
R6_N126_broad,broad,physics,physics_only,14,5.447378326874124,6.19772321009157,-5.447378326874124,5.0620901546154755,9.768505352047919,,,
R6_N126_broad,broad,hgb,data,14,2.910691451231823,3.2256887018415634,-2.892962896960512,3.2218577837260227,4.358412654512222,,,
R6_N126_broad,broad,hgb,soft,14,4.425612154908663,4.915068163364644,-4.425612154908663,4.581964171378104,7.263164163998056,0.6576923935829833,,
R6_N126_broad,broad,hgb,residual,14,0.5807949425679096,0.7725196075368105,-0.5807949425679096,0.4067755455786255,1.4973794880790137,5.011564732920327,,
R6_N126_broad,broad,hgb,adaptive,14,3.8142719639858536,4.161917910903221,-3.8142719639858536,4.07558625606589,5.702734361820694,0.7631053786186228,,
R6_N126_broad,broad,mlp,data,14,3.8573670676589376,4.248315249742179,-3.8573670676589376,3.0635226086913008,6.946268655531151,,,
R6_N126_broad,broad,mlp,soft,14,4.811373823188076,5.3930800228185305,-4.811373823188076,4.155880319108746,8.416004387777491,0.8017184299978168,,
R6_N126_broad,broad,mlp,residual,14,1.102531951815227,1.215552030087201,-1.102531951815227,0.8481305990891315,2.121054601667356,3.498644244557361,,
R6_N126_broad,broad,mlp,adaptive,14,4.545222448320438,5.0560104202341565,-4.545222448320438,3.840465267757395,7.977555083531319,0.8486640888355906,,
R6_N126_broad,primary,mlp,seed_robustness,5,,,,,,,0.0,1.0
R6_N126_broad,broad,ridge,data,14,4.649253754280347,5.547533350401486,-4.649253754280347,4.295477215257051,9.14820159520466,,,
R6_N126_broad,broad,ridge,soft,14,4.649253754280347,5.547533350401486,-4.649253754280347,4.295477215257051,9.14820159520466,1.0,,
R6_N126_broad,broad,ridge,residual,14,4.670112346140286,5.577823415835246,-4.670112346140286,4.206456661824063,9.180276720043354,0.9955335995552275,,
R6_N126_broad,broad,ridge,adaptive,14,4.909005651665552,5.7178770760091995,-4.909005651665552,4.533418871679942,9.278574369944101,0.9470866574991466,,
R4_magic_pm2_broad,broad,physics,physics_only,858,3.401723021868173,4.564351997579783,-2.5764855709203998,2.3868621624775983,9.765053230904902,,,
R4_magic_pm2_broad,broad,hgb,data,858,6.948305828464063,10.395786825339252,-1.8940979551959702,4.552417279512895,23.751474806994732,,,
R4_magic_pm2_broad,broad,hgb,soft,858,3.547428805656308,4.96051751573771,-2.3035305246306264,2.4868771323352235,10.969211971306695,1.9586878861064445,,
R4_magic_pm2_broad,broad,hgb,residual,858,1.457692143506961,2.0254239642957765,-1.2167957484204142,1.0283544673812912,4.317454291213471,4.766648334776377,,
R4_magic_pm2_broad,broad,hgb,adaptive,858,3.5986090143060476,5.1454638523371985,-2.054785592281677,2.4591039401426826,11.144989114537713,1.9308309963214962,,
R4_magic_pm2_broad,broad,mlp,data,858,3.7655797805106688,4.50993462177337,-2.215232002393085,3.4616056916323146,7.992715893936474,,,
R4_magic_pm2_broad,broad,mlp,soft,858,3.1561832076743905,3.9536813750728785,-2.4319841435094705,2.673528281237566,7.995884743256873,1.1930802278380117,,
R4_magic_pm2_broad,broad,mlp,residual,858,1.6665491904991854,2.1812072333360986,-1.3966768519422141,1.3329078659881475,4.237274685830314,2.2595071312493067,,
R4_magic_pm2_broad,broad,mlp,adaptive,858,3.062480872666596,3.8314114267857566,-2.33489558944545,2.5639093460569313,7.6840925632214505,1.2295847507553126,,
R4_magic_pm2_broad,primary,mlp,seed_robustness,5,,,,,,,1.0,1.0
R4_magic_pm2_broad,broad,ridge,data,858,3.0508412155881888,3.950369539754294,-2.6351575988757014,2.4605076472200267,8.339598736796518,,,
R4_magic_pm2_broad,broad,ridge,soft,858,3.0508412155881888,3.950369539754294,-2.6351575988757014,2.4605076472200267,8.339598736796518,1.0,,
R4_magic_pm2_broad,broad,ridge,residual,858,3.031846476978745,3.9118215489225836,-2.665326915510245,2.4498952214560745,8.309535882984516,1.0062650727052551,,
R4_magic_pm2_broad,broad,ridge,adaptive,858,2.9657489910663473,3.958037563003866,-2.5334650692745733,2.2576423779406696,8.527397404391342,1.028691647465164,,
