method,observable,n,mae,rmse,bias,median_ae,p95_ae,regime
B_hgb_adaptive,S2n,319,3.4212645962152424,4.982811371636523,-3.3748499488200947,2.3578905658555414,10.515136045754346,R3_proton_rich_broad
B_hgb_adaptive,Sp,364,2.1564318650235843,2.789420293094937,2.020749936534378,1.656777065856545,5.854536106919976,R3_proton_rich_broad
B_hgb_adaptive,S2p,255,4.215731580631894,5.182602575581022,4.045143862845449,3.283573109431927,10.769034656355348,R3_proton_rich_broad
B_hgb_adaptive,Qalpha,0,,,,,,R3_proton_rich_broad
B_hgb_adaptive,delta2n,147,1.3904068580489186,1.8128929031436594,-0.6226112747481668,1.0888875109540095,3.7196040002992494,R3_proton_rich_broad
B_hgb_adaptive,delta2p,77,2.2190417936473,4.861126339061609,-1.7462140216955422,0.9732457211041492,5.355896098813028,R3_proton_rich_broad
B_mlp_data,Sn,398,4.499886424575961,5.8546704003538155,-3.3632541925440607,3.785307263803304,11.223993952938255,R3_proton_rich_broad
B_mlp_data,S2n,319,6.394047856213558,6.855134901547956,-6.373425695713305,6.462082954904872,10.16975751453691,R3_proton_rich_broad
B_mlp_data,Sp,364,5.0375245944252285,6.102653171550831,4.310811797264467,4.4719385057547925,11.676095811714465,R3_proton_rich_broad
B_mlp_data,S2p,255,9.262677463801118,9.954979523301635,9.117140846589859,9.382668404407355,15.271217610849908,R3_proton_rich_broad
B_mlp_data,Qalpha,0,,,,,,R3_proton_rich_broad
B_mlp_data,delta2n,147,1.469380184141077,1.8157239560485239,-1.4469460688691567,1.2502116749767538,3.8775242599578386,R3_proton_rich_broad
B_mlp_data,delta2p,77,3.224949132936371,3.485365893441781,-3.2201725825423195,2.930108136988565,6.134610550400214,R3_proton_rich_broad
B_mlp_soft,Sn,398,1.7208127670566555,2.26697286253431,-1.118263165421573,1.3516310640916345,4.747795422882964,R3_proton_rich_broad
B_mlp_soft,S2n,319,2.138134790130977,2.3705224904467666,-2.07341061432827,2.038108687266771,4.201579989020228,R3_proton_rich_broad
B_mlp_soft,Sp,364,1.775191919364303,2.206760360596313,1.3821521937869845,1.5128108193220555,4.324699073329901,R3_proton_rich_broad
B_mlp_soft,S2p,255,2.969761823624722,3.272525373336067,2.8825597543291055,2.815296351692723,5.579427720911756,R3_proton_rich_broad
B_mlp_soft,Qalpha,0,,,,,,R3_proton_rich_broad
B_mlp_soft,delta2n,147,0.5602267918404452,0.9000369575512656,-0.44117743036965484,0.37799339121352205,2.069108740371596,R3_proton_rich_broad
B_mlp_soft,delta2p,77,1.2042962682204303,1.5250254067606888,-1.0283679426539891,0.9046884454175483,3.120436284429755,R3_proton_rich_broad
B_mlp_residual,Sn,398,0.9409938611562249,1.5379096282623606,-0.5565986657622444,0.46565718853753424,3.8131390811801773,R3_proton_rich_broad
B_mlp_residual,S2n,319,1.4544885954207385,2.560283882727827,-0.9441039912897435,0.5746281316934301,5.723237611950179,R3_proton_rich_broad
B_mlp_residual,Sp,364,0.9785408855024086,1.6160026019088387,0.5641798464685273,0.44717348940673673,3.876852348319065,R3_proton_rich_broad
B_mlp_residual,S2p,255,1.8086722129903905,2.8881040932401665,1.1043539854017776,0.7952376837877182,6.730283056233412,R3_proton_rich_broad
B_mlp_residual,Qalpha,0,,,,,,R3_proton_rich_broad
B_mlp_residual,delta2n,147,0.47460131121104165,0.7580421440872772,0.07278491588881696,0.3186035309595354,1.275615188371819,R3_proton_rich_broad
B_mlp_residual,delta2p,77,0.9297433008006025,1.4497513303987402,0.33274354453635346,0.5692277406888024,2.1179851187587024,R3_proton_rich_broad
B_mlp_adaptive,Sn,398,1.7049004737364795,2.409962199967742,-1.014062232952884,1.2877326527381001,5.26511637873776,R3_proton_rich_broad
B_mlp_adaptive,S2n,319,1.8962319834368166,2.1710686500808065,-1.7970128567766335,1.708345341909535,3.8907300554437763,R3_proton_rich_broad
B_mlp_adaptive,Sp,364,1.6177146733584515,2.0135090171637953,1.208133241152621,1.3269706644726966,3.9213316808979126,R3_proton_rich_broad
B_mlp_adaptive,S2p,255,2.581713386512991,2.9122811862650213,2.4732057340218514,2.3992557669625967,5.101447056569861,R3_proton_rich_broad
B_mlp_adaptive,Qalpha,0,,,,,,R3_proton_rich_broad
B_mlp_adaptive,delta2n,147,0.5641520644354989,0.9285288158949991,-0.2674962869235467,0.3030607580092237,2.0491349701639585,R3_proton_rich_broad
B_mlp_adaptive,delta2p,77,1.0433438487959292,1.3627678772673348,-0.8159087965120742,0.8636606054047888,3.0978908138312025,R3_proton_rich_broad
B_ridge_data,Sn,398,1.3626417062963732,1.9492500546476492,-0.688704867977768,0.8493073437151111,4.448806658370835,R3_proton_rich_broad
B_ridge_data,S2n,319,1.4462385948204166,2.2823058595163714,-1.2121491440111598,0.7007423351215039,5.709839243705723,R3_proton_rich_broad
B_ridge_data,Sp,364,1.3338999175826975,1.897941943585759,0.7620977454447734,0.8997796544716721,4.211497581675679,R3_proton_rich_broad
B_ridge_data,S2p,255,1.7497604608941286,2.5507806614469435,1.5076166822667492,0.9010851619661935,5.684712914605296,R3_proton_rich_broad
B_ridge_data,Qalpha,0,,,,,,R3_proton_rich_broad
B_ridge_data,delta2n,147,0.4757500958343759,1.0021150207174265,-0.31034474239289134,0.14731992842882846,2.317438347455799,R3_proton_rich_broad
B_ridge_data,delta2p,77,0.7197987008557225,1.2276518041964288,-0.5868472500191771,0.2485319306177871,3.074508821704923,R3_proton_rich_broad
B_ridge_soft,Sn,398,1.3626417062963732,1.9492500546476492,-0.688704867977768,0.8493073437151111,4.448806658370835,R3_proton_rich_broad
B_ridge_soft,S2n,319,1.4462385948204166,2.2823058595163714,-1.2121491440111598,0.7007423351215039,5.709839243705723,R3_proton_rich_broad
B_ridge_soft,Sp,364,1.3338999175826975,1.897941943585759,0.7620977454447734,0.8997796544716721,4.211497581675679,R3_proton_rich_broad
B_ridge_soft,S2p,255,1.7497604608941286,2.5507806614469435,1.5076166822667492,0.9010851619661935,5.684712914605296,R3_proton_rich_broad
B_ridge_soft,Qalpha,0,,,,,,R3_proton_rich_broad
B_ridge_soft,delta2n,147,0.4757500958343759,1.0021150207174265,-0.31034474239289134,0.14731992842882846,2.317438347455799,R3_proton_rich_broad
B_ridge_soft,delta2p,77,0.7197987008557225,1.2276518041964288,-0.5868472500191771,0.2485319306177871,3.074508821704923,R3_proton_rich_broad
B_ridge_residual,Sn,398,1.065618766948634,1.9998797837314846,-0.6024495788401057,0.47938628490669544,4.04439852229037,R3_proton_rich_broad
B_ridge_residual,S2n,319,1.5746550478463166,2.8132375892059036,-0.8864260248722841,0.8252478624669948,5.745211112857424,R3_proton_rich_broad
B_ridge_residual,Sp,364,0.9485245863049002,1.642922983506799,0.5088186850383172,0.46959487187905324,3.7077730195912433,R3_proton_rich_broad
B_ridge_residual,S2p,255,1.761836543873657,3.0595092837655558,1.0081830367925195,1.006110329626381,6.8146952967521806,R3_proton_rich_broad
B_ridge_residual,Qalpha,0,,,,,,R3_proton_rich_broad
B_ridge_residual,delta2n,147,0.4931596144829869,0.9028353215013042,-0.07575427604440725,0.24639198746695,1.821327450223383,R3_proton_rich_broad
B_ridge_residual,delta2p,77,0.7991837528214912,1.525391395906646,-0.291326128687242,0.35406821870651584,2.6120586319216965,R3_proton_rich_broad
B_ridge_adaptive,Sn,398,0.8657507083620974,1.2380893162009676,-0.1984967710234304,0.5615112216638636,2.766141148118788,R3_proton_rich_broad
B_ridge_adaptive,S2n,319,1.0174541581029284,1.501623481182055,-0.2721321519760248,0.649312205617889,3.4776868113218846,R3_proton_rich_broad
B_ridge_adaptive,Sp,364,0.8257733335000024,1.1752501846131274,0.1418449946553486,0.5451752139228745,2.4573147043437378,R3_proton_rich_broad
B_ridge_adaptive,S2p,255,1.151332701768122,1.5677173923036771,0.19974261111929856,0.844368565184709,3.6086215348465522,R3_proton_rich_broad
B_ridge_adaptive,Qalpha,0,,,,,,R3_proton_rich_broad
B_ridge_adaptive,delta2n,147,0.485983724754471,0.8773536727790218,-0.03943857688724091,0.24583358967174718,1.7129543595221652,R3_proton_rich_broad
B_ridge_adaptive,delta2p,77,0.6300332491379396,0.9629998661085063,-0.10413787987874044,0.3678190120696172,2.3086287030442754,R3_proton_rich_broad
B_semf,Sn,458,0.7916431490935196,0.9989825911442288,-0.13643833287553325,0.6645438838091025,1.9892394414791272,R4_magic_pm1_broad
B_semf,S2n,375,1.36279121981611,1.665064254995145,-0.2888472320265108,1.2063529421975545,3.1856827409969073,R4_magic_pm1_broad
B_semf,Sp,421,0.8679751072042852,1.160674938493156,0.296986082770607,0.6941068144087694,2.173705717235407,R4_magic_pm1_broad
B_semf,S2p,310,1.5021144030076228,2.0457162177886525,0.5942416596803576,1.1213952226588049,3.73225429969836,R4_magic_pm1_broad
B_semf,Qalpha,0,,,,,,R4_magic_pm1_broad
B_semf,delta2n,288,0.8290528987712774,1.2837694782597462,0.08038730182038872,0.4557713829753993,2.9052268162186072,R4_magic_pm1_broad
B_semf,delta2p,200,1.2636352087739813,1.7897769532005248,0.50151698444937,0.805217193387449,4.298129532334707,R4_magic_pm1_broad
B_hgb_data,Sn,458,2.786640253309315,3.802763364266736,0.3079193030507835,2.052007554220836,8.13975368207112,R4_magic_pm1_broad
B_hgb_data,S2n,375,2.9736744217117375,4.011324223400308,0.3866575629821905,2.083759262425815,8.911513756852935,R4_magic_pm1_broad
B_hgb_data,Sp,421,2.7590828873542383,3.85808634072754,-0.028127097174938647,1.8881234228622361,8.970211401379288,R4_magic_pm1_broad
B_hgb_data,S2p,310,3.0694600152155553,4.409753946974109,-0.07970440997898408,2.1232905468987155,8.779861240439377,R4_magic_pm1_broad
B_hgb_data,Qalpha,0,,,,,,R4_magic_pm1_broad
B_hgb_data,delta2n,288,4.380921366260866,5.91782348985405,-0.3364498714830544,2.985544030643638,12.762273008086703,R4_magic_pm1_broad
B_hgb_data,delta2p,200,4.952695793353987,7.166810415650672,-0.779489835001906,3.1376202508546385,13.924012519290198,R4_magic_pm1_broad
B_hgb_soft,Sn,458,1.2455432914202946,1.690250478157863,0.041304721494990815,0.9640810190035154,3.4037262232814807,R4_magic_pm1_broad
B_hgb_soft,S2n,375,1.4981977522267607,1.9900649309970746,-0.01864531402303199,1.1008355730002108,4.349935811103251,R4_magic_pm1_broad
B_hgb_soft,Sp,421,1.179431493756058,1.5992996826686012,0.16694081079238837,0.8624223132479756,3.265108694675064,R4_magic_pm1_broad
B_hgb_soft,S2p,310,1.3796997954019903,1.8927515398229988,0.32466323181661955,0.9391512351331244,3.927851692616227,R4_magic_pm1_broad
B_hgb_soft,Qalpha,0,,,,,,R4_magic_pm1_broad
B_hgb_soft,delta2n,288,1.9753732860153224,2.7067553311274066,-0.08634756750099253,1.4982980280722131,5.640429899252716,R4_magic_pm1_broad
B_hgb_soft,delta2p,200,2.2000421501026297,3.0772105855724337,-0.010885743331139253,1.6345265024488924,6.379334417954603,R4_magic_pm1_broad
B_hgb_residual,Sn,458,0.4898237850228652,0.679254457597537,-0.021880352953805405,0.3505426119038475,1.4545630600550414,R4_magic_pm1_broad
B_hgb_residual,S2n,375,0.6127972805408387,0.9438017893000482,-0.06112892631376061,0.3216651862762774,2.372086193698107,R4_magic_pm1_broad
B_hgb_residual,Sp,421,0.5221090275709543,0.7832564337236776,0.04032135252006744,0.33980118707080464,1.4455551904220556,R4_magic_pm1_broad
B_hgb_residual,S2p,310,0.7033720248916489,1.1700173809419936,0.0749630223047838,0.3712613981833215,2.5518897555420526,R4_magic_pm1_broad
B_hgb_residual,Qalpha,0,,,,,,R4_magic_pm1_broad
B_hgb_residual,delta2n,288,0.8447521281047679,1.257319535726225,-0.004618523649865086,0.4725678942275522,2.716694160857844,R4_magic_pm1_broad
B_hgb_residual,delta2p,200,1.1429603237043446,1.902481889694468,0.13847433292151323,0.7586619295832975,3.6062694231886456,R4_magic_pm1_broad
B_hgb_adaptive,Sn,458,1.4403539111628973,1.9977358066418713,0.13552146431952505,1.0593882646379313,4.006601224418737,R4_magic_pm1_broad
B_hgb_adaptive,S2n,375,1.636423406384755,2.248356134822178,0.1459560281506971,1.06400391389775,4.96918613915895,R4_magic_pm1_broad
B_hgb_adaptive,Sp,421,1.3905421575654926,1.9428613520413414,0.02492459257660425,0.9412864656947022,4.3580142058444835,R4_magic_pm1_broad
B_hgb_adaptive,S2p,310,1.54404442506426,2.285825275337603,0.06373231531925408,0.9782634789296196,4.4923699924250995,R4_magic_pm1_broad
B_hgb_adaptive,Qalpha,0,,,,,,R4_magic_pm1_broad
B_hgb_adaptive,delta2n,288,2.2576080189902865,3.1351895808754247,-0.1284174154490984,1.6014805944931823,6.6751457270312775,R4_magic_pm1_broad
B_hgb_adaptive,delta2p,200,2.5733723276047233,3.8938165812074366,-0.24667558636728742,1.7020349752381208,7.098641150765557,R4_magic_pm1_broad
B_mlp_data,Sn,458,1.3368134493020145,1.7693262060253465,-0.15591726010583584,1.0381896854754586,3.5500975413498415,R4_magic_pm1_broad
B_mlp_data,S2n,375,1.8378725613404658,2.5288824920433295,-0.29403780845750194,1.3340457952203906,5.362440568139649,R4_magic_pm1_broad
B_mlp_data,Sp,421,1.4953100330947655,2.0143903678352646,0.12113010199098222,1.1237682108732088,3.93064026255297,R4_magic_pm1_broad
B_mlp_data,S2p,310,2.021280761393264,2.7950512258575206,0.3351121309309813,1.4789333021836342,5.825721356042073,R4_magic_pm1_broad
B_mlp_data,Qalpha,0,,,,,,R4_magic_pm1_broad
B_mlp_data,delta2n,288,1.4438835225149182,2.2296306693505445,-0.6555286911834747,0.6648668866494347,5.054690140591428,R4_magic_pm1_broad
B_mlp_data,delta2p,200,2.308616081709942,3.2459708705319974,-0.9921160577569336,1.5218545562800045,6.766677942327987,R4_magic_pm1_broad
B_mlp_soft,Sn,458,0.8137746661866985,1.0361199124067455,-0.1442299037676547,0.6656872846323836,2.0420758795101634,R4_magic_pm1_broad
B_mlp_soft,S2n,375,1.328333588718338,1.6681812357330887,-0.29092346259890745,1.1251736653787248,3.472044535551107,R4_magic_pm1_broad
B_mlp_soft,Sp,421,0.8287814928106544,1.0813566242497574,0.2266436904587591,0.6193220647624003,2.2370656256155144,R4_magic_pm1_broad
B_mlp_soft,S2p,310,1.3185385808314993,1.6564364028252963,0.49058984818060847,1.0791991089251667,3.4890012631310277,R4_magic_pm1_broad
B_mlp_soft,Qalpha,0,,,,,,R4_magic_pm1_broad
B_mlp_soft,delta2n,288,0.8677245976206892,1.5171984439022321,-0.21397909538115772,0.27852585688862064,3.450747661743986,R4_magic_pm1_broad
B_mlp_soft,delta2p,200,1.1690898806478534,1.8475015478895416,-0.0959362324331481,0.5892704498080548,4.5757948164767095,R4_magic_pm1_broad
B_mlp_residual,Sn,458,0.3975951986593312,0.5785198719544742,-0.018939566326538378,0.26053007463551126,1.2882854336819711,R4_magic_pm1_broad
B_mlp_residual,S2n,375,0.6535589832461566,0.9352178504183082,-0.061909440607341895,0.40155262522080193,2.1203753557674987,R4_magic_pm1_broad
B_mlp_residual,Sp,421,0.5133478016075864,0.7250637415962189,0.0285252898454021,0.3464299635277257,1.4791129651637789,R4_magic_pm1_broad
B_mlp_residual,S2p,310,0.6552325828952913,0.9046022398445136,0.056647076062174694,0.4681728980013986,2.011713226286174,R4_magic_pm1_broad
B_mlp_residual,Qalpha,0,,,,,,R4_magic_pm1_broad
B_mlp_residual,delta2n,288,0.6606185578118523,1.072687365546231,-0.02822929933954595,0.29022385399292716,2.5939405840954284,R4_magic_pm1_broad
B_mlp_residual,delta2p,200,0.9170680444962762,1.322617580748979,-0.00032143981299455506,0.5923144612553415,2.8035666901871346,R4_magic_pm1_broad
B_mlp_adaptive,Sn,458,0.8348369747367216,1.079098550672064,-0.1025462422912644,0.6588950630571162,2.1200766849886516,R4_magic_pm1_broad
B_mlp_adaptive,S2n,375,1.326791903112449,1.688205765415867,-0.2202819091328535,1.0969431899252413,3.4969260076763082,R4_magic_pm1_broad
B_mlp_adaptive,Sp,421,0.8526230309880016,1.1194883478665167,0.15918112443153248,0.6341955302509632,2.268930159341153,R4_magic_pm1_broad
B_mlp_adaptive,S2p,310,1.3014508717752056,1.6723766566096803,0.3684983988018389,1.036510709876552,3.463409439066701,R4_magic_pm1_broad
B_mlp_adaptive,Qalpha,0,,,,,,R4_magic_pm1_broad
B_mlp_adaptive,delta2n,288,0.8817700498273408,1.5368427254032224,-0.24277500269999486,0.3069650801266164,3.5187218383198515,R4_magic_pm1_broad
B_mlp_adaptive,delta2p,200,1.2553808594212645,1.9707406614289504,-0.22199715534312703,0.6138745303528594,4.73494402347801,R4_magic_pm1_broad
B_ridge_data,Sn,458,0.6717459061065816,0.8368265400344742,-0.10139076382461316,0.580042875391257,1.6604252961431674,R4_magic_pm1_broad
B_ridge_data,S2n,375,1.0254086552427695,1.2998882815703043,-0.21253468690181285,0.8434782331851238,2.717837741387075,R4_magic_pm1_broad
B_ridge_data,Sp,421,0.652156304903652,0.844942436557987,0.13181732742497257,0.5498328304565803,1.6714899005686163,R4_magic_pm1_broad
B_ridge_data,S2p,310,0.9256737042499539,1.2049428510793956,0.2662110126833807,0.7194858739346728,2.481514464297983,R4_magic_pm1_broad
B_ridge_data,Qalpha,0,,,,,,R4_magic_pm1_broad
B_ridge_data,delta2n,288,0.753266741004079,1.2721697030240402,-0.08026285514693517,0.34193668211943873,3.0106778720393144,R4_magic_pm1_broad
B_ridge_data,delta2p,200,0.9839096412431221,1.4893861645604656,-0.11400457616781438,0.5748431676344126,3.5005863371216304,R4_magic_pm1_broad
B_ridge_soft,Sn,458,0.6717459061065816,0.8368265400344742,-0.10139076382461316,0.580042875391257,1.6604252961431674,R4_magic_pm1_broad
B_ridge_soft,S2n,375,1.0254086552427695,1.2998882815703043,-0.21253468690181285,0.8434782331851238,2.717837741387075,R4_magic_pm1_broad
B_ridge_soft,Sp,421,0.652156304903652,0.844942436557987,0.13181732742497257,0.5498328304565803,1.6714899005686163,R4_magic_pm1_broad
B_ridge_soft,S2p,310,0.9256737042499539,1.2049428510793956,0.2662110126833807,0.7194858739346728,2.481514464297983,R4_magic_pm1_broad
B_ridge_soft,Qalpha,0,,,,,,R4_magic_pm1_broad
B_ridge_soft,delta2n,288,0.753266741004079,1.2721697030240402,-0.08026285514693517,0.34193668211943873,3.0106778720393144,R4_magic_pm1_broad
B_ridge_soft,delta2p,200,0.9839096412431221,1.4893861645604656,-0.11400457616781438,0.5748431676344126,3.5005863371216304,R4_magic_pm1_broad
B_ridge_residual,Sn,458,0.5715983489295502,0.7305287805590963,-0.09039275014761168,0.4777763595283204,1.4843232084585336,R4_magic_pm1_broad
B_ridge_residual,S2n,375,1.0053366181215542,1.2555524972881655,-0.21369331995502588,0.8812844103756561,2.513070536708341,R4_magic_pm1_broad
B_ridge_residual,Sp,421,0.5708567818379201,0.773678947890636,0.1572590021904951,0.43433686870821475,1.6963879628925156,R4_magic_pm1_broad
B_ridge_residual,S2p,310,0.9078809153016844,1.1944481445153547,0.301659062383328,0.6486968102944388,2.53619754138827,R4_magic_pm1_broad
B_ridge_residual,Qalpha,0,,,,,,R4_magic_pm1_broad
B_ridge_residual,delta2n,288,0.7388189208081332,1.228800204288676,-0.05144450913440796,0.35128021002736887,2.9452530556137986,R4_magic_pm1_broad
B_ridge_residual,delta2p,200,0.9900366436929033,1.4766174920523538,-0.05624009434652521,0.5572806025285217,3.018011276141324,R4_magic_pm1_broad
B_ridge_adaptive,Sn,458,0.6448994298196713,0.8020178763064889,-0.10143658319245033,0.5508259125666655,1.6798776352041271,R4_magic_pm1_broad
B_ridge_adaptive,S2n,375,1.0767354697734015,1.34550841825884,-0.22209619170743136,0.9345182170104636,2.690250975478887,R4_magic_pm1_broad
B_ridge_adaptive,Sp,421,0.6095952013099327,0.7972129441190602,0.15978829775639108,0.4628788295353843,1.7622661761739096,R4_magic_pm1_broad
B_ridge_adaptive,S2p,310,1.000751487810069,1.2761687214935127,0.32254814610134397,0.8477429908036811,2.562681213088735,R4_magic_pm1_broad
B_ridge_adaptive,Qalpha,0,,,,,,R4_magic_pm1_broad
B_ridge_adaptive,delta2n,288,0.7683383392341899,1.263053954761153,-0.03354641985680256,0.3706462213080499,2.9436412550584232,R4_magic_pm1_broad
B_ridge_adaptive,delta2p,200,0.9929781711614435,1.465618362713705,0.06059248186506395,0.5594578235547374,3.2292880618570274,R4_magic_pm1_broad
B_semf,Sn,0,,,,,,R6_N50_broad
B_semf,S2n,0,,,,,,R6_N50_broad
B_semf,Sp,19,0.8648291134271751,1.0589341608803382,-0.04802894295314194,0.6700312765208309,1.836635365687493,R6_N50_broad
B_semf,S2p,19,1.7195744531467558,2.123124161410597,-0.33179504537371196,1.6324180638242751,3.6605956714598946,R6_N50_broad
B_semf,Qalpha,0,,,,,,R6_N50_broad
B_semf,delta2n,0,,,,,,R6_N50_broad
B_semf,delta2p,17,0.9010541202300949,0.937447832879851,0.7985475471007047,0.9113788921048354,1.2691193900204096,R6_N50_broad
B_hgb_data,Sn,0,,,,,,R6_N50_broad
B_hgb_data,S2n,0,,,,,,R6_N50_broad
B_hgb_data,Sp,19,1.4837946087754972,1.7363663353649332,-0.10185515929173275,1.4028892228877794,2.696128146955809,R6_N50_broad
B_hgb_data,S2p,19,1.9981968338727076,2.3526060367806627,-0.14279541631555945,2.0874836112095636,3.5549169357181407,R6_N50_broad
B_hgb_data,Qalpha,0,,,,,,R6_N50_broad
B_hgb_data,delta2n,0,,,,,,R6_N50_broad
B_hgb_data,delta2p,17,3.054423827927849,3.5837165807754796,-0.2516181767931384,3.4697627192931577,5.811010454948268,R6_N50_broad
B_hgb_soft,Sn,0,,,,,,R6_N50_broad
B_hgb_soft,S2n,0,,,,,,R6_N50_broad
B_hgb_soft,Sp,19,0.6668013575488443,0.9033203219391392,-0.06955942948857946,0.5041474946856397,1.8144220390202563,R6_N50_broad
B_hgb_soft,S2p,19,0.9822697956414004,1.3005136663220227,-0.25619519375045813,0.7746136315053036,2.9351900357761105,R6_N50_broad
B_hgb_soft,Qalpha,0,,,,,,R6_N50_broad
B_hgb_soft,delta2n,0,,,,,,R6_N50_broad
B_hgb_soft,delta2p,17,1.2634256880185817,1.4986332306529515,0.3784812575431715,1.010780334070546,2.8056684007720376,R6_N50_broad
B_hgb_residual,Sn,0,,,,,,R6_N50_broad
B_hgb_residual,S2n,0,,,,,,R6_N50_broad
B_hgb_residual,Sp,19,0.32769987383187527,0.4215519259081097,0.04618521547295012,0.30563909916531884,0.7895490373208643,R6_N50_broad
B_hgb_residual,S2p,19,0.5807558941899419,0.8675107331989851,-0.0803615892997952,0.44120650352931534,1.751582077800649,R6_N50_broad
B_hgb_residual,Qalpha,0,,,,,,R6_N50_broad
B_hgb_residual,delta2n,0,,,,,,R6_N50_broad
B_hgb_residual,delta2p,17,0.7663062957649679,0.929122785756428,0.2949375425541067,0.6366575149388609,1.6753987506814834,R6_N50_broad
B_hgb_adaptive,Sn,0,,,,,,R6_N50_broad
B_hgb_adaptive,S2n,0,,,,,,R6_N50_broad
B_hgb_adaptive,Sp,19,0.8468480226070393,1.025224147925538,-0.14726524834018642,0.6740718993182782,1.7327540581827727,R6_N50_broad
B_hgb_adaptive,S2p,19,0.9762404059337745,1.3180428912749964,-0.3704503015041586,0.8209602609721287,3.048724107999703,R6_N50_broad
B_hgb_adaptive,Qalpha,0,,,,,,R6_N50_broad
B_hgb_adaptive,delta2n,0,,,,,,R6_N50_broad
B_hgb_adaptive,delta2p,17,1.6851311388787602,1.948421021063127,0.1375555672539857,1.7243832454103085,3.3667341560586004,R6_N50_broad
B_mlp_data,Sn,0,,,,,,R6_N50_broad
B_mlp_data,S2n,0,,,,,,R6_N50_broad
B_mlp_data,Sp,19,1.5786766581524034,1.6850499951388234,-0.06419780682947955,1.7731058425924857,2.311126783190218,R6_N50_broad
B_mlp_data,S2p,19,1.0035547319044829,1.3717885009421036,-0.004390551578987805,0.7507946271091441,2.9153017473657186,R6_N50_broad
B_mlp_data,Qalpha,0,,,,,,R6_N50_broad
B_mlp_data,delta2n,0,,,,,,R6_N50_broad
B_mlp_data,delta2p,17,1.308360074744381,1.4335682293645586,-0.4951116531340176,1.1424361349187393,2.1332347680768855,R6_N50_broad
B_mlp_soft,Sn,0,,,,,,R6_N50_broad
B_mlp_soft,S2n,0,,,,,,R6_N50_broad
B_mlp_soft,Sp,19,0.7459443416393313,0.9015383856687221,-0.05449648850367339,0.7712847759327133,1.494800528363941,R6_N50_broad
B_mlp_soft,S2p,19,0.9120534733793815,1.064274077894209,-0.20083324785581394,0.8714684165014432,1.950416808461875,R6_N50_broad
B_mlp_soft,Qalpha,0,,,,,,R6_N50_broad
B_mlp_soft,delta2n,0,,,,,,R6_N50_broad
B_mlp_soft,delta2p,17,0.5063696565257153,0.644649440311161,0.2810838670068212,0.32052342823294566,1.199825481381663,R6_N50_broad
B_mlp_residual,Sn,0,,,,,,R6_N50_broad
B_mlp_residual,S2n,0,,,,,,R6_N50_broad
B_mlp_residual,Sp,19,0.6732798844927498,0.7820550225100045,0.11087745679493596,0.583847989794549,1.2254609602533018,R6_N50_broad
B_mlp_residual,S2p,19,0.4793434904837927,0.6772846259588252,-0.010388458788378031,0.29241977684478115,1.5364401741943758,R6_N50_broad
B_mlp_residual,Qalpha,0,,,,,,R6_N50_broad
B_mlp_residual,delta2n,0,,,,,,R6_N50_broad
B_mlp_residual,delta2p,17,0.5487117086201231,0.7482113892924911,0.23064060583800816,0.3832869059552877,1.5762516491546419,R6_N50_broad
B_mlp_adaptive,Sn,0,,,,,,R6_N50_broad
B_mlp_adaptive,S2n,0,,,,,,R6_N50_broad
B_mlp_adaptive,Sp,19,0.8567436595164305,0.9715399084120309,-0.1303164898864081,0.9158125826522792,1.524878781795314,R6_N50_broad
B_mlp_adaptive,S2p,19,0.8440396866679677,0.9461219464015717,-0.3300674642383384,0.8454584121840298,1.5931226449993452,R6_N50_broad
B_mlp_adaptive,Qalpha,0,,,,,,R6_N50_broad
B_mlp_adaptive,delta2n,0,,,,,,R6_N50_broad
B_mlp_adaptive,delta2p,17,0.5568681050396783,0.7244289732562497,0.1266426720072385,0.33083505613183206,1.2650092812076306,R6_N50_broad
B_ridge_data,Sn,0,,,,,,R6_N50_broad
B_ridge_data,S2n,0,,,,,,R6_N50_broad
B_ridge_data,Sp,19,0.4909157184868455,0.6201248086002188,0.0038163478860245674,0.44776521131734626,1.0166767143692697,R6_N50_broad
B_ridge_data,S2p,19,0.5781127929131188,0.7347947941856268,-0.12736558134015827,0.5100624093253145,1.4282908980450646,R6_N50_broad
B_ridge_data,Qalpha,0,,,,,,R6_N50_broad
B_ridge_data,delta2n,0,,,,,,R6_N50_broad
B_ridge_data,delta2p,17,0.5190351870060113,0.6235066002527402,0.2690933587087945,0.4296599330622257,1.2290442370782102,R6_N50_broad
B_ridge_soft,Sn,0,,,,,,R6_N50_broad
B_ridge_soft,S2n,0,,,,,,R6_N50_broad
B_ridge_soft,Sp,19,0.4909157184868455,0.6201248086002188,0.0038163478860245674,0.44776521131734626,1.0166767143692697,R6_N50_broad
B_ridge_soft,S2p,19,0.5781127929131188,0.7347947941856268,-0.12736558134015827,0.5100624093253145,1.4282908980450646,R6_N50_broad
B_ridge_soft,Qalpha,0,,,,,,R6_N50_broad
B_ridge_soft,delta2n,0,,,,,,R6_N50_broad
B_ridge_soft,delta2p,17,0.5190351870060113,0.6235066002527402,0.2690933587087945,0.4296599330622257,1.2290442370782102,R6_N50_broad
B_ridge_residual,Sn,0,,,,,,R6_N50_broad
B_ridge_residual,S2n,0,,,,,,R6_N50_broad
B_ridge_residual,Sp,19,0.34893929798423823,0.5535576848810362,-0.012701557769111404,0.13705925236411076,1.1476154511652896,R6_N50_broad
