regime,family,mechanism,observable,n,G
R4_magic_pm2,ridge,soft,S2n,654,1.0
R4_magic_pm2,ridge,soft,Sp,685,1.0
R4_magic_pm2,ridge,soft,S2p,572,1.0
R4_magic_pm2,ridge,soft,delta2n,508,1.0
R4_magic_pm2,ridge,soft,delta2p,368,1.0
R4_magic_pm2,ridge,residual,Sn,729,1.1244129149612911
R4_magic_pm2,ridge,residual,S2n,654,1.059821982765733
R4_magic_pm2,ridge,residual,Sp,685,1.1477155223597426
R4_magic_pm2,ridge,residual,S2p,572,1.0858960193243183
R4_magic_pm2,ridge,residual,delta2n,508,1.0559937086587048
R4_magic_pm2,ridge,residual,delta2p,368,1.1405195618476718
R4_magic_pm2,ridge,adaptive,Sn,729,1.0579411283140883
R4_magic_pm2,ridge,adaptive,S2n,654,0.9952179138280682
R4_magic_pm2,ridge,adaptive,Sp,685,1.101948602136573
R4_magic_pm2,ridge,adaptive,S2p,572,0.998125615438342
R4_magic_pm2,ridge,adaptive,delta2n,508,1.0080933887125814
R4_magic_pm2,ridge,adaptive,delta2p,368,1.0628720637941187
R4_magic_pm2,hgb,soft,Sn,729,2.3482684927158335
R4_magic_pm2,hgb,soft,S2n,654,2.3254859373966488
R4_magic_pm2,hgb,soft,Sp,685,2.410556793294058
R4_magic_pm2,hgb,soft,S2p,572,2.3723299306178443
R4_magic_pm2,hgb,soft,delta2n,508,2.3626881879054284
R4_magic_pm2,hgb,soft,delta2p,368,2.319140933623589
R4_magic_pm2,hgb,residual,Sn,729,9.040458087525055
R4_magic_pm2,hgb,residual,S2n,654,9.245964219132073
R4_magic_pm2,hgb,residual,Sp,685,6.755308490776546
R4_magic_pm2,hgb,residual,S2p,572,6.880966047879336
R4_magic_pm2,hgb,residual,delta2n,508,10.744097380227814
R4_magic_pm2,hgb,residual,delta2p,368,7.03381161467577
R4_magic_pm2,hgb,adaptive,Sn,729,2.176710583531496
R4_magic_pm2,hgb,adaptive,S2n,654,2.146036553945549
R4_magic_pm2,hgb,adaptive,Sp,685,2.189726023456127
R4_magic_pm2,hgb,adaptive,S2p,572,2.204015888553008
R4_magic_pm2,hgb,adaptive,delta2n,508,2.1845703976712345
R4_magic_pm2,hgb,adaptive,delta2p,368,2.2688477232098743
R4_magic_pm2,mlp,soft,Sn,729,1.8846478844172974
R4_magic_pm2,mlp,soft,S2n,654,1.4036849009311914
R4_magic_pm2,mlp,soft,Sp,685,2.052058898538354
R4_magic_pm2,mlp,soft,S2p,572,1.5912831610891376
R4_magic_pm2,mlp,soft,delta2n,508,1.6209186526333035
R4_magic_pm2,mlp,soft,delta2p,368,1.8197764599953008
R4_magic_pm2,mlp,residual,Sn,729,3.1833231253945065
R4_magic_pm2,mlp,residual,S2n,654,2.4406953605025627
R4_magic_pm2,mlp,residual,Sp,685,3.686717111599189
R4_magic_pm2,mlp,residual,S2p,572,2.734803990769718
R4_magic_pm2,mlp,residual,delta2n,508,1.9871638753762313
R4_magic_pm2,mlp,residual,delta2p,368,2.255000923845168
R4_magic_pm2,mlp,adaptive,Sn,729,1.8419591198319407
R4_magic_pm2,mlp,adaptive,S2n,654,1.408907441668311
R4_magic_pm2,mlp,adaptive,Sp,685,2.02845027513576
R4_magic_pm2,mlp,adaptive,S2p,572,1.5941284841635368
R4_magic_pm2,mlp,adaptive,delta2n,508,1.6172661552286056
R4_magic_pm2,mlp,adaptive,delta2p,368,1.7983306107278592
R0_random_broad,ridge,soft,Sn,97,1.0
R0_random_broad,ridge,soft,S2n,84,1.0
R0_random_broad,ridge,soft,Sp,103,1.0
R0_random_broad,ridge,soft,S2p,88,1.0
R0_random_broad,ridge,soft,delta2n,13,1.0
R0_random_broad,ridge,soft,delta2p,15,1.0
R0_random_broad,ridge,residual,Sn,97,1.1702624680899851
R0_random_broad,ridge,residual,S2n,84,1.040451632710313
R0_random_broad,ridge,residual,Sp,103,1.408154210205612
R0_random_broad,ridge,residual,S2p,88,1.1359112234241435
R0_random_broad,ridge,residual,delta2n,13,1.0885125154768296
R0_random_broad,ridge,residual,delta2p,15,0.975345330059559
R0_random_broad,ridge,adaptive,Sn,97,1.1376813472224092
R0_random_broad,ridge,adaptive,S2n,84,1.1108038819844903
R0_random_broad,ridge,adaptive,Sp,103,1.2372666634046312
R0_random_broad,ridge,adaptive,S2p,88,1.1470907640151717
R0_random_broad,ridge,adaptive,delta2n,13,0.9893227092511458
R0_random_broad,ridge,adaptive,delta2p,15,0.9822909703071451
R0_random_broad,hgb,soft,Sn,97,2.401377473162967
R0_random_broad,hgb,soft,S2n,84,2.2309307128252005
R0_random_broad,hgb,soft,Sp,103,2.37200622530687
R0_random_broad,hgb,soft,S2p,88,2.434198548013461
R0_random_broad,hgb,soft,delta2n,13,2.1544934795617543
R0_random_broad,hgb,soft,delta2p,15,2.6843057429839012
R0_random_broad,hgb,residual,Sn,97,10.489477190163145
R0_random_broad,hgb,residual,S2n,84,5.955392477007106
R0_random_broad,hgb,residual,Sp,103,9.765103748145364
R0_random_broad,hgb,residual,S2p,88,5.875208089787415
R0_random_broad,hgb,residual,delta2n,13,7.271466153554838
R0_random_broad,hgb,residual,delta2p,15,8.675655519686357
R0_random_broad,hgb,adaptive,Sn,97,2.121131250302245
R0_random_broad,hgb,adaptive,S2n,84,2.0114614431260356
R0_random_broad,hgb,adaptive,Sp,103,2.149543196698662
R0_random_broad,hgb,adaptive,S2p,88,2.0416823348299946
R0_random_broad,hgb,adaptive,delta2n,13,2.0024066643865113
R0_random_broad,hgb,adaptive,delta2p,15,2.3488296739864754
R0_random_broad,mlp,soft,Sn,97,1.8794231644626942
R0_random_broad,mlp,soft,S2n,84,1.6400715450465269
R0_random_broad,mlp,soft,Sp,103,2.2849433673124535
R0_random_broad,mlp,soft,S2p,88,1.9431538538894368
R0_random_broad,mlp,soft,delta2n,13,1.4270635558524138
R0_random_broad,mlp,soft,delta2p,15,2.1223060551494433
R0_random_broad,mlp,residual,Sn,97,4.835346851261433
R0_random_broad,mlp,residual,S2n,84,5.268415947085346
R0_random_broad,mlp,residual,Sp,103,6.601916722025976
R0_random_broad,mlp,residual,S2p,88,5.124891263459559
R0_random_broad,mlp,residual,delta2n,13,1.6603380860327877
R0_random_broad,mlp,residual,delta2p,15,5.562859139101316
R0_random_broad,mlp,adaptive,Sn,97,1.700444448574309
R0_random_broad,mlp,adaptive,S2n,84,1.589878570294178
R0_random_broad,mlp,adaptive,Sp,103,2.0118178678639436
R0_random_broad,mlp,adaptive,S2p,88,1.9542636811277605
R0_random_broad,mlp,adaptive,delta2n,13,1.461996111610865
R0_random_broad,mlp,adaptive,delta2p,15,1.7681514519605537
R1_Ca_broad,ridge,soft,Sn,20,1.0
R1_Ca_broad,ridge,soft,S2n,19,1.0
R1_Ca_broad,ridge,soft,delta2n,17,1.0
R1_Ca_broad,ridge,residual,Sn,20,1.0169162872540505
R1_Ca_broad,ridge,residual,S2n,19,0.9756835679790018
R1_Ca_broad,ridge,residual,delta2n,17,0.9879945701728997
R1_Ca_broad,ridge,adaptive,Sn,20,1.0047813732163189
R1_Ca_broad,ridge,adaptive,S2n,19,0.9860342205048666
R1_Ca_broad,ridge,adaptive,delta2n,17,0.9957267440596506
R1_Ca_broad,hgb,soft,Sn,20,2.2451361648305017
R1_Ca_broad,hgb,soft,S2n,19,1.6544841199974796
R1_Ca_broad,hgb,soft,delta2n,17,1.7626133127903965
R1_Ca_broad,hgb,residual,Sn,20,5.856764475852791
R1_Ca_broad,hgb,residual,S2n,19,4.587413334047375
R1_Ca_broad,hgb,residual,delta2n,17,3.858135218593964
R1_Ca_broad,hgb,adaptive,Sn,20,1.7385216188565507
R1_Ca_broad,hgb,adaptive,S2n,19,1.4793975852535615
R1_Ca_broad,hgb,adaptive,delta2n,17,1.475177568777079
R1_Ca_broad,mlp,soft,Sn,20,1.4437902085412424
R1_Ca_broad,mlp,soft,S2n,19,1.4071056789164937
R1_Ca_broad,mlp,soft,delta2n,17,1.3721222769709291
R1_Ca_broad,mlp,residual,Sn,20,2.0577576217933724
R1_Ca_broad,mlp,residual,S2n,19,1.872592101190273
R1_Ca_broad,mlp,residual,delta2n,17,1.7810714192131563
R1_Ca_broad,mlp,adaptive,Sn,20,1.3361444041623227
R1_Ca_broad,mlp,adaptive,S2n,19,1.2862589339802835
R1_Ca_broad,mlp,adaptive,delta2n,17,1.3057949515320089
R1_Sn_broad,ridge,soft,Sn,33,1.0
R1_Sn_broad,ridge,soft,S2n,32,1.0
R1_Sn_broad,ridge,soft,delta2n,30,1.0
R1_Sn_broad,ridge,residual,Sn,33,1.0200978629106927
R1_Sn_broad,ridge,residual,S2n,32,0.9942717296337789
R1_Sn_broad,ridge,residual,delta2n,30,0.9839429720698782
R1_Sn_broad,ridge,adaptive,Sn,33,0.9075026211011255
R1_Sn_broad,ridge,adaptive,S2n,32,0.879517962683878
R1_Sn_broad,ridge,adaptive,delta2n,30,0.9578476550757046
R1_Sn_broad,hgb,soft,Sn,33,2.1488223156078474
R1_Sn_broad,hgb,soft,S2n,32,1.7466517958667944
R1_Sn_broad,hgb,soft,delta2n,30,2.256231327227224
R1_Sn_broad,hgb,residual,Sn,33,6.534733025866986
R1_Sn_broad,hgb,residual,S2n,32,5.926372104314102
R1_Sn_broad,hgb,residual,delta2n,30,7.198971273927562
R1_Sn_broad,hgb,adaptive,Sn,33,1.8809386119377502
R1_Sn_broad,hgb,adaptive,S2n,32,1.7068108973234712
R1_Sn_broad,hgb,adaptive,delta2n,30,1.8108736932933567
R1_Sn_broad,mlp,soft,Sn,33,1.7359424266316907
R1_Sn_broad,mlp,soft,S2n,32,0.9811390366615672
R1_Sn_broad,mlp,soft,delta2n,30,1.4993795869825233
R1_Sn_broad,mlp,residual,Sn,33,6.614190476449698
R1_Sn_broad,mlp,residual,S2n,32,3.7457066775324934
R1_Sn_broad,mlp,residual,delta2n,30,3.030922409799879
R1_Sn_broad,mlp,adaptive,Sn,33,1.610683205410525
R1_Sn_broad,mlp,adaptive,S2n,32,1.0304628072148645
R1_Sn_broad,mlp,adaptive,delta2n,30,1.4715180348175092
R1_Ni_broad,ridge,soft,Sn,21,1.0
R1_Ni_broad,ridge,soft,S2n,20,1.0
R1_Ni_broad,ridge,soft,delta2n,18,1.0
R1_Ni_broad,ridge,residual,Sn,21,1.2876525991720251
R1_Ni_broad,ridge,residual,S2n,20,1.1466000418762754
R1_Ni_broad,ridge,residual,delta2n,18,1.0340150230539744
R1_Ni_broad,ridge,adaptive,Sn,21,1.1460494640248722
R1_Ni_broad,ridge,adaptive,S2n,20,1.0062290137729382
R1_Ni_broad,ridge,adaptive,delta2n,18,0.9764499934890111
R1_Ni_broad,hgb,soft,Sn,21,2.1751324304454585
R1_Ni_broad,hgb,soft,S2n,20,1.8712435469115374
R1_Ni_broad,hgb,soft,delta2n,18,2.2044354351470075
R1_Ni_broad,hgb,residual,Sn,21,8.350467075865375
R1_Ni_broad,hgb,residual,S2n,20,6.7518200347170225
R1_Ni_broad,hgb,residual,delta2n,18,6.883123004730334
R1_Ni_broad,hgb,adaptive,Sn,21,1.7020344546383812
R1_Ni_broad,hgb,adaptive,S2n,20,1.5775097781313816
R1_Ni_broad,hgb,adaptive,delta2n,18,1.764565713393291
R1_Ni_broad,mlp,soft,Sn,21,1.6640100145472196
R1_Ni_broad,mlp,soft,S2n,20,1.3775055346202003
R1_Ni_broad,mlp,soft,delta2n,18,1.4296477262384868
R1_Ni_broad,mlp,residual,Sn,21,3.634395186890063
R1_Ni_broad,mlp,residual,S2n,20,2.9048790035406205
R1_Ni_broad,mlp,residual,delta2n,18,2.111987954369522
R1_Ni_broad,mlp,adaptive,Sn,21,1.5211171573535964
R1_Ni_broad,mlp,adaptive,S2n,20,1.3441846124186423
R1_Ni_broad,mlp,adaptive,delta2n,18,1.3903048763059733
R1_Pb_broad,ridge,soft,Sn,37,1.0
R1_Pb_broad,ridge,soft,S2n,36,1.0
R1_Pb_broad,ridge,soft,delta2n,34,1.0
R1_Pb_broad,ridge,residual,Sn,37,1.0925493505865849
R1_Pb_broad,ridge,residual,S2n,36,1.019332812999501
R1_Pb_broad,ridge,residual,delta2n,34,1.0086214385758652
R1_Pb_broad,ridge,adaptive,Sn,37,1.085475052088087
R1_Pb_broad,ridge,adaptive,S2n,36,0.9422167406801388
R1_Pb_broad,ridge,adaptive,delta2n,34,0.9822075242966712
R1_Pb_broad,hgb,soft,Sn,37,2.2366006587106897
R1_Pb_broad,hgb,soft,S2n,36,1.925671323559823
R1_Pb_broad,hgb,soft,delta2n,34,2.3809610330480684
R1_Pb_broad,hgb,residual,Sn,37,4.225681468669512
R1_Pb_broad,hgb,residual,S2n,36,6.231303062062844
R1_Pb_broad,hgb,residual,delta2n,34,7.4564922466157055
R1_Pb_broad,hgb,adaptive,Sn,37,1.7993410690973324
R1_Pb_broad,hgb,adaptive,S2n,36,1.7538539600196283
R1_Pb_broad,hgb,adaptive,delta2n,34,1.7308397555155566
R1_Pb_broad,mlp,soft,Sn,37,1.4821063641148091
R1_Pb_broad,mlp,soft,S2n,36,1.402646415122606
R1_Pb_broad,mlp,soft,delta2n,34,1.530106318805424
R1_Pb_broad,mlp,residual,Sn,37,6.027402938498213
R1_Pb_broad,mlp,residual,S2n,36,5.9258422449012755
R1_Pb_broad,mlp,residual,delta2n,34,2.345713146113028
R1_Pb_broad,mlp,adaptive,Sn,37,1.4309971742582852
R1_Pb_broad,mlp,adaptive,S2n,36,1.3701677207186558
R1_Pb_broad,mlp,adaptive,delta2n,34,1.4731331773705798
R2_neutron_rich_broad,ridge,soft,Sn,421,1.0
R2_neutron_rich_broad,ridge,soft,S2n,334,1.0
R2_neutron_rich_broad,ridge,soft,Sp,366,1.0
R2_neutron_rich_broad,ridge,soft,S2p,246,1.0
R2_neutron_rich_broad,ridge,soft,delta2n,161,1.0
R2_neutron_rich_broad,ridge,soft,delta2p,67,1.0
R2_neutron_rich_broad,ridge,residual,Sn,421,1.5132805450722517
R2_neutron_rich_broad,ridge,residual,S2n,334,1.0668301259316013
R2_neutron_rich_broad,ridge,residual,Sp,366,1.2228410923474422
R2_neutron_rich_broad,ridge,residual,S2p,246,1.0464633715429283
R2_neutron_rich_broad,ridge,residual,delta2n,161,0.9735589471247319
R2_neutron_rich_broad,ridge,residual,delta2p,67,0.9457600136907588
R2_neutron_rich_broad,ridge,adaptive,Sn,421,1.1788064483923897
R2_neutron_rich_broad,ridge,adaptive,S2n,334,1.1442359489384362
R2_neutron_rich_broad,ridge,adaptive,Sp,366,1.2502016855914957
R2_neutron_rich_broad,ridge,adaptive,S2p,246,1.3054674301987335
R2_neutron_rich_broad,ridge,adaptive,delta2n,161,1.0640706050256317
R2_neutron_rich_broad,ridge,adaptive,delta2p,67,1.0988681059486456
R2_neutron_rich_broad,hgb,soft,Sn,421,2.6737281226723177
R2_neutron_rich_broad,hgb,soft,S2n,334,2.766617125322717
R2_neutron_rich_broad,hgb,soft,Sp,366,2.9768644765248893
R2_neutron_rich_broad,hgb,soft,S2p,246,3.013921210097508
R2_neutron_rich_broad,hgb,soft,delta2n,161,2.3327208357919043
R2_neutron_rich_broad,hgb,soft,delta2p,67,2.2455247515260903
R2_neutron_rich_broad,hgb,residual,Sn,421,6.106124195975449
R2_neutron_rich_broad,hgb,residual,S2n,334,6.7626624289374755
R2_neutron_rich_broad,hgb,residual,Sp,366,5.80983425063372
R2_neutron_rich_broad,hgb,residual,S2p,246,6.687552063138403
R2_neutron_rich_broad,hgb,residual,delta2n,161,4.400476644404447
R2_neutron_rich_broad,hgb,residual,delta2p,67,3.2175778006203966
R2_neutron_rich_broad,hgb,adaptive,Sn,421,1.829525859378766
R2_neutron_rich_broad,hgb,adaptive,S2n,334,1.8324286119453226
R2_neutron_rich_broad,hgb,adaptive,Sp,366,1.833276528509422
R2_neutron_rich_broad,hgb,adaptive,S2p,246,1.8604573498903723
R2_neutron_rich_broad,hgb,adaptive,delta2n,161,1.8591446104699005
R2_neutron_rich_broad,hgb,adaptive,delta2p,67,1.7489370320196225
R2_neutron_rich_broad,mlp,soft,Sn,421,2.370978376749474
R2_neutron_rich_broad,mlp,soft,S2n,334,2.7956472286271756
R2_neutron_rich_broad,mlp,soft,Sp,366,2.785997651246422
R2_neutron_rich_broad,mlp,soft,S2p,246,3.068085341777621
R2_neutron_rich_broad,mlp,soft,delta2n,161,1.771355255388943
R2_neutron_rich_broad,mlp,soft,delta2p,67,2.181684710025849
R2_neutron_rich_broad,mlp,residual,Sn,421,4.053684924041067
R2_neutron_rich_broad,mlp,residual,S2n,334,7.896779464863484
R2_neutron_rich_broad,mlp,residual,Sp,366,5.306935166745336
R2_neutron_rich_broad,mlp,residual,S2p,246,7.918719507316236
R2_neutron_rich_broad,mlp,residual,delta2n,161,2.315336400333837
R2_neutron_rich_broad,mlp,residual,delta2p,67,4.113395454149147
R2_neutron_rich_broad,mlp,adaptive,Sn,421,1.6547301440972195
R2_neutron_rich_broad,mlp,adaptive,S2n,334,2.145020121242379
R2_neutron_rich_broad,mlp,adaptive,Sp,366,2.214407685646195
R2_neutron_rich_broad,mlp,adaptive,S2p,246,2.300001868067559
R2_neutron_rich_broad,mlp,adaptive,delta2n,161,1.4694871506525118
R2_neutron_rich_broad,mlp,adaptive,delta2p,67,1.6999192886784462
R3_proton_rich_broad,ridge,soft,Sn,398,1.0
R3_proton_rich_broad,ridge,soft,S2n,319,1.0
R3_proton_rich_broad,ridge,soft,Sp,364,1.0
R3_proton_rich_broad,ridge,soft,S2p,255,1.0
R3_proton_rich_broad,ridge,soft,delta2n,147,1.0
R3_proton_rich_broad,ridge,soft,delta2p,77,1.0
R3_proton_rich_broad,ridge,residual,Sn,398,1.2787328344434614
R3_proton_rich_broad,ridge,residual,S2n,319,0.918447882790877
R3_proton_rich_broad,ridge,residual,Sp,364,1.4062892378774035
R3_proton_rich_broad,ridge,residual,S2p,255,0.9931457415720432
R3_proton_rich_broad,ridge,residual,delta2n,147,0.9646980041809332
R3_proton_rich_broad,ridge,residual,delta2p,77,0.9006673350333981
R3_proton_rich_broad,ridge,adaptive,Sn,398,1.5739423521516227
R3_proton_rich_broad,ridge,adaptive,S2n,319,1.4214287526397933
R3_proton_rich_broad,ridge,adaptive,Sp,364,1.6153342127542725
R3_proton_rich_broad,ridge,adaptive,S2p,255,1.519769618466487
R3_proton_rich_broad,ridge,adaptive,delta2n,147,0.97894244519142
R3_proton_rich_broad,ridge,adaptive,delta2p,77,1.142477324554866
R3_proton_rich_broad,hgb,soft,Sn,398,2.829220464985115
R3_proton_rich_broad,hgb,soft,S2n,319,2.91632423203508
R3_proton_rich_broad,hgb,soft,Sp,364,2.9889493523381194
R3_proton_rich_broad,hgb,soft,S2p,255,3.0822323500689057
R3_proton_rich_broad,hgb,soft,delta2n,147,2.383758179034887
R3_proton_rich_broad,hgb,soft,delta2p,77,2.6499005684848846
R3_proton_rich_broad,hgb,residual,Sn,398,9.017955112671116
R3_proton_rich_broad,hgb,residual,S2n,319,9.90955997677222
R3_proton_rich_broad,hgb,residual,Sp,364,8.789689565207226
R3_proton_rich_broad,hgb,residual,S2p,255,10.046110627644474
R3_proton_rich_broad,hgb,residual,delta2n,147,5.359648400377033
R3_proton_rich_broad,hgb,residual,delta2p,77,5.06612809383567
R3_proton_rich_broad,hgb,adaptive,Sn,398,2.232505462310115
R3_proton_rich_broad,hgb,adaptive,S2n,319,2.331388201952578
R3_proton_rich_broad,hgb,adaptive,Sp,364,2.359796689957876
R3_proton_rich_broad,hgb,adaptive,S2p,255,2.446020768754317
R3_proton_rich_broad,hgb,adaptive,delta2n,147,2.0647571711811348
R3_proton_rich_broad,hgb,adaptive,delta2p,77,2.0575572668533852
R3_proton_rich_broad,mlp,soft,Sn,398,2.614977358793508
R3_proton_rich_broad,mlp,soft,S2n,319,2.990479312027786
R3_proton_rich_broad,mlp,soft,Sp,364,2.8377351989238258
R3_proton_rich_broad,mlp,soft,S2p,255,3.118996745838568
R3_proton_rich_broad,mlp,soft,delta2n,147,2.6228309776365752
R3_proton_rich_broad,mlp,soft,delta2p,77,2.6778702367830363
R3_proton_rich_broad,mlp,residual,Sn,398,4.7820571528987745
R3_proton_rich_broad,mlp,residual,S2n,319,4.396079746753847
R3_proton_rich_broad,mlp,residual,Sp,364,5.147996030680753
R3_proton_rich_broad,mlp,residual,S2p,255,5.1212582342305994
R3_proton_rich_broad,mlp,residual,delta2n,147,3.0960306038591736
R3_proton_rich_broad,mlp,residual,delta2p,77,3.46864465725041
R3_proton_rich_broad,mlp,adaptive,Sn,398,2.6393836437349085
R3_proton_rich_broad,mlp,adaptive,S2n,319,3.3719755346730818
R3_proton_rich_broad,mlp,adaptive,Sp,364,3.1139759547133803
R3_proton_rich_broad,mlp,adaptive,S2p,255,3.5878023920818793
R3_proton_rich_broad,mlp,adaptive,delta2n,147,2.604581772844111
R3_proton_rich_broad,mlp,adaptive,delta2p,77,3.090974405665134
R4_magic_pm1_broad,ridge,soft,Sn,458,1.0
R4_magic_pm1_broad,ridge,soft,S2n,375,1.0
R4_magic_pm1_broad,ridge,soft,Sp,421,1.0
R4_magic_pm1_broad,ridge,soft,S2p,310,1.0
R4_magic_pm1_broad,ridge,soft,delta2n,288,1.0
R4_magic_pm1_broad,ridge,soft,delta2p,200,1.0
R4_magic_pm1_broad,ridge,residual,Sn,458,1.1752061694449971
R4_magic_pm1_broad,ridge,residual,S2n,375,1.0199654889311796
R4_magic_pm1_broad,ridge,residual,Sp,421,1.1424166720135678
R4_magic_pm1_broad,ridge,residual,S2p,310,1.019598152850649
R4_magic_pm1_broad,ridge,residual,delta2n,288,1.0195552926285951
R4_magic_pm1_broad,ridge,residual,delta2p,200,0.9938113377026863
R4_magic_pm1_broad,ridge,adaptive,Sn,458,1.041628934754086
R4_magic_pm1_broad,ridge,adaptive,S2n,375,0.9523310822653277
R4_magic_pm1_broad,ridge,adaptive,Sp,421,1.0698186329260164
R4_magic_pm1_broad,ridge,adaptive,S2p,310,0.9249785941119041
R4_magic_pm1_broad,ridge,adaptive,delta2n,288,0.9803841648132086
R4_magic_pm1_broad,ridge,adaptive,delta2p,200,0.9908673421212126
R4_magic_pm1_broad,hgb,soft,Sn,458,2.2372889585649856
R4_magic_pm1_broad,hgb,soft,S2n,375,1.984834390047633
R4_magic_pm1_broad,hgb,soft,Sp,421,2.3393328921271794
R4_magic_pm1_broad,hgb,soft,S2p,310,2.2247303547082393
R4_magic_pm1_broad,hgb,soft,delta2n,288,2.217768862865388
R4_magic_pm1_broad,hgb,soft,delta2p,200,2.2511822299054356
R4_magic_pm1_broad,hgb,residual,Sn,458,5.689066841005349
R4_magic_pm1_broad,hgb,residual,S2n,375,4.8526233978833115
R4_magic_pm1_broad,hgb,residual,Sp,421,5.284495654462287
R4_magic_pm1_broad,hgb,residual,S2p,310,4.36392109238122
R4_magic_pm1_broad,hgb,residual,delta2n,288,5.186043598480921
R4_magic_pm1_broad,hgb,residual,delta2p,200,4.333217602254343
R4_magic_pm1_broad,hgb,adaptive,Sn,458,1.9346913503081111
R4_magic_pm1_broad,hgb,adaptive,S2n,375,1.817179105425585
R4_magic_pm1_broad,hgb,adaptive,Sp,421,1.984177806003907
R4_magic_pm1_broad,hgb,adaptive,S2p,310,1.9879350395554911
R4_magic_pm1_broad,hgb,adaptive,delta2n,288,1.9405146196372165
R4_magic_pm1_broad,hgb,adaptive,delta2p,200,1.924593553846101
R4_magic_pm1_broad,mlp,soft,Sn,458,1.642731710445406
R4_magic_pm1_broad,mlp,soft,S2n,375,1.3835926283500546
R4_magic_pm1_broad,mlp,soft,Sp,421,1.8042271045697542
R4_magic_pm1_broad,mlp,soft,S2p,310,1.5329705105167268
R4_magic_pm1_broad,mlp,soft,delta2n,288,1.663988235984163
R4_magic_pm1_broad,mlp,soft,delta2p,200,1.9747122269423958
R4_magic_pm1_broad,mlp,residual,Sn,458,3.3622474662915316
R4_magic_pm1_broad,mlp,residual,S2n,375,2.8120989971126282
R4_magic_pm1_broad,mlp,residual,Sp,421,2.9128595241122923
R4_magic_pm1_broad,mlp,residual,S2p,310,3.084829439436275
R4_magic_pm1_broad,mlp,residual,delta2n,288,2.1856538927659734
R4_magic_pm1_broad,mlp,residual,delta2p,200,2.51738799052584
R4_magic_pm1_broad,mlp,adaptive,Sn,458,1.6012868257585247
R4_magic_pm1_broad,mlp,adaptive,S2n,375,1.3852003144043163
R4_magic_pm1_broad,mlp,adaptive,Sp,421,1.7537762630714206
R4_magic_pm1_broad,mlp,adaptive,S2p,310,1.5530980117875641
R4_magic_pm1_broad,mlp,adaptive,delta2n,288,1.6374830635239255
R4_magic_pm1_broad,mlp,adaptive,delta2p,200,1.8389766455211234
R6_N50_broad,ridge,soft,Sp,19,1.0
R6_N50_broad,ridge,soft,S2p,19,1.0
R6_N50_broad,ridge,soft,delta2p,17,1.0
R6_N50_broad,ridge,residual,Sp,19,1.4068799969587273
R6_N50_broad,ridge,residual,S2p,19,0.9134408930254837
R6_N50_broad,ridge,residual,delta2p,17,0.9620563735479957
R6_N50_broad,ridge,adaptive,Sp,19,1.0332629194610632
R6_N50_broad,ridge,adaptive,S2p,19,0.6762285598669434
R6_N50_broad,ridge,adaptive,delta2p,17,0.9901986897404175
R6_N50_broad,hgb,soft,Sp,19,2.2252423333838323
R6_N50_broad,hgb,soft,S2p,19,2.0342647638553615
R6_N50_broad,hgb,soft,delta2p,17,2.41757299767909
R6_N50_broad,hgb,residual,Sp,19,4.5279071713550625
R6_N50_broad,hgb,residual,S2p,19,3.440682830537365
R6_N50_broad,hgb,residual,delta2p,17,3.985904650409742
R6_N50_broad,hgb,adaptive,Sp,19,1.7521380096131116
R6_N50_broad,hgb,adaptive,S2p,19,2.046828651761685
R6_N50_broad,hgb,adaptive,delta2p,17,1.8125733703788645
R6_N50_broad,mlp,soft,Sp,19,2.116346448426716
R6_N50_broad,mlp,soft,S2p,19,1.1003244449977991
R6_N50_broad,mlp,soft,delta2p,17,2.5838042581801854
R6_N50_broad,mlp,residual,Sp,19,2.3447554197193656
R6_N50_broad,mlp,residual,S2p,19,2.0936025038988495
R6_N50_broad,mlp,residual,delta2p,17,2.384421644718662
R6_N50_broad,mlp,adaptive,Sp,19,1.8426476118229478
R6_N50_broad,mlp,adaptive,S2p,19,1.1889899820543224
R6_N50_broad,mlp,adaptive,delta2p,17,2.349497238041954
R6_N82_broad,ridge,soft,Sp,23,1.0
R6_N82_broad,ridge,soft,S2p,22,1.0
R6_N82_broad,ridge,soft,delta2p,20,1.0
R6_N82_broad,ridge,residual,Sp,23,1.0692651296562539
R6_N82_broad,ridge,residual,S2p,22,1.0314359704464402
R6_N82_broad,ridge,residual,delta2p,20,1.007055906890991
R6_N82_broad,ridge,adaptive,Sp,23,0.8891058710063794
R6_N82_broad,ridge,adaptive,S2p,22,0.8974879597592299
R6_N82_broad,ridge,adaptive,delta2p,20,0.9734730471762247
R6_N82_broad,hgb,soft,Sp,23,2.036718928329785
R6_N82_broad,hgb,soft,S2p,22,1.7813866853554272
R6_N82_broad,hgb,soft,delta2p,20,2.0065976976816855
R6_N82_broad,hgb,residual,Sp,23,6.779819278514002
R6_N82_broad,hgb,residual,S2p,22,7.144262834289422
R6_N82_broad,hgb,residual,delta2p,20,6.922112907785289
R6_N82_broad,hgb,adaptive,Sp,23,1.6613321567612727
R6_N82_broad,hgb,adaptive,S2p,22,1.681988995225644
R6_N82_broad,hgb,adaptive,delta2p,20,1.5937542080355476
R6_N82_broad,mlp,soft,Sp,23,1.6470555050422038
R6_N82_broad,mlp,soft,S2p,22,1.2265908182905612
R6_N82_broad,mlp,soft,delta2p,20,1.577811489817566
R6_N82_broad,mlp,residual,Sp,23,4.274627891853262
R6_N82_broad,mlp,residual,S2p,22,4.045235518593212
