N,Z,observable,derived_keV,official_keV,abs_diff_keV
7,6,Sp_keV,17533.36099999999,17533.36,0.0009999999892897904
7,6,S2n_keV,23667.020999999993,23667.02,0.0009999999929277692
7,6,S2p_keV,31630.096999999994,31630.1,0.0030000000042491592
7,6,Qalpha_keV,-10648.365000000005,-10648.36,0.005000000004656613
6,7,Sn_keV,20063.910999999993,20063.9,0.010999999991327059
6,7,Sp_keV,1943.4909999999945,1943.49,0.000999999994519385
6,7,S2n_keV,35100.712999999996,35100.71,0.0029999999969732016
6,7,S2p_keV,17900.167,17900.17,0.0029999999969732016
6,7,Qalpha_keV,-9495.929000000004,-9495.92,0.00900000000365253
5,8,Sn_keV,16870.494999999995,16870.5,0.005000000004656613
5,8,Sp_keV,1511.6109999999899,1511.61,0.0009999999899719114
5,8,S2p_keV,2111.902999999991,2111.91,0.007000000008702045
5,8,Qalpha_keV,-8220.45199999999,-8220.46,0.008000000008905772
10,4,Sn_keV,1775.9030000000057,1775.9,0.0030000000056134013
10,4,Sp_keV,24315.368000000002,24315.36,0.008000000001629815
10,4,S2n_keV,1265.8940000000148,1265.9,0.005999999985306204
10,4,Qalpha_keV,-11667.558000000005,-11667.56,0.0019999999949504854
9,5,Sn_keV,969.5690000000031,969.58,0.010999999996897714
9,5,Sp_keV,17284.361000000004,17284.36,0.0010000000038417056
9,5,S2n_keV,5848.3399999999965,5848.35,0.010000000003856258
9,5,S2p_keV,39923.816000000006,39923.83,0.013999999995576218
9,5,Qalpha_keV,-11813.846000000005,-11813.85,0.003999999995357939
8,6,Sn_keV,8176.429000000004,8176.43,0.000999999996565748
8,6,Sp_keV,20831.019,20831.02,0.0010000000002037268
8,6,S2n_keV,13122.737999999998,13122.74,0.002000000002226443
8,6,S2p_keV,36635.80200000001,36635.81,0.0079999999870779
8,6,Qalpha_keV,-12012.505999999994,-12012.51,0.0040000000062718755
7,7,Sn_keV,10553.376999999993,10553.38,0.0030000000060681487
7,7,Sp_keV,7550.558999999994,7550.56,0.0010000000065701897
7,7,S2n_keV,30617.287999999986,30617.29,0.002000000014959369
7,7,S2p_keV,25083.919999999984,25083.92,1.4551915228366852e-11
7,7,Qalpha_keV,-11612.106,-11612.11,0.004000000000814907
6,8,Sn_keV,23178.973000000013,23178.97,0.003000000011525117
6,8,Sp_keV,4626.67300000001,4626.67,0.0030000000097061275
6,8,S2n_keV,40049.46800000001,40049.47,0.001999999993131496
6,8,S2p_keV,6570.164000000004,6570.16,0.004000000004452886
6,8,Qalpha_keV,-10115.812000000005,-10115.81,0.002000000005864422
5,9,Sp_keV,-1560.0069999999978,-1560.0,0.006999999997788109
5,9,S2p_keV,-48.396000000007916,-48.39,0.0060000000079156735
5,9,Qalpha_keV,-9260.531999999992,-9260.54,0.008000000008905772
11,4,Sn_keV,-1800.0080000000016,-1800.0,0.008000000001629815
11,4,S2n_keV,-24.104999999995925,-24.1,0.004999999995924043
10,5,Sn_keV,2776.758999999991,2776.76,0.0010000000092986738
10,5,Sp_keV,18285.21699999999,18285.23,0.013000000009924406
10,5,S2n_keV,3746.327999999994,3746.34,0.0120000000060827
10,5,S2p_keV,42600.58499999999,42600.59,0.005000000004656613
10,5,Qalpha_keV,-14194.923999999985,-14194.93,0.006000000015774276
9,6,Sn_keV,1218.0690000000031,1218.07,0.0009999999967931217
9,6,Sp_keV,21079.519,21079.51,0.009000000001833541
9,6,S2n_keV,9394.498000000007,9394.5,0.001999999993131496
9,6,S2p_keV,38363.880000000005,38363.87,0.010000000002037268
9,6,Qalpha_keV,-12728.934999999998,-12728.94,0.0050000000028376235
8,7,Sn_keV,10833.304000000004,10833.3,0.004000000004452886
8,7,Sp_keV,10207.433999999994,10207.42,0.013999999993757228
8,7,S2n_keV,21386.680999999997,21386.68,0.000999999996565748
8,7,S2p_keV,31038.452999999994,31038.45,0.002999999993335223
8,7,Qalpha_keV,-10991.187999999995,-10991.18,0.007999999994353857
7,8,Sn_keV,13223.487999999998,13223.49,0.002000000002226443
7,8,Sp_keV,7296.784000000014,7296.78,0.004000000014457328
7,8,S2n_keV,36402.46100000001,36402.46,0.0010000000111176632
7,8,S2p_keV,14847.343000000008,14847.34,0.003000000007887138
7,8,Qalpha_keV,-10218.703999999998,-10218.71,0.006000000001222361
6,9,Sn_keV,23468.972999999998,23468.97,0.0029999999969732016
6,9,Sp_keV,-1270.0070000000123,-1270.0,0.007000000012340024
6,9,S2p_keV,3356.6659999999974,3356.67,0.004000000002633897
6,9,Qalpha_keV,-10161.718999999997,-10161.72,0.0010000000020227162
5,10,Sp_keV,-961.9919999999984,-962.0,0.008000000001629815
5,10,S2p_keV,-2521.998999999996,-2522.0,0.0010000000038417056
12,4,Sn_keV,450.00999999999476,450.0,0.00999999999476131
12,4,S2n_keV,-1349.9980000000069,-1350.0,0.001999999993131496
11,5,Sn_keV,-82.9429999999993,-82.95,0.007000000000701334
11,5,Sp_keV,20002.281999999992,20002.28,0.001999999993131496
11,5,S2n_keV,2693.8159999999916,2693.81,0.0059999999916726665
11,5,Qalpha_keV,-14321.971999999994,-14321.98,0.008000000005267793
10,6,Sn_keV,4250.328999999998,4250.33,0.0010000000020227162
10,6,Sp_keV,22553.089000000007,22553.08,0.00900000000547152
10,6,S2n_keV,5468.398000000001,5468.39,0.00800000000072032
10,6,S2p_keV,40838.306,40838.31,0.004000000000814907
10,6,Qalpha_keV,-13808.540000000008,-13808.54,7.275957614183426e-12
9,7,Sn_keV,2488.8360000000102,2488.85,0.013999999989664502
9,7,Sp_keV,11478.201000000001,11478.21,0.008999999998195563
9,7,S2n_keV,13322.140000000014,13322.14,1.4551915228366852e-11
9,7,S2p_keV,32557.72,32557.72,0.0
9,7,Qalpha_keV,-10110.399999999994,-10110.41,0.010000000005675247
8,8,Sn_keV,15663.915999999997,15663.92,0.004000000002633897
8,8,Sp_keV,12127.396000000008,12127.41,0.013999999991938239
8,8,S2n_keV,28887.403999999995,28887.42,0.01600000000325963
8,8,S2p_keV,22334.83,22334.84,0.00999999999839929
8,8,Qalpha_keV,-7161.907999999996,-7161.92,0.012000000004263711
7,9,Sn_keV,13957.811000000002,13957.82,0.008999999998195563
7,9,Sp_keV,-535.6840000000084,-535.68,0.004000000008431925
7,9,S2n_keV,37426.784,37426.78,0.004000000000814907
7,9,S2p_keV,6761.100000000006,6761.11,0.009999999993851816
7,9,Qalpha_keV,-9082.727999999988,-9082.73,0.00200000001132139
6,10,Sn_keV,24299.911999999997,24299.91,0.001999999996769475
6,10,Sp_keV,-131.05299999999988,-131.05,0.002999999999872216
6,10,S2p_keV,-1401.0600000000122,-1401.05,0.010000000012269084
6,10,Qalpha_keV,-10352.747999999992,-10352.75,0.0020000000076834112
12,5,Sn_keV,1467.5070000000123,1467.51,0.002999999987650881
12,5,Sp_keV,21019.77900000001,21019.79,0.010999999991327059
12,5,S2n_keV,1384.564000000013,1384.56,0.004000000013093086
12,5,Qalpha_keV,-15689.489000000001,-15689.49,0.0009999999983847374
11,6,Sn_keV,733.544000000009,733.55,0.0059999999909905455
11,6,Sp_keV,23369.576000000015,23369.58,0.003999999986262992
11,6,S2n_keV,4983.873000000007,4983.88,0.006999999993240635
11,6,S2p_keV,43371.85800000001,43371.86,0.001999999993131496
11,6,Qalpha_keV,-15052.093000000008,-15052.09,0.003000000007887138
10,7,Sn_keV,5885.1570000000065,5885.15,0.007000000006883056
10,7,Sp_keV,13113.02900000001,13113.02,0.009000000009109499
10,7,S2n_keV,8373.993000000017,8373.99,0.003000000016982085
10,7,S2p_keV,35666.11800000002,35666.1,0.018000000018218998
10,7,Qalpha_keV,-11116.786000000007,-11116.78,0.006000000006679329
9,8,Sn_keV,4143.079999999987,4143.08,1.2732925824820995e-11
9,8,Sp_keV,13781.639999999985,13781.64,1.4551915228366852e-11
9,8,S2n_keV,19806.995999999985,19807.0,0.0040000000153668225
9,8,S2p_keV,25259.840999999986,25259.85,0.009000000012747478
9,8,Qalpha_keV,-6358.678999999989,-6358.69,0.011000000010426447
8,9,Sn_keV,16799.880000000005,16799.87,0.010000000005675247
8,9,Sp_keV,600.2799999999988,600.27,0.009999999998854037
8,9,S2n_keV,30757.691000000006,30757.68,0.011000000005878974
8,9,S2p_keV,12727.676000000007,12727.68,0.00399999999353895
8,9,Qalpha_keV,-5818.697,-5818.69,0.007000000000516593
7,10,Sn_keV,15557.650999999998,15557.65,0.0009999999983847374
7,10,Sp_keV,1468.7869999999966,1468.78,0.0069999999966512405
7,10,S2n_keV,39857.562999999995,39857.56,0.0029999999969732016
7,10,S2p_keV,933.1029999999882,933.1,0.002999999988219315
7,10,Qalpha_keV,-9039.903999999995,-9039.9,0.003999999995357939
6,11,Sp_keV,-3897.4719999999943,-3897.47,0.001999999994495738
6,11,S2p_keV,-4028.524999999994,-4028.52,0.004999999994197424
13,5,Sn_keV,-4.99900000001071,-5.0,0.0009999999892897904
13,5,S2n_keV,1462.5080000000016,1462.51,0.0019999999983610905
12,6,Sn_keV,4183.949999999997,4183.95,2.7284841053187847e-12
12,6,Sp_keV,26086.019,26086.02,0.0010000000002037268
12,6,S2n_keV,4917.494000000006,4917.5,0.005999999993946403
12,6,S2p_keV,47105.79800000001,47105.81,0.011999999987892807
12,6,Qalpha_keV,-17460.14,-17460.15,0.010000000002037268
11,7,Sn_keV,2828.2229999999836,2828.23,0.00700000001643275
11,7,Sp_keV,15207.707999999984,15207.7,0.00799999998343992
11,7,S2n_keV,8713.37999999999,8713.37,0.009999999989304342
11,7,S2p_keV,38577.284,38577.28,0.004000000000814907
11,7,Qalpha_keV,-12975.439999999988,-12975.43,0.009999999987485353
10,8,Sn_keV,8045.369999999995,8045.37,4.547473508864641e-12
10,8,Sp_keV,15941.852999999974,15941.86,0.007000000026891939
10,8,S2n_keV,12188.449999999983,12188.45,1.8189894035458565e-11
10,8,S2p_keV,29054.881999999983,29054.89,0.00800000001618173
10,8,Qalpha_keV,-6227.619999999995,-6227.62,4.547473508864641e-12
9,9,Sn_keV,9149.907999999996,9149.91,0.0020000000040454324
9,9,Sp_keV,5607.108000000007,5607.09,0.01800000000730506
9,9,S2n_keV,25949.788,25949.77,0.018000000000029104
9,9,S2p_keV,19388.747999999992,19388.74,0.007999999990715878
9,9,Qalpha_keV,-4415.228000000003,-4415.22,0.00800000000253931
8,10,Sn_keV,19254.142999999996,19254.15,0.0070000000050640665
8,10,Sp_keV,3923.0499999999884,3923.06,0.010000000011586963
8,10,S2n_keV,34811.793999999994,34811.8,0.0060000000084983185
8,10,S2p_keV,4523.329999999987,4523.33,1.2732925824820995e-11
8,10,Qalpha_keV,-5115.073999999979,-5115.08,0.006000000021231244
7,11,Sn_keV,18206.545999999988,18206.54,0.005999999986670446
7,11,Sp_keV,-1248.5770000000048,-1248.57,0.007000000004836693
7,11,S2p_keV,220.20999999999185,220.21,8.15703060652595e-12
7,11,Qalpha_keV,-9351.333999999988,-9351.33,0.003999999988081981
14,5,Sn_keV,93.70600000000559,93.71,0.003999999994405812
14,5,S2n_keV,88.70699999999488,88.71,0.0030000000051160214
13,6,Sn_keV,576.8289999999979,576.83,0.001000000002136403
13,6,Sp_keV,26667.84700000001,26667.85,0.002999999989697244
13,6,S2n_keV,4760.778999999995,4760.78,0.0010000000047512003
13,6,Qalpha_keV,-19836.977,-19836.98,0.0030000000006111804
12,7,Sn_keV,5328.200999999986,5328.2,0.0009999999865613063
12,7,Sp_keV,16351.958999999973,16351.95,0.00899999997272971
12,7,S2n_keV,8156.42399999997,8156.43,0.006000000030326191
12,7,S2p_keV,42437.977999999974,42437.98,0.002000000029511284
12,7,Qalpha_keV,-15526.881999999983,-15526.88,0.001999999984036549
11,8,Sn_keV,3955.659000000014,3955.64,0.01900000001433
11,8,Sp_keV,17069.289000000004,17069.28,0.00900000000547152
11,8,S2n_keV,12001.02900000001,12001.01,0.019000000009327778
11,8,S2p_keV,32276.99699999999,32276.98,0.01699999998891144
11,8,Qalpha_keV,-8965.209999999992,-8965.2,0.009999999991123332
10,9,Sn_keV,10431.858000000007,10431.87,0.011999999993349775
10,9,Sp_keV,7993.59600000002,7993.6,0.003999999980806024
10,9,S2n_keV,19581.766000000003,19581.78,0.013999999995576218
10,9,S2p_keV,23935.448999999993,23935.46,0.011000000005878974
10,9,Qalpha_keV,-4013.7820000000065,-4013.8,0.01799999999366264
9,10,Sn_keV,11636.891000000003,11636.88,0.011000000004059984
9,10,Sp_keV,6410.032999999996,6410.03,0.002999999996063707
9,10,S2n_keV,30891.034,30891.03,0.004000000000814907
9,10,S2p_keV,12017.141000000003,12017.13,0.011000000004059984
9,10,Qalpha_keV,-3528.4769999999844,-3528.47,0.006999999984600436
8,11,Sn_keV,20179.909000000014,20179.91,0.0009999999856518116
8,11,Sp_keV,-322.81099999998696,-322.81,0.0009999999869592102
8,11,S2n_keV,38386.455,38386.46,0.004999999997380655
8,11,S2p_keV,3600.2390000000014,3600.25,0.010999999998603016
8,11,Qalpha_keV,-6062.270000000004,-6062.28,0.009999999995670805
7,12,Sp_keV,498.56900000000314,498.57,0.000999999996849965
7,12,S2p_keV,-750.0080000000016,-750.0,0.008000000001629815
7,12,Qalpha_keV,-10811.89499999999,-10811.9,0.005000000010113581
14,6,Sn_keV,2981.5130000000063,2981.51,0.0030000000060681487
14,6,Sp_keV,29555.65400000001,29555.65,0.004000000008090865
14,6,S2n_keV,3558.342000000004,3558.34,0.0020000000040454324
14,6,Qalpha_keV,-22368.48000000001,-22368.49,0.009999999991123332
13,7,Sn_keV,2161.103000000032,2161.1,0.0030000000319887477
13,7,Sp_keV,17936.233000000007,17936.23,0.003000000007887138
13,7,S2n_keV,7489.304000000018,7489.31,0.005999999982122972
13,7,S2p_keV,44604.080000000016,44604.08,1.4551915228366852e-11
13,7,Qalpha_keV,-17770.928000000014,-17770.93,0.0019999999858555384
12,8,Sn_keV,7607.994999999995,7608.0,0.005000000004656613
12,8,Sp_keV,19349.083000000013,19349.08,0.003000000011525117
12,8,S2n_keV,11563.65400000001,11563.65,0.004000000009909854
12,8,S2p_keV,35701.04199999999,35701.03,0.011999999987892807
12,8,Qalpha_keV,-12322.87599999999,-12322.88,0.004000000009909854
11,9,Sn_keV,6601.337999999989,6601.34,0.00200000001132139
11,9,Sp_keV,10639.274999999994,10639.29,0.015000000006693881
11,9,S2n_keV,17033.195999999996,17033.21,0.014000000002852175
11,9,S2p_keV,27708.564,27708.57,0.006000000001222361
11,9,Qalpha_keV,-8126.283999999985,-8126.29,0.006000000014864781
10,10,Sn_keV,16865.282999999996,16865.3,0.017000000003463356
10,10,Sp_keV,12843.457999999984,12843.46,0.002000000014959369
10,10,S2n_keV,28502.174,28502.18,0.006000000001222361
10,10,S2p_keV,20837.054000000004,20837.06,0.005999999997584382
10,10,Qalpha_keV,-4729.843999999983,-4729.84,0.003999999982625013
9,11,Sn_keV,14150.10500000001,14150.1,0.005000000010113581
9,11,Sp_keV,2190.4030000000203,2190.42,0.016999999979816494
9,11,S2n_keV,34330.014000000025,34330.02,0.00599999997211853
9,11,S2p_keV,8600.436000000016,8600.45,0.013999999984662281
9,11,Qalpha_keV,-6254.564000000013,-6254.56,0.004000000012638338
8,12,Sn_keV,22422.02500000001,22422.01,0.01500000001033186
8,12,Sp_keV,2740.6849999999977,2740.67,0.014999999997598934
8,12,S2p_keV,2417.8740000000107,2417.86,0.01400000001058288
8,12,Qalpha_keV,-8934.008000000002,-8934.0,0.008000000001629815
14,7,Sn_keV,4605.8949999999895,4605.9,0.005000000010113581
14,7,Sp_keV,19560.61499999999,19560.62,0.005000000008294592
14,7,S2n_keV,6766.998000000021,6767.0,0.001999999978579581
14,7,S2p_keV,49116.269,49116.27,0.000999999996565748
14,7,Qalpha_keV,-20909.31599999999,-20909.32,0.004000000008090865
13,8,Sn_keV,3805.453999999998,3805.45,0.003999999998086423
13,8,Sp_keV,20993.43399999998,20993.43,0.003999999978987034
13,8,S2n_keV,11413.448999999993,11413.46,0.011000000005878974
13,8,S2p_keV,38929.66699999999,38929.66,0.006999999983236194
13,8,Qalpha_keV,-15394.785999999993,-15394.78,0.005999999992127414
12,9,Sn_keV,8101.472999999998,8101.46,0.012999999998100975
12,9,Sp_keV,11132.752999999997,11132.75,0.0029999999969732016
12,9,S2n_keV,14702.810999999987,14702.79,0.02099999998608837
12,9,S2p_keV,30481.83600000001,30481.83,0.0060000000084983185
12,9,Qalpha_keV,-10342.599999999977,-10342.6,2.3646862246096134e-11
