N,Z,observable,derived_keV,official_keV,abs_diff_keV
36,23,S2n_keV,9561.176000000036,9561.2,0.023999999964871677
36,23,S2p_keV,31414.064000000013,31414.08,0.015999999988707714
36,23,Qalpha_keV,-10097.559999999998,-10097.58,0.020000000002255547
35,24,Sn_keV,4165.249000000011,4165.28,0.030999999989035132
35,24,Sp_keV,14972.968999999983,14972.98,0.01100000001679291
35,24,S2n_keV,11703.674999999988,11703.69,0.01500000001215085
35,24,S2p_keV,28748.042999999947,28748.07,0.02700000005279435
35,24,Qalpha_keV,-8842.573000000033,-8842.59,0.016999999967083568
34,25,Sn_keV,7769.045000000042,7769.08,0.034999999958017725
34,25,Sp_keV,10822.455000000075,10822.49,0.034999999925275915
34,25,S2n_keV,14181.698000000033,14181.7,0.0019999999676656444
34,25,S2p_keV,25689.770000000077,25689.81,0.03999999992447556
34,25,Qalpha_keV,-8805.619000000122,-8805.65,0.030999999877167284
33,26,Sn_keV,6580.98900000006,6581.01,0.020999999940613634
33,26,Sp_keV,12126.195000000065,12126.22,0.024999999934152584
33,26,S2n_keV,16625.58600000001,16625.6,0.01399999998830026
33,26,S2p_keV,22718.031000000075,22718.04,0.008999999925435986
33,26,Qalpha_keV,-7980.00900000002,-7980.01,0.0009999999801948434
32,27,Sn_keV,10453.86300000007,10453.87,0.006999999930485501
32,27,Sp_keV,7363.565000000002,7363.57,0.004999999997380655
32,27,S2n_keV,19026.791000000027,19026.78,0.011000000027706847
32,27,S2p_keV,19321.424,19321.4,0.023999999997613486
32,27,Qalpha_keV,-6942.195000000007,-6942.21,0.01499999999305146
31,28,Sn_keV,8999.270000000019,8999.28,0.009999999982028385
31,28,Sp_keV,8598.490000000049,8598.52,0.029999999951542122
31,28,S2n_keV,21215.51099999994,21215.51,0.000999999941996066
31,28,S2p_keV,15552.788999999932,15552.81,0.021000000067942892
31,28,Qalpha_keV,-6100.30700000003,-6100.32,0.01299999996990664
30,29,Sn_keV,12761.91399999999,12761.92,0.006000000010317308
30,29,Sp_keV,3418.5780000000377,3418.55,0.028000000037536665
30,29,S2n_keV,25192.06599999999,25192.08,0.014000000010128133
30,29,S2p_keV,11590.726000000024,11590.7,0.02600000002348679
30,29,Qalpha_keV,-4753.349999999977,-4753.36,0.010000000022955646
29,30,Sn_keV,12988.091000000015,12988.12,0.028999999985899194
29,30,Sp_keV,2836.7569999999832,2836.8,0.043000000016945705
29,30,S2p_keV,5709.661999999953,5709.66,0.001999999953113729
29,30,Qalpha_keV,-4304.583000000042,-4304.62,0.036999999957515683
37,23,Sn_keV,3481.255000000063,3481.26,0.004999999937354005
37,23,S2n_keV,8982.836000000068,8982.84,0.00399999993169331
37,23,Qalpha_keV,-10814.57200000016,-10814.61,0.037999999840394594
36,24,Sn_keV,6655.167000000016,6655.13,0.037000000015723344
36,24,Sp_keV,16126.554999999993,16126.53,0.024999999992360245
36,24,S2n_keV,10820.416000000027,10820.41,0.0060000000266882125
36,24,Qalpha_keV,-9774.479999999981,-9774.44,0.03999999998086423
35,25,Sn_keV,5513.940999999992,5513.93,0.010999999991327059
35,25,Sp_keV,12171.147000000055,12171.15,0.002999999944222509
35,25,S2n_keV,13282.986000000034,13283.01,0.023999999966690666
35,25,S2p_keV,27144.11600000004,27144.13,0.013999999962834409
35,25,Qalpha_keV,-9237.923999999999,-9237.97,0.046000000000276486
34,26,Sn_keV,8819.570999999996,8819.53,0.040999999995619874
34,26,Sp_keV,13176.72100000002,13176.67,0.051000000019485014
34,26,S2n_keV,15400.560000000056,15400.54,0.02000000005500624
34,26,S2p_keV,23999.176000000094,23999.16,0.0160000000942091
34,26,Qalpha_keV,-8552.952000000107,-8552.93,0.022000000106345396
33,27,Sn_keV,7491.89499999996,7491.92,0.02500000003965397
33,27,Sp_keV,8274.470999999903,8274.47,0.0009999999037972884
33,27,S2n_keV,17945.75800000003,17945.79,0.03199999997013947
33,27,S2p_keV,20400.66599999997,20400.69,0.024000000030355295
33,27,Qalpha_keV,-7163.651999999944,-7163.69,0.03800000005594484
32,28,Sn_keV,11387.747999999963,11387.73,0.017999999963649316
32,28,Sp_keV,9532.374999999942,9532.38,0.005000000057407306
32,28,S2n_keV,20387.017999999982,20387.01,0.00799999998343992
32,28,S2p_keV,16895.939999999944,16895.95,0.01000000005660695
32,28,Qalpha_keV,-6290.956000000006,-6290.95,0.006000000005769834
31,29,Sn_keV,10058.120000000054,10058.13,0.009999999945648597
31,29,Sp_keV,4477.428000000073,4477.4,0.02800000007300696
31,29,S2n_keV,22820.034000000043,22820.05,0.015999999955965905
31,29,S2p_keV,13075.918000000122,13075.92,0.0019999998785351636
31,29,Qalpha_keV,-4729.6440000000875,-4729.65,0.00599999991209188
30,30,Sn_keV,15030.156999999948,15030.11,0.04699999994772952
30,30,Sp_keV,5104.999999999942,5104.98,0.019999999942228897
30,30,S2n_keV,28018.247999999963,28018.23,0.017999999963649316
30,30,S2p_keV,8523.57799999998,8523.54,0.03799999997863779
30,30,Qalpha_keV,-2691.7159999999567,-2691.72,0.004000000043106411
38,23,Sn_keV,5335.77899999998,5335.79,0.011000000019521394
38,23,S2n_keV,8817.034000000043,8817.05,0.015999999955965905
38,23,Qalpha_keV,-11935.438000000082,-11935.47,0.03199999991738878
37,24,Sn_keV,3876.9640000000363,3876.97,0.005999999963478331
37,24,Sp_keV,16522.263999999966,16522.24,0.023999999964871677
37,24,S2n_keV,10532.131000000052,10532.1,0.031000000051790266
37,24,Qalpha_keV,-10984.514000000025,-10984.51,0.0040000000244617695
36,25,Sn_keV,6845.535000000033,6845.5,0.03500000003259629
36,25,Sp_keV,12361.515000000072,12361.52,0.004999999928259058
36,25,S2n_keV,12359.476000000024,12359.44,0.03600000002370507
36,25,S2p_keV,28488.070000000065,28488.05,0.020000000065920176
36,25,Qalpha_keV,-9753.586000000127,-9753.59,0.003999999873485649
35,26,Sn_keV,5578.787999999942,5578.79,0.00200000005770562
35,26,Sp_keV,13241.56799999997,13241.53,0.03799999996954284
35,26,S2n_keV,14398.358999999939,14398.32,0.03899999993882375
35,26,S2p_keV,25412.715000000026,25412.68,0.03500000002532033
35,26,Qalpha_keV,-8820.73000000004,-8820.71,0.020000000040454324
34,27,Sn_keV,9319.06799999997,9319.07,0.002000000029511284
34,27,Sp_keV,8773.967999999877,8774.02,0.05200000012337114
34,27,S2n_keV,16810.96299999993,16810.99,0.027000000070984242
34,27,S2p_keV,21950.688999999897,21950.69,0.0010000001020671334
34,27,Qalpha_keV,-7836.726999999955,-7836.73,0.003000000044266926
33,28,Sn_keV,7820.085000000079,7820.1,0.014999999921201379
33,28,Sp_keV,9860.56500000006,9860.57,0.004999999939172994
33,28,S2n_keV,19207.833000000042,19207.83,0.0030000000406289473
33,28,S2p_keV,18135.035999999964,18135.04,0.004000000037194695
33,28,Qalpha_keV,-6464.961999999941,-6464.98,0.018000000058236765
32,29,Sn_keV,11710.23399999988,11710.24,0.006000000119456672
32,29,Sp_keV,4799.91399999999,4799.91,0.003999999989900971
32,29,S2n_keV,21768.353999999934,21768.37,0.01600000006510527
32,29,S2p_keV,14332.288999999932,14332.29,0.0010000000693253241
32,29,Qalpha_keV,-5063.4199999999255,-5063.41,0.009999999925639713
31,30,Sn_keV,10245.848999999987,10245.88,0.0310000000117725
31,30,Sp_keV,5292.728999999876,5292.74,0.011000000124113285
31,30,S2n_keV,25276.005999999936,25275.99,0.01599999993413803
31,30,S2p_keV,9770.156999999948,9770.14,0.016999999948893674
31,30,Qalpha_keV,-2690.0079999999143,-2689.99,0.017999999914536602
30,31,Sp_keV,249.29100000008475,249.29,0.0010000000847583124
30,31,S2p_keV,5354.2910000000265,5354.27,0.021000000026106136
30,31,Qalpha_keV,-2250.6970000000438,-2250.69,0.007000000043717591
38,24,Sn_keV,6491.0139999999665,6491.05,0.03600000003370951
38,24,Sp_keV,17677.498999999953,17677.5,0.0010000000474974513
38,24,S2n_keV,10367.978000000003,10368.02,0.04199999999764259
37,25,Sn_keV,4853.122999999905,4853.15,0.027000000094631105
37,25,Sp_keV,13337.67399999994,13337.7,0.02600000005986658
37,25,S2n_keV,11698.657999999938,11698.65,0.007999999937965185
37,25,S2p_keV,29859.937999999907,29859.94,0.002000000091356924
37,25,Qalpha_keV,-10547.114000000001,-10547.12,0.0059999999994033715
36,26,Sn_keV,8028.83600000001,8028.87,0.03399999998964631
36,26,Sp_keV,14424.868999999948,14424.9,0.031000000051790266
36,26,S2n_keV,13607.623999999953,13607.67,0.04600000004757021
36,26,S2p_keV,26786.38400000002,26786.41,0.025999999979831045
36,26,Qalpha_keV,-9311.140000000014,-9311.16,0.019999999985884642
35,27,Sn_keV,6597.556000000099,6597.53,0.02600000009897485
35,27,Sp_keV,9792.736000000034,9792.76,0.023999999966690666
35,27,S2n_keV,15916.624000000069,15916.61,0.014000000068335794
35,27,S2p_keV,23034.304000000004,23034.29,0.014000000002852175
35,27,Qalpha_keV,-8021.630000000005,-8021.64,0.009999999995670805
34,28,Sn_keV,10595.76099999994,10595.73,0.030999999940831913
34,28,Sp_keV,11137.25800000003,11137.23,0.028000000031170202
34,28,S2n_keV,18415.84600000002,18415.84,0.006000000019412255
34,28,S2p_keV,19911.225999999908,19911.25,0.024000000092200935
34,28,Qalpha_keV,-7016.125999999931,-7016.13,0.00400000006902701
33,29,Sn_keV,8874.668000000063,8874.68,0.011999999936961103
33,29,Sp_keV,5854.496999999974,5854.49,0.006999999974141247
33,29,S2n_keV,20584.901999999944,20584.92,0.018000000054598786
33,29,S2p_keV,15715.062000000034,15715.06,0.0020000000349682523
33,29,Qalpha_keV,-5365.160000000033,-5365.18,0.019999999967694748
32,30,Sn_keV,12890.417000000132,12890.39,0.027000000132829882
32,30,Sp_keV,6472.912000000128,6472.88,0.03200000012748205
32,30,S2n_keV,23136.26600000012,23136.27,0.003999999880761607
32,30,S2p_keV,11272.826000000117,11272.79,0.03600000011647353
32,30,Qalpha_keV,-3364.184000000125,-3364.14,0.044000000124924554
31,31,Sn_keV,12923.512999999977,12923.56,0.047000000022308086
31,31,Sp_keV,2926.9550000000745,2926.97,0.014999999925294105
31,31,S2p_keV,8219.68399999995,8219.71,0.026000000048952643
31,31,Qalpha_keV,-2744.057999999961,-2744.1,0.0420000000390246
39,24,Sn_keV,3183.8859999999986,3183.83,0.055999999998675776
39,24,S2n_keV,9674.899999999965,9674.88,0.01999999996587576
38,25,Sn_keV,6434.425000000047,6434.41,0.015000000046711648
38,25,Sp_keV,13281.085000000021,13281.06,0.025000000021464075
38,25,S2n_keV,11287.547999999952,11287.57,0.022000000048137736
38,25,S2p_keV,30958.583999999973,30958.57,0.013999999973748345
38,25,Qalpha_keV,-11479.957999999984,-11479.95,0.00799999998343992
37,26,Sn_keV,4828.903000000049,4828.89,0.013000000049032678
37,26,Sp_keV,14400.649000000092,14400.63,0.01900000009300129
37,26,S2n_keV,12857.73900000006,12857.76,0.020999999940613634
37,26,S2p_keV,27738.323000000033,27738.33,0.006999999968684278
37,26,Qalpha_keV,-9974.79400000011,-9974.78,0.01400000011017255
36,27,Sn_keV,8498.500999999931,8498.48,0.020999999931518687
36,27,Sp_keV,10262.400999999954,10262.36,0.04099999995378312
36,27,S2n_keV,15096.05700000003,15096.01,0.047000000029584044
36,27,S2p_keV,24687.269999999902,24687.26,0.00999999990381184
36,27,Qalpha_keV,-8751.085999999894,-8751.04,0.04599999989295611
35,28,Sn_keV,6837.773000000045,6837.77,0.003000000044266926
35,28,Sp_keV,11377.474999999977,11377.46,0.01499999997759005
35,28,S2n_keV,17433.533999999985,17433.5,0.03399999998509884
35,28,S2p_keV,21170.21100000001,21170.22,0.008999999990919605
35,28,Qalpha_keV,-7272.909999999916,-7272.89,0.01999999991585355
34,29,Sn_keV,10863.67200000002,10863.64,0.03200000002107117
34,29,Sp_keV,6122.408000000054,6122.4,0.008000000054380507
34,29,S2n_keV,19738.340000000084,19738.33,0.010000000082072802
34,29,S2p_keV,17259.666000000085,17259.63,0.03600000008373172
34,29,Qalpha_keV,-5774.969000000041,-5774.96,0.009000000040941813
33,30,Sn_keV,9116.688999999897,9116.74,0.05100000010315853
33,30,Sp_keV,6714.932999999961,6714.94,0.0070000000387153705
33,30,S2n_keV,22007.10600000003,22007.13,0.023999999972147634
33,30,S2p_keV,12569.429999999935,12569.43,6.548361852765083e-11
33,30,Qalpha_keV,-3481.603000000003,-3481.61,0.0069999999973333615
32,31,Sn_keV,12631.533999999985,12631.5,0.03399999998509884
32,31,Sp_keV,2668.0719999999274,2668.09,0.01800000007278868
32,31,S2n_keV,25555.046999999962,25555.07,0.023000000037427526
32,31,S2p_keV,9140.984000000055,9140.97,0.014000000055602868
32,31,Qalpha_keV,-2613.6779999999562,-2613.68,0.002000000043608452
31,32,Sp_keV,2223.3040000000037,2223.28,0.0240000000035252
31,32,S2p_keV,5150.259000000078,5150.25,0.009000000078231096
31,32,Qalpha_keV,-2130.6049999999814,-2130.58,0.024999999981446308
40,24,Sn_keV,5543.548000000068,5543.6,0.05199999993237725
40,24,S2n_keV,8727.434000000067,8727.43,0.004000000066298526
39,25,Sn_keV,4173.324999999953,4173.3,0.024999999953251972
39,25,Sp_keV,14270.523999999976,14270.53,0.006000000024869223
39,25,S2n_keV,10607.75,10607.71,0.040000000000873115
39,25,Qalpha_keV,-12172.027999999933,-12171.99,0.03799999993316305
38,26,Sn_keV,7405.244999999995,7405.24,0.004999999995561666
38,26,Sp_keV,15371.469000000041,15371.46,0.009000000041851308
38,26,S2n_keV,12234.148000000045,12234.13,0.01800000004550384
38,26,S2p_keV,28652.554000000062,28652.52,0.034000000061496394
38,26,Qalpha_keV,-10724.87200000009,-10724.88,0.007999999908861355
37,27,Sn_keV,6012.195000000065,6012.21,0.0149999999348438
37,27,Sp_keV,11445.69299999997,11445.68,0.01299999996990664
37,27,S2n_keV,14510.695999999996,14510.68,0.01599999999598367
37,27,S2p_keV,25846.342000000062,25846.31,0.03200000006108894
37,27,Qalpha_keV,-9249.339999999967,-9249.31,0.029999999967913027
36,28,Sn_keV,9657.444999999949,9657.46,0.015000000050349627
36,28,Sp_keV,12536.418999999994,12536.45,0.03100000000631553
36,28,S2n_keV,16495.217999999993,16495.23,0.0120000000060827
36,28,S2p_keV,22798.81999999995,22798.81,0.009999999947467586
36,28,Qalpha_keV,-8110.783999999869,-8110.82,0.036000000131025445
35,29,Sn_keV,7916.106000000029,7916.11,0.003999999970801582
35,29,Sp_keV,7200.741000000038,7200.74,0.0010000000384025043
35,29,S2n_keV,18779.77800000005,18779.75,0.028000000049360096
35,29,S2p_keV,18578.216000000015,18578.2,0.016000000014173565
35,29,Qalpha_keV,-6199.180000000051,-6199.15,0.03000000005158654
34,30,Sn_keV,11861.965000000084,11861.93,0.03500000008352799
34,30,Sp_keV,7713.226000000024,7713.23,0.003999999975349056
34,30,S2n_keV,20978.65399999998,20978.68,0.026000000019848812
34,30,S2p_keV,13835.634000000078,13835.63,0.004000000079031452
34,30,Qalpha_keV,-3955.820000000065,-3955.81,0.01000000006524715
33,31,Sn_keV,10357.045999999973,10357.05,0.004000000026280759
33,31,Sp_keV,3908.4290000000037,3908.39,0.03900000000385262
33,31,S2n_keV,22988.579999999958,22988.55,0.02999999995881808
33,31,S2p_keV,10623.361999999965,10623.34,0.021999999964464223
33,31,Qalpha_keV,-2912.603999999934,-2912.6,0.003999999933967047
32,32,Sn_keV,15465.564000000013,15465.6,0.03599999998732528
32,32,Sp_keV,5057.334000000032,5057.37,0.03599999996822589
32,32,S2p_keV,7725.405999999959,7725.47,0.06400000004123285
32,32,Qalpha_keV,-2566.0120000001043,-2566.07,0.05799999989585558
40,25,Sn_keV,6049.577000000048,6049.62,0.04299999995146209
40,25,Sp_keV,14776.552999999956,14776.55,0.0029999999569554348
40,25,S2n_keV,10222.902000000002,10222.92,0.017999999998210114
40,25,Qalpha_keV,-12885.826000000001,-12885.83,0.003999999998995918
39,26,Sn_keV,4319.657999999938,4319.67,0.012000000062471372
39,26,Sp_keV,15517.802000000025,15517.83,0.02799999997478153
39,26,S2n_keV,11724.902999999933,11724.91,0.007000000066909706
39,26,S2p_keV,29788.326,29788.36,0.033999999999650754
39,26,Qalpha_keV,-11167.565999999992,-11167.58,0.014000000008309144
38,27,Sn_keV,7464.179999999935,7464.19,0.010000000064792403
38,27,Sp_keV,11504.62799999991,11504.62,0.007999999908861355
38,27,S2n_keV,13476.375,13476.39,0.014999999999417923
38,27,S2p_keV,26876.09699999995,26876.09,0.006999999950494384
38,27,Qalpha_keV,-9867.98499999987,-9867.99,0.005000000130166882
37,28,Sn_keV,6098.09600000002,6098.08,0.016000000019630534
37,28,Sp_keV,12622.319999999949,12622.33,0.010000000051149982
37,28,S2n_keV,15755.540999999968,15755.54,0.0009999999674619175
37,28,S2p_keV,24068.01299999992,24068.0,0.012999999918974936
37,28,Qalpha_keV,-8630.091999999946,-8630.11,0.018000000054598786
36,29,Sn_keV,9910.439999999944,9910.43,0.009999999943829607
36,29,Sp_keV,7453.7360000000335,7453.71,0.026000000033491233
36,29,S2n_keV,17826.545999999973,17826.54,0.00599999997211853
36,29,S2p_keV,19990.155000000028,19990.16,0.004999999971914804
36,29,Qalpha_keV,-6790.552000000025,-6790.51,0.04200000002492743
35,30,Sn_keV,7979.304999999935,7979.32,0.015000000064901542
35,30,Sp_keV,7776.42499999993,7776.44,0.015000000069449015
35,30,S2n_keV,19841.27000000002,19841.26,0.010000000020227162
35,30,S2p_keV,14977.165999999968,14977.19,0.024000000032174285
35,30,Qalpha_keV,-4115.039999999921,-4115.03,0.00999999992109224
34,31,Sn_keV,11896.016000000061,11896.0,0.01600000006146729
34,31,Sp_keV,3942.4799999999814,3942.46,0.01999999998133717
34,31,S2n_keV,22253.062000000034,22253.05,0.012000000035186531
34,31,S2p_keV,11655.706000000006,11655.7,0.00600000000486034
34,31,Qalpha_keV,-3098.386000000057,-3098.36,0.026000000056683348
33,32,Sn_keV,10234.097999999998,10234.04,0.05799999999726424
33,32,Sp_keV,4934.386000000057,4934.37,0.016000000056919816
33,32,S2n_keV,25699.66200000001,25699.63,0.03200000001015724
33,32,S2p_keV,8842.81500000006,8842.76,0.05500000006031769
33,32,Qalpha_keV,-2554.261000000057,-2554.23,0.031000000056792487
32,33,Sp_keV,-89.46199999994133,-89.47,0.008000000058672185
32,33,S2p_keV,4967.87200000009,4967.9,0.027999999909297912
32,33,Qalpha_keV,-2227.2590000000782,-2227.31,0.050999999921714334
41,25,Sn_keV,3854.4030000000494,3854.37,0.033000000049469236
41,25,S2n_keV,9903.980000000098,9903.99,0.009999999901992851
40,26,Sn_keV,6921.293999999994,6921.26,0.033999999994193786
40,26,Sp_keV,16389.51899999997,16389.47,0.04899999996996485
40,26,S2n_keV,11240.951999999932,11240.93,0.021999999931722414
40,26,S2p_keV,31166.071999999927,31166.02,0.05199999992692028
40,26,Qalpha_keV,-11597.84600000002,-11597.79,0.05600000001868466
39,27,Sn_keV,5294.646000000066,5294.65,0.003999999933512299
39,27,Sp_keV,12479.616000000038,12479.61,0.006000000037602149
39,27,S2n_keV,12758.826000000001,12758.84,0.013999999999214197
39,27,S2p_keV,27997.418000000063,27997.44,0.021999999935360393
39,27,Qalpha_keV,-10309.50800000003,-10309.49,0.018000000030951924
38,28,Sn_keV,8951.927999999956,8951.92,0.00799999995615508
38,28,Sp_keV,14110.06799999997,14110.06,0.007999999970706995
38,28,S2n_keV,15050.023999999976,15050.0,0.023999999975785613
38,28,S2p_keV,25614.69599999988,25614.68,0.01599999987956835
38,28,Qalpha_keV,-9553.183999999892,-9553.15,0.03399999989233038
37,29,Sn_keV,7065.912000000011,7065.93,0.017999999989115167
37,29,Sp_keV,8421.552000000025,8421.56,0.007999999974344973
37,29,S2n_keV,16976.351999999955,16976.36,0.00800000004528556
37,29,S2p_keV,21043.871999999974,21043.88,0.008000000027095666
37,29,Qalpha_keV,-7258.907999999938,-7258.91,0.0020000000622530933
36,30,Sn_keV,11058.486999999965,11058.46,0.026999999965482857
36,30,Sp_keV,8924.47199999995,8924.47,0.0019999999512947397
36,30,S2n_keV,19037.7919999999,19037.78,0.011999999900581315
36,30,S2p_keV,16378.207999999984,16378.18,0.027999999983876478
36,30,Qalpha_keV,-4577.765999999945,-4577.75,0.015999999945051968
35,31,Sn_keV,9137.425999999978,9137.47,0.044000000021696906
35,31,Sp_keV,5100.601000000024,5100.61,0.008999999975458195
35,31,S2n_keV,21033.44200000004,21033.47,0.027999999962048605
35,31,S2p_keV,12877.025999999954,12877.06,0.03400000004512549
35,31,Qalpha_keV,-3361.143999999971,-3361.15,0.006000000028961949
34,32,Sn_keV,13200.071999999927,13200.13,0.058000000071842805
34,32,Sp_keV,6238.441999999923,6238.5,0.058000000077299774
34,32,S2n_keV,23434.169999999925,23434.17,7.275957614183426e-11
34,32,S2p_keV,10180.921999999904,10180.96,0.03800000009505311
34,32,Qalpha_keV,-2863.915999999852,-2863.98,0.06400000014809848
33,33,Sn_keV,13159.387999999919,13159.34,0.04799999991882942
33,33,Sp_keV,2835.8279999999795,2835.83,0.002000000020416337
33,33,S2p_keV,7770.214000000036,7770.2,0.01400000003650348
33,33,Qalpha_keV,-2463.133999999962,-2463.09,0.043999999961670255
41,26,Sn_keV,3613.6389999999665,3613.63,0.008999999966363248
41,26,Sp_keV,16148.754999999888,16148.74,0.01499999988845957
41,26,S2n_keV,10534.93299999996,10534.89,0.04299999996146653
41,26,Qalpha_keV,-12027.59899999993,-12027.6,0.0010000000711443136
40,27,Sn_keV,6984.540999999968,6984.56,0.019000000032065145
40,27,Sp_keV,12542.863000000012,12542.91,0.04699999998774729
40,27,S2n_keV,12279.187000000034,12279.21,0.02299999996466795
40,27,S2p_keV,28932.381999999983,28932.38,0.0019999999822175596
40,27,Qalpha_keV,-10859.623999999953,-10859.64,0.016000000046915375
39,28,Sn_keV,5807.722000000067,5807.71,0.012000000067018846
39,28,Sp_keV,14623.143999999971,14623.12,0.023999999970328645
39,28,S2n_keV,14759.650000000023,14759.63,0.02000000002408342
39,28,S2p_keV,27102.76000000001,27102.73,0.030000000009749783
39,28,Qalpha_keV,-10532.00299999991,-10531.97,0.032999999910316546
38,29,Sn_keV,9132.533999999985,9132.56,0.026000000014391844
38,29,Sp_keV,8602.158000000054,8602.2,0.041999999946710886
38,29,S2n_keV,16198.445999999996,16198.49,0.04400000000350701
38,29,S2p_keV,22712.226000000024,22712.26,0.0339999999741849
38,29,Qalpha_keV,-7892.940999999992,-7892.99,0.049000000008163624
37,30,Sn_keV,7052.472000000067,7052.47,0.002000000066800567
37,30,Sp_keV,8911.032000000007,8911.01,0.02200000000630098
37,30,S2n_keV,18110.95900000003,18110.93,0.02900000003137393
37,30,S2p_keV,17332.58400000003,17332.57,0.014000000031956006
37,30,Qalpha_keV,-4792.464999999967,-4792.45,0.014999999967585609
36,31,Sn_keV,11226.751000000047,11226.7,0.051000000046769856
36,31,Sp_keV,5268.865000000107,5268.86,0.005000000107429514
36,31,S2n_keV,20364.177000000025,20364.18,0.002999999975145329
36,31,S2p_keV,14193.337000000058,14193.33,0.007000000057814759
36,31,Qalpha_keV,-3724.222999999998,-3724.21,0.012999999998100975
35,32,Sn_keV,9122.577000000048,9122.51,0.0670000000482105
35,32,Sp_keV,6223.5929999999935,6223.54,0.05299999999351712
35,32,S2n_keV,22322.648999999976,22322.65,0.0010000000256695785
35,32,S2p_keV,11324.194000000018,11324.15,0.04400000001805893
35,32,Qalpha_keV,-2869.8040000000037,-2869.75,0.05400000000372529
34,33,Sn_keV,12633.457999999984,12633.47,0.012000000015177648
34,33,Sp_keV,2269.2140000000363,2269.16,0.0540000000364671
34,33,S2n_keV,25792.845999999903,25792.81,0.03599999990183278
34,33,S2p_keV,8507.655999999959,8507.66,0.004000000040832674
34,33,Qalpha_keV,-2465.057999999961,-2465.05,0.007999999960702553
33,34,Sp_keV,1844.1799999999348,1844.18,6.52562448522076e-11
33,34,S2p_keV,4680.007999999914,4680.01,0.0020000000858999556
33,34,Qalpha_keV,-2084.009999999893,-2083.99,0.019999999893116183
42,26,Sn_keV,5948.041000000085,5948.08,0.038999999915176886
42,26,S2n_keV,9561.680000000051,9561.71,0.029999999947904143
42,26,Qalpha_keV,-12432.091999999946,-12432.07,0.02199999994627433
41,27,Sn_keV,4680.241000000038,4680.21,0.031000000038147846
41,27,Sp_keV,13609.465000000084,13609.48,0.01499999991574441
41,27,S2n_keV,11664.782000000007,11664.77,0.0120000000060827
41,27,S2p_keV,29758.219999999972,29758.22,2.9103830456733704e-11
41,27,Qalpha_keV,-11366.540000000037,-11366.55,0.009999999962019501
40,28,Sn_keV,7792.438000000082,7792.45,0.011999999917861714
40,28,Sp_keV,15431.041000000085,15431.01,0.031000000084532076
40,28,S2n_keV,13600.160000000149,13600.16,1.4915713109076023e-10
40,28,S2p_keV,27973.904000000097,27973.92,0.015999999901396222
40,28,Qalpha_keV,-10919.195999999996,-10919.19,0.005999999995765393
39,29,Sn_keV,6318.834000000032,6318.84,0.005999999968480552
39,29,Sp_keV,9113.270000000019,9113.33,0.05999999998130079
39,29,S2n_keV,15451.368000000017,15451.4,0.031999999982872396
39,29,S2p_keV,23736.41399999999,23736.44,0.026000000008934876
39,29,Qalpha_keV,-8199.579999999958,-8199.62,0.04000000004270987
38,30,Sn_keV,10198.055999999982,10198.1,0.04400000001805893
38,30,Sp_keV,9976.554000000004,9976.55,0.004000000004452886
38,30,S2n_keV,17250.52800000005,17250.57,0.041999999950348865
38,30,S2p_keV,18578.712000000058,18578.75,0.037999999942258
38,30,Qalpha_keV,-5333.076000000001,-5333.09,0.013999999999214197
37,31,Sn_keV,8278.246999999974,8278.26,0.01300000002629531
37,31,Sp_keV,6494.640000000014,6494.65,0.009999999985666364
37,31,S2n_keV,19504.99800000002,19504.97,0.028000000020256266
37,31,S2p_keV,15405.67200000002,15405.66,0.012000000020634616
37,31,Qalpha_keV,-4086.363999999943,-4086.36,0.003999999943061994
36,32,Sn_keV,12391.829000000027,12391.88,0.05099999997219129
36,32,Sp_keV,7388.670999999973,7388.71,0.039000000027044734
36,32,S2n_keV,21514.406000000075,21514.39,0.016000000076019205
36,32,S2p_keV,12657.53600000008,12657.57,0.03399999991961522
36,32,Qalpha_keV,-3399.667999999947,-3399.69,0.022000000053139956
35,33,Sn_keV,10378.60400000005,10378.61,0.005999999950290658
35,33,Sp_keV,3525.241000000038,3525.26,0.018999999962034053
35,33,S2n_keV,23012.062000000034,23012.08,0.017999999967287295
35,33,S2p_keV,9748.834000000032,9748.8,0.03400000003239256
35,33,Qalpha_keV,-2486.616000000038,-2486.61,0.006000000038056896
34,34,Sn_keV,15680.418000000063,15680.47,0.05199999993601523
34,34,Sp_keV,4891.140000000014,4891.19,0.049999999985629984
34,34,S2p_keV,7160.35400000005,7160.35,0.004000000049927621
34,34,Qalpha_keV,-2298.863999999943,-2298.86,0.003999999943061994
42,27,Sn_keV,6419.796999999904,6419.81,0.013000000096326403
42,27,Sp_keV,14081.220999999903,14081.21,0.010999999904015567
42,27,S2n_keV,11100.037999999942,11100.02,0.017999999941821443
42,27,Qalpha_keV,-11736.759999999893,-11736.73,0.02999999989333446
41,28,Sn_keV,4586.142999999924,4586.15,0.007000000076004653
41,28,Sp_keV,15336.94299999997,15336.95,0.007000000030529918
41,28,S2n_keV,12378.581000000006,12378.6,0.018999999994775862
41,28,S2p_keV,28946.408000000054,28946.43,0.02199999994627433
41,28,Qalpha_keV,-11185.680999999982,-11185.67,0.010999999982232112
40,29,Sn_keV,8240.555999999982,8240.5,0.05599999998230487
40,29,Sp_keV,9561.387999999919,9561.37,0.01799999991817458
40,29,S2n_keV,14559.390000000014,14559.33,0.0600000000140426
40,29,S2p_keV,24992.429000000004,24992.38,0.049000000002706656
