N,Z,observable,derived_keV,official_keV,abs_diff_keV
55,40,Sn_keV,6461.927599999821,6461.9268,0.0007999998206287273
55,40,Sp_keV,10597.438799999887,10597.4387,9.99998865154339e-05
55,40,S2n_keV,14680.55290000001,14680.5488,0.004100000009202631
55,40,S2p_keV,20152.040499999886,20152.0388,0.0016999998879327904
55,40,Qalpha_keV,-4432.908700000029,-4432.9066,0.002100000028804061
54,41,Sn_keV,8488.531899999944,8488.5265,0.00539999994362006
54,41,Sp_keV,6805.913099999889,6805.9111,0.0019999998885396053
54,41,S2n_keV,15716.06779999996,15716.0677,9.999996109399945e-05
54,41,S2p_keV,17137.06130000006,17137.0583,0.0030000000588188414
54,41,Qalpha_keV,-2859.8699999999953,-2859.8664,0.0035999999954583473
53,42,Sn_keV,7369.1085999999195,7369.1111,0.002500000080544851
53,42,Sp_keV,8631.78239999991,8631.7804,0.0019999999094579834
53,42,S2n_keV,17047.430500000017,17047.4295,0.0010000000183936208
53,42,S2p_keV,15167.788900000043,15167.7869,0.0020000000440631993
53,42,Qalpha_keV,-2241.1957000000402,-2241.1963,0.0005999999598316208
52,43,Sn_keV,9934.348299999838,9934.3412,0.007099999837009818
52,43,Sp_keV,4896.249099999899,4896.2466,0.0024999998986459104
52,43,S2n_keV,18557.88189999992,18557.8749,0.006999999921390554
52,43,S2p_keV,13386.458799999906,13386.4571,0.0016999999061226845
52,43,Qalpha_keV,-1808.246799999848,-1808.2432,0.0035999998481202056
51,44,Sn_keV,8945.47900000005,8945.4746,0.004400000050736708
51,44,Sp_keV,6588.400799999945,6588.3981,0.0026999999445251888
51,44,S2n_keV,22383.67590000003,22383.6716,0.004300000029616058
51,44,S2p_keV,11228.623500000103,11228.6219,0.0016000001032807631
51,44,Qalpha_keV,-3673.8420000000624,-3673.8405,0.0015000000626059773
50,45,Sn_keV,13504.306299999938,13504.3112,0.0049000000617525075
50,45,Sp_keV,3045.9884999999776,3045.9853,0.003199999977823609
50,45,S2n_keV,25471.44499999995,25471.443,0.0019999999494757503
50,45,S2p_keV,9312.443899999955,9312.4425,0.0013999999555380782
50,45,Qalpha_keV,-4778.876299999887,-4778.875,0.001299999887123704
49,46,Sn_keV,11934.94570000004,11934.9504,0.004699999959484558
49,46,Sp_keV,4347.256300000008,4347.2606,0.00429999999141728
49,46,S2n_keV,27126.74239999999,27126.7395,0.0028999999885854777
49,46,S2p_keV,7327.135400000028,7327.1318,0.0036000000282001565
49,46,Qalpha_keV,-4150.992399999988,-4150.9961,0.0037000000120315235
60,36,Sn_keV,4994.073100000038,4994.0793,0.006199999962518632
60,36,S2n_keV,7876.5324000000255,7876.5379,0.005499999974745151
59,37,Sn_keV,3535.3582999999635,3535.3618,0.0035000000366380846
59,37,Sp_keV,12484.396300000022,12484.4016,0.005299999977069092
59,37,S2n_keV,8934.191200000001,8934.1958,0.004599999998390558
59,37,Qalpha_keV,-7546.450799999991,-7546.4543,0.003500000008898496
58,38,Sn_keV,5872.281100000022,5872.2815,0.00039999997807171894
58,38,Sp_keV,14316.907099999953,14316.9118,0.004700000046796049
58,38,S2n_keV,10215.160000000033,10215.1631,0.003099999967162148
58,38,S2p_keV,26148.4044,26148.4102,0.005799999998998828
58,38,Qalpha_keV,-6573.831200000015,-6573.8352,0.003999999985353497
57,39,Sn_keV,5193.364400000079,5193.3668,0.0023999999211810064
57,39,Sp_keV,10501.669900000095,10501.6726,0.002699999904507422
57,39,S2n_keV,12121.14320000005,12121.1494,0.006199999950695201
57,39,S2p_keV,24345.128800000064,24345.1368,0.007999999936146196
57,39,Qalpha_keV,-5982.449999999953,-5982.4522,0.002200000046286732
56,40,Sn_keV,7850.238799999934,7850.2378,0.0009999999338106136
56,40,Sp_keV,11519.89879999985,11519.8939,0.004899999850749737
56,40,S2n_keV,14312.166399999755,14312.1646,0.001799999754439341
56,40,S2p_keV,21171.083199999877,21171.0812,0.001999999876716174
56,40,Qalpha_keV,-4996.410399999935,-4996.4051,0.005299999935232336
55,41,Sn_keV,6887.86930000002,6887.8769,0.00759999997990235
55,41,Sp_keV,7231.854800000088,7231.8611,0.0062999999117892
55,41,S2n_keV,15376.401199999964,15376.4034,0.0022000000353727955
55,41,S2p_keV,17829.293599999975,17829.2999,0.006300000026385533
55,41,Qalpha_keV,-3211.2455999999074,-3211.2518,0.006200000092576374
54,42,Sn_keV,9154.334000000032,9154.335,0.0009999999674619175
54,42,Sp_keV,9297.584499999997,9297.5889,0.004400000003442983
54,42,S2n_keV,16523.44259999995,16523.4461,0.0035000000498257577
54,42,S2p_keV,16103.497599999886,16103.5,0.002400000113993883
54,42,Qalpha_keV,-2760.7820000000065,-2760.7814,0.0006000000066705979
53,43,Sn_keV,7871.606300000101,7871.6114,0.005099999898448004
53,43,Sp_keV,5398.746800000081,5398.7469,9.999991925724316e-05
53,43,S2n_keV,17805.95459999994,17805.9526,0.001999999938561814
53,43,S2p_keV,14030.52919999999,14030.5273,0.0018999999902007403
53,43,Qalpha_keV,-1793.2731999999378,-1793.2738,0.0006000000621497747
52,44,Sn_keV,10693.940999999992,10693.9444,0.0034000000086962245
52,44,Sp_keV,7347.993500000099,7348.0013,0.007799999901180854
52,44,S2n_keV,19639.420000000042,19639.4191,0.0009000000427477062
52,44,S2p_keV,12244.242599999998,12244.2479,0.005300000002534944
52,44,Qalpha_keV,-1696.715199999977,-1696.7139,0.0012999999769363058
51,45,Sn_keV,9418.439500000095,9418.4338,0.0057000000942935
51,45,Sp_keV,3518.9490000000224,3518.9445,0.004500000022289896
51,45,S2n_keV,22922.745800000033,22922.745,0.0008000000343599822
51,45,S2p_keV,10107.349799999967,10107.3426,0.007199999967269832
51,45,Qalpha_keV,-3186.9456000000937,-3186.9451,0.0005000000937798177
50,46,Sn_keV,14288.820699999807,14288.8247,0.004000000191808795
50,46,Sp_keV,5131.770699999877,5131.7742,0.003500000122585334
50,46,S2n_keV,26223.766399999848,26223.7751,0.008700000151293352
50,46,S2p_keV,8177.759199999855,8177.7595,0.00030000014521647245
50,46,Qalpha_keV,-4307.116799999843,-4307.1247,0.007900000156951137
49,47,Sp_keV,1834.7023000000045,1834.7036,0.0012999999955809471
49,47,S2p_keV,6181.958600000013,6181.9642,0.005599999987680349
49,47,Qalpha_keV,-3937.4652000000933,-3937.4661,0.0008999999067782483
61,36,Sn_keV,2413.1348999999464,2413.135,0.00010000005386245903
61,36,S2n_keV,7407.207999999984,7407.2143,0.006300000015471596
60,37,Sn_keV,5236.113600000041,5236.1117,0.0019000000402229489
60,37,Sp_keV,12726.436800000025,12726.434,0.002800000025672489
60,37,S2n_keV,8771.471900000004,8771.4735,0.0015999999959603883
60,37,Qalpha_keV,-8053.826200000127,-8053.8253,0.0009000001264212187
59,38,Sn_keV,3733.749700000044,3733.7442,0.0055000000438667485
59,38,Sp_keV,14515.298500000034,14515.2942,0.004300000033254037
59,38,S2n_keV,9606.030800000066,9606.0258,0.005000000066502253
59,38,S2p_keV,26999.694800000056,26999.6958,0.0009999999456340447
59,38,Qalpha_keV,-6869.590399999986,-6869.5875,0.0028999999867664883
58,39,Sn_keV,5856.792799999937,5856.7869,0.00589999993735546
58,39,Sp_keV,10486.18160000001,10486.1779,0.003700000010212534
58,39,S2n_keV,11050.157200000016,11050.1537,0.003500000015264959
58,39,S2p_keV,24803.088699999964,24803.0897,0.0010000000365835149
58,39,Qalpha_keV,-5920.469100000104,-5920.4705,0.0013999998964209226
57,40,Sn_keV,5569.148600000073,5569.151,0.0023999999266379746
57,40,Sp_keV,11895.682999999844,11895.6781,0.0048999998452927684
57,40,S2n_keV,13419.387400000007,13419.3888,0.0013999999937368557
57,40,S2p_keV,22397.35289999994,22397.3506,0.002299999938259134
57,40,Qalpha_keV,-5275.765499999863,-5275.7652,0.0002999998632731149
56,41,Sn_keV,8071.292000000016,8071.2844,0.007600000016282138
56,41,Sp_keV,7452.90800000017,7452.9078,0.00020000017048005247
56,41,S2n_keV,14959.161300000036,14959.1613,3.637978807091713e-11
56,41,S2p_keV,18972.80680000002,18972.8016,0.005200000021432061
56,41,Qalpha_keV,-3800.5602000000654,-3800.5572,0.0030000000651853043
55,42,Sn_keV,6821.134199999971,6821.1292,0.004999999971005309
55,42,Sp_keV,9230.849399999948,9230.8411,0.008299999948576442
55,42,S2n_keV,15975.468200000003,15975.4642,0.004000000002633897
55,42,S2p_keV,16462.704200000037,16462.7023,0.0019000000356754754
55,42,Qalpha_keV,-2847.594700000016,-2847.5887,0.0060000000162290235
54,43,Sn_keV,9474.102999999886,9474.1063,0.0033000001130858436
54,43,Sp_keV,5718.515799999936,5718.5182,0.0024000000648811692
54,43,S2n_keV,17345.709299999988,17345.7177,0.008400000013352837
54,43,S2p_keV,15016.100299999933,15016.1071,0.006800000066505163
54,43,Qalpha_keV,-2436.5056999998633,-2436.5124,0.006700000136788731
53,44,Sn_keV,8111.502299999935,8111.4972,0.0050999999348277925
53,44,Sp_keV,7587.889499999932,7587.8871,0.0023999999320949428
53,44,S2n_keV,18805.443299999926,18805.4416,0.0016999999279505573
53,44,S2p_keV,12986.636300000013,12986.634,0.0023000000128376996
53,44,Qalpha_keV,-1738.4043999999994,-1738.4011,0.003299999999399006
52,45,Sn_keV,10981.149299999815,10981.1501,0.0008000001853361027
52,45,Sp_keV,3806.157299999846,3806.1502,0.007099999846104765
52,45,S2n_keV,20399.58879999991,20399.5839,0.0048999999089573976
52,45,S2p_keV,11154.150799999945,11154.1515,0.0007000000550760888
52,45,Qalpha_keV,-1416.370299999835,-1416.364,0.006299999834936898
51,46,Sn_keV,9693.751900000148,9693.751,0.0009000001482490916
51,46,Sp_keV,5407.083099999931,5407.0913,0.008200000069336966
51,46,S2n_keV,23982.572599999956,23982.5757,0.0031000000453786924
51,46,S2p_keV,8926.032099999953,8926.0359,0.0038000000477040885
51,46,Qalpha_keV,-3014.045599999954,-3014.0451,0.000499999954172381
50,47,Sn_keV,14463.704900000012,14463.6996,0.005300000011629891
50,47,Sp_keV,2009.5865000002086,2009.5785,0.00800000020853986
50,47,S2p_keV,7141.357200000086,7141.3527,0.004500000085499778
50,47,Qalpha_keV,-4317.1398000000045,-4317.1333,0.006500000004052708
49,48,Sp_keV,3511.357299999916,3511.3526,0.004699999915828812
49,48,S2p_keV,5346.0595999999205,5346.0562,0.0033999999204752385
49,48,Qalpha_keV,-4177.139599999879,-4177.1333,0.006299999878137896
61,37,Sn_keV,3921.3227999999654,3921.326,0.0032000000346670276
61,37,Sp_keV,14234.624700000044,14234.6249,0.00019999995674879756
61,37,S2n_keV,9157.436400000006,9157.4377,0.0012999999944440788
60,38,Sn_keV,5913.029699999839,5913.0325,0.0028000001611871994
60,38,Sp_keV,15192.214599999832,15192.215,0.0004000001681561116
60,38,S2n_keV,9646.779399999883,9646.7767,0.002699999882679549
60,38,S2p_keV,27918.651399999857,27918.649,0.002399999855697388
60,38,Qalpha_keV,-7499.521399999852,-7499.5245,0.0031000001481515937
59,39,Sn_keV,4244.612399999984,4244.6109,0.0014999999839346856
59,39,Sp_keV,10997.04429999995,10997.0446,0.00030000004881003406
59,39,S2n_keV,10101.405199999921,10101.3978,0.007399999920380651
59,39,S2p_keV,25512.342799999984,25512.3389,0.0038999999851512257
59,39,Qalpha_keV,-6150.871599999955,-6150.8723,0.000700000045071647
58,40,Sn_keV,6416.377800000017,6416.3826,0.0047999999833336915
58,40,Sp_keV,12455.267999999924,12455.2738,0.005800000077215373
58,40,S2n_keV,11985.52640000009,11985.5336,0.007199999910881161
58,40,S2p_keV,22941.449599999934,22941.4517,0.0021000000670028385
58,40,Qalpha_keV,-4860.947199999937,-4860.9525,0.005300000063471089
57,41,Sn_keV,5993.131999999983,5993.1336,0.0016000000168787665
57,41,Sp_keV,7876.8914000000805,7876.8903,0.0011000000804415322
57,41,S2n_keV,14064.423999999999,14064.418,0.0059999999994033715
57,41,S2p_keV,19772.574399999925,19772.5684,0.005999999924824806
57,41,Qalpha_keV,-3598.0551999999443,-3598.0554,0.00020000005588372005
56,42,Sn_keV,8642.589599999948,8642.5979,0.008300000052258838
56,42,Sp_keV,9802.14699999988,9802.1547,0.007700000118347816
56,42,S2n_keV,15463.72379999992,15463.7271,0.0033000000803440344
56,42,S2p_keV,17255.05500000005,17255.0624,0.007399999947665492
56,42,Qalpha_keV,-3271.5589999997756,-3271.5647,0.005700000224351243
55,43,Sn_keV,7279.096800000058,7279.0955,0.0013000000571992132
55,43,Sp_keV,6176.478400000022,6176.4845,0.00609999997777777
55,43,S2n_keV,16753.199799999944,16753.2018,0.0020000000549771357
55,43,S2p_keV,15407.32779999997,15407.3256,0.002199999969889177
55,43,Qalpha_keV,-2488.0665999999037,-2488.0667,0.00010000009615396266
54,44,Sn_keV,10175.621700000018,10175.6252,0.00349999998252315
54,44,Sp_keV,8289.408200000064,8289.406,0.0022000000626576366
54,44,S2n_keV,18287.123999999953,18287.1224,0.0015999999523046426
54,44,S2p_keV,14007.923999999999,14007.9242,0.00020000000040454324
54,44,Qalpha_keV,-2235.70419999992,-2235.708,0.0038000000799911504
53,45,Sn_keV,8648.967100000125,8648.9723,0.005199999874093919
53,45,Sp_keV,4343.622100000037,4343.6253,0.003199999962816946
53,45,S2n_keV,19630.11639999994,19630.1224,0.006000000059430022
53,45,S2p_keV,11931.511599999969,11931.5124,0.0008000000307220034
53,45,Qalpha_keV,-1441.8037999998778,-1441.8027,0.0010999998778515874
52,46,Sn_keV,11586.451100000064,11586.451,0.00010000006477639545
52,46,Sp_keV,6012.384900000179,6012.3923,0.0073999998212457285
52,46,S2n_keV,21280.203000000212,21280.202,0.0010000002112064976
52,46,S2p_keV,9818.542200000025,9818.5425,0.0002999999742314685
52,46,Qalpha_keV,-1162.299800000037,-1162.2991,0.0007000000371135684
51,47,Sn_keV,10233.713100000052,10233.7158,0.0026999999481631676
51,47,Sp_keV,2549.547700000112,2549.5433,0.0044000001121276
51,47,S2n_keV,24697.418000000063,24697.4154,0.0026000000616477337
51,47,S2p_keV,7956.630800000043,7956.6347,0.00389999995695689
51,47,Qalpha_keV,-2583.714200000046,-2583.7173,0.003099999953974475
50,48,Sn_keV,14973.713300000061,14973.7158,0.0024999999386636773
50,48,Sp_keV,4021.3656999999657,4021.3688,0.003100000034464756
50,48,S2p_keV,6030.952200000174,6030.9473,0.0049000001745298505
50,48,Qalpha_keV,-3959.056199999992,-3959.0601,0.0039000000083433406
62,37,Sn_keV,4823.317799999961,4823.3157,0.0020999999605919584
62,37,S2n_keV,8744.640599999926,8744.6416,0.0010000000747822924
61,38,Sn_keV,4167.4535000000615,4167.4563,0.0027999999383609975
61,38,Sp_keV,15438.345299999928,15438.3454,0.00010000007205235306
61,38,S2n_keV,10080.4831999999,10080.4888,0.005600000098638702
61,38,S2p_keV,29672.969999999972,29672.9703,0.0003000000288011506
61,38,Qalpha_keV,-8784.515599999926,-8784.5222,0.006600000073376577
60,39,Sn_keV,6426.298599999864,6426.3009,0.002300000136528979
60,39,Sp_keV,11510.313199999975,11510.313,0.0001999999749386916
60,39,S2n_keV,10670.910999999847,10670.9118,0.0008000001525942935
60,39,S2p_keV,26702.527799999807,26702.528,0.00020000019139843062
60,39,Qalpha_keV,-7178.337299999781,-7178.3391,0.0018000002191911335
59,40,Sn_keV,4406.231800000067,4406.2308,0.00100000006659684
59,40,Sp_keV,12616.887400000007,12616.8936,0.006199999992531957
59,40,S2n_keV,10822.609600000083,10822.6134,0.0037999999167368514
59,40,S2p_keV,23613.931699999957,23613.9383,0.006600000044272747
59,40,Qalpha_keV,-4924.300099999993,-4924.3017,0.0016000000068743248
58,41,Sn_keV,6882.0472999999765,6882.0497,0.002400000023044413
58,41,Sp_keV,8342.56090000004,8342.5574,0.0035000000407308107
58,41,S2n_keV,12875.17929999996,12875.1833,0.004000000040832674
58,41,S2p_keV,20797.828899999964,20797.8312,0.002300000036484562
58,41,Qalpha_keV,-3552.32369999995,-3552.3225,0.0011999999496765668
57,42,Sn_keV,5925.449999999953,5925.4439,0.006099999953221413
57,42,Sp_keV,9734.464999999851,9734.465,1.4915713109076023e-10
57,42,S2n_keV,14568.039599999902,14568.0418,0.0022000000990374247
57,42,S2p_keV,17611.35639999993,17611.3554,0.0009999999310821295
57,42,Qalpha_keV,-2735.081399999908,-2735.0817,0.0003000000920110324
56,43,Sn_keV,8966.978900000104,8966.9734,0.005500000102983904
56,43,Sp_keV,6500.867700000177,6500.86,0.007700000177464972
56,43,S2n_keV,16246.075700000161,16246.0689,0.006800000161092612
56,43,S2p_keV,16303.014700000058,16303.0147,5.820766091346741e-11
56,43,Qalpha_keV,-2966.513600000064,-2966.5136,6.366462912410498e-11
55,44,Sn_keV,7471.83480000007,7471.8315,0.003300000069430098
55,44,Sp_keV,8482.146200000076,8482.142,0.004200000075798016
55,44,S2n_keV,17647.456500000088,17647.4567,0.00019999991127406247
55,44,S2p_keV,14658.624600000097,14658.6265,0.001899999902889249
55,44,Qalpha_keV,-2338.43040000007,-2338.4283,0.00210000007018607
54,45,Sn_keV,10480.621700000018,10480.6212,0.0005000000182917574
54,45,Sp_keV,4648.622100000037,4648.6213,0.0008000000370884663
54,45,S2n_keV,19129.588800000143,19129.5936,0.004799999856913928
54,45,S2p_keV,12938.0303000001,12938.0274,0.0029000000995438313
54,45,Qalpha_keV,-1988.077200000058,-1988.0827,0.005499999942003342
53,46,Sn_keV,8933.196599999908,8933.194,0.0025999999088526238
53,46,Sp_keV,6296.614399999962,6296.6139,0.0004999999619030859
53,46,S2n_keV,20519.647699999972,20519.645,0.00269999997181003
53,46,S2p_keV,10640.236499999999,10640.2393,0.002800000000206637
53,46,Qalpha_keV,-1150.0173999998951,-1150.0185,0.0011000001047705155
52,47,Sn_keV,11717.378799999948,11717.3762,0.0025999999470514013
52,47,Sp_keV,2680.4753999999957,2680.4685,0.006899999995766848
52,47,S2n_keV,21951.0919,21951.092,0.00010000000111176632
52,47,S2p_keV,8692.860300000175,8692.8608,0.0004999998254788807
52,47,Qalpha_keV,-796.7867000000551,-796.7823,0.004400000055170494
51,48,Sn_keV,10366.027200000011,10366.0252,0.00200000001132139
51,48,Sp_keV,4153.679799999925,4153.6782,0.0015999999250198016
51,48,S2n_keV,25339.740500000073,25339.741,0.0004999999291612767
51,48,S2p_keV,6703.227500000037,6703.2215,0.006000000037602149
51,48,Qalpha_keV,-2390.137699999963,-2390.1348,0.002899999963119626
63,37,Sn_keV,3216.0509999999776,3216.0521,0.0011000000222338713
63,37,S2n_keV,8039.368799999938,8039.3678,0.000999999938358087
62,38,Sn_keV,5370.293500000029,5370.2959,0.002399999971203215
62,38,Sp_keV,15985.320999999996,15985.3256,0.004600000003847526
62,38,S2n_keV,9537.74700000009,9537.7522,0.005199999910473707
62,38,Qalpha_keV,-9160.735999999917,-9160.7388,0.0028000000820611604
61,39,Sn_keV,4748.823800000129,4748.8287,0.00489999987075862
61,39,Sp_keV,12091.683500000043,12091.6854,0.001899999957458931
61,39,S2n_keV,11175.122399999993,11175.1295,0.007100000006175833
61,39,S2p_keV,27530.02879999997,27530.0307,0.0019000000283995178
61,39,Qalpha_keV,-8391.802799999947,-8391.806,0.0032000000537664164
60,40,Sn_keV,6827.384999999893,6827.3838,0.0011999998932878952
60,40,Sp_keV,13017.973800000036,13017.9766,0.002799999963826849
60,40,S2n_keV,11233.61679999996,11233.6146,0.0021999999589752406
60,40,S2p_keV,24528.28700000001,24528.2896,0.0025999999888881575
60,40,Qalpha_keV,-5879.403999999864,-5879.4039,9.999986377806636e-05
59,41,Sn_keV,5527.225900000078,5527.22,0.005900000077417644
59,41,Sp_keV,9463.555000000051,9463.5466,0.008400000051551615
59,41,S2n_keV,12409.273200000054,12409.2697,0.0035000000534637365
59,41,S2p_keV,22080.442400000058,22080.4402,0.0022000000572006684
59,41,Qalpha_keV,-3886.185199999949,-3886.1757,0.009499999949184712
58,42,Sn_keV,8294.238200000138,8294.2406,0.002399999861154356
58,42,Sp_keV,11146.655900000012,11146.6559,1.2732925824820995e-11
58,42,S2n_keV,14219.688200000091,14219.6845,0.0037000000920670573
58,42,S2p_keV,19489.216800000053,19489.2134,0.0034000000523519702
58,42,Qalpha_keV,-3179.0808000001125,-3179.0846,0.003799999887633021
57,43,Sn_keV,6764.400499999872,6764.4,0.0004999998727726052
57,43,Sp_keV,7339.818200000096,7339.816,0.0022000000963089406
57,43,S2n_keV,15731.379399999976,15731.3734,0.005999999975756509
57,43,S2p_keV,17074.283199999947,17074.2811,0.002099999946949538
57,43,Qalpha_keV,-2843.044799999916,-2843.0366,0.008199999916087108
56,44,Sn_keV,9673.323199999984,9673.3245,0.0013000000162719516
56,44,Sp_keV,9188.490499999956,9188.4931,0.0026000000434578396
56,44,S2n_keV,17145.158000000054,17145.156,0.0020000000549771357
56,44,S2p_keV,15689.358200000133,15689.3531,0.0051000001330976374
56,44,Qalpha_keV,-2857.419600000023,-2857.4178,0.001800000022740278
55,45,Sn_keV,8077.925899999915,8077.9264,0.0005000000855943654
55,45,Sp_keV,5254.713199999882,5254.7162,0.003000000117935997
55,45,S2n_keV,18558.547599999933,18558.5476,6.912159733474255e-11
55,45,S2p_keV,13736.859399999958,13736.8583,0.0010999999576597475
55,45,Qalpha_keV,-2194.3967999998713,-2194.3977,0.0009000001286949555
54,46,Sn_keV,11101.133199999924,11101.129,0.004199999923002906
54,46,Sp_keV,6917.125899999868,6917.1217,0.004199999868433224
54,46,S2n_keV,20034.329799999832,20034.3231,0.006699999830743764
54,46,S2p_keV,11565.747999999905,11565.7431,0.004899999905319419
54,46,Qalpha_keV,-1557.2095999998273,-1557.2031,0.006499999827383363
53,47,Sn_keV,9496.804399999906,9496.8046,0.00020000009317300282
53,47,Sp_keV,3244.0831999999937,3244.0791,0.004099999993741221
53,47,S2n_keV,21214.183199999854,21214.1808,0.002399999855697388
53,47,S2p_keV,9540.697599999956,9540.693,0.004599999956553802
53,47,Qalpha_keV,-875.1515999998664,-875.1531,0.001500000133546564
52,48,Sn_keV,12334.78339999984,12334.7816,0.0017999998399318429
52,48,Sp_keV,4771.084399999818,4771.0836,0.0007999998179002432
52,48,S2n_keV,22700.81059999985,22700.8068,0.0037999998530722223
52,48,S2p_keV,7451.559799999814,7451.5521,0.007699999813667091
52,48,Qalpha_keV,-436.1003999999957,-436.0917,0.008699999995712915
51,49,Sp_keV,1535.98339999991,1535.9854,0.0020000000899926818
51,49,S2p_keV,5689.663199999835,5689.6636,0.0004000001645181328
51,49,Qalpha_keV,-2091.4187999998685,-2091.4166,0.0021999998684805178
50,50,S2p_keV,4089.6605999999447,4089.6636,0.0030000000551808625
64,37,Sn_keV,4372.855300000054,4372.8514,0.003900000054272823
64,37,S2n_keV,7588.9063000000315,7588.9036,0.00270000003183668
63,38,Sn_keV,3578.7310999999754,3578.7279,0.003199999975549872
63,38,Sp_keV,16348.001099999994,16348.0013,0.00020000000586151145
63,38,S2n_keV,8949.024600000004,8949.0238,0.0008000000034371624
63,38,Qalpha_keV,-10326.332199999946,-10326.3317,0.0004999999455321813
62,39,Sn_keV,5804.870499999961,5804.8636,0.006899999961206049
62,39,Sp_keV,12526.260499999975,12526.2531,0.007399999974950333
62,39,S2n_keV,10553.69430000009,10553.6922,0.0021000000906497007
62,39,S2p_keV,28511.58149999997,28511.5786,0.0028999999703955837
62,39,Qalpha_keV,-8960.559699999867,-8960.5579,0.001799999867216684
61,40,Sn_keV,4859.573900000076,4859.569,0.004900000075394928
61,40,Sp_keV,13128.723899999983,13128.7168,0.007099999982528971
61,40,S2n_keV,11686.958899999969,11686.9528,0.006099999969592318
61,40,S2p_keV,25220.407400000026,25220.4022,0.0052000000250700396
61,40,Qalpha_keV,-7005.228199999896,-7005.2287,0.0005000001037842594
60,41,Sn_keV,7171.5554999999,7171.5602,0.004700000099546742
60,41,Sp_keV,9807.725500000059,9807.723,0.002500000058716978
60,41,S2n_keV,12698.781399999978,12698.7802,0.0011999999787803972
60,41,S2p_keV,22825.699300000095,22825.6996,0.0002999999051098712
60,41,Qalpha_keV,-5200.947899999912,-5200.949,0.0011000000877174898
59,42,Sn_keV,5398.24589999998,5398.2409,0.004999999980100256
59,42,Sp_keV,11017.675899999915,11017.6769,0.0010000000856962288
59,42,S2n_keV,13692.484100000118,13692.4815,0.002600000118036405
59,42,S2p_keV,20481.230899999966,20481.2235,0.007399999965855386
59,42,Qalpha_keV,-3008.178100000019,-3008.1745,0.0036000000191052095
58,43,Sn_keV,8394.956600000034,8394.9596,0.0029999999660503818
58,43,Sp_keV,7440.536599999992,7440.535,0.0015999999923224095
58,43,S2n_keV,15159.357099999906,15159.3595,0.0024000000939849997
58,43,S2p_keV,18587.192500000005,18587.1909,0.001600000003236346
58,43,Qalpha_keV,-3166.7093999999342,-3166.7118,0.002400000065790664
57,44,Sn_keV,6802.035999999964,6802.0395,0.003500000036183337
57,44,Sp_keV,9226.126000000047,9226.1326,0.006599999953323277
57,44,S2n_keV,16475.359199999948,16475.3639,0.004700000052253017
57,44,S2p_keV,16565.944200000144,16565.9486,0.0043999998561048415
57,44,Qalpha_keV,-2838.3214000000153,-2838.3281,0.0066999999849031155
56,45,Sn_keV,9892.617199999979,9892.6161,0.0010999999794876203
56,45,Sp_keV,5474.007199999876,5474.0078,0.0006000001239954145
56,45,S2n_keV,17970.543099999893,17970.5425,0.0005999998938932549
56,45,S2p_keV,14662.497699999833,14662.5009,0.0032000001665437594
56,45,Qalpha_keV,-2612.9109999999637,-2612.9074,0.0035999999636260327
55,46,Sn_keV,8290.78440000012,8290.7904,0.005999999879350071
55,46,Sp_keV,7129.984400000074,7129.9857,0.0012999999262319761
55,46,S2n_keV,19391.917600000044,19391.9194,0.0017999999545281753
55,46,S2p_keV,12384.697599999956,12384.702,0.00440000004346075
55,46,Qalpha_keV,-1736.4917000000132,-1736.4963,0.004599999986794501
54,47,Sn_keV,11267.726500000106,11267.7328,0.006299999893599306
54,47,Sp_keV,3410.676500000176,3410.6828,0.0062999998240229615
54,47,S2n_keV,20764.530900000012,20764.5374,0.0064999999885912985
54,47,S2p_keV,10327.802400000044,10327.8046,0.0021999999553372618
54,47,Qalpha_keV,-1161.7288000001572,-1161.7358,0.006999999842719262
53,48,Sn_keV,9713.185700000147,9713.1882,0.0024999998531711753
53,48,Sp_keV,4987.465700000059,4987.4673,0.0015999999413907062
53,48,S2n_keV,22047.969099999988,22047.9699,0.0008000000125321094
53,48,S2p_keV,8231.548900000053,8231.5463,0.0026000000525527867
53,48,Qalpha_keV,-455.5341999999946,-455.529,0.005199999994601967
52,49,Sn_keV,12438.076000000001,12438.0733,0.0027000000009138603
52,49,Sp_keV,1639.2760000000708,1639.277,0.00099999992926314
52,49,S2p_keV,6410.360399999889,6410.3606,0.00020000011136289686
52,49,Qalpha_keV,-65.78989999985788,-65.7903,0.0004000001421218258
51,50,Sn_keV,11228.802999999956,11228.7963,0.0066999999562540324
51,50,Sp_keV,3416.4529999999795,3416.4493,0.0036999999792897142
51,50,S2p_keV,4952.4363999998895,4952.4347,0.0016999998897517798
51,50,Qalpha_keV,-1996.514499999932,-1996.5133,0.00119999993194142
65,37,Sn_keV,2756.213299999945,2756.2127,0.0005999999448249582
65,37,S2n_keV,7129.068599999999,7129.0641,0.004499999999097781
64,38,Sn_keV,4905.721499999985,4905.7149,0.006599999985155591
64,38,Sp_keV,16880.867299999925,16880.8648,0.0024999999259307515
64,38,S2n_keV,8484.45259999996,8484.4428,0.009799999959795969
63,39,Sn_keV,4189.1739000000525,4189.1728,0.0011000000522471964
63,39,Sp_keV,13136.703300000052,13136.6979,0.005400000052759424
63,39,S2n_keV,9994.044400000013,9994.0364,0.008000000012543751
63,39,S2p_keV,29484.704400000046,29484.6993,0.005100000045786146
63,39,Qalpha_keV,-9228.410799999954,-9228.4047,0.006099999955040403
