vintage,kind,N,Z,A,element,S2n_keV,S2n_unc_keV,S2n_estimated,S2p_keV,S2p_unc_keV,S2p_estimated,Qalpha_keV,Qalpha_unc_keV,Qalpha_estimated,Q2beta_keV,Q2beta_unc_keV,Q2beta_estimated,Qep_keV,Qep_unc_keV,Qep_estimated,Qbeta_n_keV,Qbeta_n_unc_keV,Qbeta_n_estimated,raw_line
2020,rct1,8,2,10,He,-1444.8277,92.8477,False,,,False,,,False,36589.6601,92.8477,False,,,False,16170.9236,92.8479,False,0 10 He   2   -1444.8277   92.8477      *                     *                 36589.6601   92.8477      *                 16170.9236   92.8479
2020,rct1,7,3,10,Li,4035.813,12.7214,False,,,False,-11248.0128,254.445,False,21002.017,12.7213,False,,,False,13632.8587,12.7216,False,  10 Li   3    4035.8130   12.7214      *                -11248.0128  254.4450  21002.0170   12.7213      *                 13632.8587   12.7216
2020,rct1,6,4,10,Be,8476.8212,0.0883,False,33580.1385,0.1199,False,-7409.5245,0.0966,False,-3091.1864,0.1072,False,-35617.3109,46.8165,False,-7880.3173,0.9009,False,  10 Be   4    8476.8212    0.0883  33580.1385    0.1199  -7409.5245    0.0966  -3091.1864    0.1072 -35617.3109   46.8165  -7880.3173    0.9009
2020,rct1,5,5,10,B,27013.5945,1.0,False,23473.136,0.0496,False,-4461.1857,0.015,False,-26749.4168,400.0,False,-20193.2654,0.1869,False,-24931.6787,2.1367,False,  10 B    5   27013.5945    1.0000  23473.1360    0.0496  -4461.1857    0.0150 -26749.4168  400.0000 -20193.2654    0.1869 -24931.6787    2.1367
2020,rct1,4,6,10,C,35508.2323,18.2431,False,3820.9409,0.0787,False,-5101.2767,5.4482,False,,,False,-2938.749,0.1039,False,,,False,  10 C    6   35508.2323   18.2431   3820.9409    0.0787  -5101.2767    5.4482      *                 -2938.7490    0.1039      *               
2020,rct1,3,7,10,N,,,False,-1300.5163,400.0012,False,-10945.0,2042.0,True,,,False,19094.5706,400.001,False,,,False,  10 N    7       *                 -1300.5163  400.0012 -10945#     2042#          *                 19094.5706  400.0010      *               
2020,rct1,8,3,11,Li,369.2826,0.6424,False,,,False,-10832.0,1004.0,True,32060.5504,0.6149,False,,,False,20049.454,0.6201,False,0 11 Li   3     369.2826    0.6424      *                -10832#     1004#      32060.5504    0.6149      *                 20049.4540    0.6201
2020,rct1,7,4,11,Be,7313.9182,0.2497,False,35336.5997,46.8171,False,-8320.8746,7.5632,False,9527.7718,0.2451,False,-36308.9489,92.848,False,55.2401,0.2382,False,  11 Be   4    7313.9182    0.2497  35336.5997   46.8171  -8320.8746    7.5632   9527.7718    0.2451 -36308.9489   92.8480     55.2401    0.2382
2020,rct1,6,5,11,B,19891.4138,0.9027,False,30865.139,0.1867,False,-8664.3124,0.0128,False,-15697.9358,5.0005,False,-31673.8905,12.7213,False,-15102.2829,0.0714,False,  11 B    5   19891.4138    0.9027  30865.1390    0.1867  -8664.3124    0.0128 -15697.9358    5.0005 -31673.8905   12.7213 -15102.2829    0.0714
2020,rct1,5,6,11,C,34404.2103,2.1375,False,15276.996,0.097,False,-7544.5165,0.0926,False,-37089.5162,60.0381,False,-9247.0606,0.1005,False,-36221.9485,400.0,False,  11 C    6   34404.2103    2.1375  15276.9960    0.0970  -7544.5165    0.0926 -37089.5162   60.0381  -9247.0606    0.1005 -36221.9485  400.0000
2020,rct1,4,7,11,N,,,False,2628.784,5.0813,False,-5735.8247,25.6426,False,,,False,5026.0622,5.0005,False,,,False,  11 N    7       *                  2628.7840    5.0813  -5735.8247   25.6426      *                  5026.0622    5.0005      *               
2020,rct1,3,8,11,O,,,False,-4249.9999,60.0,False,,,False,,,False,24751.2693,60.0381,False,,,False,  11 O    8       *                 -4249.9999   60.0000      *                     *                 24751.2693   60.0381      *               
2020,rct1,9,3,12,Li,185.6871,32.5916,False,,,False,,,False,35640.1788,30.0354,False,,,False,20761.0898,30.0072,False,0 12 Li   3     185.6871   32.5916      *                     *                 35640.1788   30.0354      *                 20761.0898   30.0072
2020,rct1,8,4,12,Be,3672.3612,1.9096,False,38697.3273,92.8673,False,-8956.8373,1.9106,False,25077.7615,1.9086,False,,,False,8338.7353,1.9086,False,  12 Be   4    3672.3612    1.9096  38697.3273   92.8673  -8956.8373    1.9106  25077.7615    1.9086      *                  8338.7353    1.9086
2020,rct1,7,5,12,B,14823.8489,1.3215,False,34261.1718,12.7898,False,-10001.3225,1.3223,False,-3968.6702,1.6571,False,-34647.8317,1.4574,False,-5351.3172,1.3228,False,  12 B    5   14823.8489    1.3215  34261.1718   12.7898 -10001.3225    1.3223  -3968.6702    1.6571 -34647.8317    1.4574  -5351.3172    1.3228
2020,rct1,6,6,12,C,31841.3091,0.0703,False,27185.4287,0.0809,False,-7366.5875,0.0354,False,-32013.3349,12.0002,False,-27466.1399,0.2377,False,-32436.962,5.0005,False,  12 C    6   31841.3091    0.0703  27185.4287    0.0809  -7366.5875    0.0354 -32013.3349   12.0002 -27466.1399    0.2377 -32436.9620    5.0005
2020,rct1,5,7,12,N,37604.5955,400.0012,False,9290.4847,1.0,False,-8008.4167,1.414,False,,,False,1381.3889,1.0,False,-38472.1632,60.0464,False,  12 N    7   37604.5955  400.0012   9290.4847    1.0000  -8008.4167    1.4140      *                  1381.3889    1.0000 -38472.1632   60.0464
2020,rct1,4,8,12,O,,,False,-1736.7199,12.0,False,-5475.8501,21.836,False,,,False,14074.9668,12.0004,False,,,False,  12 O    8       *                 -1736.7199   12.0000  -5475.8501   21.8360      *                 14074.9668   12.0004      *               
2020,rct1,10,3,13,Li,-110.0001,70.0,False,,,False,,,False,40418.9467,70.0098,False,,,False,23831.8153,70.0287,False,0 13 Li   3    -110.0001   70.0000      *                     *                 40418.9467   70.0098      *                 23831.8153   70.0287
2020,rct1,9,4,13,Be,2660.7254,10.1833,False,,,False,-9701.6627,47.9106,False,30534.0702,10.1805,False,,,False,12218.3636,10.2659,False,  13 Be   4    2660.7254   10.1833      *                 -9701.6627   47.9106  30534.0702   10.1805      *                 12218.3636   10.2659
2020,rct1,8,5,13,B,8248.3962,1.0,False,38744.2527,1.1739,False,-10817.8729,1.0173,False,11216.4669,1.0358,False,-39736.5997,30.023,False,8490.63,1.0001,False,  13 B    5    8248.3962    1.0000  38744.2527    1.1739 -10817.8729    1.0173  11216.4669    1.0358 -39736.5997   30.0230   8490.6300    1.0001
2020,rct1,7,6,13,C,23667.0238,0.0596,False,31630.1016,0.2377,False,-10648.3575,0.0765,False,-19990.4224,9.5263,False,-29241.7232,1.9086,False,-22284.3768,0.9999,False,  13 C    6   23667.0238    0.0596  31630.1016    0.2377 -10648.3575    0.0765 -19990.4224    9.5263 -29241.7232    1.9086 -22284.3768    0.9999
2020,rct1,6,7,13,N,35162.799,5.0078,False,17900.1692,0.2698,False,-9495.9206,0.942,False,-36684.0,500.0,True,-15312.8879,1.3486,False,-34739.1719,12.0032,False,  13 N    7   35162.7990    5.0078  17900.1692    0.2698  -9495.9206    0.9420 -36684#      500#     -15312.8879    1.3486 -34739.1719   12.0032
2020,rct1,5,8,13,O,40766.1177,60.7891,False,2111.9075,9.5265,False,-8220.4554,9.763,False,,,False,15826.4606,9.5263,False,,,False,  13 O    8   40766.1177   60.7891   2111.9075    9.5265  -8220.4554    9.7630      *                 15826.4606    9.5263      *               
2020,rct1,4,9,13,F,,,False,-3086.0,500.0,True,,,False,,,False,17403.0,500.0,True,,,False,  13 F    9       *                 -3086#      500#          *                     *                 17403#      500#          *               
2020,rct1,10,4,14,Be,1265.8951,132.2589,False,,,False,-11667.5601,161.5842,False,36934.6092,132.2451,False,,,False,15321.2364,132.2489,False,0 14 Be   4    1265.8951  132.2589      *                -11667.5601  161.5842  36934.6092  132.2451      *                 15321.2364  132.2489
2020,rct1,9,5,14,B,5848.3482,21.2544,False,39923.8329,36.7476,False,-11813.8576,24.7353,False,20800.2691,21.2133,False,-40606.18,73.1463,False,12467.3585,21.2133,False,  14 B    5    5848.3482   21.2544  39923.8329   36.7476 -11813.8576   24.7353  20800.2691   21.2133 -40606.1800   73.1463  12467.3585   21.2133
2020,rct1,8,6,14,C,13122.7428,0.0039,False,36635.8103,1.9086,False,-12012.5091,0.081,False,-4987.8879,0.0254,False,-37928.1573,10.1805,False,-10396.9059,0.2696,False,  14 C    6   13122.7428    0.0039  36635.8103    1.9086 -12012.5091    0.0810  -4987.8879    0.0254 -37928.1573   10.1805 -10396.9059    0.2696
2020,rct1,7,7,14,N,30617.2874,0.9999,False,25083.9232,1.3214,False,-11612.1097,0.0149,False,-29100.9859,41.1187,False,-20987.5023,1.0001,False,-28323.3329,9.5263,False,  14 N    7   30617.2874    0.9999  25083.9232    1.3214 -11612.1097    0.0149 -29100.9859   41.1187 -20987.5023    1.0001 -28323.3329    9.5263
2020,rct1,6,8,14,O,40148.1899,12.0002,False,6570.161,0.0252,False,-10115.8076,0.0747,False,,,False,-2406.1992,0.0252,False,-42093.0,500.0,True,  14 O    8   40148.1899   12.0002   6570.1610    0.0252 -10115.8076    0.0747      *                 -2406.1992    0.0252 -42093#      500#    
2020,rct1,5,9,14,F,,,False,-48.3925,41.1309,False,-9260.5406,402.1079,False,,,False,19329.9505,41.1196,False,,,False,  14 F    9       *                   -48.3925   41.1309  -9260.5406  402.1079      *                 19329.9505   41.1196      *               
2020,rct1,11,4,15,Be,-24.1049,166.1096,False,,,False,,,False,39952.6754,165.7993,False,,,False,18090.8166,167.1489,False,0 15 Be   4     -24.1049  166.1096      *                     *                 39952.6754  165.7993      *                 18090.8166  167.1489
2020,rct1,10,5,15,B,3747.2047,21.0527,False,42601.4574,73.0931,False,-14195.795,21.0379,False,28855.9414,21.029,False,,,False,17866.1681,21.029,False,  15 B    5    3747.2047   21.0527  42601.4574   73.0931 -14195.7950   21.0379  28855.9414   21.0290      *                 17866.1681   21.0290
2020,rct1,9,6,15,C,9394.5003,0.8,False,38363.8765,10.2119,False,-12728.9395,0.8346,False,7017.523,0.9382,False,-37370.3284,132.2475,False,-1061.5897,0.8,False,  15 C    6    9394.5003    0.8000  38363.8765   10.2119 -12728.9395    0.8346   7017.5230    0.9382 -37370.3284  132.2475  -1061.5897    0.8000
2020,rct1,8,7,15,N,21386.6791,0.2695,False,31038.4521,1.0001,False,-10991.1859,0.0121,False,-16465.3141,14.0,False,-30851.2189,21.2133,False,-15977.6611,0.0252,False,  15 N    7   21386.6791    0.2695  31038.4521    1.0001 -10991.1859    0.0121 -16465.3141   14.0000 -30851.2189   21.2133 -15977.6611    0.0252
2020,rct1,7,8,15,O,36402.4456,9.5389,False,14847.3293,0.4902,False,-10218.6907,0.4938,False,-37359.7515,66.6858,False,-7453.2421,0.4902,False,-37180.0986,41.1217,False,  15 O    8   36402.4456    9.5389  14847.3293    0.4902 -10218.6907    0.4938 -37359.7515   66.6858  -7453.2421    0.4902 -37180.0986   41.1217
2020,rct1,6,9,15,F,41606.0,500.0,True,3356.6711,14.0026,False,-10223.8076,14.8663,False,,,False,6414.3643,14.0,False,,,False,  15 F    9   41606#      500#       3356.6711   14.0026 -10223.8076   14.8663      *                  6414.3643   14.0000      *               
2020,rct1,5,10,15,Ne,,,False,-2521.9999,66.0,False,-9948.4554,89.7291,False,,,False,24918.6215,66.684,False,,,False,  15 Ne  10       *                 -2521.9999   66.0000  -9948.4554   89.7291      *                 24918.6215   66.6840      *               
2020,rct1,12,4,16,Be,-1350.0001,100.0,False,,,False,,,False,43753.0055,165.836,False,,,False,20418.4411,167.1256,False,0 16 Be   4   -1350.0001  100.0000      *                     *                 43753.0055  165.8360      *                 20418.4411  167.1256
2020,rct1,11,5,16,B,2694.6232,32.4578,False,,,False,-14322.7938,38.7799,False,31427.7916,24.6739,False,,,False,19167.2355,24.5793,False,  16 B    5    2694.6232   32.4578      *                -14322.7938   38.7799  31427.7916   24.6739      *                 19167.2355   24.5793
2020,rct1,10,6,16,C,5468.3962,3.5777,False,40838.3114,132.2935,False,-13808.5442,4.0549,False,18431.1354,3.5777,False,-43420.6585,165.836,False,5521.377,3.5777,False,  16 C    6    5468.3962    3.5777  40838.3114  132.2935 -13808.5442    4.0549  18431.1354    3.5777 -43420.6585  165.8360   5521.3770    3.5777
2020,rct1,9,7,16,N,13322.1458,2.3014,False,32557.7208,21.3378,False,-10110.4066,2.6538,False,-4991.2746,5.837,False,-30562.4434,21.1545,False,-5243.0331,2.353,False,  16 N    7   13322.1458    2.3014  32557.7208   21.3378 -10110.4066    2.6538  -4991.2746    5.8370 -30562.4434   21.1545  -5243.0331    2.3530
2020,rct1,8,8,16,O,28887.4195,0.0252,False,22334.8376,0.0038,False,-7161.918,0.0003,False,-28723.7772,20.48,False,-21899.1184,0.8,False,-29375.0724,14.0,False,  16 O    8   28887.4195    0.0252  22334.8376    0.0038  -7161.9180    0.0003 -28723.7772   20.4800 -21899.1184    0.8000 -29375.0724   14.0000
2020,rct1,7,9,16,F,37431.857,41.4672,False,6766.1772,5.3642,False,-9087.8022,5.4566,False,,,False,3284.7726,5.3642,False,-37611.51,66.8994,False,  16 F    9   37431.8570   41.4672   6766.1772    5.3642  -9087.8022    5.4566      *                  3284.7726    5.3642 -37611.5100   66.8994
2020,rct1,6,10,16,Ne,,,False,-1401.0517,20.48,False,-10451.4758,23.7368,False,,,False,13842.1818,20.4859,False,,,False,  16 Ne  10       *                 -1401.0517   20.4800 -10451.4758   23.7368      *                 13842.1818   20.4859      *               
2020,rct1,12,5,17,B,1383.6939,205.1841,False,,,False,-15689.4889,215.7746,False,35846.243,204.6541,False,,,False,21950.8705,204.135,False,0 17 B    5    1383.6939  205.1841      *                -15689.4889  215.7746  35846.2430  204.6541      *                 21950.8705  204.1350
2020,rct1,11,6,17,C,4983.9018,17.3833,False,43371.8832,166.7042,False,-15052.1159,20.1291,False,21840.6437,17.3649,False,-43704.2302,166.7042,False,7276.6542,17.5167,False,  17 C    6    4983.9018   17.3833  43371.8832  166.7042 -15052.1159   20.1291  21840.6437   17.3649 -43704.2302  166.7042   7276.6542   17.5167
2020,rct1,10,7,17,N,8373.9955,15.0,False,35665.2429,25.8305,False,-11116.7852,15.0333,False,5918.3775,15.002,False,-36530.5911,28.7837,False,4535.7629,15.0,False,  17 N    7    8373.9955   15.0000  35665.2429   25.8305 -11116.7852   15.0333   5918.3775   15.0020 -36530.5911   28.7837   4535.7629   15.0000
2020,rct1,9,8,17,O,19807.0225,0.4902,False,25259.8515,0.8,False,-6358.6894,0.0007,False,-17309.2162,0.3542,False,-21791.8685,3.5777,False,-19555.2641,5.3642,False,  17 O    8   19807.0225    0.4902  25259.8515    0.8000  -6358.6894    0.0007 -17309.2162    0.3542 -21791.8685    3.5777 -19555.2641    5.3642
2020,rct1,8,9,17,F,30757.687,14.0022,False,12727.6789,0.2479,False,-5818.6957,0.3662,False,-32767.8784,59.6161,False,-11021.177,2.3147,False,-30106.3918,20.4815,False,  17 F    9   30757.6870   14.0022  12727.6789    0.2479  -5818.6957    0.3662 -32767.8784   59.6161 -11021.1770    2.3147 -30106.3918   20.4815
2020,rct1,7,10,17,Ne,39857.5578,66.6849,False,933.1123,0.6048,False,-9039.8956,9.5329,False,,,False,13948.4831,0.3542,False,,,False,  17 Ne  10   39857.5578   66.6849    933.1123    0.6048  -9039.8956    9.5329      *                 13948.4831    0.3542      *               
2020,rct1,6,11,17,Na,,,False,-3574.8854,61.2374,False,-9735.0,504.0,True,,,False,16755.4268,59.8565,False,,,False,  17 Na  11       *                 -3574.8854   61.2374  -9735#      504#          *                 16755.4268   59.8565      *               
2020,rct1,13,5,18,B,1461.6951,205.6376,False,,,False,,,False,38679.4724,205.0076,False,,,False,22689.4423,204.902,False,0 18 B    5    1461.6951  205.6376      *                     *                 38679.4724  205.0076      *                 22689.4423  204.9020
2020,rct1,12,6,18,C,4917.5036,30.2126,False,47105.8151,168.4897,False,-17460.1527,135.6052,False,25702.082,30.0,False,,,False,8977.8688,33.541,False,  18 C    6    4917.5036   30.2126  47105.8151  168.4897 -17460.1527  135.6052  25702.0820   30.0000      *                  8977.8688   33.5410
2020,rct1,11,7,18,N,8713.3759,18.7116,False,38576.4735,30.795,False,-12975.4343,28.1928,False,12240.055,18.5753,False,-37892.1253,204.9466,False,5850.6136,18.5695,False,  18 N    7    8713.3759   18.7116  38576.4735   30.7950 -12975.4343   28.1928  12240.0550   18.5753 -37892.1253  204.9466   5850.6136   18.5695
2020,rct1,10,8,18,O,12188.4503,0.0011,False,29054.8916,3.5777,False,-6227.6255,0.0038,False,-6100.4337,0.3634,False,-29103.6669,17.3649,False,-10805.8357,0.2479,False,  18 O    8   12188.4503    0.0011  29054.8916    3.5777  -6227.6255    0.0038  -6100.4337    0.3634 -29103.6669   17.3649 -10805.8357    0.2479
2020,rct1,9,9,18,F,25944.7054,5.3842,False,19388.7368,2.3475,False,-4415.2202,0.4633,False,-24164.8794,93.8824,False,-14285.9373,15.0072,False,-23698.6576,0.5832,False,  18 F    9   25944.7054    5.3842  19388.7368    2.3475  -4415.2202    0.4633 -24164.8794   93.8824 -14285.9373   15.0072 -23698.6576    0.5832
2020,rct1,8,10,18,Ne,34811.7938,20.4832,False,4523.3226,0.3634,False,-5115.0797,0.3643,False,,,False,-1162.5895,0.3634,False,-37473.2804,59.6167,False,  18 Ne  10   34811.7938   20.4832   4523.3226    0.3634  -5115.0797    0.3643      *                 -1162.5895    0.3634 -37473.2804   59.6167
2020,rct1,7,11,18,Na,,,False,215.1321,94.0343,False,-9351.3267,102.4911,False,,,False,15797.3195,93.8816,False,,,False,  18 Na  11       *                   215.1321   94.0343  -9351.3267  102.4911      *                 15797.3195   93.8816      *               
2020,rct1,14,5,19,B,88.7073,563.6171,False,,,False,,,False,43913.9955,525.6187,False,,,False,26779.6669,526.2185,False,0 19 B    5      88.7073  563.6171      *                     *                 43913.9955  525.6187      *                 26779.6669  526.2185
2020,rct1,13,6,19,C,4760.7611,99.9101,False,,,False,-19836.982,192.7933,False,29080.8967,98.4248,False,,,False,11229.269,100.1265,False,  19 C    6    4760.7611   99.9101      *                -19836.9820  192.7933  29080.8967   98.4248      *                 11229.2690  100.1265
2020,rct1,12,7,19,N,8156.4598,22.228,False,42438.0088,204.7618,False,-15526.0403,26.6702,False,17343.7002,16.4037,False,-43225.3559,204.8228,False,8567.7533,16.4037,False,  19 N    7    8156.4598   22.2280  42438.0088  204.7618 -15526.0403   26.6702  17343.7002   16.4037 -43225.3559  204.8228   8567.7533   16.4037
2020,rct1,11,8,19,O,12001.0141,2.637,False,32276.9638,17.5639,False,-8965.2032,2.7556,False,1580.8043,2.6418,False,-28875.3789,30.1157,False,-5611.5727,2.6774,False,  19 O    8   12001.0141    2.6370  32276.9638   17.5639  -8965.2032    2.7556   1580.8043    2.6418 -28875.3789   30.1157  -5611.5727    2.6774
2020,rct1,10,9,19,F,19581.7825,0.2479,False,23935.466,15.0,False,-4013.7991,0.001,False,-14416.8296,10.5351,False,-21889.5836,18.5695,False,-14876.3806,0.3634,False,  19 F    9   19581.7825    0.2479  23935.4660   15.0000  -4013.7991    0.0010 -14416.8296   10.5351 -21889.5836   18.5695 -14876.3806    0.3634
2020,rct1,9,10,19,Ne,30891.0346,0.3882,False,12017.1244,0.1601,False,-3528.4845,0.5156,False,-30086.3405,60.0013,False,-4754.1012,0.1601,False,-31357.2564,93.8814,False,  19 Ne  10   30891.0346    0.3882  12017.1244    0.1601  -3528.4845    0.5156 -30086.3405   60.0013  -4754.1012    0.1601 -31357.2564   93.8814
2020,rct1,8,11,19,Na,37932.8313,60.5393,False,3600.2589,10.5381,False,-6062.2835,17.5211,False,,,False,4767.3009,10.5453,False,,,False,  19 Na  11   37932.8313   60.5393   3600.2589   10.5381  -6062.2835   17.5211      *                  4767.3009   10.5453      *               
