vintage,kind,N,Z,A,element,S2n_keV,S2n_unc_keV,S2n_estimated,S2p_keV,S2p_unc_keV,S2p_estimated,Qalpha_keV,Qalpha_unc_keV,Qalpha_estimated,Q2beta_keV,Q2beta_unc_keV,Q2beta_estimated,Qep_keV,Qep_unc_keV,Qep_estimated,Qbeta_n_keV,Qbeta_n_unc_keV,Qbeta_n_estimated,raw_line
2016,rct1,5,4,9,Be,20563.18,0.1,False,29302.61,7.56,False,-2307.7,20.0,False,-17562.52,2.14,False,-27550.2,0.12,False,-19644.43,1.0,False,   9 Be   4   20563.18    0.10  29302.61    7.56  -2307.70   20.00 -17562.52    2.14 -27550.20    0.12 -19644.43    1.00
2016,rct1,4,5,9,B,31402.7,25.17,False,17068.56,0.9,False,-1687.31,50.01,False,,,False,-15818.29,0.9,False,-30719.1,18.27,False,   9 B    5   31402.70   25.17  17068.56    0.90  -1687.31   50.01      *            -15818.29    0.90 -30719.10   18.27
2016,rct1,3,6,9,C,,,False,1435.97,2.14,False,-10653.0,2003.0,True,,,False,16680.33,2.14,False,,,False,   9 C    6       *              1435.97    2.14 -10653#   2003#        *             16680.33    2.14      *           
2016,rct1,8,2,10,He,-1444.83,92.85,False,,,False,,,False,36589.66,92.85,False,,,False,16170.92,92.85,False,0 10 He   2   -1444.83   92.85      *                 *             36589.66   92.85      *             16170.92   92.85
2016,rct1,7,3,10,Li,4035.81,12.72,False,,,False,-11248.01,254.45,False,21002.01,12.72,False,,,False,13632.85,12.72,False,  10 Li   3    4035.81   12.72      *            -11248.01  254.45  21002.01   12.72      *             13632.85   12.72
2016,rct1,6,4,10,Be,8476.82,0.09,False,33580.13,0.12,False,-7409.52,0.1,False,-3091.18,0.11,False,-35617.31,46.82,False,-7880.32,0.9,False,  10 Be   4    8476.82    0.09  33580.13    0.12  -7409.52    0.10  -3091.18    0.11 -35617.31   46.82  -7880.32    0.90
2016,rct1,5,5,10,B,27013.59,1.0,False,23473.14,0.05,False,-4461.19,0.01,False,-26749.42,400.0,False,-20193.26,0.19,False,-24931.68,2.14,False,  10 B    5   27013.59    1.00  23473.14    0.05  -4461.19    0.01 -26749.42  400.00 -20193.26    0.19 -24931.68    2.14
2016,rct1,4,6,10,C,35508.23,18.24,False,3820.94,0.08,False,-5101.28,5.45,False,,,False,-2938.75,0.1,False,,,False,  10 C    6   35508.23   18.24   3820.94    0.08  -5101.28    5.45      *             -2938.75    0.10      *           
2016,rct1,3,7,10,N,,,False,-1300.52,400.0,False,-10945.0,2042.0,True,,,False,19094.57,400.0,False,,,False,  10 N    7       *             -1300.52  400.00 -10945#   2042#        *             19094.57  400.00      *           
2016,rct1,8,3,11,Li,369.28,0.64,False,,,False,-10832.0,1004.0,True,32060.55,0.61,False,,,False,20049.45,0.62,False,0 11 Li   3     369.28    0.64      *            -10832#   1004#    32060.55    0.61      *             20049.45    0.62
2016,rct1,7,4,11,Be,7313.92,0.25,False,35336.6,46.82,False,-8320.87,7.56,False,9527.77,0.25,False,-36308.95,92.85,False,55.24,0.24,False,  11 Be   4    7313.92    0.25  35336.60   46.82  -8320.87    7.56   9527.77    0.25 -36308.95   92.85     55.24    0.24
2016,rct1,6,5,11,B,19891.42,0.9,False,30865.14,0.19,False,-8664.31,0.01,False,-15635.85,46.15,False,-31673.89,12.72,False,-15102.28,0.07,False,  11 B    5   19891.42    0.90  30865.14    0.19  -8664.31    0.01 -15635.85   46.15 -31673.89   12.72 -15102.28    0.07
2016,rct1,5,6,11,C,34404.21,2.14,False,15277.0,0.1,False,-7544.52,0.09,False,,,False,-9247.06,0.1,False,-36221.95,400.0,False,  11 C    6   34404.21    2.14  15277.00    0.10  -7544.52    0.09      *             -9247.06    0.10 -36221.95  400.00
2016,rct1,4,7,11,N,,,False,2690.87,46.16,False,-5797.91,52.56,False,,,False,4963.98,46.15,False,,,False,  11 N    7       *              2690.87   46.16  -5797.91   52.56      *              4963.98   46.15      *           
2016,rct1,9,3,12,Li,185.69,32.59,False,,,False,,,False,35640.17,30.04,False,,,False,20761.09,30.01,False,0 12 Li   3     185.69   32.59      *                 *             35640.17   30.04      *             20761.09   30.01
2016,rct1,8,4,12,Be,3672.36,1.91,False,38697.32,92.87,False,-8956.84,1.91,False,25077.76,1.91,False,,,False,8338.74,1.91,False,  12 Be   4    3672.36    1.91  38697.32   92.87  -8956.84    1.91  25077.76    1.91      *              8338.74    1.91
2016,rct1,7,5,12,B,14823.85,1.32,False,34261.17,12.79,False,-10001.32,1.32,False,-3968.67,1.66,False,-34647.83,1.46,False,-5351.32,1.32,False,  12 B    5   14823.85    1.32  34261.17   12.79 -10001.32    1.32  -3968.67    1.66 -34647.83    1.46  -5351.32    1.32
2016,rct1,6,6,12,C,31841.31,0.07,False,27185.43,0.08,False,-7366.59,0.04,False,-31914.61,24.0,False,-27466.14,0.24,False,-32374.88,46.15,False,  12 C    6   31841.31    0.07  27185.43    0.08  -7366.59    0.04 -31914.61   24.00 -27466.14    0.24 -32374.88   46.15
2016,rct1,5,7,12,N,37604.59,400.0,False,9290.48,1.0,False,-8008.41,1.41,False,,,False,1381.39,1.0,False,,,False,  12 N    7   37604.59  400.00   9290.48    1.00  -8008.41    1.41      *              1381.39    1.00      *           
2016,rct1,4,8,12,O,,,False,-1638.0,24.0,False,-5574.57,30.15,False,,,False,13976.25,24.0,False,,,False,  12 O    8       *             -1638.00   24.00  -5574.57   30.15      *             13976.25   24.00      *           
2016,rct1,10,3,13,Li,-110.0,70.0,False,,,False,,,False,40418.94,70.01,False,,,False,23831.81,70.03,False,0 13 Li   3    -110.00   70.00      *                 *             40418.94   70.01      *             23831.81   70.03
2016,rct1,9,4,13,Be,2660.72,10.18,False,,,False,-9701.66,47.91,False,30534.07,10.18,False,,,False,12218.36,10.27,False,  13 Be   4    2660.72   10.18      *             -9701.66   47.91  30534.07   10.18      *             12218.36   10.27
2016,rct1,8,5,13,B,8248.39,1.0,False,38744.25,1.17,False,-10817.87,1.02,False,11216.47,1.04,False,-39736.6,30.02,False,8490.63,1.0,False,  13 B    5    8248.39    1.00  38744.25    1.17 -10817.87    1.02  11216.47    1.04 -39736.60   30.02   8490.63    1.00
2016,rct1,7,6,13,C,23667.02,0.06,False,31630.1,0.24,False,-10648.36,0.08,False,-19990.42,9.53,False,-29241.72,1.91,False,-22284.38,1.0,False,  13 C    6   23667.02    0.06  31630.10    0.24 -10648.36    0.08 -19990.42    9.53 -29241.72    1.91 -22284.38    1.00
2016,rct1,6,7,13,N,35100.71,46.15,False,17900.17,0.27,False,-9495.92,0.94,False,,,False,-15312.89,1.35,False,-34640.45,24.0,False,  13 N    7   35100.71   46.15  17900.17    0.27  -9495.92    0.94      *            -15312.89    1.35 -34640.45   24.00
2016,rct1,5,8,13,O,,,False,2111.91,9.53,False,-8220.46,9.76,False,,,False,15826.46,9.53,False,,,False,  13 O    8       *              2111.91    9.53  -8220.46    9.76      *             15826.46    9.53      *           
2016,rct1,10,4,14,Be,1265.9,132.26,False,,,False,-11667.56,161.58,False,36934.61,132.25,False,,,False,15321.23,132.25,False,0 14 Be   4    1265.90  132.26      *            -11667.56  161.58  36934.61  132.25      *             15321.23  132.25
2016,rct1,9,5,14,B,5848.35,21.25,False,39923.83,36.75,False,-11813.85,24.74,False,20800.27,21.21,False,-40606.17,73.15,False,12467.36,21.21,False,  14 B    5    5848.35   21.25  39923.83   36.75 -11813.85   24.74  20800.27   21.21 -40606.17   73.15  12467.36   21.21
2016,rct1,8,6,14,C,13122.74,0.0,False,36635.81,1.91,False,-12012.51,0.08,False,-4987.89,0.03,False,-37928.15,10.18,False,-10396.91,0.27,False,  14 C    6   13122.74    0.00  36635.81    1.91 -12012.51    0.08  -4987.89    0.03 -37928.15   10.18 -10396.91    0.27
2016,rct1,7,7,14,N,30617.29,1.0,False,25083.92,1.32,False,-11612.11,0.01,False,-29100.99,41.12,False,-20987.5,1.0,False,-28323.33,9.53,False,  14 N    7   30617.29    1.00  25083.92    1.32 -11612.11    0.01 -29100.99   41.12 -20987.50    1.00 -28323.33    9.53
2016,rct1,6,8,14,O,40049.47,24.0,False,6570.16,0.03,False,-10115.81,0.07,False,,,False,-2406.2,0.03,False,,,False,  14 O    8   40049.47   24.00   6570.16    0.03 -10115.81    0.07      *             -2406.20    0.03      *           
2016,rct1,5,9,14,F,,,False,-48.39,41.13,False,-9260.54,402.11,False,,,False,19329.95,41.12,False,,,False,  14 F    9       *               -48.39   41.13  -9260.54  402.11      *             19329.95   41.12      *           
2016,rct1,11,4,15,Be,-24.1,166.11,False,,,False,,,False,39952.67,165.8,False,,,False,18090.81,167.15,False,0 15 Be   4     -24.10  166.11      *                 *             39952.67  165.80      *             18090.81  167.15
2016,rct1,10,5,15,B,3746.34,21.06,False,42600.59,73.09,False,-14194.93,21.04,False,28856.8,21.03,False,,,False,17867.03,21.03,False,  15 B    5    3746.34   21.06  42600.59   73.09 -14194.93   21.04  28856.80   21.03      *             17867.03   21.03
2016,rct1,9,6,15,C,9394.5,0.8,False,38363.87,10.21,False,-12728.94,0.83,False,7017.54,0.94,False,-37370.32,132.25,False,-1061.59,0.8,False,  15 C    6    9394.50    0.80  38363.87   10.21 -12728.94    0.83   7017.54    0.94 -37370.32  132.25  -1061.59    0.80
2016,rct1,8,7,15,N,21386.68,0.27,False,31038.45,1.0,False,-10991.18,0.01,False,-16465.31,14.0,False,-30851.22,21.21,False,-15977.66,0.03,False,  15 N    7   21386.68    0.27  31038.45    1.00 -10991.18    0.01 -16465.31   14.00 -30851.22   21.21 -15977.66    0.03
2016,rct1,7,8,15,O,36402.46,9.54,False,14847.34,0.49,False,-10218.71,0.49,False,-37359.77,66.69,False,-7453.26,0.49,False,-37180.11,41.12,False,  15 O    8   36402.46    9.54  14847.34    0.49 -10218.71    0.49 -37359.77   66.69  -7453.26    0.49 -37180.11   41.12
2016,rct1,6,9,15,F,,,False,3356.67,14.0,False,-10161.72,48.23,False,,,False,6414.36,14.0,False,,,False,  15 F    9       *              3356.67   14.00 -10161.72   48.23      *              6414.36   14.00      *           
2016,rct1,5,10,15,Ne,,,False,-2522.0,66.0,False,,,False,,,False,24918.62,66.68,False,,,False,  15 Ne  10       *             -2522.00   66.00      *                 *             24918.62   66.68      *           
2016,rct1,12,4,16,Be,-1350.0,100.0,False,,,False,,,False,43753.0,165.84,False,,,False,20417.57,167.13,False,0 16 Be   4   -1350.00  100.00      *                 *             43753.00  165.84      *             20417.57  167.13
2016,rct1,11,5,16,B,2693.81,32.46,False,,,False,-14321.98,38.78,False,31428.6,24.68,False,,,False,19168.05,24.58,False,  16 B    5    2693.81   32.46      *            -14321.98   38.78  31428.60   24.68      *             19168.05   24.58
2016,rct1,10,6,16,C,5468.39,3.58,False,40838.31,132.29,False,-13808.54,4.05,False,18431.13,3.58,False,-43420.65,165.84,False,5521.38,3.58,False,  16 C    6    5468.39    3.58  40838.31  132.29 -13808.54    4.05  18431.13    3.58 -43420.65  165.84   5521.38    3.58
2016,rct1,9,7,16,N,13322.14,2.3,False,32557.72,21.34,False,-10110.41,2.65,False,-4996.35,8.63,False,-30563.31,21.16,False,-5243.02,2.35,False,  16 N    7   13322.14    2.30  32557.72   21.34 -10110.41    2.65  -4996.35    8.63 -30563.31   21.16  -5243.02    2.35
2016,rct1,8,8,16,O,28887.42,0.03,False,22334.84,0.0,False,-7161.92,0.0,False,-28723.78,20.48,False,-21899.12,0.8,False,-29375.07,14.0,False,  16 O    8   28887.42    0.03  22334.84    0.00  -7161.92    0.00 -28723.78   20.48 -21899.12    0.80 -29375.07   14.00
2016,rct1,7,9,16,F,37426.78,41.95,False,6761.11,8.32,False,-9082.73,8.38,False,,,False,3289.84,8.32,False,-37606.44,67.2,False,  16 F    9   37426.78   41.95   6761.11    8.32  -9082.73    8.38      *              3289.84    8.32 -37606.44   67.20
2016,rct1,6,10,16,Ne,,,False,-1401.05,20.48,False,-10352.75,31.55,False,,,False,13842.2,20.49,False,,,False,  16 Ne  10       *             -1401.05   20.48 -10352.75   31.55      *             13842.20   20.49      *           
2016,rct1,12,5,17,B,1384.56,205.18,False,,,False,-15689.49,215.77,False,35846.24,204.65,False,,,False,21950.87,204.13,False,0 17 B    5    1384.56  205.18      *            -15689.49  215.77  35846.24  204.65      *             21950.87  204.13
2016,rct1,11,6,17,C,4983.88,17.38,False,43371.86,166.7,False,-15052.09,20.13,False,21840.66,17.36,False,-43704.2,166.7,False,7276.67,17.52,False,  17 C    6    4983.88   17.38  43371.86  166.70 -15052.09   20.13  21840.66   17.36 -43704.20  166.70   7276.67   17.52
2016,rct1,10,7,17,N,8373.99,15.0,False,35666.1,25.83,False,-11116.78,15.03,False,5918.38,15.0,False,-36531.4,28.79,False,4535.76,15.0,False,  17 N    7    8373.99   15.00  35666.10   25.83 -11116.78   15.03   5918.38   15.00 -36531.40   28.79   4535.76   15.00
2016,rct1,9,8,17,O,19807.0,0.49,False,25259.85,0.8,False,-6358.69,0.0,False,-17309.21,0.35,False,-21791.87,3.58,False,-19560.33,8.32,False,  17 O    8   19807.00    0.49  25259.85    0.80  -6358.69    0.00 -17309.21    0.35 -21791.87    3.58 -19560.33    8.32
2016,rct1,8,9,17,F,30757.68,14.0,False,12727.68,0.25,False,-5818.69,0.37,False,-33221.51,1001.36,False,-11021.18,2.31,False,-30106.39,20.48,False,  17 F    9   30757.68   14.00  12727.68    0.25  -5818.69    0.37 -33221.51 1001.36 -11021.18    2.31 -30106.39   20.48
2016,rct1,7,10,17,Ne,39857.56,66.68,False,933.1,0.61,False,-9039.9,9.53,False,,,False,13948.48,0.35,False,,,False,  17 Ne  10   39857.56   66.68    933.10    0.61  -9039.90    9.53      *             13948.48    0.35      *           
2016,rct1,6,11,17,Na,,,False,-4028.52,1001.45,False,,,False,,,False,17203.99,1001.39,False,,,False,  17 Na  11       *             -4028.52 1001.45      *                 *             17203.99 1001.39      *           
2016,rct1,13,5,18,B,1462.51,205.64,False,,,False,,,False,38679.47,205.01,False,,,False,22689.42,204.9,False,0 18 B    5    1462.51  205.64      *                 *             38679.47  205.01      *             22689.42  204.90
2016,rct1,12,6,18,C,4917.5,30.21,False,47105.81,168.49,False,-17460.15,135.61,False,25702.08,30.0,False,,,False,8977.87,33.54,False,  18 C    6    4917.50   30.21  47105.81  168.49 -17460.15  135.61  25702.08   30.00      *              8977.87   33.54
2016,rct1,11,7,18,N,8713.37,18.71,False,38577.28,30.8,False,-12975.43,28.19,False,12240.06,18.58,False,-37892.12,204.95,False,5850.61,18.57,False,  18 N    7    8713.37   18.71  38577.28   30.80 -12975.43   28.19  12240.06   18.58 -37892.12  204.95   5850.61   18.57
2016,rct1,10,8,18,O,12188.45,0.0,False,29054.89,3.58,False,-6227.62,0.0,False,-6100.43,0.36,False,-29103.68,17.36,False,-10805.83,0.25,False,  18 O    8   12188.45    0.00  29054.89    3.58  -6227.62    0.00  -6100.43    0.36 -29103.68   17.36 -10805.83    0.25
2016,rct1,9,9,18,F,25949.77,8.33,False,19388.74,2.35,False,-4415.22,0.46,False,-24164.87,93.88,False,-14285.94,15.01,False,-23698.65,0.58,False,  18 F    9   25949.77    8.33  19388.74    2.35  -4415.22    0.46 -24164.87   93.88 -14285.94   15.01 -23698.65    0.58
2016,rct1,8,10,18,Ne,34811.8,20.48,False,4523.33,0.36,False,-5115.08,0.36,False,,,False,-1162.59,0.36,False,-37926.92,1001.36,False,  18 Ne  10   34811.80   20.48   4523.33    0.36  -5115.08    0.36      *             -1162.59    0.36 -37926.92 1001.36
2016,rct1,7,11,18,Na,,,False,220.21,94.25,False,-9351.33,102.49,False,,,False,15797.32,93.88,False,,,False,  18 Na  11       *               220.21   94.25  -9351.33  102.49      *             15797.32   93.88      *           
2016,rct1,14,5,19,B,88.71,563.62,False,,,False,,,False,43913.96,525.62,False,,,False,26779.66,526.22,False,0 19 B    5      88.71  563.62      *                 *             43913.96  525.62      *             26779.66  526.22
2016,rct1,13,6,19,C,4760.78,99.91,False,,,False,-19836.98,192.79,False,29080.89,98.42,False,,,False,11229.27,100.13,False,  19 C    6    4760.78   99.91      *            -19836.98  192.79  29080.89   98.42      *             11229.27  100.13
2016,rct1,12,7,19,N,8156.43,22.23,False,42437.98,204.76,False,-15526.88,26.67,False,17343.73,16.4,False,-43225.32,204.82,False,8567.78,16.4,False,  19 N    7    8156.43   22.23  42437.98  204.76 -15526.88   26.67  17343.73   16.40 -43225.32  204.82   8567.78   16.40
2016,rct1,11,8,19,O,12001.01,2.64,False,32276.98,17.56,False,-8965.2,2.76,False,1580.81,2.64,False,-28875.38,30.12,False,-5611.57,2.68,False,  19 O    8   12001.01    2.64  32276.98   17.56  -8965.20    2.76   1580.81    2.64 -28875.38   30.12  -5611.57    2.68
2016,rct1,10,9,19,F,19581.78,0.25,False,23935.46,15.0,False,-4013.8,0.0,False,-14416.83,10.54,False,-21889.58,18.57,False,-14876.38,0.36,False,  19 F    9   19581.78    0.25  23935.46   15.00  -4013.80    0.00 -14416.83   10.54 -21889.58   18.57 -14876.38    0.36
2016,rct1,9,10,19,Ne,30891.03,0.39,False,12017.13,0.16,False,-3528.47,0.52,False,-30076.34,50.0,False,-4754.1,0.16,False,-31357.25,93.88,False,  19 Ne  10   30891.03    0.39  12017.13    0.16  -3528.47    0.52 -30076.34   50.00  -4754.10    0.16 -31357.25   93.88
2016,rct1,8,11,19,Na,38386.46,1001.41,False,3600.25,10.54,False,-6062.28,17.52,False,,,False,4767.31,10.55,False,,,False,  19 Na  11   38386.46 1001.41   3600.25   10.54  -6062.28   17.52      *              4767.31   10.55      *           
2016,rct1,7,12,19,Mg,,,False,-750.0,50.0,False,-10811.9,83.35,False,,,False,19221.8,50.0,False,,,False,  19 Mg  12       *              -750.00   50.00 -10811.90   83.35      *             19221.80   50.00      *           
2016,rct1,15,5,20,B,-515.0,826.0,True,,,False,,,False,46683.0,804.0,True,,,False,27965.0,806.0,True,0 20 B    5    -515#    826#        *                 *             46683#    804#        *             27965#    806#  
2016,rct1,14,6,20,C,3558.34,232.57,False,,,False,-22368.49,284.04,False,33707.39,230.63,False,,,False,13575.96,231.21,False,  20 C    6    3558.34  232.57      *            -22368.49  284.04  33707.39  230.63      *             13575.96  231.21
2016,rct1,13,7,20,N,7489.31,81.05,False,44604.08,218.88,False,-17770.93,82.63,False,21783.96,78.89,False,-45292.72,531.25,False,10362.32,78.94,False,  20 N    7    7489.31   81.05  44604.08  218.88 -17770.93   82.63  21783.96   78.89 -45292.72  531.25  10362.32   78.94
2016,rct1,12,8,20,O,11563.65,0.88,False,35701.03,30.01,False,-12322.88,3.69,False,10838.1,0.88,False,-35906.55,98.39,False,-2787.7,0.88,False,  20 O    8   11563.65    0.88  35701.03   30.01 -12322.88    3.69  10838.10    0.88 -35906.55   98.39  -2787.70    0.88
2016,rct1,11,9,20,F,17033.21,0.46,False,27708.57,18.57,False,-8126.29,2.3,False,-6868.07,1.11,False,-23162.72,16.4,False,-9840.83,0.16,False,  20 F    9   17033.21    0.46  27708.57   18.57  -8126.29    2.30  -6868.07    1.11 -23162.72   16.40  -9840.83    0.16
2016,rct1,10,10,20,Ne,28502.18,0.36,False,20837.06,0.0,False,-4729.84,0.0,False,-24519.62,1.86,False,-17663.76,2.64,False,-28042.64,10.54,False,  20 Ne  10   28502.18    0.36  20837.06    0.00  -4729.84    0.00 -24519.62    1.86 -17663.76    2.64 -28042.64   10.54
2016,rct1,9,11,20,Na,34330.02,93.89,False,8600.45,1.21,False,-6254.56,8.39,False,,,False,1049.08,1.11,False,-33049.1,50.01,False,  20 Na  11   34330.02   93.89   8600.45    1.21  -6254.56    8.39      *              1049.08    1.11 -33049.10   50.01
2016,rct1,8,12,20,Mg,,,False,2417.86,1.9,False,-8934.0,20.56,False,,,False,8436.67,1.87,False,,,False,  20 Mg  12       *              2417.86    1.90  -8934.00   20.56      *              8436.67    1.87      *           
2016,rct1,16,5,21,B,-1417.0,1042.0,True,,,False,,,False,52098.0,910.0,True,,,False,31755.0,929.0,True,0 21 B    5   -1417#   1042#        *                 *             52098#    910#        *             31755#    929#  
2016,rct1,15,6,21,C,2913.0,604.0,True,,,False,,,False,37581.0,596.0,True,,,False,15805.0,601.0,True,  21 C    6    2913#    604#        *                 *             37581#    596#        *             15805#    601#  
2016,rct1,14,7,21,N,6767.0,135.05,False,49116.27,542.19,False,-20909.32,244.19,False,25279.52,134.06,False,-50507.0,811.0,True,13364.42,134.05,False,  21 N    7    6767.00  135.05  49116.27  542.19 -20909.32  244.19  25279.52  134.06 -50507#    811#    13364.42  134.05
2016,rct1,13,8,21,O,11413.46,12.29,False,38929.66,99.12,False,-15394.78,21.11,False,13793.81,12.0,False,-36730.5,230.94,False,8.18,12.0,False,  21 O    8   11413.46   12.29  38929.66   99.12 -15394.78   21.11  13793.81   12.00 -36730.50  230.94      8.18   12.00
2016,rct1,12,9,21,F,14702.79,1.8,False,30481.83,16.5,False,-10342.6,15.11,False,2137.03,1.8,False,-29103.07,78.91,False,-1076.99,1.8,False,  21 F    9   14702.79    1.80  30481.83   16.50 -10342.60   15.11   2137.03    1.80 -29103.07   78.91  -1076.99    1.80
