vintage,kind,N,Z,A,element,Sn_keV,Sn_unc_keV,Sn_estimated,Sp_keV,Sp_unc_keV,Sp_estimated,Q4beta_keV,Q4beta_unc_keV,Q4beta_estimated,Qda_keV,Qda_unc_keV,Qda_estimated,Qpa_keV,Qpa_unc_keV,Qpa_estimated,Qna_keV,Qna_unc_keV,Qna_estimated,raw_line
2012,rct2,4,5,9,B,18576.41,1.35,False,-185.85,0.9,False,,,False,7358.3,0.91,False,-1094.49,5.52,False,3976.01,0.9,False,   9 B    5   18576.41    1.35   -185.85    0.90      *              7358.30    0.91  -1094.49    5.52   3976.01    0.90
2012,rct2,3,6,9,C,14224.62,18.37,False,1299.58,2.36,False,,,False,11945.23,25.24,False,-13545.0,2003.0,True,16182.34,5.85,False,   9 C    6   14224.62   18.37   1299.58    2.36      *             11945.23   25.24 -13545#   2003#    16182.34    5.85
2012,rct2,8,2,10,He,-165.1,110.42,False,,,False,33473.56,100.0,False,,,False,4901.0,1009.0,True,,,False,0 10 He   2    -165.10  110.42      *             33473.56  100.00      *              4901#   1009#        *           
2012,rct2,7,3,10,Li,-26.4,12.72,False,15172.24,48.51,False,-5747.48,400.2,False,12153.75,12.72,False,11843.55,14.8,False,-10436.0,1004.0,True,  10 Li   3     -26.40   12.72  15172.24   48.51  -5747.48  400.20  12153.75   12.72  11843.55   14.80 -10436#   1004#  
2012,rct2,6,4,10,Be,6812.28,0.05,False,19636.39,0.2,False,,,False,2372.49,0.09,False,2564.44,0.08,False,-7819.24,7.56,False,  10 Be   4    6812.28    0.05  19636.39    0.20      *              2372.49    0.09   2564.44    0.08  -7819.24    7.56
2012,rct2,5,5,10,B,8437.11,0.98,False,6586.73,0.39,False,,,False,17819.83,0.39,False,1145.75,0.39,False,2789.99,0.38,False,  10 B    5    8437.11    0.98   6586.73    0.39      *             17819.83    0.39   1145.75    0.39   2789.99    0.38
2012,rct2,4,6,10,C,21283.53,2.17,False,4006.7,0.98,False,,,False,3487.98,1.07,False,-7113.74,25.15,False,5576.16,0.4,False,  10 C    6   21283.53    2.17   4006.70    0.98      *              3487.98    1.07  -7113.74   25.15   5576.16    0.40
2012,rct2,3,7,10,N,,,False,-2600.17,400.01,False,,,False,14446.64,400.42,False,,,False,16769.96,400.79,False,  10 N    7       *             -2600.17  400.01      *             14446.64  400.42      *             16769.96  400.79
2012,rct2,8,3,11,Li,395.69,12.74,False,15733.03,100.0,False,16424.61,46.16,False,10503.16,46.82,False,13982.63,0.62,False,,,False,0 11 Li   3     395.69   12.74  15733.03  100.00  16424.61   46.16  10503.16   46.82  13982.63    0.62      *           
2012,rct2,7,4,11,Be,501.64,0.25,False,20164.43,12.72,False,,,False,5933.07,0.3,False,4095.42,0.24,False,-5786.11,0.25,False,  11 Be   4     501.64    0.25  20164.43   12.72      *              5933.07    0.30   4095.42    0.24  -5786.11    0.25
2012,rct2,6,5,11,B,11454.12,0.16,False,11228.58,0.42,False,,,False,8030.24,0.42,False,8590.27,0.42,False,-6631.52,0.42,False,  11 B    5   11454.12    0.16  11228.58    0.42      *              8030.24    0.42   8590.27    0.42  -6631.52    0.42
2012,rct2,5,6,11,C,13119.78,0.87,False,8689.37,0.87,False,,,False,8944.61,1.31,False,-7407.23,1.38,False,11355.03,0.95,False,  11 C    6   13119.78    0.87   8689.37    0.87      *              8944.61    1.31  -7407.23    1.38  11355.03    0.95
2012,rct2,4,7,11,N,22567.78,402.65,False,-1315.92,46.15,False,,,False,6103.48,46.2,False,-5896.57,49.63,False,7028.47,46.17,False,  11 N    7   22567.78  402.65  -1315.92   46.15      *              6103.48   46.20  -5896.57   49.63   7028.47   46.17
2012,rct2,9,3,12,Li,-120.0,15.0,False,,,False,31581.5,15.05,False,10458.06,101.12,False,12847.73,49.16,False,,,False,0 12 Li   3    -120.00   15.00      *             31581.50   15.05  10458.06  101.12  12847.73   49.16      *           
2012,rct2,8,4,12,Be,3170.73,1.92,False,22939.47,2.01,False,-6836.94,24.08,False,2735.94,12.86,False,4986.91,1.92,False,-10211.74,46.86,False,  12 Be   4    3170.73    1.92  22939.47    2.01  -6836.94   24.08   2735.94   12.86   4986.91    1.92 -10211.74   46.86
2012,rct2,7,5,12,B,3369.78,1.37,False,14096.72,1.34,False,,,False,11472.73,1.32,False,6885.02,1.32,False,-5939.09,1.34,False,  12 B    5    3369.78    1.37  14096.72    1.34      *             11472.73    1.32   6885.02    1.32  -5939.09    1.34
2012,rct2,6,6,12,C,18721.61,0.95,False,15956.85,0.42,False,,,False,-1339.88,0.38,False,-7552.43,0.9,False,-5702.05,0.08,False,  12 C    6   18721.61    0.95  15956.85    0.42      *             -1339.88    0.38  -7552.43    0.90  -5702.05    0.08
2012,rct2,5,7,12,N,15036.89,46.17,False,601.19,1.38,False,,,False,12350.12,1.07,False,-6708.84,2.36,False,10567.99,1.35,False,  12 N    7   15036.89   46.17    601.19    1.38      *             12350.12    1.07  -6708.84    2.36  10567.99    1.35
2012,rct2,4,8,12,O,,,False,-322.08,52.02,False,,,False,3825.39,400.72,False,,,False,8650.13,24.1,False,  12 O    8       *              -322.08   52.02      *              3825.39  400.72      *              8650.13   24.10
2012,rct2,10,3,13,Li,-1350.0,350.32,False,,,False,52995.41,350.0,False,,,False,14032.63,364.01,False,,,False,0 13 Li   3   -1350.00  350.32      *             52995.41  350.00      *             14032.63  364.01      *           
2012,rct2,9,4,13,Be,-510.0,10.0,False,22549.47,18.14,False,10543.64,13.94,False,3641.63,10.2,False,5470.51,16.29,False,-9866.84,100.52,False,  13 Be   4    -510.00   10.00  22549.47   18.14  10543.64   13.94   3641.63   10.20   5470.51   16.29  -9866.84  100.52
2012,rct2,8,5,13,B,4878.61,1.7,False,15804.61,2.19,False,,,False,7095.76,1.11,False,8818.69,1.09,False,-10844.1,12.77,False,  13 B    5    4878.61    1.70  15804.61    2.19      *              7095.76    1.11   8818.69    1.09 -10844.10   12.77
2012,rct2,7,6,13,C,4946.31,0.0,False,17533.38,1.32,False,,,False,5167.93,0.42,False,-4061.63,0.38,False,-3836.08,0.08,False,  13 C    6    4946.31    0.00  17533.38    1.32      *              5167.93    0.42  -4061.63    0.38  -3836.08    0.08
2012,rct2,6,7,13,N,20063.91,1.04,False,1943.49,0.27,False,,,False,5405.99,0.99,False,-5489.22,0.47,False,-1058.81,0.47,False,  13 N    7   20063.91    1.04   1943.49    0.27      *              5405.99    0.99  -5489.22    0.47  -1058.81    0.47
2012,rct2,5,8,13,O,16870.57,25.82,False,1511.6,9.58,False,,,False,9522.6,47.13,False,-10820.61,400.11,False,13063.09,9.53,False,  13 O    8   16870.57   25.82   1511.60    9.58      *              9522.60   47.13 -10820.61  400.11  13063.09    9.53
2012,rct2,10,4,14,Be,1775.89,132.64,False,25675.36,374.15,False,31947.04,132.25,False,1745.73,133.09,False,4090.3,132.25,False,,,False,0 14 Be   4    1775.89  132.64  25675.36  374.15  31947.04  132.25   1745.73  133.09   4090.30  132.25      *           
2012,rct2,9,5,14,B,969.75,21.24,False,17284.36,23.53,False,-8300.72,46.27,False,9296.73,21.3,False,8350.57,21.21,False,-11418.17,21.22,False,  14 B    5     969.75   21.24  17284.36   23.53  -8300.72   46.27   9296.73   21.30   8350.57   21.21 -11418.17   21.22
2012,rct2,8,6,14,C,8176.43,0.0,False,20831.2,1.08,False,,,False,361.28,1.32,False,-783.94,0.42,False,-11510.87,0.24,False,  14 C    6    8176.43    0.00  20831.20    1.08      *               361.28    1.32   -783.94    0.42 -11510.87    0.24
2012,rct2,7,7,14,N,10553.38,0.27,False,7550.56,0.0,False,,,False,13574.22,0.0,False,-2922.82,0.95,False,-158.06,0.42,False,  14 N    7   10553.38    0.27   7550.56    0.00      *             13574.22    0.00  -2922.82    0.95   -158.06    0.42
2012,rct2,6,8,14,O,23179.3,9.53,False,4626.99,0.29,False,,,False,1380.19,1.01,False,-11432.13,46.16,False,3003.56,0.96,False,  14 O    8   23179.30    9.53   4626.99    0.29      *              1380.19    1.01 -11432.13   46.16   3003.56    0.96
2012,rct2,5,9,14,F,,,False,-1560.0,40.0,False,,,False,10760.52,47.61,False,,,False,13307.17,61.81,False,  14 F    9       *             -1560.00   40.00      *             10760.52   47.61      *             13307.17   61.81
2012,rct2,11,4,15,Be,-1735.0,422.0,True,,,False,46905.0,401.0,True,2130.0,532.0,True,5705.0,401.0,True,,,False,0 15 Be   4   -1735#    422#        *             46905#    401#     2130#    532#     5705#    401#        *           
2012,rct2,10,5,15,B,2777.01,29.88,False,18285.48,133.91,False,12151.18,65.85,False,6009.72,23.38,False,8744.28,21.13,False,-14315.18,25.85,False,  15 B    5    2777.01   29.88  18285.48  133.91  12151.18   65.85   6009.72   23.38   8744.28   21.13 -14315.18   25.85
2012,rct2,9,6,15,C,1218.07,0.8,False,21079.51,21.23,False,,,False,4021.83,1.35,False,1367.78,1.55,False,-9558.21,2.07,False,  15 C    6    1218.07    0.80  21079.51   21.23      *              4021.83    1.35   1367.78    1.55  -9558.21    2.07
2012,rct2,8,7,15,N,10833.3,0.0,False,10207.42,0.0,False,,,False,7687.24,0.0,False,4965.49,0.0,False,-7621.58,1.32,False,  15 N    7   10833.30    0.00  10207.42    0.00      *              7687.24    0.00   4965.49    0.00  -7621.58    1.32
2012,rct2,7,8,15,O,13223.17,0.5,False,7296.78,0.49,False,,,False,8220.93,0.56,False,-9618.41,1.11,False,8502.01,0.49,False,  15 O    8   13223.17    0.50   7296.78    0.49      *              8220.93    0.56  -9618.41    1.11   8502.01    0.49
2012,rct2,6,9,15,F,23228.92,74.73,False,-1510.38,62.4,False,,,False,4402.18,63.12,False,-10243.83,66.85,False,5115.14,62.4,False,  15 F    9   23228.92   74.73  -1510.38   62.40      *              4402.18   63.12 -10243.83   66.85   5115.14   62.40
2012,rct2,12,4,16,Be,385.0,434.0,True,,,False,62184.13,165.8,False,,,False,3970.3,387.28,False,,,False,0 16 Be   4     385#    434#        *             62184.13  165.80      *              3970.30  387.28      *           
2012,rct2,11,5,16,B,-82.97,14.6,False,19937.0,401.0,True,26432.02,25.95,False,7868.58,134.51,False,8317.25,26.6,False,-15582.22,350.86,False,  16 B    5     -82.97   14.60  19937#    401#    26432.02   25.95   7868.58  134.51   8317.25   26.60 -15582.22  350.86
2012,rct2,10,6,16,C,4250.33,3.67,False,22552.83,21.35,False,-10292.03,20.79,False,741.25,21.51,False,1996.06,3.74,False,-14318.55,10.79,False,  16 C    6    4250.33    3.67  22552.83   21.35 -10292.03   20.79    741.25   21.51   1996.06    3.74 -14318.55   10.79
2012,rct2,9,7,16,N,2488.85,2.3,False,11478.21,2.44,False,,,False,13374.82,2.3,False,7422.95,2.3,False,-5231.81,2.54,False,  16 N    7    2488.85    2.30  11478.21    2.44      *             13374.82    2.30   7422.95    2.30  -5231.81    2.54
2012,rct2,8,8,16,O,15663.92,0.49,False,12127.41,0.0,False,,,False,3110.39,0.0,False,-5218.43,0.27,False,-2215.61,0.0,False,  16 O    8   15663.92    0.49  12127.41    0.00      *              3110.39    0.00  -5218.43    0.27  -2215.61    0.00
2012,rct2,7,9,16,F,14197.87,62.95,False,-535.68,8.33,False,,,False,13383.6,8.32,False,-7571.13,12.65,False,10981.18,8.32,False,  16 F    9   14197.87   62.95   -535.68    8.33      *             13383.60    8.32  -7571.13   12.65  10981.18    8.32
2012,rct2,6,10,16,Ne,,,False,109.63,65.67,False,,,False,2732.55,45.94,False,,,False,6517.12,22.59,False,  16 Ne  10       *               109.63   65.67      *              2732.55   45.94      *              6517.12   22.59
2012,rct2,12,5,17,B,1412.77,172.63,False,20965.29,238.09,False,41819.11,170.87,False,4721.0,435.0,True,8680.37,216.07,False,,,False,0 17 B    5    1412.77  172.63  20965.29  238.09  41819.11  170.87   4721#    435#     8680.37  216.07      *           
2012,rct2,11,6,17,C,734.67,17.73,False,23370.46,30.09,False,4530.33,17.37,False,2783.6,27.28,False,2231.15,27.41,False,-13277.32,133.38,False,  17 C    6     734.67   17.73  23370.46   30.09   4530.33   17.37   2783.60   27.28   2231.15   27.41 -13277.32  133.38
2012,rct2,10,7,17,N,5885.15,15.18,False,13113.02,15.42,False,,,False,8707.74,15.02,False,9714.24,15.0,False,-10147.21,25.98,False,  17 N    7    5885.15   15.18  13113.02   15.42      *              8707.74   15.02   9714.24   15.00 -10147.21   25.98
2012,rct2,9,8,17,O,4143.08,0.0,False,13781.64,2.3,False,,,False,9800.6,0.0,False,1191.87,0.0,False,1817.75,0.0,False,  17 O    8    4143.08    0.00  13781.64    2.30      *              9800.60    0.00   1191.87    0.00   1817.75    0.00
2012,rct2,8,9,17,F,16799.87,8.32,False,600.27,0.25,False,,,False,9806.9,0.55,False,-1191.7,0.27,False,4734.69,0.25,False,  17 F    9   16799.87    8.32    600.27    0.25      *              9806.90    0.55  -1191.70    0.27   4734.69    0.25
2012,rct2,7,10,17,Ne,15557.02,20.48,False,1468.77,8.33,False,,,False,10404.45,62.4,False,-10599.9,41.12,False,14139.4,0.37,False,  17 Ne  10   15557.02   20.48   1468.77    8.33      *             10404.45   62.40 -10599.90   41.12  14139.40    0.37
2012,rct2,13,5,18,B,-5.0,5.0,False,,,False,50974.02,170.95,False,5110.81,238.14,False,6951.0,435.0,True,,,False,0 18 B    5      -5.00    5.00      *             50974.02  170.95   5110.81  238.14   6951#    435#        *           
2012,rct2,12,6,18,C,4183.97,34.66,False,26141.66,173.49,False,19600.5,30.0,False,-1483.34,38.78,False,824.19,36.64,False,-19196.0,402.0,True,  18 C    6    4183.97   34.66  26141.66  173.49  19600.50   30.00  -1483.34   38.78    824.19   36.64 -19196#    402#  
2012,rct2,11,7,18,N,2828.22,23.87,False,15206.58,25.42,False,-11923.76,114.0,False,10129.85,18.91,False,8104.08,18.59,False,-10198.42,28.07,False,  18 N    7    2828.22   23.87  15206.58   25.42 -11923.76  114.00  10129.85   18.91   8104.08   18.59 -10198.42   28.07
2012,rct2,10,8,18,O,8045.37,0.0,False,15941.86,15.0,False,,,False,4244.08,2.3,False,3979.8,0.0,False,-5009.56,0.8,False,  18 O    8    8045.37    0.00  15941.86   15.00      *              4244.08    2.30   3979.80    0.00  -5009.56    0.80
2012,rct2,9,9,18,F,9149.91,0.53,False,5607.09,0.46,False,,,False,16320.92,0.46,False,2881.56,0.67,False,6418.08,0.46,False,  18 F    9    9149.91    0.53   5607.09    0.46      *             16320.92    0.46   2881.56    0.67   6418.08    0.46
2012,rct2,8,10,18,Ne,19254.14,0.51,False,3923.05,0.44,False,,,False,5348.18,8.33,False,-6625.13,62.4,False,8108.42,0.61,False,  18 Ne  10   19254.14    0.51   3923.05    0.44      *              5348.18    8.33  -6625.13   62.40   8108.42    0.61
2012,rct2,7,11,18,Na,,,False,-1247.51,112.48,False,,,False,11761.58,114.33,False,,,False,13876.52,128.62,False,  18 Na  11       *             -1247.51  112.48      *             11761.58  114.33      *             13876.52  128.62
2012,rct2,14,5,19,B,1141.0,435.0,True,,,False,60265.0,401.0,True,,,False,6194.0,434.0,True,,,False,0 19 B    5    1141#    435#        *             60265#    401#        *              6194#    434#        *           
2012,rct2,13,6,19,C,576.83,93.7,False,26723.49,197.24,False,30660.56,98.39,False,-647.4,197.18,False,164.4,101.41,False,-19388.12,192.79,False,  19 C    6     576.83   93.70  26723.49  197.24  30660.56   98.39   -647.40  197.18    164.40  101.41 -19388.12  192.79
2012,rct2,12,7,19,N,5328.96,24.78,False,16351.57,34.19,False,2926.13,19.5,False,5535.55,23.89,False,7025.45,16.79,False,-15610.35,29.55,False,  19 N    7    5328.96   24.78  16351.57   34.19   2926.13   19.50   5535.55   23.89   7025.45   16.79 -15610.35   29.55
2012,rct2,11,8,19,O,3955.64,2.64,False,17069.28,18.76,False,-28495.53,50.07,False,6173.59,15.23,False,2513.01,3.5,False,-4714.87,4.44,False,  19 O    8    3955.64    2.64  17069.28   18.76 -28495.53   50.07   6173.59   15.23   2513.01    3.50  -4714.87    4.44
2012,rct2,10,9,19,F,10431.87,0.46,False,7993.6,0.0,False,,,False,10032.13,0.0,False,8113.61,0.0,False,-1524.95,2.3,False,  19 F    9   10431.87    0.46   7993.60    0.00      *             10032.13    0.00   8113.61    0.00  -1524.95    2.30
2012,rct2,9,10,19,Ne,11636.89,0.4,False,6410.03,0.49,False,,,False,10511.16,0.3,False,-4064.15,8.32,False,12135.46,0.16,False,  19 Ne  10   11636.89    0.40   6410.03    0.49      *             10511.16    0.30  -4064.15    8.32  12135.46    0.16
2012,rct2,8,11,19,Na,20178.86,112.97,False,-322.8,10.54,False,,,False,7139.75,10.54,False,-6192.71,23.03,False,7895.54,13.42,False,  19 Na  11   20178.86  112.97   -322.80   10.54      *              7139.75   10.54  -6192.71   23.03   7895.54   13.42
2012,rct2,7,12,19,Mg,,,False,497.51,123.09,False,,,False,,,False,,,False,13488.64,54.03,False,  19 Mg  12       *               497.51  123.09      *                 *                 *             13488.64   54.03
2012,rct2,15,5,20,B,-284.0,805.0,True,,,False,67150.0,699.0,True,,,False,,,False,,,False,0 20 B    5    -284#    805#        *             67150#    699#        *                 *                 *           
2012,rct2,14,6,20,C,2926.32,258.61,False,28509.0,467.0,True,44599.54,239.16,False,-3578.72,293.97,False,-1349.15,293.93,False,,,False,  20 C    6    2926.32  258.61  28509#    467#    44599.54  239.16  -3578.72  293.97  -1349.15  293.93      *           
2012,rct2,13,7,20,N,2161.73,57.96,False,17936.47,113.01,False,14914.51,55.6,False,7557.79,63.17,False,5598.39,58.24,False,-16359.3,179.69,False,  20 N    7    2161.73   57.96  17936.47  113.01  14914.51   55.60   7557.79   63.17   5598.39   58.24 -16359.30  179.69
2012,rct2,12,8,20,O,7608.01,2.78,False,19348.32,16.43,False,-13762.5,27.01,False,1393.81,18.59,False,790.15,15.03,False,-11588.21,17.39,False,  20 O    8    7608.01    2.78  19348.32   16.43 -13762.50   27.01   1393.81   18.59    790.15   15.03 -11588.21   17.39
2012,rct2,11,9,20,F,6601.34,0.03,False,10639.29,2.64,False,,,False,11476.16,0.03,False,5655.36,0.03,False,-2241.14,15.0,False,  20 F    9    6601.34    0.03  10639.29    2.64      *             11476.16    0.03   5655.36    0.03  -2241.14   15.00
2012,rct2,10,10,20,Ne,16865.3,0.16,False,12843.46,0.0,False,,,False,2795.76,0.46,False,-4129.58,0.25,False,-586.77,0.0,False,  20 Ne  10   16865.30    0.16  12843.46    0.00      *              2795.76    0.46  -4129.58    0.25   -586.77    0.00
2012,rct2,9,11,20,Na,14150.1,10.59,False,2190.42,1.13,False,,,False,12243.79,1.17,False,-4785.79,1.17,False,10545.3,1.14,False,  20 Na  11   14150.10   10.59   2190.42    1.13      *             12243.79    1.17  -4785.79    1.17  10545.30    1.14
2012,rct2,8,12,20,Mg,22341.04,56.83,False,2659.69,28.98,False,,,False,3232.54,115.67,False,,,False,6704.62,27.0,False,  20 Mg  12   22341.04   56.83   2659.69   28.98      *              3232.54  115.67      *              6704.62   27.00
2012,rct2,16,5,21,B,-517.0,1142.0,True,,,False,75769.0,904.0,True,,,False,,,False,,,False,0 21 B    5    -517#   1142#        *             75769#    904#        *                 *                 *           
2012,rct2,15,6,21,C,-14.0,467.0,True,28779.0,805.0,True,51375.0,401.0,True,-2423.0,566.0,True,-1340.0,435.0,True,,,False,  21 C    6     -14#    467#    28779#    805#    51375#    401#    -2423#    566#    -1340#    435#        *           
2012,rct2,14,7,21,N,4585.26,110.11,False,19595.42,257.35,False,27435.8,95.05,False,3549.36,136.8,False,5197.09,99.67,False,-20949.57,195.59,False,  21 N    7    4585.26  110.11  19595.42  257.35  27435.80   95.05   3549.36  136.80   5197.09   99.67 -20949.57  195.59
2012,rct2,13,8,21,O,3805.58,12.03,False,20992.17,56.87,False,-2851.61,20.33,False,2917.19,20.32,False,-187.21,22.11,False,-11209.82,32.31,False,  21 O    8    3805.58   12.03  20992.17   56.87  -2851.61   20.33   2917.19   20.32   -187.21   22.11 -11209.82   32.31
2012,rct2,12,9,21,F,8101.46,1.8,False,11132.75,2.01,False,-27038.0,401.0,True,7330.34,3.19,False,5599.26,1.8,False,-7514.38,18.66,False,  21 F    9    8101.46    1.80  11132.75    2.01 -27038#    401#     7330.34    3.19   5599.26    1.80  -7514.38   18.66
2012,rct2,11,10,21,Ne,6761.16,0.04,False,13003.28,0.05,False,,,False,6466.47,0.04,False,-1740.83,0.46,False,697.44,0.04,False,  21 Ne  10    6761.16    0.04  13003.28    0.05      *              6466.47    0.04  -1740.83    0.46    697.44    0.04
2012,rct2,10,11,21,Na,17106.56,1.15,False,2431.68,0.28,False,,,False,6774.11,0.32,False,-2638.21,0.46,False,2588.65,0.54,False,  21 Na  11   17106.56    1.15   2431.68    0.28      *              6774.11    0.32  -2638.21    0.46   2588.65    0.54
