vintage,kind,N,Z,A,element,Sn_keV,Sn_unc_keV,Sn_estimated,Sp_keV,Sp_unc_keV,Sp_estimated,Q4beta_keV,Q4beta_unc_keV,Q4beta_estimated,Qda_keV,Qda_unc_keV,Qda_estimated,Qpa_keV,Qpa_unc_keV,Qpa_estimated,Qna_keV,Qna_unc_keV,Qna_estimated,raw_line
2012,rct2,35,33,68,As,10378.61,1.9,False,3525.48,5.01,False,,,False,13423.32,3.03,False,2447.75,2.84,False,9409.21,2.02,False,  68 As  33   10378.61    1.90   3525.48    5.01      *             13423.32    3.03   2447.75    2.84   9409.21    2.02
2012,rct2,34,34,68,Se,15680.47,67.07,False,4891.19,0.66,False,,,False,8546.44,5.7,False,-2388.33,84.77,False,7935.18,2.22,False,  68 Se  34   15680.47   67.07   4891.19    0.66      *              8546.44    5.70  -2388.33   84.77   7935.18    2.22
2012,rct2,33,35,68,Br,13584.0,590.0,True,-850.0,300.0,True,,,False,13637.0,428.0,True,-416.0,671.0,True,14142.0,319.0,True,  68 Br  35   13584#    590#     -850#    300#        *             13637#    428#     -416#    671#    14142#    319#  
2012,rct2,44,25,69,Mn,4308.0,780.0,True,16949.0,918.0,True,41201.0,596.0,True,4656.0,780.0,True,4864.0,780.0,True,-13282.0,843.0,True,0 69 Mn  25    4308#    780#    16949#    918#    41201#    596#     4656#    780#     4864#    780#   -13282#    843#  
2012,rct2,43,26,69,Fe,3304.0,542.0,True,18048.0,643.0,True,29360.0,401.0,True,4963.0,566.0,True,2557.0,401.0,True,-8876.0,643.0,True,  69 Fe  26    3304#    542#    18048#    643#    29360#    401#     4963#    566#     2557#    401#    -8876#    643#  
2012,rct2,42,27,69,Co,6316.68,242.54,False,13632.71,412.08,False,19158.71,190.77,False,6610.25,289.66,False,4762.81,190.81,False,-7772.3,191.1,False,  69 Co  27    6316.68  242.54  13632.71  412.08  19158.71  190.77   6610.25  289.66   4762.81  190.81  -7772.30  191.10
2012,rct2,41,28,69,Ni,4586.15,4.77,False,15343.9,149.83,False,7122.01,3.95,False,6053.93,7.44,False,1293.94,14.46,False,-4264.41,5.54,False,  69 Ni  28    4586.15    4.77  15343.90  149.83   7122.01    3.95   6053.93    7.44   1293.94   14.46  -4264.41    5.54
2012,rct2,40,29,69,Cu,8240.5,2.11,False,9561.37,3.29,False,-2624.05,32.03,False,8717.27,3.21,False,5134.13,1.98,False,-3681.28,14.04,False,  69 Cu  29    8240.50    2.11   9561.37    3.29  -2624.05   32.03   8717.27    3.21   5134.13    1.98  -3681.28   14.04
2012,rct2,39,30,69,Zn,6482.07,0.16,False,10139.54,1.83,False,-11982.89,1.75,False,9611.99,1.52,False,2704.53,1.05,False,3235.09,1.68,False,  69 Zn  30    6482.07    0.16  10139.54    1.83 -11982.89    1.75   9611.99    1.52   2704.53    1.05   3235.09    1.68
2012,rct2,38,31,69,Ga,10313.37,1.91,False,6609.92,1.49,False,-23216.33,37.02,False,9263.07,1.48,False,4435.32,1.47,False,2576.67,1.37,False,  69 Ga  31   10313.37    1.91   6609.92    1.49 -23216.33   37.02   9263.07    1.48   4435.32    1.47   2576.67    1.37
2012,rct2,37,32,69,Ge,8193.18,2.29,False,7303.88,1.99,False,-34666.0,401.0,True,10489.05,1.78,False,1487.46,3.38,False,7444.81,1.57,False,  69 Ge  32    8193.18    2.29   7303.88    1.99 -34666#    401#    10489.05    1.78   1487.46    3.38   7444.81    1.57
2012,rct2,36,33,69,As,12288.96,32.05,False,3422.34,32.05,False,,,False,10256.65,32.34,False,3358.92,32.09,False,6258.3,32.15,False,  69 As  33   12288.96   32.05   3422.34   32.05      *             10256.65   32.34   3358.92   32.09   6258.30   32.15
2012,rct2,35,34,69,Se,10316.58,1.57,False,4829.16,2.37,False,,,False,10863.32,1.55,False,454.43,5.87,False,10818.73,2.83,False,  69 Se  34   10316.58    1.57   4829.16    2.37      *             10863.32    1.55    454.43    5.87  10818.73    2.83
2012,rct2,34,35,69,Br,15741.0,310.0,True,-789.0,37.0,False,,,False,11179.62,76.6,False,120.0,300.0,True,11560.01,37.44,False,  69 Br  35   15741#    310#     -789.00   37.00      *             11179.62   76.60    120#    300#    11560.01   37.44
2012,rct2,33,36,69,Kr,,,False,1282.0,505.0,True,,,False,11204.0,643.0,True,,,False,14579.0,499.0,True,  69 Kr  36       *              1282#    505#        *             11204#    643#        *             14579#    499#  
2012,rct2,45,25,70,Mn,2752.0,918.0,True,,,False,43760.0,699.0,True,6370.0,988.0,True,4128.0,861.0,True,,,False,0 70 Mn  25    2752#    918#        *             43760#    699#     6370#    988#     4128#    861#        *           
2012,rct2,44,26,70,Fe,5323.0,643.0,True,19063.0,780.0,True,33255.0,503.0,True,2700.0,711.0,True,1865.0,643.0,True,-12182.0,711.0,True,  70 Fe  26    5323#    643#    19063#    780#    33255#    503#     2700#    711#     1865#    643#   -12182#    711#  
2012,rct2,43,27,70,Co,4821.58,353.9,False,15151.0,499.0,True,21990.78,298.08,False,7616.8,471.45,False,4013.23,369.27,False,-7963.0,499.0,True,  70 Co  27    4821.58  353.90  15151#    499#    21990.78  298.08   7616.80  471.45   4013.23  369.27  -7963#    499#  
2012,rct2,42,28,70,Ni,7306.53,4.3,False,16333.75,190.78,False,11347.97,2.3,False,3420.67,149.8,False,971.97,6.79,False,-7498.93,217.98,False,  70 Ni  28    7306.53    4.30  16333.75  190.78  11347.97    2.30   3420.67  149.80    971.97    6.79  -7498.93  217.98
2012,rct2,41,29,70,Cu,5311.48,1.77,False,10286.69,3.88,False,1365.46,50.02,False,11198.25,3.17,False,5630.36,3.08,False,-2008.2,6.53,False,  70 Cu  29    5311.48    1.77  10286.69    3.88   1365.46   50.02  11198.25    3.17   5630.36    3.08  -2008.20    6.53
2012,rct2,40,30,70,Zn,9218.43,2.09,False,11117.47,2.37,False,-7634.82,2.49,False,6713.13,2.49,False,2618.12,2.27,False,-175.63,3.47,False,  70 Zn  30    9218.43    2.09  11117.47    2.37  -7634.82    2.49   6713.13    2.49   2618.12    2.27   -175.63    3.47
2012,rct2,39,31,70,Ga,7653.65,0.17,False,7781.5,1.5,False,-17484.51,14.95,False,11807.52,1.49,False,3833.99,1.48,False,4055.05,1.71,False,  70 Ga  31    7653.65    0.17   7781.50    1.50 -17484.51   14.95  11807.52    1.49   3833.99    1.48   4055.05    1.71
2012,rct2,38,32,70,Ge,11532.5,1.56,False,8523.01,1.46,False,-29613.0,196.0,True,7234.72,1.65,False,1181.12,1.18,False,2964.63,1.11,False,  70 Ge  32   11532.50    1.56   8523.01    1.46 -29613#    196#     7234.72    1.65   1181.12    1.18   2964.63    1.11
2012,rct2,37,33,70,As,9300.99,59.37,False,4530.15,50.02,False,,,False,13347.76,50.04,False,3180.22,50.22,False,8183.46,50.01,False,  70 As  33    9300.99   59.37   4530.15   50.02      *             13347.76   50.04   3180.22   50.22   8183.46   50.01
2012,rct2,36,34,70,Se,13566.5,2.17,False,6106.7,32.04,False,,,False,7675.43,2.43,False,-478.61,1.64,False,6374.51,4.92,False,  70 Se  34   13566.50    2.17   6106.70   32.04      *              7675.43    2.43   -478.61    1.64   6374.51    4.92
2012,rct2,35,35,70,Br,13385.47,39.89,False,2279.88,14.98,False,,,False,13474.63,14.91,False,18.72,68.7,False,10808.01,14.91,False,  70 Br  35   13385.47   39.89   2279.88   14.98      *             13474.63   14.91     18.72   68.70  10808.01   14.91
2012,rct2,34,36,70,Kr,16585.0,446.0,True,2126.0,199.0,True,,,False,8204.0,364.0,True,-3156.0,540.0,True,11278.0,207.0,True,  70 Kr  36   16585#    446#     2126#    199#        *              8204#    364#    -3156#    540#    11278#    207#  
2012,rct2,46,25,71,Mn,4057.0,988.0,True,,,False,47509.0,699.0,True,,,False,4538.0,988.0,True,,,False,0 71 Mn  25    4057#    988#        *             47509#    699#        *              4538#    988#        *           
2012,rct2,45,26,71,Fe,2762.0,780.0,True,19072.0,918.0,True,36329.0,596.0,True,4246.0,843.0,True,2163.0,780.0,True,-10478.0,918.0,True,  71 Fe  26    2762#    780#    19072#    918#    36329#    596#     4246#    843#     2163#    780#   -10478#    918#  
2012,rct2,44,27,71,Co,5521.89,552.36,False,15349.0,685.0,True,25769.17,465.03,False,5398.0,614.0,True,4319.48,591.33,False,-10425.0,685.0,True,  71 Co  27    5521.89  552.36  15349#    685#    25769.17  465.03   5398#    614#     4319.48  591.33 -10425#    685#  
2012,rct2,43,28,71,Ni,4263.68,3.1,False,15775.85,298.09,False,14500.23,2.39,False,5473.66,190.78,False,1381.55,149.8,False,-5934.48,365.27,False,  71 Ni  28    4263.68    3.10  15775.85  298.09  14500.23    2.39   5473.66  190.78   1381.55  149.80  -5934.48  365.27
2012,rct2,42,29,71,Cu,7806.07,1.84,False,10786.24,2.61,False,5181.93,4.43,False,7978.33,4.01,False,5616.74,3.33,False,-5141.0,149.79,False,  71 Cu  29    7806.07    1.84  10786.24    2.61   5181.93    4.43   7978.33    4.01   5616.74    3.33  -5141.00  149.79
2012,rct2,41,30,71,Zn,5835.38,3.19,False,11641.37,2.87,False,-4182.27,3.85,False,9118.24,3.0,False,3102.31,3.09,False,1781.44,3.99,False,  71 Zn  30    5835.38    3.19  11641.37    2.87  -4182.27    3.85   9118.24    3.00   3102.31    3.09   1781.44    3.99
2012,rct2,40,31,71,Ga,9300.28,1.45,False,7863.36,2.08,False,-13636.68,5.46,False,8989.31,1.13,False,4731.8,1.12,False,1074.34,1.78,False,  71 Ga  31    9300.28    1.45   7863.36    2.08 -13636.68    5.46   8989.31    1.13   4731.80    1.12   1074.34    1.78
2012,rct2,39,32,71,Ge,7415.94,0.11,False,8285.3,1.46,False,-23579.25,128.77,False,10132.15,1.46,False,2043.34,1.65,False,5746.79,1.13,False,  71 Ge  32    7415.94    0.11   8285.30    1.46 -23579.25  128.77  10132.15    1.46   2043.34    1.65   5746.79    1.13
2012,rct2,38,33,71,As,11622.54,50.17,False,4620.19,4.08,False,-35589.0,503.0,True,9918.4,4.37,False,3949.79,4.57,False,4839.09,4.4,False,  71 As  33   11622.54   50.17   4620.19    4.08 -35589#    503#     9918.40    4.37   3949.79    4.57   4839.09    4.40
2012,rct2,37,34,71,Se,9287.93,3.21,False,6093.64,50.09,False,,,False,10676.46,32.12,False,612.07,3.35,False,9478.68,3.37,False,  71 Se  34    9287.93    3.21   6093.64   50.09      *             10676.46   32.12    612.07    3.35   9478.68    3.37
2012,rct2,36,35,71,Br,13148.12,15.85,False,1861.5,5.63,False,,,False,10643.09,5.6,False,2551.08,5.42,False,8038.5,5.71,False,  71 Br  35   13148.12   15.85   1861.50    5.63      *             10643.09    5.60   2551.08    5.42   8038.50    5.71
2012,rct2,35,36,71,Kr,13450.0,234.0,True,2190.56,129.63,False,,,False,10495.07,133.98,False,-3022.0,333.0,True,13508.64,128.77,False,  71 Kr  36   13450#    234#     2190.56  129.63      *             10495.07  133.98  -3022#    333#    13508.64  128.77
2012,rct2,34,37,71,Rb,,,False,-1355.0,540.0,True,,,False,10841.0,643.0,True,,,False,11784.0,590.0,True,  71 Rb  37       *             -1355#    540#        *             10841#    643#        *             11784#    590#  
2012,rct2,46,26,72,Fe,5174.0,918.0,True,20190.0,988.0,True,40042.0,699.0,True,1824.0,988.0,True,1296.0,918.0,True,,,False,0 72 Fe  26    5174#    918#    20190#    988#    40042#    699#     1824#    988#     1296#    918#        *           
2012,rct2,45,27,72,Co,3486.0,614.0,True,16073.0,718.0,True,28804.0,401.0,True,7236.0,643.0,True,4137.0,566.0,True,-9602.0,718.0,True,  72 Co  27    3486#    614#    16073#    718#    28804#    401#     7236#    643#     4137#    566#    -9602#    718#  
2012,rct2,44,28,72,Ni,6891.15,3.16,False,17145.11,465.04,False,18359.84,2.24,False,3404.1,298.09,False,807.08,190.78,False,-9522.0,401.0,True,  72 Ni  28    6891.15    3.16  17145.11  465.04  18359.84    2.24   3404.10  298.09    807.08  190.78  -9522#    401#  
2012,rct2,43,29,72,Cu,5143.19,2.04,False,11665.74,2.64,False,8446.8,4.32,False,10141.67,2.56,False,5059.7,3.98,False,-3967.51,190.78,False,  72 Cu  29    5143.19    2.04  11665.74    2.64   8446.80    4.32  10141.67    2.56   5059.70    3.98  -3967.51  190.78
2012,rct2,42,30,72,Zn,8888.03,3.41,False,12723.33,2.61,False,-277.31,2.9,False,5541.69,2.4,False,2454.78,2.56,False,-2520.44,4.3,False,  72 Zn  30    8888.03    3.41  12723.33    2.61   -277.31    2.90   5541.69    2.40   2454.78    2.56  -2520.44    4.30
2012,rct2,41,31,72,Ga,6520.48,0.19,False,8548.45,2.78,False,-9520.94,6.76,False,11687.26,2.08,False,4693.4,1.14,False,2794.36,1.62,False,  72 Ga  31    6520.48    0.19   8548.45    2.78  -9520.94    6.76  11687.26    2.08   4693.40    1.14   2794.36    1.62
2012,rct2,40,32,72,Ge,10750.76,0.84,False,9735.77,0.82,False,-18645.33,8.01,False,7035.04,1.2,False,1605.95,1.2,False,1478.1,0.93,False,  72 Ge  32   10750.76    0.84   9735.77    0.82 -18645.33    8.01   7035.04    1.20   1605.95    1.20   1478.10    0.93
2012,rct2,39,33,72,As,8408.06,5.83,False,5612.31,4.17,False,-30113.0,503.0,True,13042.84,4.17,False,3734.91,4.29,False,6744.4,4.26,False,  72 As  33    8408.06    5.83   5612.31    4.17 -30113#    503#    13042.84    4.17   3734.91    4.29   6744.40    4.26
2012,rct2,38,34,72,Se,12792.99,3.41,False,7264.09,4.6,False,,,False,7184.46,50.05,False,108.04,32.06,False,4878.88,2.36,False,  72 Se  34   12792.99    3.41   7264.09    4.60      *              7184.46   50.05    108.04   32.06   4878.88    2.36
2012,rct2,37,35,72,Br,10636.22,8.61,False,3209.78,7.27,False,,,False,13573.38,6.89,False,2231.44,6.87,False,9691.24,32.69,False,  72 Br  35   10636.22    8.61   3209.78    7.27      *             13573.38    6.89   2231.44    6.87   9691.24   32.69
2012,rct2,36,36,72,Kr,15684.69,129.02,False,4727.13,9.66,False,,,False,8195.85,16.92,False,-2965.05,37.86,False,8140.53,8.15,False,  72 Kr  36   15684.69  129.02   4727.13    9.66      *              8195.85   16.92  -2965.05   37.86   8140.53    8.15
2012,rct2,35,37,72,Rb,13884.0,711.0,True,-922.0,519.0,True,,,False,13543.0,540.0,True,-818.0,643.0,True,13641.0,504.0,True,  72 Rb  37   13884#    711#     -922#    519#        *             13543#    540#     -818#    643#    13641#    504#  
2012,rct2,47,26,73,Fe,2585.0,988.0,True,,,False,42977.0,699.0,True,3296.0,988.0,True,1464.0,988.0,True,,,False,0 73 Fe  26    2585#    988#        *             42977#    699#     3296#    988#     1464#    988#        *           
2012,rct2,46,27,73,Co,5184.0,643.0,True,16082.0,861.0,True,32803.0,503.0,True,4814.0,780.0,True,4277.0,711.0,True,-12033.0,861.0,True,  73 Co  27    5184#    643#    16082#    861#    32803#    503#     4814#    780#     4277#    711#   -12033#    861#  
2012,rct2,45,28,73,Ni,3953.41,3.3,False,17613.0,401.0,True,21189.37,2.42,False,4972.58,465.04,False,1675.26,298.09,False,-8152.0,503.0,True,  73 Ni  28    3953.41    3.30  17613#    401#    21189.37    2.42   4972.58  465.04   1675.26  298.09  -8152#    503#  
2012,rct2,44,29,73,Cu,7275.76,2.39,False,12050.35,2.96,False,11965.31,4.31,False,7129.6,2.96,False,5090.48,2.89,False,-6421.68,298.08,False,  73 Cu  29    7275.76    2.39  12050.35    2.96  11965.31    4.31   7129.60    2.96   5090.48    2.89  -6421.68  298.08
2012,rct2,43,30,73,Zn,5519.23,2.84,False,13099.37,2.33,False,2633.99,7.65,False,7828.53,2.39,False,2247.03,2.15,False,-733.14,2.84,False,  73 Zn  30    5519.23    2.84  13099.37    2.33   2633.99    7.65   7828.53    2.39   2247.03    2.15   -733.14    2.84
2012,rct2,42,31,73,Ga,9182.4,1.87,False,8842.82,2.72,False,-6051.75,7.46,False,8340.25,3.14,False,4729.43,2.55,False,-1076.56,2.0,False,  73 Ga  31    9182.40    1.87   8842.82    2.72  -6051.75    7.46   8340.25    3.14   4729.43    2.55  -1076.56    2.00
2012,rct2,41,32,73,Ge,6782.94,0.05,False,9998.24,0.82,False,-14745.77,6.58,False,9552.38,0.82,False,2476.66,1.2,False,3913.59,1.92,False,  73 Ge  32    6782.94    0.05   9998.24    0.82 -14745.77    6.58   9552.38    0.82   2476.66    1.20   3913.59    1.92
2012,rct2,40,33,73,As,10794.27,5.61,False,5655.82,3.85,False,-24871.0,100.0,True,9664.51,3.94,False,4473.14,3.94,False,3603.78,4.04,False,  73 As  33   10794.27    5.61   5655.82    3.85 -24871#    100#     9664.51    3.94   4473.14    3.94   3603.78    4.04
2012,rct2,39,34,73,Se,8430.53,7.68,False,7286.56,8.47,False,-36277.0,401.0,True,10376.47,8.51,False,978.5,50.56,False,7980.85,7.47,False,  73 Se  34    8430.53    7.68   7286.56    8.47 -36277#    401#    10376.47    8.51    978.50   50.56   7980.85    7.47
2012,rct2,38,35,73,Br,12651.58,9.89,False,3068.38,7.52,False,,,False,10209.73,7.78,False,3146.36,7.44,False,6340.65,50.53,False,  73 Br  35   12651.58    9.89   3068.38    7.52      *             10209.73    7.78   3146.36    7.44   6340.65   50.53
2012,rct2,37,36,73,Kr,10682.49,10.37,False,4773.4,9.39,False,,,False,10661.47,8.51,False,-262.08,16.29,False,11024.54,6.77,False,  73 Kr  36   10682.49   10.37   4773.40    9.39      *             10661.47    8.51   -262.08   16.29  11024.54    6.77
2012,rct2,36,37,73,Rb,16036.0,513.0,True,-570.0,100.0,True,,,False,10956.0,163.0,True,-269.0,220.0,True,10990.0,101.0,True,  73 Rb  37   16036#    513#     -570#    100#        *             10956#    163#     -269#    220#    10990#    101#  
2012,rct2,35,38,73,Sr,,,False,1122.0,643.0,True,,,False,11065.0,643.0,True,,,False,14645.0,446.0,True,  73 Sr  38       *              1122#    643#        *             11065#    643#        *             14645#    446#  
2012,rct2,48,26,74,Fe,4690.0,1063.0,True,,,False,46521.0,801.0,True,,,False,831.0,1063.0,True,,,False,0 74 Fe  26    4690#   1063#        *             46521#    801#        *               831#   1063#        *           
2012,rct2,47,27,74,Co,3637.0,780.0,True,17135.0,918.0,True,35587.0,596.0,True,6351.0,918.0,True,3402.0,843.0,True,-11614.0,918.0,True,  74 Co  27    3637#    780#    17135#    918#    35587#    596#     6351#    918#     3402#    843#   -11614#    918#  
2012,rct2,46,28,74,Ni,6419.0,401.0,True,18849.0,643.0,True,24966.0,401.0,True,2039.0,566.0,True,778.0,614.0,True,-11810.0,718.0,True,  74 Ni  28    6419#    401#    18849#    643#    24966#    401#     2039#    566#      778#    614#   -11810#    718#  
2012,rct2,45,29,74,Cu,5090.09,6.45,False,13187.02,6.61,False,14853.85,6.38,False,8930.66,6.54,False,4264.08,6.54,False,-5989.88,465.07,False,  74 Cu  29    5090.09    6.45  13187.02    6.61  14853.85    6.38   8930.66    6.54   4264.08    6.54  -5989.88  465.07
2012,rct2,44,30,74,Zn,8234.63,3.13,False,14058.25,3.18,False,6456.49,2.52,False,4737.09,2.88,False,1818.47,2.92,False,-4704.08,3.37,False,  74 Zn  30    8234.63    3.13  14058.25    3.18   6456.49    2.52   4737.09    2.88   1818.47    2.92  -4704.08    3.37
2012,rct2,43,31,74,Ga,6421.6,3.43,False,9745.19,3.53,False,-2761.37,6.56,False,10806.67,3.68,False,4143.21,4.0,False,307.91,3.34,False,  74 Ga  31    6421.60    3.43   9745.19    3.53  -2761.37    6.56  10806.67    3.68   4143.21    4.00    307.91    3.34
2012,rct2,42,32,74,Ge,10196.24,0.06,False,11012.08,1.68,False,-11090.61,2.01,False,5876.62,0.82,False,1580.71,0.81,False,-447.27,2.65,False,  74 Ge  32   10196.24    0.06  11012.08    1.68 -11090.61    2.01   5876.62    0.82   1580.71    0.81   -447.27    2.65
2012,rct2,41,33,74,As,7978.62,4.21,False,6851.5,1.69,False,-18944.07,3.47,False,12436.65,1.69,False,3910.46,1.89,False,4925.44,1.88,False,  74 As  33    7978.62    4.21   6851.50    1.69 -18944.07    3.47  12436.65    1.69   3910.46    1.89   4925.44    1.88
2012,rct2,40,34,74,Se,12057.13,7.42,False,8549.42,3.85,False,-31386.0,100.0,True,6727.4,4.08,False,543.91,4.17,False,3339.66,0.84,False,  74 Se  34   12057.13    7.42   8549.42    3.85 -31386#    100#     6727.40    4.08    543.91    4.17   3339.66    0.84
2012,rct2,39,35,74,Br,9711.98,9.32,False,4349.83,9.44,False,,,False,13290.74,6.16,False,2722.31,6.47,False,8251.21,7.17,False,  74 Br  35    9711.98    9.32   4349.83    9.44      *             13290.74    6.16   2722.31    6.47   8251.21    7.17
2012,rct2,38,36,74,Kr,13851.4,6.88,False,5973.22,7.54,False,,,False,7446.29,7.0,False,-965.36,5.77,False,6461.07,3.44,False,  74 Kr  36   13851.40    6.88   5973.22    7.54      *              7446.29    7.00   -965.36    5.77   6461.07    3.44
2012,rct2,37,37,74,Rb,13906.0,100.0,True,2653.21,7.24,False,,,False,12735.4,8.56,False,-724.73,128.8,False,10232.83,6.19,False,  74 Rb  37   13906#    100#     2653.21    7.24      *             12735.40    8.56   -724.73  128.80  10232.83    6.19
2012,rct2,36,38,74,Sr,16948.0,413.0,True,2035.0,141.0,True,,,False,8000.0,513.0,True,-3659.0,513.0,True,11146.0,163.0,True,  74 Sr  38   16948#    413#     2035#    141#        *              8000#    513#    -3659#    513#    11146#    163#  
2012,rct2,48,27,75,Co,4709.0,918.0,True,17153.0,1063.0,True,39365.0,699.0,True,4228.0,988.0,True,3867.0,988.0,True,,,False,0 75 Co  27    4709#    918#    17153#   1063#    39365#    699#     4228#    988#     3867#    988#        *           
2012,rct2,47,28,75,Ni,3861.0,499.0,True,19072.0,667.0,True,27611.0,298.0,True,3361.0,585.0,True,402.0,499.0,True,-10496.0,760.0,True,  75 Ni  28    3861#    499#    19072#    667#    27611#    298#     3361#    585#      402#    499#   -10496#    760#  
2012,rct2,46,29,75,Cu,6536.45,6.57,False,13304.0,401.0,True,18562.85,2.49,False,6347.62,3.36,False,4618.77,3.23,False,-9041.0,401.0,True,  75 Cu  29    6536.45    6.57  13304#    401#    18562.85    2.49   6347.62    3.36   4618.77    3.23  -9041#    401#  
2012,rct2,45,30,75,Zn,4873.51,3.19,False,13841.67,6.45,False,9610.57,1.96,False,7139.34,2.76,False,2088.15,2.4,False,-2686.45,2.97,False,  75 Zn  30    4873.51    3.19  13841.67    6.45   9610.57    1.96   7139.34    2.76   2088.15    2.40  -2686.45    2.97
2012,rct2,44,31,75,Ga,8486.28,3.85,False,9996.84,3.49,False,642.54,4.92,False,7839.63,3.06,False,4544.96,3.23,False,-3035.18,2.8,False,  75 Ga  31    8486.28    3.85   9996.84    3.49    642.54    4.92   7839.63    3.06   4544.96    3.23  -3035.18    2.80
2012,rct2,43,32,75,Ge,6505.84,0.05,False,11096.32,2.99,False,-7533.34,8.1,False,8553.18,1.68,False,1595.35,0.82,False,1934.92,2.14,False,  75 Ge  32    6505.84    0.05  11096.32    2.99  -7533.34    8.10   8553.18    1.68   1595.35    0.82   1934.92    2.14
2012,rct2,42,33,75,As,10245.45,1.91,False,6900.72,0.88,False,-15815.5,1.47,False,8974.14,0.89,False,4415.77,0.89,False,1200.47,1.21,False,  75 As  33   10245.45    1.91   6900.72    0.88 -15815.50    1.47   8974.14    0.89   4415.77    0.89   1200.47    1.21
2012,rct2,41,34,75,Se,8027.6,0.07,False,8598.4,1.69,False,-25550.79,220.0,False,9494.07,3.85,False,924.37,4.08,False,6062.82,0.1,False,  75 Se  34    8027.60    0.07   8598.40    1.69 -25550.79  220.00   9494.07    3.85    924.37    4.08   6062.82    0.10
2012,rct2,40,35,75,Br,11890.19,7.24,False,4182.89,4.28,False,,,False,9831.08,8.57,False,3625.12,4.71,False,4769.08,5.92,False,  75 Br  35   11890.19    7.24   4182.89    4.28      *              9831.08    8.57   3625.12    4.71   4769.08    5.92
2012,rct2,39,36,75,Kr,10063.11,8.35,False,6324.34,9.99,False,,,False,10034.77,10.88,False,-392.25,10.52,False,9190.96,8.34,False,  75 Kr  36   10063.11    8.35   6324.34    9.99      *             10034.77   10.88   -392.25   10.52   9190.96    8.34
2012,rct2,38,37,75,Rb,13374.03,3.25,False,2175.83,2.33,False,,,False,10043.86,6.68,False,1585.94,8.1,False,7495.03,6.81,False,  75 Rb  37   13374.03    3.25   2175.83    2.33      *             10043.86    6.68   1585.94    8.10   7495.03    6.81
2012,rct2,37,38,75,Sr,13863.0,242.0,True,1991.68,220.02,False,,,False,10174.0,242.0,True,-3638.0,549.0,True,12968.28,220.15,False,  75 Sr  38   13863#    242#     1991.68  220.02      *             10174#    242#    -3638#    549#    12968.28  220.15
2012,rct2,49,27,76,Co,3069.0,1063.0,True,,,False,42199.0,801.0,True,5848.0,1133.0,True,3383.0,1063.0,True,,,False,0 76 Co  27    3069#   1063#        *             42199#    801#     5848#   1133#     3383#   1063#        *           
2012,rct2,48,28,76,Ni,5435.0,585.0,True,19799.0,861.0,True,31603.0,503.0,True,1564.0,780.0,True,151.0,711.0,True,-13347.0,861.0,True,  76 Ni  28    5435#    585#    19799#    861#    31603#    503#     1564#    780#      151#    711#   -13347#    861#  
2012,rct2,47,29,76,Cu,4575.96,7.1,False,14019.0,298.0,True,21315.39,6.77,False,8191.0,401.0,True,3996.22,7.13,False,-8433.0,503.0,True,  76 Cu  29    4575.96    7.10  14019#    298#    21315.39    6.77   8191#    401#     3996.22    7.13  -8433#    503#  
2012,rct2,46,30,76,Zn,7815.42,2.44,False,15120.64,2.75,False,12948.93,1.46,False,4414.0,6.32,False,1548.48,2.43,False,-6548.46,2.83,False,  76 Zn  30    7815.42    2.44  15120.64    2.75  12948.93    1.46   4414.00    6.32   1548.48    2.43  -6548.46    2.83
2012,rct2,45,31,76,Ga,5903.38,3.11,False,11026.7,2.77,False,3992.43,9.52,False,10170.88,3.19,False,4160.82,2.7,False,-1662.8,2.76,False,  76 Ga  31    5903.38    3.11  11026.70    2.77   3992.43    9.52  10170.88    3.19   4160.82    2.70  -1662.80    2.76
2012,rct2,44,32,76,Ge,9427.24,0.05,False,12037.28,2.42,False,-4198.75,4.02,False,5547.53,2.99,False,1350.5,1.68,False,-1973.09,1.86,False,  76 Ge  32    9427.24    0.05  12037.28    2.42  -4198.75    4.02   5547.53    2.99   1350.50    1.68  -1973.09    1.86
2012,rct2,43,33,76,As,7328.5,0.07,False,7723.38,0.89,False,-11812.29,1.29,False,11841.88,0.89,False,3870.21,0.89,False,3054.36,1.9,False,  76 As  33    7328.50    0.07   7723.38    0.89 -11812.29    1.29  11841.88    0.89   3870.21    0.89   3054.36    1.90
2012,rct2,42,34,76,Se,11153.79,0.07,False,9506.73,0.88,False,-21004.31,34.47,False,6318.91,1.69,False,564.85,3.85,False,1691.97,0.06,False,  76 Se  34   11153.79    0.07   9506.73    0.88 -21004.31   34.47   6318.91    1.69    564.85    3.85   1691.97    0.06
2012,rct2,41,35,76,Br,9253.27,10.26,False,5408.56,9.32,False,-31688.0,503.0,True,12634.94,9.32,False,2802.37,11.92,False,6310.08,10.09,False,  76 Br  35    9253.27   10.26   5408.56    9.32 -31688#    503#    12634.94    9.32   2802.37   11.92   6310.08   10.09
2012,rct2,40,36,76,Kr,12761.83,9.05,False,7195.99,5.87,False,,,False,6984.92,7.09,False,-502.5,8.3,False,4859.65,8.44,False,  76 Kr  36   12761.83    9.05   7195.99    5.87      *              6984.92    7.09   -502.50    8.30   4859.65    8.44
2012,rct2,39,37,76,Rb,11331.7,1.51,False,3444.43,8.16,False,,,False,12563.56,2.22,False,936.72,6.64,False,8814.91,7.33,False,  76 Rb  37   11331.70    1.51   3444.43    8.16      *             12563.56    2.22    936.72    6.64   8814.91    7.33
