vintage,N,Z,A,element,target_measured,Sn_keV,S2n_keV,Sp_keV,S2p_keV,Qalpha_keV,delta2n_keV,delta2p_keV
2020,7,6,13,C,True,4946.308300000004,23667.0242,17533.3591,31630.101299999995,-10648.357400000008,14272.52369999999,16782.772299999997
2020,6,7,13,N,True,20063.904200000004,35162.7989,1943.4890000000014,17900.168900000004,-9495.920100000003,13776.118600000009,14543.497600000002
2020,5,8,13,O,True,16969.22080000001,40766.117600000005,1511.6068000000087,2111.907500000001,-8220.454699999987,4363.6719000000085,4633.906799999997
2020,4,9,13,F,False,,,,,,,
2020,10,4,14,Be,True,1775.8954999999987,1265.8945999999996,24315.363099999995,,-11667.559800000003,2615.895199999999,
2020,9,5,14,B,True,969.5791999999929,5848.346999999994,17284.36469999999,39923.832599999994,-11813.856999999989,3153.722399999984,7366.1103999999905
2020,8,6,14,C,True,8176.433700000009,13122.742000000013,20831.02500000001,36635.80960000001,-12012.508799999996,7654.345600000015,14300.971600000019
2020,7,7,14,N,True,10553.383000000002,30617.287200000006,7550.563699999999,25083.9228,-11612.109800000006,17295.14080000001,18317.746
2020,6,8,14,O,True,23178.9694,40148.19020000001,4626.672000000006,6570.161000000007,-10115.807799999995,11260.771200000017,7971.214000000007
2020,5,9,14,F,True,,,-1559.9994000000006,-48.392599999991944,-9260.540999999997,,
2020,11,4,15,Be,True,-1800.000199999995,-24.104699999996228,,,,,
2020,10,5,15,B,True,2777.625600000014,3747.204800000007,18286.094800000006,42601.4579,-14195.795899999997,2363.5109000000084,6936.2151000000085
2020,9,6,15,C,True,1218.0668000000005,9394.50050000001,21079.512600000016,38363.87730000001,-12728.939400000003,4410.599100000021,13104.026600000012
2020,8,7,15,N,True,10833.297299999991,21386.680299999993,10207.427299999981,31038.45229999999,-10991.186799999996,13012.684999999983,18310.773999999976
2020,7,8,15,O,True,13223.476299999995,36402.4457,7296.765299999999,14847.328999999998,-10218.690799999997,16595.42349999999,13914.216799999995
2020,6,9,15,F,True,23468.9681,,-1270.0007000000041,3356.671300000002,-10223.807799999995,,6931.556700000001
2020,5,10,15,Ne,True,,,-961.9998999999953,-2521.999299999996,-9948.455900000008,,
2020,12,4,16,Be,True,449.99959999999555,-1350.0005999999994,,,,,
2020,11,5,16,B,True,-83.00100000000384,2694.62460000001,20003.093999999997,,-14322.794800000003,1232.929799999998,
2020,10,6,16,C,True,4250.329599999997,5468.396399999998,22552.2166,40838.311400000006,-13808.543600000005,550.892200000002,11783.419200000018
2020,9,7,16,N,True,2488.8491000000067,13322.146399999998,11478.209599999987,32557.722200000004,-10110.406799999997,4608.771399999983,13168.986400000009
2020,8,8,16,O,True,15663.9427,28887.418999999994,12127.410700000008,22334.83799999999,-7161.917600000001,16698.968399999998,17811.51459999998
2020,7,9,16,F,True,13962.888500000001,37431.8566,-530.588499999998,6766.176800000001,-9087.801600000006,11487.151200000008,6551.043999999994
2020,6,10,16,Ne,True,24299.915699999998,,-131.05229999999574,-1401.0529999999999,-10451.47480000001,,
2020,12,5,17,B,True,1466.6949000000022,1383.6938999999984,21019.789300000004,,-15689.489400000006,1294.9873999999982,
2020,11,6,17,C,True,733.5717999999906,4983.901399999988,23368.789399999994,43371.88339999999,-15052.116299999994,223.1407999999792,11094.919999999984
2020,10,7,17,N,True,5885.146200000003,8373.99530000001,13113.026199999993,35665.24279999999,-11116.785199999998,217.53630000002158,11729.77780000001
2020,9,8,17,O,True,4143.079500000007,19807.022200000007,13781.641100000008,25259.850699999995,-6358.6888000000035,7806.008100000006,13242.726500000004
2020,8,9,17,F,True,16794.798800000004,30757.687300000005,600.2676000000065,12727.678300000014,-5818.696200000006,11175.905300000028,9127.419500000004
2020,7,10,17,Ne,True,15557.641499999998,39857.557199999996,1463.7007000000012,933.1122000000032,-9039.895499999999,8966.523000000001,1693.1120999999985
2020,6,11,17,Na,True,,,-3443.8331000000035,-3574.885399999999,,,
2020,13,5,18,B,True,-5.000099999990198,1461.694800000012,,,,2927.987600000022,
2020,12,6,18,C,True,4183.932400000005,4917.504199999996,26086.026899999997,47105.8162,-17460.1532,1359.1699999999983,11404.780000000013
2020,11,7,18,N,True,2828.2288000000117,8713.375000000015,15207.683200000014,38576.47260000001,-12975.434800000017,1224.069600000017,10867.8992
2020,10,8,18,O,True,8045.371099999989,12188.450599999996,15941.865999999995,29054.892199999987,-6227.626199999999,624.8024000000005,8217.833999999959
2020,9,9,18,F,True,9149.906599999988,25944.70539999999,5607.094699999987,19388.735799999995,-4415.219799999992,8911.492799999964,10788.169199999975
2020,8,10,18,Ne,True,19254.153900000005,34811.7954,3923.055800000002,4523.323400000008,-5115.080000000002,6309.609999999986,2105.4579999999987
2020,7,11,18,Na,True,17752.906700000007,,-1248.5678999999946,215.13280000000668,-9351.327000000005,,
2020,14,5,19,B,True,93.70659999999043,88.70650000000023,,,,2558.7073999999993,
2020,13,6,19,C,True,576.8282000000036,4760.760600000009,26667.85519999999,,-19836.9816,,
2020,12,7,19,N,True,5328.230199999976,8156.458999999988,16351.980999999985,42438.00789999998,-15526.03939999998,1389.4838999999774,11956.205299999987
2020,11,8,19,O,True,3955.643000000011,12001.0141,17069.280199999994,32276.963400000008,-8965.20239999998,587.5542000000132,8634.386599999998
2020,10,9,19,F,True,10431.87539999999,19581.781999999977,7993.598999999987,23935.464999999982,-4013.797900000005,4878.985399999976,8660.109699999957
2020,9,10,19,Ne,True,11636.88029999999,30891.034199999995,6410.029500000004,12017.124199999991,-3528.4839999999967,7264.567499999976,6590.977400000003
2020,8,11,19,Na,True,20179.924800000008,37932.831500000015,-322.7969999999914,3600.2588000000105,-6062.2837000000145,6675.953000000023,
2020,7,12,19,Mg,True,,,488.5679999999993,-759.9998999999953,-10801.8949,,
2020,15,5,20,B,True,-1559.9994000000006,-1466.2928000000102,,,,,
2020,14,6,20,C,True,2981.505999999994,3558.3341999999975,29555.654599999994,,-22368.487999999998,3523.334600000002,
2020,13,7,20,N,True,2161.075200000021,7489.3053999999975,17936.228000000003,44604.083199999994,-17770.115600000005,1344.9760000000097,11053.0184
2020,12,8,20,O,True,7608.005199999985,11563.648199999996,19349.055200000003,35701.03619999999,-12322.877999999968,907.8738000000012,9302.20699999998
2020,11,9,20,F,True,6601.337200000038,17033.212600000028,10639.293200000015,27708.57340000001,-8126.286000000022,3701.415800000046,7966.702600000033
2020,10,10,20,Ne,True,16865.305100000027,28502.185400000017,12843.459200000041,20837.05820000003,-4729.846400000039,11376.766200000042,12901.063200000033
2020,9,11,20,Na,True,14150.214399999997,34330.139200000005,2190.537100000016,8600.56660000002,-6249.609599999996,6155.622400000022,
2020,8,12,20,Mg,True,22432.01920000001,,2740.662400000001,2417.8654000000097,-8933.998400000011,,
2020,16,5,21,B,True,-910.0014999999985,-2470.000899999999,,,,,
2020,15,6,21,C,False,,,,,,,
2020,14,7,21,N,True,4605.899899999989,6766.975100000011,19560.6219,49116.27649999999,-20909.320599999992,2112.85070000001,12591.6823
2020,13,8,21,O,True,3805.454700000002,11413.459899999987,20993.434699999983,38929.662699999986,-15394.760899999994,1830.159799999994,11135.641099999979
2020,12,9,21,F,True,8101.459399999963,14702.796600000001,11132.747399999993,30481.802599999995,-10342.599199999997,1893.029899999994,6421.611199999985
2020,11,10,21,Ne,True,6761.161599999992,23626.46670000002,13003.283599999995,23642.57680000001,-7347.928500000009,8061.5620000000345,9322.73570000002
2020,10,11,21,Na,True,17106.664099999995,31256.87849999999,2431.8960999999836,15275.355300000025,-6561.474900000001,7769.245800000004,9630.342900000018
2020,9,12,21,Mg,True,14645.161699999968,37077.18089999998,3235.609699999972,5426.146799999988,-8021.518599999981,4557.019899999956,
2020,8,13,21,Al,False,,,,,,,
2020,16,6,22,C,True,,34.99959999999555,32060.65509999999,,,,
2020,15,7,22,N,True,1538.4294999999984,6144.329399999988,,52214.70539999999,-22452.75019999998,,13416.474399999992
2020,14,8,22,O,True,6850.319699999993,10655.774399999995,23237.854499999987,42798.476399999985,-18061.148199999996,3730.510799999989,12985.859999999957
2020,13,9,22,F,True,5230.3374000000185,13331.796799999982,12557.63010000001,33551.06479999999,-12744.707799999975,1940.3011999999871,7761.846799999999
2020,12,10,22,Ne,True,10364.257599999983,17125.419199999975,15266.081800000014,26398.829200000007,-9666.815000000002,3055.8575999999593,5912.025199999975
2020,11,11,22,Na,True,11067.852699999989,28174.516799999983,6738.58719999998,19741.870799999975,-8479.421000000002,8795.372799999983,10296.509199999971
2020,10,12,22,Mg,True,19375.153300000035,34020.315,5504.098900000012,7935.994999999995,-8142.518000000011,4344.08679999999,4503.224400000006
2020,9,13,22,Al,False,,,,,,,
2020,8,14,22,Si,False,,,,,,,
2020,17,6,23,C,False,,,,,,,
2020,16,7,23,N,True,3115.6949000000022,4654.124400000001,24179.746700000003,56240.40179999999,-25474.738499999992,,16276.197599999985
2020,15,8,23,O,True,2732.9804000000004,9583.300099999993,24432.40539999999,,-20217.30039999998,6148.3238999999885,
2020,14,9,23,F,True,7579.429299999989,12809.766700000007,13286.739700000006,36524.59419999999,-14995.906900000002,4716.032299999992,9303.574799999973
2020,13,10,23,Ne,True,5200.647100000002,15564.904699999985,15236.391499999998,27794.021600000007,-10911.819099999993,2540.8099999999977,5177.341899999999
2020,12,11,23,Na,True,12419.779999999999,23487.632699999987,8794.109599999996,24060.19140000001,-10467.325600000011,7517.037999999971,10096.129199999996
2020,11,12,23,Mg,True,13145.007699999987,32520.161000000022,7581.253900000011,14319.84109999999,-9650.645400000009,8658.41770000002,9042.895300000004
2020,10,13,23,Al,True,,,140.9134999999951,5645.012400000007,-8606.228499999997,,
2020,9,14,23,Si,False,,,,,,,
2020,17,7,24,N,False,,,,,,,
2020,16,8,24,O,True,4192.283200000005,6925.263600000006,25508.99369999999,49688.740399999995,-21428.07759999999,6943.261599999998,17091.5064
2020,15,9,24,F,True,3812.066300000006,11391.495599999995,14365.825600000011,38798.231,-16646.897999999986,6378.997799999983,9814.991600000008
2020,14,10,24,Ne,True,8868.914500000014,14069.561600000015,16525.876700000023,29812.616400000028,-12172.728400000022,4359.680400000041,4971.772600000026
2020,13,11,24,Na,True,6959.364000000001,19379.144,10552.826499999996,25789.217999999993,-10825.352399999974,4793.627000000008,7419.036999999982
2020,12,12,24,Mg,True,16531.220500000025,29676.228200000012,11692.694400000037,20486.804000000033,-9316.560800000007,11252.626800000027,12701.435400000046
2020,11,13,24,Al,True,14868.201899999985,,1864.1076999999932,9445.361600000004,-9324.215999999986,,
2020,10,14,24,Si,True,,,3291.857099999994,3432.770599999989,-9157.42319999999,,
2020,9,15,24,P,False,,,,,,,
2020,18,7,25,N,False,,,,,,,
2020,17,8,25,O,True,-757.3070000000007,3434.9762000000046,,,,,
2020,16,9,25,F,True,4281.66810000001,8093.734400000016,14455.210500000016,39964.20420000001,-16322.666200000007,5750.409500000038,8534.305800000002
2020,15,10,25,Ne,True,4155.180199999973,13024.094699999987,16868.99059999999,31234.8162,-12522.453899999993,5967.871999999974,4105.783699999971
2020,14,11,25,Na,True,9011.230700000015,15970.594700000016,10695.142699999997,27221.01940000002,-11735.123700000026,3667.981300000014,4804.02780000004
2020,13,12,25,Mg,True,7330.522799999977,23861.743300000002,12063.853200000012,22616.679700000008,-9885.921999999991,6325.295799999993,8847.015700000018
2020,12,13,25,Al,True,16938.48060000001,31806.682499999995,2271.367799999978,13964.062200000015,-9156.032500000001,7383.158400000015,7643.063400000014
2020,11,14,25,Si,True,14989.182899999985,,3412.8380999999936,5276.945799999987,-9501.444400000008,,
2020,10,15,25,P,False,,,,,,,
2020,18,8,26,O,True,739.3090000000084,-17.997999999992317,,,-21375.079999999987,,
2020,17,9,26,F,True,730.829700000002,5012.497800000012,15943.347200000018,,-15515.06640000001,3599.0024000000267,
2020,16,10,26,Ne,True,5554.701000000001,9709.881199999974,18142.02349999998,32597.233999999997,-11226.835200000001,4385.870799999946,2518.2331999999587
2020,15,11,26,Na,True,5574.286299999978,14585.516999999993,12114.248800000001,28983.23939999999,-12079.072599999985,4315.347599999979,4415.359999999986
2020,14,12,26,Mg,True,11093.078600000008,18423.601399999985,14145.701100000006,24840.843800000002,-10614.743000000017,3475.563199999975,4984.646399999998
2020,13,13,26,Al,True,11365.482799999998,28303.963400000008,6306.327799999999,18370.18100000001,-9453.66260000001,7520.748000000021,8854.521200000017
2020,12,14,26,Si,True,19039.643300000025,34028.82620000001,5514.000800000009,7785.368599999987,-9165.934399999998,3534.396000000008,4421.633600000001
2020,11,15,26,P,False,,,,,,,
2020,10,16,26,S,False,,,,,,,
2020,19,8,27,O,False,,,,,,,
2020,18,9,27,F,True,1612.4951999999757,2343.324899999978,16816.533399999986,,-14011.866699999984,1217.4016999999585,
2020,17,10,27,Ne,True,1501.521700000012,7056.222700000013,18912.71549999999,34856.06270000001,-9995.376500000013,2262.478700000007,2614.851100000029
2020,16,11,27,Na,True,6728.327100000024,12302.613400000002,13287.874900000024,31429.898400000005,-11227.97040000002,4357.760500000004,4161.983000000007
2020,15,12,27,Mg,True,6443.368900000001,17536.44750000001,15014.783700000029,27129.03250000003,-11857.464800000016,5368.045700000046,5242.603100000066
2020,14,13,27,Al,True,13058.041299999983,24423.52409999998,8271.290499999974,22416.99159999998,-10091.923899999994,7269.98689999996,8083.06349999996
2020,13,14,27,Si,True,13314.81819999998,32354.461500000005,7463.336199999991,13769.66399999999,-9335.74489999999,6701.248600000021,8481.802599999995
2020,12,15,27,P,True,,,806.9979999999923,6320.998800000001,-9832.018899999995,,
2020,11,16,27,S,False,,,,,,,
2020,20,8,28,O,False,,,,,,,
2020,19,9,28,F,True,-198.9997999999905,1413.4953999999852,,,,,
2020,18,10,28,Ne,True,3822.4887000000163,5324.010400000028,21122.70900000003,37939.24240000002,-9625.582000000024,1161.7558000000427,3180.1888000000326
2020,17,11,28,Na,True,3541.8422999999893,10270.169400000013,15328.195500000002,34240.91099999999,-10957.746400000004,3590.517600000021,4787.167199999996
2020,16,12,28,Mg,True,8504.669300000009,14948.03820000001,16791.125900000014,30079.000800000038,-11493.219600000011,4943.975000000035,6088.040600000066
2020,15,13,28,Al,True,7725.174100000004,20783.215399999986,9553.095699999976,24567.879400000005,-10857.733999999997,5627.181599999982,6639.800599999988
2020,14,14,28,Si,True,17179.612000000023,30494.430200000003,11584.90690000003,19856.197400000005,-9984.136399999988,11411.629200000025,12711.800400000036
2020,13,15,28,P,True,14560.14379999999,,2052.3236000000034,9515.659799999994,-9523.9608,,6760.123400000011
2020,12,16,28,S,True,,,2556.7369999999937,3363.734999999986,-9096.898799999995,,
2020,11,17,28,Cl,False,,,,,,,
2020,20,9,29,F,True,1324.9230000000098,1125.9232000000193,,,,,
2020,19,10,29,Ne,True,971.2552999999898,4793.744000000006,22292.964100000012,,-11354.144300000014,1432.8995000000286,
2020,18,11,29,Na,True,4403.010600000009,7944.852899999998,15908.717399999994,37031.426400000026,-11079.088900000002,1368.2549,4822.782200000045
2020,17,12,29,Mg,True,3663.7324999999546,12168.401799999963,16913.01609999998,32241.21159999998,-11001.771899999992,3515.974499999924,5326.591299999942
2020,16,13,29,Al,True,9428.363100000017,17153.53720000002,10476.789499999984,27267.915399999998,-11274.866399999999,4267.95550000004,6457.192999999999
2020,15,14,29,Si,True,8473.600899999961,25653.212899999984,12333.333699999988,21886.429399999965,-11127.214499999973,8456.620199999947,10161.035999999964
2020,14,15,29,P,True,17876.309600000008,32436.4534,2749.0211999999883,14333.92810000002,-10461.789799999999,8806.121899999998,9674.282200000016
2020,13,16,29,S,True,15238.944599999988,,3235.537799999991,5287.861399999994,-9346.660499999998,,
2020,12,17,29,Cl,False,,,,,,,
2020,11,18,29,Ar,False,,,,,,,
2020,21,9,30,F,False,,,,,,,
2020,20,10,30,Ne,True,3190.999299999996,4162.254599999986,24159.040399999998,,-13805.834600000002,,
2020,19,11,30,Na,True,2276.6411999999837,6679.651799999992,17214.103299999988,39507.0674,-12624.900399999984,702.4987999999721,5355.085599999991
2020,18,12,30,Mg,True,6340.33070000002,10004.063199999975,18850.33619999999,34759.053599999985,-11787.401600000012,1913.8979999999865,4984.795600000012
2020,17,13,30,Al,True,5727.670699999988,15156.033800000005,12540.727700000018,29453.743799999997,-11428.250800000009,3778.1440000000002,6435.041199999978
2020,16,14,30,Si,True,10609.200100000016,19082.800999999978,13514.170699999988,23990.960199999972,-10643.335999999981,3295.4400000000023,7830.4439999999595
2020,15,15,30,P,True,11319.324800000002,29195.63440000001,5594.745100000029,17928.078800000018,-10415.631800000003,8948.976800000004,10216.285200000013
2020,14,16,30,S,True,19036.147599999997,34275.092199999985,4395.37579999998,7144.396999999968,-9343.16479999997,6176.171999999962,4425.355199999962
2020,13,17,30,Cl,True,,,-480.0014000000083,2755.5363999999827,,,
2020,12,18,30,Ar,False,,,,,,,
2020,22,9,31,F,False,,,,,,,
2020,21,10,31,Ne,True,169.84519999998156,3360.8444999999774,,,,,
2020,20,11,31,Na,True,4299.9568000000145,6576.597999999998,18323.060800000007,42482.101200000005,-15312.362000000023,1968.0452000000223,7160.745400000014
2020,19,12,31,Mg,True,2312.096600000019,8652.42730000004,18885.791600000026,36099.894900000014,-12597.976500000019,594.8133000000671,4129.774700000038
2020,18,13,31,Al,True,7157.910999999993,12885.58169999998,13358.30799999999,32208.64419999998,-11857.834699999978,3196.272099999973,6244.061299999972
2020,17,14,31,Si,True,6587.392600000021,17196.592700000037,14373.892600000021,26914.62030000004,-10787.3597,3488.665500000061,8699.856700000033
2020,16,15,31,P,True,12311.006699999998,23630.3315,7296.551700000011,20810.7224,-9668.597200000018,5590.88930000001,9669.983000000037
2020,15,16,31,S,True,13054.597299999994,32090.74489999999,6130.648299999972,11725.3934,-9082.943899999984,8404.781999999948,6805.688999999984
2020,14,17,31,Cl,True,19780.41910000003,,264.2701000000234,4659.645900000003,-8800.4369,,
2020,13,18,31,Ar,False,,,,,,,
2020,12,19,31,K,False,,,,,,,
2020,22,10,32,Ne,False,,,,,,,
2020,21,11,32,Na,True,1677.1962000000058,5977.15300000002,19830.41180000003,,-17188.55800000002,2874.4792000000307,
2020,20,12,32,Mg,True,5778.06859999997,8090.1651999999885,20363.90339999998,38686.96419999999,-14553.556399999972,1099.7557999999844,4946.238799999992
2020,19,13,32,Al,True,4219.978800000012,11377.889800000004,15266.190199999983,34151.98180000001,-12535.9712,3337.0062000000034,6124.708199999994
2020,18,14,32,Si,True,9199.968399999954,15787.360999999975,16415.949999999983,29774.257999999973,-11482.658799999946,3730.7283999999636,9342.313599999936
2020,17,15,32,P,True,7935.650900000008,20246.657600000006,8644.809999999998,23018.70260000002,-9879.074000000022,3860.196800000005,8305.551800000016
2020,16,16,32,S,True,15044.322900000028,28098.920200000022,8863.964500000002,16160.516200000013,-6947.65479999996,8040.131000000023,9219.817800000019
2020,15,17,32,Cl,True,14371.472500000003,34151.89160000003,1581.1453000000329,7711.7936000000045,-8611.765600000013,6903.876800000027,
2020,14,18,32,Ar,True,,,2454.771699999983,2719.0418000000063,-8698.47159999999,,
2020,13,19,32,K,False,,,,,,,
2020,23,10,33,Ne,False,,,,,,,
2020,22,11,33,Na,True,2931.35659999997,4608.552799999976,,,-18794.99159999998,,
2020,21,12,33,Mg,True,2279.5454000000027,8057.613999999972,20966.252599999978,40796.66440000001,-15861.846499999985,2591.8915999999736,6864.370999999985
2020,20,13,33,Al,True,5469.330799999996,9689.309600000008,14957.45240000001,35321.35579999999,-13602.291399999987,1820.326700000005,4382.987400000013
2020,19,14,33,Si,True,4507.958800000022,13707.927199999976,16703.929999999993,31970.120199999976,-12326.885100000014,3688.1399999999558,9060.298499999946
2020,18,15,33,P,True,10103.791299999983,18039.44219999999,9548.632900000026,25964.58290000001,-10554.502199999988,3376.3471000000136,8710.458799999993
2020,17,16,33,S,True,8641.640000000014,23685.962900000042,9569.953600000008,18214.763600000006,-7115.693900000013,5282.977600000042,7175.393299999996
2020,16,17,33,Cl,True,15739.952499999956,30111.42499999996,2276.7748999999603,11140.739399999962,-6475.408499999961,5958.598099999916,6393.245999999926
2020,15,18,33,Ar,True,15255.259900000005,,3338.559099999984,4919.704400000017,-8714.786900000006,,
2020,14,19,33,K,False,,,,,,,
2020,13,20,33,Ca,False,,,,,,,
2020,24,10,34,Ne,False,,,,,,,
2020,23,11,34,Na,True,171.3172000000195,3102.6737999999896,,,,,
2020,22,12,34,Mg,True,4710.864000000001,6990.409400000004,22745.76000000001,,-17381.71119999999,2904.6068000000087,
2020,21,13,34,Al,True,2571.552800000005,8040.883600000001,15249.459800000011,36215.71239999999,-13897.203000000009,846.249599999981,4384.341600000014
2020,20,14,34,Si,True,7548.67379999999,12056.632600000012,18783.272999999986,33740.725399999996,-13535.228199999954,3469.556799999962,8490.326000000001
2020,19,15,34,P,True,6282.669500000018,16386.4608,11323.343600000022,28027.273600000015,-11109.50099999999,4541.48000000004,8476.024800000072
2020,18,16,34,S,True,11417.149199999985,20058.7892,10883.31150000001,20431.944400000037,-7923.642999999982,3183.7016000000294,5554.151200000022
2020,17,17,34,Cl,True,11508.062300000049,27248.014800000004,5143.197199999995,14713.150800000003,-6664.146000000008,6023.456000000064,7158.112400000042
2020,16,18,34,Ar,True,17065.316900000005,32320.57680000001,4663.9235000000335,6940.698399999994,-6743.956200000015,4324.69279999999,4289.883600000001
2020,15,19,34,K,False,,,,,,,
2020,14,20,34,Ca,False,,,,,,,
2020,24,11,35,Na,False,,,,,,,
2020,23,12,35,Mg,True,754.8583999999973,5465.722399999999,23329.301199999987,,-17966.724400000006,1894.779899999994,
2020,22,13,35,Al,True,5297.430099999998,7868.982900000003,15836.025900000008,38581.78590000002,-14894.676299999992,1759.6414000000223,5231.560700000031
2020,21,14,35,Si,True,2471.113400000031,10019.78720000002,18682.833600000013,33932.293400000024,-13694.244999999995,1697.1191000000108,6849.404300000053
2020,20,15,35,P,True,8380.425599999959,14663.095099999977,12155.095399999991,30938.368399999978,-12332.015599999984,4382.255399999965,9456.685199999949
2020,19,16,35,S,True,6985.836100000015,18402.9853,11586.478100000008,22909.82170000003,-8322.086499999976,4210.130700000038,6230.408000000054
2020,18,17,35,Cl,True,12644.764599999995,24152.826900000044,6370.812600000005,17254.124100000015,-6997.903900000034,5262.172700000054,6889.51310000004
2020,17,18,35,Ar,True,12740.31190000003,29805.628800000035,5896.1731000000145,11039.37030000001,-6429.67080000008,5762.600100000069,6372.645900000061
