old_vintage,new_vintage,N,Z,A,element,label,delta_mass_excess_keV,new_primary_eligible,new_broad_eligible,old_mass_excess_keV,new_mass_excess_keV
2016,2020,11,4,15,Be,changed,0.006000000001222361,False,False,49825.815,49825.821
2016,2020,10,5,15,B,changed,-0.8629999999975553,False,False,28958.242,28957.379
2016,2020,9,6,15,C,changed,0.0010000000002037268,False,False,9873.144,9873.145
2016,2020,8,7,15,N,changed,-0.0006199999999978445,False,False,101.43871,101.43809
2016,2020,7,8,15,O,changed,0.016999999999825377,False,False,2855.605,2855.622
2016,2020,6,9,15,F,changed,0.0010000000002037268,False,False,16566.751,16566.752
2016,2020,5,10,15,Ne,changed,0.0010000000038417056,False,False,40215.373,40215.374
2016,2020,12,4,16,Be,changed,0.0070000000050640665,False,False,57447.132,57447.139
2016,2020,11,5,16,B,changed,-0.8110000000015134,False,False,37112.51,37111.699
2016,2020,10,6,16,C,changed,0.0010000000002037268,False,False,13694.132,13694.133
2016,2020,9,7,16,N,unchanged,0.0,False,False,5683.907,5683.907
2016,2020,8,8,16,O,changed,-0.0008200000002034358,True,True,-4737.00135,-4737.00217
2016,2020,7,9,16,F,changed,-5.070999999999913,False,False,10680.253,10675.182
2016,2020,6,10,16,Ne,changed,-0.0010000000002037268,False,False,23986.776,23986.775
2016,2020,12,5,17,B,changed,0.004999999997380655,False,False,43716.317,43716.322
2016,2020,11,6,17,C,changed,-0.018000000000029104,False,False,21031.898,21031.88
2016,2020,10,7,17,N,unchanged,0.0,False,False,7870.079,7870.079
2016,2020,9,8,17,O,changed,-0.0007300000000896034,True,True,-808.76348,-808.76421
2016,2020,8,9,17,F,changed,-0.0009999999999763531,True,True,1951.702,1951.701
2016,2020,7,10,17,Ne,changed,0.005000000001018634,False,False,16500.447,16500.452
2016,2020,6,11,17,Na,changed,-453.6339999999982,False,False,35173.214,34719.58
2016,2020,13,5,18,B,changed,0.006000000001222361,False,False,51792.634,51792.64
2016,2020,12,6,18,C,changed,0.0020000000004074536,False,False,24919.264,24919.266
2016,2020,11,7,18,N,changed,-0.0010000000002037268,False,False,13113.168,13113.167
2016,2020,10,8,18,O,changed,-0.000739999999950669,True,True,-782.8156,-782.81634
2016,2020,9,9,18,F,changed,-0.00100000000009004,True,True,873.113,873.112
2016,2020,8,10,18,Ne,changed,0.0030000000006111804,True,True,5317.614,5317.617
2016,2020,7,11,18,Na,changed,0.0039999999971769284,False,False,25037.988,25037.992
2016,2020,14,5,19,B,changed,0.006999999997788109,False,False,59770.244,59770.251
2016,2020,13,6,19,C,changed,0.0020000000004074536,False,False,32413.752,32413.754
2016,2020,12,7,19,N,changed,-0.027000000000043656,False,False,15856.282,15856.255
2016,2020,11,8,19,O,unchanged,0.0,True,True,3332.858,3332.858
2016,2020,10,9,19,F,changed,-0.0009200000001783337,True,True,-1487.4442,-1487.44512
2016,2020,9,10,19,Ne,changed,0.004000000000132786,True,True,1752.05,1752.054
2016,2020,8,11,19,Na,changed,-0.0059999999994033715,True,True,12929.39,12929.384
2016,2020,7,12,19,Mg,changed,10.005000000001019,False,False,31828.389,31838.394
2016,2020,15,5,20,B,new,,False,False,,69401.569
2016,2020,14,6,20,C,changed,0.004000000000814907,False,False,37503.563,37503.567
2016,2020,13,7,20,N,changed,0.0020000000004074536,False,False,21766.496,21766.498
2016,2020,12,8,20,O,unchanged,0.0,True,True,3796.172,3796.172
2016,2020,11,9,20,F,unchanged,0.0,True,True,-17.463,-17.463
2016,2020,10,10,20,Ne,changed,-0.0016200000000026193,True,True,-7041.93055,-7041.93217
2016,2020,9,11,20,Na,changed,-0.11500000000069122,True,True,6850.604,6850.489
2016,2020,8,12,20,Mg,changed,0.0020000000004074536,True,True,17477.692,17477.694
2016,2020,16,5,21,B,new,,False,False,,78382.887
2016,2020,14,7,21,N,changed,0.0020000000004074536,False,False,25231.913,25231.915
2016,2020,13,8,21,O,changed,-0.0010000000002037268,True,True,8062.035,8062.034
2016,2020,12,9,21,F,unchanged,0.0,True,True,-47.605,-47.605
2016,2020,11,10,21,Ne,unchanged,0.0,True,True,-5731.776,-5731.776
2016,2020,10,11,21,Na,changed,-0.22600000000011278,True,True,-2184.631,-2184.857
2016,2020,9,12,21,Mg,changed,0.0010000000002037268,True,True,10903.85,10903.851
2016,2020,16,6,22,C,changed,0.006000000001222361,False,False,53611.197,53611.203
2016,2020,15,7,22,N,changed,0.004000000000814907,False,False,31764.801,31764.805
2016,2020,14,8,22,O,changed,-0.0010000000002037268,True,True,9283.033,9283.032
2016,2020,13,9,22,F,changed,0.003000000000156433,True,True,2793.373,2793.376
2016,2020,12,10,22,Ne,changed,0.0029999999997016857,True,True,-8024.719,-8024.716
2016,2020,11,11,22,Na,changed,0.12000000000080036,True,True,-5181.511,-5181.391
2016,2020,10,12,22,Mg,changed,-0.05299999999999727,True,True,-399.933,-399.986
2016,2020,16,7,23,N,changed,0.00399999999353895,False,False,36720.425,36720.429
2016,2020,15,8,23,O,changed,0.0019999999985884642,False,True,14621.369,14621.371
2016,2020,14,9,23,F,unchanged,0.0,True,True,3285.263,3285.263
2016,2020,13,10,23,Ne,changed,0.0039999999999054126,True,True,-5154.049,-5154.045
2016,2020,12,11,23,Na,changed,-0.0010400000010122312,True,True,-9529.85248,-9529.85352
2016,2020,11,12,23,Mg,changed,-0.16200000000026193,True,True,-5473.513,-5473.675
2016,2020,10,13,23,Al,changed,0.0010000000002037268,True,True,6748.07,6748.071
2016,2020,16,8,24,O,changed,0.0020000000004074536,False,True,18500.402,18500.404
2016,2020,15,9,24,F,changed,0.0009999999992942321,True,True,7544.515,7544.516
2016,2020,14,10,24,Ne,changed,0.0039999999999054126,True,True,-5951.646,-5951.642
2016,2020,13,11,24,Na,unchanged,0.0,True,True,-8417.901,-8417.901
2016,2020,12,12,24,Mg,changed,-0.009000000000014552,True,True,-13933.569,-13933.578
2016,2020,11,13,24,Al,changed,0.05300000000000438,True,True,-48.865,-48.812
2016,2020,10,14,24,Si,changed,-0.009000000000014552,True,True,10745.195,10745.186
2016,2020,17,8,25,O,changed,0.0030000000006111804,False,True,27329.027,27329.03
2016,2020,16,9,25,F,changed,0.0010000000002037268,True,True,11334.166,11334.167
2016,2020,15,10,25,Ne,changed,-0.0009999999999763531,True,True,-2035.502,-2035.503
2016,2020,14,11,25,Na,changed,-0.0010000000002037268,True,True,-9357.813,-9357.814
2016,2020,13,12,25,Mg,changed,0.0010000000002037268,True,True,-13192.783,-13192.782
2016,2020,12,13,25,Al,changed,0.0010000000002037268,True,True,-8915.975,-8915.974
2016,2020,11,14,25,Si,changed,-0.0019999999999527063,True,True,3827.324,3827.322
2016,2020,18,8,26,O,changed,0.004000000000814907,False,True,34661.037,34661.041
2016,2020,17,9,26,F,changed,25.779999999998836,False,True,18648.875,18674.655
2016,2020,16,10,26,Ne,unchanged,0.0,True,True,481.114,481.114
2016,2020,15,11,26,Na,unchanged,0.0,True,True,-6860.78,-6860.78
2016,2020,14,12,26,Mg,changed,-0.0020000000004074536,True,True,-16214.542,-16214.544
2016,2020,13,13,26,Al,changed,0.012000000000625732,True,True,-12210.151,-12210.139
2016,2020,12,14,26,Si,changed,0.012000000000625732,True,True,-7141.015,-7141.003
2016,2020,18,9,27,F,changed,-316.8009999999995,False,True,25450.279,25133.478
2016,2020,17,10,27,Ne,changed,0.0010000000002037268,True,True,7050.909,7050.91
2016,2020,16,11,27,Na,changed,-0.0010000000002037268,True,True,-5517.79,-5517.791
2016,2020,15,12,27,Mg,changed,0.017000000001644366,True,True,-14586.611,-14586.594
2016,2020,14,13,27,Al,changed,-0.0030000000006111804,True,True,-17196.861,-17196.864
2016,2020,13,14,27,Si,changed,-0.0019999999985884642,True,True,-12384.503,-12384.505
2016,2020,12,15,27,P,changed,63.42599999999993,True,True,-722.458,-659.032
2016,2020,19,9,28,F,changed,-337.79999999999563,False,True,33741.596,33403.796
2016,2020,18,10,28,Ne,changed,0.0010000000002037268,False,True,11299.737,11299.738
2016,2020,17,11,28,Na,unchanged,0.0,True,True,-988.315,-988.315
2016,2020,16,12,28,Mg,changed,-1.1010000000005675,True,True,-15018.845,-15019.946
2016,2020,15,13,28,Al,changed,-0.07400000000052387,True,True,-16850.645,-16850.719
2016,2020,14,14,28,Si,changed,-0.0028099999981350265,True,True,-21492.7943,-21492.79711
2016,2020,13,15,28,P,changed,-0.11599999999998545,True,True,-7147.74,-7147.856
2016,2020,12,16,28,S,changed,-0.003000000000156433,False,True,4073.206,4073.203
2016,2020,20,9,29,F,changed,0.004000000000814907,False,True,40150.186,40150.19
2016,2020,19,10,29,Ne,changed,0.0020000000004074536,False,True,18399.801,18399.803
2016,2020,18,11,29,Na,unchanged,0.0,True,True,2679.994,2679.994
2016,2020,17,12,29,Mg,changed,-9.531000000000859,True,True,-10602.829,-10612.36
2016,2020,16,13,29,Al,changed,-0.0020000000004074536,True,True,-18207.76,-18207.762
2016,2020,15,14,29,Si,changed,-0.0031600000002072193,True,True,-21895.07838,-21895.08154
2016,2020,14,15,29,P,changed,-0.000999999996565748,True,True,-16952.848,-16952.849
2016,2020,13,16,29,S,changed,61.99300000000039,True,True,-3156.416,-3094.423
2016,2020,20,10,30,Ne,changed,0.0030000000006111804,False,True,23280.117,23280.12
2016,2020,19,11,30,Na,unchanged,0.0,True,True,8474.67,8474.67
2016,2020,18,12,30,Mg,changed,2.4470000000001164,True,True,-8883.82,-8881.373
2016,2020,17,13,30,Al,changed,0.727999999999156,True,True,-15864.844,-15864.116
2016,2020,16,14,30,Si,changed,-0.0020000000004074536,True,True,-24432.96,-24432.962
2016,2020,15,15,30,P,changed,-0.0020000000004074536,True,True,-20200.854,-20200.856
2016,2020,14,16,30,S,changed,-0.0010000000002037268,True,True,-14059.253,-14059.254
2016,2020,13,17,30,Cl,new,,True,True,,4674.548
2016,2020,21,10,31,Ne,changed,0.0030000000006111804,False,True,31181.591,31181.594
2016,2020,20,11,31,Na,unchanged,0.0,True,True,12246.031,12246.031
2016,2020,19,12,31,Mg,changed,-0.0010000000002037268,True,True,-3122.151,-3122.152
2016,2020,18,13,31,Al,changed,-0.0030000000006111804,True,True,-14950.706,-14950.709
2016,2020,17,14,31,Si,changed,-0.0010000000002037268,True,True,-22949.036,-22949.037
2016,2020,16,15,31,P,changed,-0.003469999999651918,True,True,-24440.54095,-24440.54442
2016,2020,15,16,31,S,changed,-0.005999999997584382,True,True,-19042.525,-19042.531
2016,2020,14,17,31,Cl,changed,-0.0009999999992942321,True,True,-7034.551,-7034.552
2016,2020,21,11,32,Na,changed,0.000999999996565748,True,True,18640.151,18640.152
2016,2020,20,12,32,Mg,changed,-0.0009999999999763531,True,True,-828.9,-828.901
2016,2020,19,13,32,Al,changed,-0.0010000000002037268,True,True,-11099.367,-11099.368
2016,2020,18,14,32,Si,changed,-0.0029999999969732016,True,True,-24077.686,-24077.689
2016,2020,17,15,32,P,changed,-0.0020000000004074536,True,True,-24304.874,-24304.876
2016,2020,16,16,32,S,changed,-0.003590000000258442,True,True,-26015.53355,-26015.53714
2016,2020,15,17,32,Cl,changed,-0.0319999999992433,True,True,-13334.674,-13334.706
2016,2020,14,18,32,Ar,changed,-0.0009999999997489795,True,True,-2200.351,-2200.352
2016,2020,22,11,33,Na,changed,0.0030000000006111804,False,True,23780.11,23780.113
2016,2020,21,12,33,Mg,changed,0.5760000000000218,True,True,4962.297,4962.873
2016,2020,20,13,33,Al,changed,-0.0020000000004074536,True,True,-8497.38,-8497.382
2016,2020,19,14,33,Si,changed,-0.0030000000006111804,True,True,-20514.325,-20514.328
2016,2020,18,15,33,P,changed,-0.0039999999971769284,True,True,-26337.346,-26337.35
2016,2020,17,16,33,S,changed,-0.0039599999981874134,True,True,-26585.85434,-26585.8583
2016,2020,16,17,33,Cl,changed,-0.0030000000006111804,True,True,-21003.337,-21003.34
2016,2020,15,18,33,Ar,changed,-0.0030000000006111804,True,True,-9384.292,-9384.295
2016,2020,23,11,34,Na,changed,0.0030000000006111804,False,True,31680.111,31680.114
2016,2020,22,12,34,Mg,changed,-0.023999999999432475,True,True,8323.348,8323.324
2016,2020,21,13,34,Al,changed,2.6700000000000728,True,True,-3000.289,-2997.619
2016,2020,20,14,34,Si,changed,-34.832000000002154,True,True,-19956.852,-19991.684
2016,2020,19,15,34,P,changed,-0.004000000000814907,True,True,-24548.698,-24548.702
2016,2020,18,16,34,S,changed,-0.0039999999971769284,True,True,-29931.685,-29931.689
2016,2020,17,17,34,Cl,changed,-0.004000000000814907,True,True,-24440.082,-24440.086
2016,2020,16,18,34,Ar,changed,-0.0030000000006111804,True,True,-18378.29,-18378.293
2016,2020,23,12,35,Mg,changed,0.0020000000004074536,False,True,15639.784,15639.786
2016,2020,22,13,35,Al,changed,-0.001999999999981128,True,True,-223.728,-223.73
2016,2020,21,14,35,Si,changed,-0.02299999999922875,True,True,-14391.457,-14391.48
2016,2020,20,15,35,P,changed,-0.010000000002037268,True,True,-24857.799,-24857.809
2016,2020,19,16,35,S,changed,-0.004000000000814907,True,True,-28846.206,-28846.21
2016,2020,18,17,35,Cl,changed,-0.004000000000814907,True,True,-29013.528,-29013.532
2016,2020,17,18,35,Ar,changed,-0.005000000001018634,True,True,-23047.284,-23047.289
2016,2020,16,19,35,K,changed,-0.0020000000004074536,True,True,-11172.891,-11172.893
2016,2020,24,12,36,Mg,changed,0.0020000000004074536,False,True,20380.157,20380.159
2016,2020,23,13,36,Al,unchanged,0.0,False,True,5950.384,5950.384
2016,2020,22,14,36,Si,changed,-0.0010000000002037268,True,True,-12436.124,-12436.125
2016,2020,21,15,36,P,changed,-0.010999999998603016,True,True,-20251.034,-20251.045
2016,2020,20,16,36,S,changed,-0.00999999999839929,True,True,-30664.131,-30664.141
2016,2020,19,17,36,Cl,changed,-0.0030000000006111804,True,True,-29522.005,-29522.008
2016,2020,18,18,36,Ar,changed,-0.0020000000004074536,True,True,-30231.54,-30231.542
2016,2020,17,19,36,K,changed,-0.11700000000200816,True,True,-17417.065,-17417.182
2016,2020,16,20,36,Ca,changed,-0.016999999999825377,True,True,-6451.149,-6451.166
2016,2020,25,12,37,Mg,changed,0.004000000000814907,False,True,28211.474,28211.478
2016,2020,24,13,37,Al,changed,0.0010000000002037268,False,True,9809.563,9809.564
2016,2020,23,14,37,Si,changed,-0.0009999999992942321,False,True,-6571.511,-6571.512
2016,2020,22,15,37,P,changed,-0.013999999999214197,True,True,-18995.998,-18996.012
2016,2020,21,16,37,S,changed,-0.008999999998195563,True,True,-26896.417,-26896.426
2016,2020,20,17,37,Cl,changed,-0.013999999999214197,True,True,-31761.538,-31761.552
2016,2020,19,18,37,Ar,changed,-0.014999999999417923,True,True,-30947.664,-30947.679
2016,2020,18,19,37,K,changed,-0.0020000000004074536,True,True,-24800.199,-24800.201
2016,2020,17,20,37,Ca,changed,-0.003999999998995918,True,True,-13136.066,-13136.07
2016,2020,24,14,38,Si,unchanged,0.0,False,True,-4170.299,-4170.299
2016,2020,23,15,38,P,changed,-0.0020000000004074536,True,True,-14621.563,-14621.565
2016,2020,22,16,38,S,changed,-0.01299999999901047,True,True,-26861.203,-26861.216
2016,2020,21,17,38,Cl,changed,-0.013000000002648449,True,True,-29798.103,-29798.116
2016,2020,20,18,38,Ar,changed,-0.005999999993946403,True,True,-34714.821,-34714.827
2016,2020,19,19,38,K,changed,-0.004999999997380655,True,True,-28800.755,-28800.76
2016,2020,18,20,38,Ca,changed,-0.004000000000814907,True,True,-22058.499,-22058.503
2016,2020,25,14,39,Si,unchanged,0.0,False,True,2320.352,2320.352
2016,2020,24,15,39,P,changed,-0.0020000000004074536,False,True,-12774.634,-12774.636
2016,2020,23,16,39,S,changed,-0.004999999997380655,True,True,-23162.667,-23162.672
2016,2020,22,17,39,Cl,changed,-0.01299999999901047,True,True,-29800.205,-29800.218
2016,2020,21,18,39,Ar,changed,-0.004999999997380655,True,True,-33242.19,-33242.195
2016,2020,20,19,39,K,changed,-0.0052500000019790605,True,True,-33807.1901,-33807.19535
2016,2020,19,20,39,Ca,changed,-0.004999999997380655,True,True,-27282.702,-27282.707
2016,2020,18,21,39,Sc,changed,-0.016999999999825377,True,True,-14172.709,-14172.726
2016,2020,26,14,40,Si,changed,237.19700000000012,False,True,5429.679,5666.876
2016,2020,25,15,40,P,changed,-24.819000000000415,True,True,-8114.37,-8139.189
2016,2020,24,16,40,S,changed,-0.0039999999971769284,True,True,-22837.846,-22837.85
2016,2020,23,17,40,Cl,changed,-0.005000000001018634,True,True,-27557.813,-27557.818
2016,2020,22,18,40,Ar,changed,-0.0053299999999580905,True,True,-35039.89464,-35039.89997
2016,2020,21,19,40,K,changed,-0.005000000004656613,True,True,-33535.492,-33535.497
2016,2020,20,20,40,Ca,changed,-0.018000000003667083,True,True,-34846.384,-34846.402
2016,2020,19,21,40,Sc,changed,-0.018000000000029104,True,True,-20523.335,-20523.353
2016,2020,18,22,40,Ti,changed,-143.0550000000003,True,True,-8850.384,-8993.439
2016,2020,26,15,41,P,unchanged,0.0,False,True,-4979.767,-4979.767
2016,2020,25,16,41,S,changed,-0.0030000000006111804,True,True,-19008.577,-19008.58
2016,2020,24,17,41,Cl,changed,-0.0030000000006111804,True,True,-27307.189,-27307.192
2016,2020,23,18,41,Ar,changed,-0.005000000004656613,True,True,-33067.505,-33067.51
2016,2020,22,19,41,K,changed,-0.0054899999959161505,True,True,-35559.54331,-35559.5488
2016,2020,21,20,41,Ca,changed,-0.018000000003667083,True,True,-35137.89,-35137.908
2016,2020,20,21,41,Sc,changed,0.05199999999967986,True,True,-28642.412,-28642.36
2016,2020,19,22,41,Ti,changed,-0.0020000000004074536,True,True,-15697.537,-15697.539
2016,2020,27,15,42,P,changed,82.10200000000009,True,True,1009.74,1091.842
2016,2020,26,16,42,S,changed,-0.0020000000004074536,True,True,-17637.746,-17637.748
2016,2020,25,17,42,Cl,changed,-0.0030000000006111804,True,True,-24831.767,-24831.77
2016,2020,24,18,42,Ar,changed,-0.0029999999969732016,True,True,-34422.675,-34422.678
2016,2020,23,19,42,K,changed,-0.005000000004656613,True,True,-35022.026,-35022.031
2016,2020,22,20,42,Ca,changed,-0.04799999999522697,True,True,-38547.245,-38547.293
2016,2020,21,21,42,Sc,changed,0.1499999999978172,True,True,-32121.153,-32121.003
2016,2020,20,22,42,Ti,changed,0.3209999999999127,True,True,-25104.674,-25104.353
2016,2020,27,16,43,S,changed,-0.0019999999985884642,True,True,-12195.459,-12195.461
2016,2020,26,17,43,Cl,changed,-0.001999999996769475,True,True,-24159.508,-24159.51
2016,2020,25,18,43,Ar,changed,-0.0030000000006111804,True,True,-32009.808,-32009.811
2016,2020,24,19,43,K,changed,-0.004999999997380655,True,True,-36575.389,-36575.394
2016,2020,23,20,43,Ca,changed,-0.05099999999947613,True,True,-38408.822,-38408.873
2016,2020,22,21,43,Sc,changed,-0.04800000000250293,True,True,-36188.102,-36188.15
2016,2020,21,22,43,Ti,changed,5.4909999999981665,True,True,-29321.082,-29315.591
2016,2020,20,23,43,V,changed,-0.0020000000004074536,True,True,-17916.356,-17916.358
2016,2020,28,16,44,S,changed,-0.0030000000006111804,True,True,-9204.233,-9204.236
2016,2020,27,17,44,Cl,changed,-94.45000000000073,True,True,-20384.523,-20478.973
2016,2020,26,18,44,Ar,changed,-0.004999999997380655,True,True,-32673.255,-32673.26
2016,2020,25,19,44,K,changed,-0.006000000001222361,True,True,-35781.492,-35781.498
2016,2020,24,20,44,Ca,changed,-0.05500000000029104,True,True,-41468.675,-41468.73
2016,2020,23,21,44,Sc,changed,-0.05000000000291038,True,True,-37815.985,-37816.035
2016,2020,22,22,44,Ti,changed,-0.016999999999825377,True,True,-37548.569,-37548.586
2016,2020,21,23,44,V,changed,308.3009999999995,True,True,-24116.38,-23808.079
2016,2020,20,24,44,Cr,new,,True,True,,-13421.899
2016,2020,28,17,45,Cl,changed,-0.0010000000002037268,False,True,-18262.543,-18262.544
2016,2020,27,18,45,Ar,changed,-0.005000000001018634,True,True,-29770.796,-29770.801
2016,2020,26,19,45,K,changed,-0.004999999997380655,True,True,-36615.638,-36615.643
2016,2020,25,20,45,Ca,changed,-0.056000000004132744,True,True,-40812.174,-40812.23
2016,2020,24,21,45,Sc,changed,-0.4250000000029104,True,True,-41071.896,-41072.321
2016,2020,23,22,45,Ti,changed,-0.4260000000067521,True,True,-39009.84,-39010.266
2016,2020,22,23,45,V,changed,-0.4249999999992724,True,True,-31886.016,-31886.441
2016,2020,21,24,45,Cr,changed,-0.0020000000004074536,True,True,-19514.799,-19514.801
2016,2020,29,17,46,Cl,changed,124.4489999999987,True,True,-13859.398,-13734.949
2016,2020,28,18,46,Ar,changed,1.6709999999984575,True,True,-29772.926,-29771.255
2016,2020,27,19,46,K,changed,-0.004999999997380655,True,True,-35413.924,-35413.929
2016,2020,26,20,46,Ca,changed,-0.24900000000343425,True,True,-43139.361,-43139.61
2016,2020,25,21,46,Sc,changed,-0.4239999999990687,True,True,-41761.219,-41761.643
2016,2020,24,22,46,Ti,changed,-0.47000000000116415,True,True,-44127.799,-44128.269
2016,2020,23,23,46,V,changed,-0.5459999999948195,True,True,-37075.351,-37075.897
2016,2020,22,24,46,Cr,changed,-0.0030000000006111804,True,True,-29471.567,-29471.57
2016,2020,21,25,46,Mn,new,,True,True,,-12417.748
2016,2020,29,18,47,Ar,changed,-0.9360000000015134,True,True,-25366.338,-25367.274
2016,2020,28,19,47,K,changed,-0.006000000001222361,True,True,-35711.976,-35711.982
2016,2020,27,20,47,Ca,changed,-0.2470000000030268,True,True,-42344.418,-42344.665
2016,2020,26,21,47,Sc,changed,-0.24699999999575084,True,True,-44336.595,-44336.842
2016,2020,25,22,47,Ti,changed,-0.24799999999959255,True,True,-44937.364,-44937.612
2016,2020,24,23,47,V,changed,-0.45199999999749707,True,True,-42006.618,-42007.07
2016,2020,23,24,47,Cr,changed,-0.5149999999994179,True,True,-34562.578,-34563.093
2016,2020,22,25,47,Mn,changed,-0.0020000000004074536,True,True,-22566.374,-22566.376
2016,2020,30,18,48,Ar,changed,-73.59000000000015,True,True,-22281.337,-22354.927
2016,2020,29,19,48,K,changed,-0.005000000001018634,True,True,-32284.477,-32284.482
2016,2020,28,20,48,Ca,changed,-0.23900000000139698,True,True,-44224.629,-44224.868
2016,2020,27,21,48,Sc,changed,-0.24100000000180444,True,True,-44503.842,-44504.083
2016,2020,26,22,48,Ti,changed,-0.24299999999493593,True,True,-48492.709,-48492.952
2016,2020,25,23,48,V,changed,-0.31099999999423744,True,True,-44477.694,-44478.005
2016,2020,24,24,48,Cr,changed,0.7069999999948777,True,True,-42822.02,-42821.313
2016,2020,23,25,48,Mn,changed,-0.30600000000049477,True,True,-29296.338,-29296.644
2016,2020,22,26,48,Fe,new,,True,True,,-18008.575
2016,2020,30,19,49,K,changed,-0.005999999997584382,True,True,-29611.49,-29611.496
