vintage,N,Z,A,element,target_measured,Sn_keV,S2n_keV,Sp_keV,S2p_keV,Qalpha_keV,delta2n_keV,delta2p_keV
2016,7,3,10,Li,True,-26.402000000001863,4035.813999999991,15172.176999999996,,-11248.015999999996,3850.123999999989,
2016,6,4,10,Be,True,6812.288000000008,8476.82,19636.388000000006,33580.14,-7409.525999999998,4804.456000000013,6394.7119999999995
2016,5,5,10,B,True,8437.199999999997,27013.589999999997,6586.817999999999,23473.13399999999,-4461.183999999994,12189.743999999984,14182.65599999998
2016,4,6,10,C,True,21283.613000000005,35508.228,4006.790000000008,3820.9400000000023,-5101.277999999998,3666.9200000000055,5458.936000000009
2016,3,7,10,N,True,,,-2600.0869999999995,-1300.5199999999968,,,
2016,8,3,11,Li,True,395.6810000000114,369.27900000000955,15757.851000000006,,,479.2800000000134,
2016,7,4,11,Be,True,501.6399999999994,7313.928000000007,20164.430000000008,35336.607,-8320.881000000008,4653.213000000011,3706.5100000000093
2016,6,5,11,B,True,11454.222000000002,19891.422,11228.751999999993,30865.14,-8664.318999999989,11643.026999999995,12964.972999999998
2016,5,6,11,C,True,13120.595999999998,34404.209,8690.186000000009,15277.004000000008,-7544.520000000004,10737.18800000001,13165.101000000017
2016,4,7,11,N,True,22567.786,,-1315.9140000000043,2690.876000000004,-5797.911,,
2016,9,3,12,Li,True,-209.99100000000908,185.69000000000233,,,,,
2016,8,4,12,Be,True,3170.7239999999874,3672.363999999987,22939.472999999984,38697.32399999999,-8956.84399999999,2406.469999999972,2061.5219999999827
2016,7,5,12,B,True,3369.6240000000107,14823.846000000012,14096.736000000004,34261.16600000001,-10001.320000000007,8975.506000000016,9177.246000000028
2016,6,6,12,C,True,18720.712,31841.307999999997,15956.676000000007,27185.428,-7366.588000000003,18718.57,20615.263999999996
2016,5,7,12,N,True,15036.802000000003,37604.588,600.2920000000013,9290.47800000001,-8008.40800000001,6987.3000000000175,9338.874000000018
2016,4,8,12,O,True,,,-322.08200000000215,-1637.9960000000065,-5574.572,,
2016,10,3,13,Li,True,99.99000000000524,-110.00100000000384,,,,,
2016,9,4,13,Be,True,-510.0089999999909,2660.7149999999965,22639.455,,-9701.661999999997,2684.8199999999924,
2016,8,5,13,B,True,4878.770999999993,8248.395000000004,15804.78300000001,38744.255999999994,-10817.875,4502.06700000001,7705.803
2016,7,6,13,C,True,4946.308999999994,23667.020999999993,17533.36099999999,31630.096999999994,-10648.365000000005,14272.522999999986,16782.753999999986
2016,6,7,13,N,True,20063.910999999993,35100.712999999996,1943.4909999999945,17900.167,-9495.929000000004,13714.032,14543.501000000004
2016,5,8,13,O,True,16870.494999999995,,1511.6109999999899,2111.902999999991,-8220.45199999999,,4633.901999999987
2016,10,4,14,Be,True,1775.9030000000057,1265.8940000000148,24315.368000000002,,-11667.558000000005,2615.8920000000217,
2016,9,5,14,B,True,969.5690000000031,5848.3399999999965,17284.361000000004,39923.816000000006,-11813.846000000005,3154.524000000005,7366.096000000005
2016,8,6,14,C,True,8176.429000000004,13122.737999999998,20831.019,36635.80200000001,-12012.505999999994,7654.3399999999965,14300.972000000009
2016,7,7,14,N,True,10553.376999999993,30617.287999999986,7550.558999999994,25083.919999999984,-11612.106,17295.147999999972,18322.819999999978
2016,6,8,14,O,True,23178.973000000013,40049.46800000001,4626.67300000001,6570.164000000004,-10115.812000000005,11162.064000000013,7971.2240000000165
2016,5,9,14,F,True,,,-1560.0069999999978,-48.396000000007916,-9260.531999999992,,
2016,11,4,15,Be,True,-1800.0080000000016,-24.104999999995925,,,,,
2016,10,5,15,B,True,2776.758999999991,3746.327999999994,18285.21699999999,42600.58499999999,-14194.923999999985,2361.763999999981,6934.466999999975
2016,9,6,15,C,True,1218.0690000000031,9394.498000000007,21079.519,38363.880000000005,-12728.934999999998,4410.625,13104.039000000019
2016,8,7,15,N,True,10833.304000000004,21386.680999999997,10207.433999999994,31038.452999999994,-10991.187999999995,13012.68799999998,18310.776999999987
2016,7,8,15,O,True,13223.487999999998,36402.46100000001,7296.784000000014,14847.343000000008,-10218.703999999998,16595.465000000026,13914.24000000002
2016,6,9,15,F,True,23468.972999999998,,-1270.0070000000123,3356.6659999999974,-10161.718999999997,,7385.190999999992
2016,5,10,15,Ne,True,,,-961.9919999999984,-2521.998999999996,,,
2016,12,4,16,Be,True,450.00999999999476,-1349.9980000000069,,,,,
2016,11,5,16,B,True,-82.9429999999993,2693.8159999999916,20002.281999999992,,-14321.971999999994,1231.30799999999,
2016,10,6,16,C,True,4250.328999999998,5468.398000000001,22553.089000000007,40838.306,-13808.540000000008,550.903999999995,11783.424000000014
2016,9,7,16,N,True,2488.8360000000102,13322.140000000014,11478.201000000001,32557.72,-10110.399999999994,4608.760000000024,13168.972000000009
2016,8,8,16,O,True,15663.915999999997,28887.403999999995,12127.396000000008,22334.83,-7161.907999999996,16698.954000000012,17811.500000000015
2016,7,9,16,F,True,13957.811000000002,37426.784,-535.6840000000084,6761.100000000006,-9082.727999999988,11476.996,6540.890000000014
2016,6,10,16,Ne,True,24299.911999999997,,-131.05299999999988,-1401.0600000000122,-10352.747999999992,,
2016,12,5,17,B,True,1467.5070000000123,1384.564000000013,21019.77900000001,,-15689.489000000001,1295.8570000000182,
2016,11,6,17,C,True,733.544000000009,4983.873000000007,23369.576000000015,43371.85800000001,-15052.093000000008,223.09400000001187,11094.861000000019
2016,10,7,17,N,True,5885.1570000000065,8373.993000000017,13113.02900000001,35666.11800000002,-11116.786000000007,217.5690000000468,11730.669000000024
2016,9,8,17,O,True,4143.079999999987,19806.995999999985,13781.639999999985,25259.840999999986,-6358.678999999989,7805.966999999975,13242.699999999983
2016,8,9,17,F,True,16799.880000000005,30757.691000000006,600.2799999999988,12727.676000000007,-5818.697,11175.925000000003,9127.437000000005
2016,7,10,17,Ne,True,15557.650999999998,39857.562999999995,1468.7869999999966,933.1029999999882,-9039.903999999995,8966.528999999995,1683.1109999999899
2016,6,11,17,Na,True,,,-3897.4719999999943,-4028.524999999994,,,
2016,13,5,18,B,True,-4.99900000001071,1462.5080000000016,,,,,
2016,12,6,18,C,True,4183.949999999997,4917.494000000006,26086.019,47105.79800000001,-17460.14,1359.1520000000019,11404.756000000023
2016,11,7,18,N,True,2828.2229999999836,8713.37999999999,15207.707999999984,38577.284,-12975.439999999988,1224.0759999999718,10868.720000000001
2016,10,8,18,O,True,8045.369999999995,12188.449999999983,15941.852999999974,29054.881999999983,-6227.619999999995,624.795999999973,8217.82799999998
2016,9,9,18,F,True,9149.907999999996,25949.788,5607.108000000007,19388.747999999992,-4415.228000000003,8916.592000000004,10788.311999999976
2016,8,10,18,Ne,True,19254.142999999996,34811.793999999994,3923.0499999999884,4523.329999999987,-5115.073999999979,6309.619999999995,2105.4559999999765
2016,7,11,18,Na,True,18206.545999999988,,-1248.5770000000048,220.20999999999185,-9351.333999999988,,
2016,14,5,19,B,True,93.70600000000559,88.70699999999488,,,,,
2016,13,6,19,C,True,576.8289999999979,4760.778999999995,26667.84700000001,,-19836.977,,
2016,12,7,19,N,True,5328.200999999986,8156.42399999997,16351.958999999973,42437.977999999974,-15526.881999999983,1389.4259999999485,11956.141999999963
2016,11,8,19,O,True,3955.659000000014,12001.02900000001,17069.289000000004,32276.99699999999,-8965.209999999992,587.5800000000163,8634.42899999999
2016,10,9,19,F,True,10431.858000000007,19581.766000000003,7993.59600000002,23935.448999999993,-4013.7820000000065,4878.955000000016,8660.304000000004
2016,9,10,19,Ne,True,11636.891000000003,30891.034,6410.032999999996,12017.141000000003,-3528.4769999999844,7264.577999999994,6591.006999999983
2016,8,11,19,Na,True,20179.909000000014,38386.455,-322.81099999998696,3600.2390000000014,-6062.270000000004,7129.78300000001,
2016,7,12,19,Mg,True,,,498.56900000000314,-750.0080000000016,-10811.89499999999,,
2016,15,5,20,B,False,,,,,,,
2016,14,6,20,C,True,2981.5130000000063,3558.342000000004,29555.65400000001,,-22368.48000000001,3523.3480000000127,
2016,13,7,20,N,True,2161.103000000032,7489.304000000018,17936.233000000007,44604.080000000016,-17770.928000000014,1344.9760000000388,11053.010000000038
2016,12,8,20,O,True,7607.994999999995,11563.65400000001,19349.083000000013,35701.04199999999,-12322.87599999999,907.8919999999925,9302.21199999997
2016,11,9,20,F,True,6601.337999999989,17033.195999999996,10639.274999999994,27708.564,-8126.283999999985,3701.3859999999986,7966.569999999992
2016,10,10,20,Ne,True,16865.282999999996,28502.174,12843.457999999984,20837.054000000004,-4729.843999999983,11376.743999999977,12901.111999999994
2016,9,11,20,Na,True,14150.10500000001,34330.014000000025,2190.4030000000203,8600.436000000016,-6254.564000000013,6155.260000000038,
2016,8,12,20,Mg,True,22422.02500000001,,2740.6849999999977,2417.8740000000107,-8934.008000000002,,
2016,16,5,21,B,False,,,,,,,
2016,15,6,21,C,False,,,,,,,
2016,14,7,21,N,True,4605.8949999999895,6766.998000000021,19560.61499999999,49116.269,-20909.31599999999,2112.8800000000047,12591.671999999991
2016,13,8,21,O,True,3805.453999999998,11413.448999999993,20993.43399999998,38929.66699999999,-15394.785999999993,1830.1479999999865,11135.632999999973
2016,12,9,21,F,True,8101.472999999998,14702.810999999987,11132.752999999997,30481.83600000001,-10342.599999999977,1893.051999999967,6421.649999999994
2016,11,10,21,Ne,True,6761.17300000001,23626.456000000006,13003.293000000005,23642.568,-7347.937000000005,8061.540999999997,9322.896000000008
2016,10,11,21,Na,True,17106.56699999998,31256.67199999999,2431.6870000000054,15275.14499999999,-6561.250999999989,7768.819999999978,9629.910999999993
2016,9,12,21,Mg,True,14645.151000000013,37067.17600000002,3235.7309999999998,5426.13400000002,-8021.508000000031,4547.182000000044,
2016,8,13,21,Al,False,,,,,,,
2016,16,6,22,C,True,,34.9939999999915,,,,,
2016,15,7,22,N,True,1538.43299999999,6144.3279999999795,,,-22452.747999999992,,
2016,14,8,22,O,True,6850.308000000019,10655.762000000017,23237.84700000001,42798.462,-18061.144,3730.484000000026,12985.824000000022
2016,13,9,22,F,True,5230.3369999999995,13331.809999999998,12557.635999999999,33551.06999999998,-12744.714000000007,1940.3319999999949,7761.847999999969
2016,12,10,22,Ne,True,10364.257000000012,17125.430000000022,15266.07700000002,26398.830000000016,-9666.824000000022,3055.8600000000442,5912.0440000000235
2016,11,11,22,Na,True,11068.187000000005,28174.753999999986,6738.701000000001,19741.994000000006,-8479.529999999999,8795.715999999986,10296.700000000012
2016,10,12,22,Mg,True,19375.090999999986,34020.242,5504.255000000005,7935.94200000001,-8142.456000000006,4343.9679999999935,4503.116000000009
2016,9,13,22,Al,False,,,,,,,
2016,8,14,22,Si,False,,,,,,,
2016,17,6,23,C,False,,,,,,,
2016,16,7,23,N,True,3115.685000000027,4654.118000000017,24179.739000000016,,-25474.727000000014,,
2016,15,8,23,O,True,2732.9929999999877,9583.301000000007,24432.407000000007,,-20217.30799999999,6148.331000000006,
2016,14,9,23,F,True,7579.4220000000205,12809.75900000002,13286.75,36524.59700000001,-14995.935000000027,4716.021000000037,9303.584000000032
2016,13,10,23,Ne,True,5200.657999999996,15564.915000000008,15236.398000000016,27794.034000000014,-10911.823000000004,2540.8280000000086,5177.372000000003
2016,12,11,23,Na,True,12419.665000000008,23487.852000000014,8794.108999999997,24060.186000000016,-10467.337,7517.266000000032,10096.125
2016,11,12,23,Mg,True,13144.902999999991,32519.993999999977,7580.97099999999,14319.671999999991,-9650.467999999993,8658.088999999949,9042.56699999998
2016,10,13,23,Al,True,,,140.97899999999208,5645.233999999997,-8606.245999999985,,
2016,9,14,23,Si,False,,,,,,,
2016,17,7,24,N,False,,,,,,,
2016,16,8,24,O,True,4192.2850000000035,6925.277999999991,25509.006999999983,49688.746,-21428.079999999987,6943.289999999979,17091.525999999998
2016,15,9,24,F,True,3812.0559999999823,11391.478000000003,14365.812999999995,38798.22,-16646.887999999977,6353.206000000006,9814.962
2016,14,10,24,Ne,True,8868.911999999982,14069.569999999978,16525.887999999977,29812.637999999977,-12172.73999999999,4359.709999999963,4971.817999999941
2016,13,11,24,Na,True,6959.372999999992,19379.038,10552.823999999993,25789.22200000001,-10825.372000000003,4793.524000000005,7419.043999999994
2016,12,12,24,Mg,True,16531.371000000014,29676.274000000005,11692.676999999996,20486.785999999993,-9316.556000000011,11252.669999999984,12701.394
2016,11,13,24,Al,True,14868.247000000003,,1864.323000000004,9445.293999999994,-9324.387999999977,,
2016,10,14,24,Si,True,,,3291.847000000009,3432.826000000001,-9157.407999999996,,
2016,9,15,24,P,False,,,,,,,
2016,18,7,25,N,False,,,,,,,
2016,17,8,25,O,True,-757.3150000000023,3434.970000000001,,,,,
2016,16,9,25,F,True,4281.682000000001,8093.737999999983,14455.209999999992,39964.216999999975,-16322.674999999988,6067.223999999987,8534.324999999983
2016,15,10,25,Ne,True,4155.1750000000175,13024.087,16869.007000000012,31234.820000000007,-12522.46100000001,5967.88400000002,4105.790999999997
2016,14,11,25,Na,True,9011.212999999989,15970.585999999981,10695.125,27221.012999999977,-11735.111999999994,3667.9689999999828,4804.006999999983
2016,13,12,25,Mg,True,7330.534000000014,23861.905000000028,12063.838000000018,22616.66200000001,-9885.917000000016,6325.45100000003,8847.005000000034
2016,12,13,25,Al,True,16938.43200000003,31806.679000000033,2271.38400000002,13964.061000000016,-9156.253000000026,7383.148000000074,7579.635000000038
2016,11,14,25,Si,True,14989.182,,3412.7820000000065,5277.1050000000105,-9501.438999999984,,
2016,10,15,25,P,False,,,,,,,
2016,18,8,26,O,True,739.3030000000144,-18.011999999987893,,,-21375.074000000022,,
2016,17,9,26,F,True,756.5899999999965,5038.271999999997,15969.11499999999,,-15540.831999999995,3988.335999999981,
2016,16,10,26,Ne,True,5554.684999999998,9709.860000000015,18142.01000000001,32597.22,-11226.837999999989,4385.832000000024,2519.3159999999916
2016,15,11,26,Na,True,5574.301000000007,14585.513999999996,12114.25099999999,28983.258,-12079.076000000001,4315.347999999998,4415.45199999999
2016,14,12,26,Mg,True,11093.070000000007,18423.60400000002,14145.695000000036,24840.820000000036,-10614.73000000001,3476.6600000000326,4984.608000000037
2016,13,13,26,Al,True,11365.48999999999,28303.92200000002,6306.3399999999965,18370.178000000014,-9453.556000000011,7520.780000000028,8854.656000000017
2016,12,14,26,Si,True,19039.657999999996,34028.84,5514.0079999999725,7785.391999999993,-9166.005999999994,3534.4159999999683,4421.679999999993
2016,11,15,26,P,False,,,,,,,
2016,10,16,26,S,False,,,,,,,
2016,19,8,27,O,False,,,,,,,
2016,18,9,27,F,True,1269.923999999999,2026.5139999999956,16499.735999999975,,-13695.070999999967,583.7789999999804,
2016,17,10,27,Ne,True,1501.5179999999818,7056.2029999999795,18886.937999999995,34856.052999999985,-9995.362999999983,2262.4379999999655,2624.372999999963
2016,16,11,27,Na,True,6728.315999999992,12302.616999999998,13287.881999999983,31429.891999999993,-11227.969999999972,4357.779999999999,4161.977999999974
2016,15,12,27,Mg,True,6443.383999999991,17536.453999999998,15014.77800000002,27129.02900000001,-11857.456000000006,5377.600000000006,5242.618000000017
2016,14,13,27,Al,True,13058.040999999968,24423.53099999996,8271.310999999958,22417.005999999994,-10091.931999999972,7270.005999999936,8083.092999999964
2016,13,14,27,Si,True,13314.798999999999,32354.456999999995,7463.316999999981,13769.656999999977,-9335.902000000002,6701.248999999982,8419.783999999956
2016,12,15,27,P,True,,,870.4180000000051,6384.425999999978,-9895.445000000007,,5691.123999999982
2016,11,16,27,S,False,,,,,,,
2016,20,8,28,O,False,,,,,,,
2016,19,9,28,F,True,-219.987999999983,1049.936000000016,,,,,
2016,18,10,28,Ne,True,3822.5100000000093,5324.027999999991,21439.524000000005,37939.25999999998,-9625.587999999989,1161.7859999999928,3177.7679999999527
2016,17,11,28,Na,True,3541.850000000006,10270.165999999997,15328.214000000007,34215.152,-10957.763999999996,3590.517999999982,4760.703999999969
2016,16,12,28,Mg,True,8503.559999999998,14946.943999999989,16790.022000000026,30077.90400000001,-11492.104000000021,4939.3279999999795,6085.847999999998
2016,15,13,28,Al,True,7725.101000000024,20783.141999999993,9553.027999999991,24567.80600000001,-10857.660000000003,5626.3339999999735,6639.658000000025
2016,14,14,28,Si,True,17179.62500000003,30494.424000000028,11584.901000000042,19856.212,-9984.156000000017,11411.636000000028,12711.834000000003
2016,13,15,28,P,True,14496.58600000001,,2052.2050000000163,9515.521999999997,-9523.784000000014,,
2016,12,16,28,S,True,,,2493.2939999999944,3363.7119999999995,-9096.891999999993,,5643.7119999999995
2016,11,17,28,Cl,False,,,,,,,
2016,20,9,29,F,True,1662.7229999999981,1442.7350000000151,,,,,
2016,19,10,29,Ne,True,971.2550000000047,4793.765000000014,22630.766999999993,,-11354.157999999996,1432.9180000000051,
2016,18,11,29,Na,True,4402.986999999994,7944.8369999999995,15908.690999999992,37348.215,-11079.068999999989,1368.228999999992,5139.566999999981
2016,17,12,29,Mg,True,3655.2939999999944,12158.853999999992,16903.466000000015,32231.680000000022,-10992.222999999998,3496.883999999991,5307.51700000008
2016,16,13,29,Al,True,9428.423999999999,17153.525000000023,10477.891999999993,27267.91400000002,-11274.871000000014,4267.954000000027,6457.1930000000575
2016,15,14,29,Si,True,8473.582999999984,25653.208000000013,12333.383000000002,21886.410999999993,-11127.204999999987,8456.602000000072,10161.026000000013
2016,14,15,29,P,True,17876.432,32373.01800000001,2749.011999999988,14333.91300000003,-10461.783999999985,8742.685000000056,9674.27800000005
2016,13,16,29,S,True,15300.960000000021,,3297.668000000005,5349.873000000021,-9408.670000000013,,
2016,12,17,29,Cl,True,,,-1799.9919999999984,693.301999999996,,,
2016,21,9,30,F,False,,,,,,,
2016,20,10,30,Ne,True,3190.9869999999937,4162.241999999998,24159.030999999988,,-13805.841999999975,,
2016,19,11,30,Na,True,2276.661000000022,6679.648000000016,17214.09700000001,39844.864,-12599.140000000014,702.4960000000137,5692.896000000008
2016,18,12,30,Mg,True,6352.322000000015,10007.616000000009,18852.801000000036,34761.49200000003,-11789.860000000015,1919.9160000000265,4989.696000000025
2016,17,13,30,Al,True,5728.38400000002,15156.80800000002,12550.982000000018,29454.448000000033,-11428.954000000027,3779.640000000043,6436.448000000033
2016,16,14,30,Si,True,10609.205000000016,19082.788,13514.164000000019,23992.05600000001,-10643.339999999997,3295.4320000000007,7831.54800000001
2016,15,15,30,P,True,11319.335999999981,29195.767999999982,5594.764999999985,17928.147999999986,-10415.629999999976,8949.10799999995,10216.399999999965
2016,14,16,30,S,True,18974.130000000005,34275.090000000026,4395.366000000009,7144.377999999997,-9343.142000000022,6176.1720000000205,4425.332000000024
2016,13,17,30,Cl,False,,,,,,,
2016,12,18,30,Ar,True,,,-480.00800000000163,-2280.0,,,
2016,22,9,31,F,False,,,,,,,
2016,21,10,31,Ne,True,169.86000000001513,3360.847000000009,,,,,
2016,20,11,31,Na,True,4299.946999999986,6576.608000000007,18323.057,42482.08799999999,-15629.163,1968.036999999982,7160.747000000003
2016,19,12,31,Mg,True,2309.6479999999865,8661.970000000001,18885.788,36099.88500000001,-12597.99000000002,603.7830000000249,4129.766000000032
2016,18,13,31,Al,True,7157.186999999976,12885.570999999996,13355.84699999998,32208.648000000016,-11857.825000000012,3196.2700000000186,6244.077000000019
2016,17,14,31,Si,True,6587.400999999925,17196.60599999994,14373.180999999924,26924.162999999942,-10787.35699999993,3488.6799999999057,8709.393999999913
2016,16,15,31,P,True,12310.996999999974,23630.332999999955,7296.5569999999425,20810.72099999996,-9668.585999999981,5590.911999999924,9669.98299999995
2016,15,16,31,S,True,13054.589999999967,32028.719999999972,6130.619999999995,11725.38499999998,-9082.93299999999,8342.729999999981,6805.669999999984
2016,14,17,31,Cl,True,,36339.350999999995,264.26899999997113,4659.63499999998,-8736.992999999988,6227.915000000008,
2016,13,18,31,Ar,False,,,,,,,
2016,22,10,32,Ne,False,,,,,,,
2016,21,11,32,Na,True,1677.2050000000163,5977.152000000002,19830.402000000002,,-17526.356,2874.4860000000044,
2016,20,12,32,Mg,True,5778.051999999996,8087.6999999999825,20363.89300000001,38686.95000000001,-14553.532000000007,1097.3199999999779,4981.036000000022
2016,19,13,32,Al,True,4219.981,11377.167999999976,15266.179999999993,34151.96799999999,-12535.956000000006,3333.6239999999525,6124.686000000016
2016,18,14,32,Si,True,9199.955000000075,15787.356,16415.949000000022,29771.796000000002,-11483.752000000008,3765.5380000000296,9339.840000000055
2016,17,15,32,P,True,7935.663000000059,20246.660000000033,8644.819000000076,23018.0,-9879.148000000016,3860.210000000079,8304.860000000044
2016,16,16,32,S,True,15044.328000000038,28098.918000000005,8863.95100000006,16160.508000000002,-6947.635999999999,8040.11400000006,9219.78800000003
2016,15,17,32,Cl,True,14371.449000000022,,1581.128000000026,7711.748000000021,-8611.856,,
2016,14,18,32,Ar,True,,39274.136,2454.777000000002,2719.045999999973,-8698.475999999995,6953.543999999994,
2016,13,19,32,K,False,,,,,,,
2016,23,10,33,Ne,False,,,,,,,
2016,22,11,33,Na,True,2931.366000000009,4608.571000000025,,,-18794.99900000001,,
2016,21,12,33,Mg,True,2280.13499999998,8058.186999999976,20966.822999999975,40797.22499999998,-15862.411999999982,2593.0469999999623,6865.534999999945
2016,20,13,33,Al,True,5469.319999999978,9689.300999999978,14957.447999999975,35321.340999999986,-13602.28899999999,1820.2889999999898,4382.953999999998
2016,19,14,33,Si,True,4507.970999999961,13707.926000000036,16703.938999999984,31970.118999999977,-12336.429000000004,3688.168000000005,9060.315999999963
2016,18,15,33,P,True,10103.757999999973,18039.42100000003,9548.621999999974,25964.570999999996,-10554.482000000018,3376.304000000062,8710.439000000013
2016,17,16,33,S,True,8641.661999999953,23685.98999999999,9569.949999999953,18214.76900000003,-7115.714999999967,5283.02999999997,7175.424000000057
2016,16,17,33,Cl,True,15739.986999999965,30111.435999999987,2276.786999999953,11140.738000000012,-6475.410999999964,5958.620999999985,6393.252999999968
2016,15,18,33,Ar,True,15255.258999999991,,3338.5869999999704,4919.7149999999965,-8652.774999999965,,
2016,14,19,33,K,False,,,,,,,
2016,24,10,34,Ne,False,,,,,,,
2016,23,11,34,Na,True,171.29999999998836,3102.6659999999974,,,,,
2016,22,12,34,Mg,True,4710.245000000024,6990.380000000005,22745.70199999999,,-17381.670000000013,2904.5560000000114,
2016,21,13,34,Al,True,2574.2240000000456,8043.5440000000235,15251.53700000004,36218.360000000015,-13899.852000000014,851.5560000000114,4389.664000000019
2016,20,14,34,Si,True,7513.847000000009,12021.81799999997,18748.466000000015,33705.91399999999,-13497.953999999969,3399.9279999999562,8420.704000000027
2016,19,15,34,P,True,6282.691999999981,16386.449999999953,11323.342999999993,28027.281999999977,-11108.789999999979,4541.491999999911,8476.055999999953
2016,18,16,34,S,True,11417.141999999993,20058.803999999946,10883.333999999973,20431.955999999947,-7923.651999999944,3183.73199999996,5554.163999999932
2016,17,17,34,Cl,True,11508.065000000002,27248.051999999967,5143.190000000002,14713.139999999956,-6664.140000000014,6023.515999999945,7158.235999999917
2016,16,18,34,Ar,True,17065.333000000013,32320.592000000004,4663.933000000019,6940.719999999972,-6743.978000000003,4324.716000000015,4289.923999999999
2016,15,19,34,K,False,,,,,,,
2016,14,20,34,Ca,False,,,,,,,
2016,24,11,35,Na,False,,,,,,,
2016,23,12,35,Mg,True,754.8949999999895,5465.140000000014,23329.29699999999,,-17966.704999999987,1894.1880000000237,
2016,22,13,35,Al,True,5294.787999999942,7869.011999999988,15836.079999999958,38581.78199999995,-14894.69299999997,1759.6969999999856,5231.586999999883
2016,21,14,35,Si,True,2505.911000000022,10019.75800000003,18680.15299999999,33931.69000000003,-13694.217000000004,1697.0520000000251,6848.800000000076
2016,20,15,35,P,True,8380.424999999988,14663.11699999997,12189.920999999973,30938.386999999988,-12332.027999999991,4382.296999999904,9456.7049999999
2016,19,16,35,S,True,6985.818000000028,18402.96000000002,11586.460000000021,22909.803000000014,-8322.069000000076,4210.115000000049,6230.410000000033
2016,18,17,35,Cl,True,12644.75,24152.815000000002,6370.79800000001,17254.131999999983,-6997.89300000004,5262.147999999928,6889.5229999999865
2016,17,18,35,Ar,True,12740.286999999953,29805.619999999966,5896.15499999997,11039.344999999972,-6429.674999999988,5762.6119999999355,6372.607999999891
2016,16,19,35,K,True,,,83.55200000002515,4747.485000000044,-6563.261000000057,,
2016,15,20,35,Ca,False,,,,,,,
2016,25,11,36,Na,False,,,,,,,
2016,24,12,36,Mg,True,3330.9290000000037,4085.8239999999932,,,,,
2016,23,13,36,Al,True,1897.2000000000698,7191.988000000012,16978.38500000004,40307.68200000003,-15114.688000000024,1308.8420000000624,5157.810000000056
2016,22,14,36,Si,True,6115.978999999992,8621.890000000014,19501.34400000004,35337.424,-14032.14400000003,745.0720000000438,6334.392000000051
2016,21,15,36,P,True,3464.533000000054,11844.958000000042,13148.543000000005,31828.695999999996,-11576.580000000016,1331.7940000000526,7703.6660000000265
