regime,family,mechanism,observable,N,Z,A,paired_error_improvement
R0_random,hgb,residual,B/A,26,22,48,0.013979476383752854
R0_random,hgb,residual,B,27,22,49,0.38414516423785017
R0_random,hgb,residual,B/A,27,22,49,0.007839697229343882
R0_random,hgb,residual,B,32,19,51,3.6399905071664307
R0_random,hgb,residual,B/A,32,19,51,0.07137236288561628
R0_random,hgb,residual,B,28,23,51,1.004294318264897
R0_random,hgb,residual,B/A,28,23,51,0.019692045456174447
R0_random,hgb,residual,B,24,27,51,3.5071752136846612
R0_random,hgb,residual,B/A,24,27,51,0.06876814144479729
R0_random,hgb,residual,B,33,19,52,1.8252018439325184
R0_random,hgb,residual,B/A,33,19,52,0.035100035460240736
R0_random,hgb,residual,B,30,22,52,2.50302304095959
R0_random,hgb,residual,B/A,30,22,52,0.04813505847999212
R0_random,hgb,residual,B,28,24,52,4.806393025682894
R0_random,hgb,residual,B/A,28,24,52,0.09243063510928642
R0_random,hgb,residual,B,28,25,53,0.4339604676287081
R0_random,hgb,residual,B/A,28,25,53,0.008187933351485058
R0_random,hgb,residual,B,34,20,54,0.9805700460348703
R0_random,hgb,residual,B/A,34,20,54,0.0181587045562013
R0_random,hgb,residual,B,30,24,54,2.5591784785111145
R0_random,hgb,residual,B/A,30,24,54,0.04739219404650212
R0_random,hgb,residual,B,28,26,54,-0.2225114680122715
R0_random,hgb,residual,B/A,28,26,54,-0.004120582740967991
R0_random,hgb,residual,B,33,22,55,-0.06112653027776105
R0_random,hgb,residual,B/A,33,22,55,-0.0011113914595956556
R0_random,hgb,residual,B,30,25,55,1.5113149070552367
R0_random,hgb,residual,B/A,30,25,55,0.027478452855549763
R0_random,hgb,residual,B,31,25,56,0.6046674519515136
R0_random,hgb,residual,B/A,31,25,56,0.010797633070562742
R0_random,hgb,residual,B,29,28,57,1.7189475250063424
R0_random,hgb,residual,B/A,29,28,57,0.030156974122918286
R0_random,hgb,residual,B,29,29,58,0.8754732043055924
R0_random,hgb,residual,B/A,29,29,58,0.01509436559147573
R0_random,hgb,residual,B,28,30,58,2.6527926779754125
R0_random,hgb,residual,B/A,28,30,58,0.045737804792679526
R0_random,hgb,residual,B,35,24,59,-0.05338661887401486
R0_random,hgb,residual,B/A,35,24,59,-0.000904857947017201
R0_random,hgb,residual,B,31,28,59,0.7884511584674101
R0_random,hgb,residual,B/A,31,28,59,0.013363578957074749
R0_random,hgb,residual,B,33,27,60,0.4498236379164382
R0_random,hgb,residual,B/A,33,27,60,0.007497060631940637
R0_random,hgb,residual,B,36,25,61,0.7863624291325095
R0_random,hgb,residual,B/A,36,25,61,0.012891187362828026
R0_random,hgb,residual,B,30,31,61,4.8614437624382845
R0_random,hgb,residual,B/A,30,31,61,0.07969579938423418
R0_random,hgb,residual,B,36,27,63,2.0131292978579722
R0_random,hgb,residual,B/A,36,27,63,0.031954433299332896
R0_random,hgb,residual,B,37,27,64,0.07739597755198702
R0_random,hgb,residual,B/A,37,27,64,0.0012093121492497971
R0_random,hgb,residual,B,34,31,65,0.6094686368369366
R0_random,hgb,residual,B/A,34,31,65,0.009376440566722103
R0_random,hgb,residual,B,33,32,65,1.2232200932937758
R0_random,hgb,residual,B/A,33,32,65,0.01881877066605809
R0_random,hgb,residual,B,40,26,66,0.3213794000546386
R0_random,hgb,residual,B/A,40,26,66,0.004869384849312707
R0_random,hgb,residual,B,41,26,67,4.861865793702577
R0_random,hgb,residual,B/A,41,26,67,0.07256516110003847
R0_random,hgb,residual,B,40,27,67,1.241139690034288
R0_random,hgb,residual,B/A,40,27,67,0.018524472985586387
R0_random,hgb,residual,B,34,33,67,-0.15289342176174614
R0_random,hgb,residual,B/A,34,33,67,-0.0022819913695783004
R0_random,hgb,residual,B,39,29,68,0.8655241740181054
R0_random,hgb,residual,B/A,39,29,68,0.012728296676736844
R0_random,hgb,residual,B,38,30,68,1.9819236738444488
R0_random,hgb,residual,B/A,38,30,68,0.029145936380065424
R0_random,hgb,residual,B,42,27,69,-0.09204578631022287
R0_random,hgb,residual,B/A,42,27,69,-0.0013339969030467082
R0_random,hgb,residual,B,37,32,69,0.1136591406682328
R0_random,hgb,residual,B/A,37,32,69,0.0016472339227280117
R0_random,hgb,residual,B,38,32,70,0.21683516287873772
R0_random,hgb,residual,B/A,38,32,70,0.0030976451839819677
R0_random,hgb,residual,B,36,34,70,2.3581028225772798
R0_random,hgb,residual,B/A,36,34,70,0.03368718317967542
R0_random,hgb,residual,B,35,35,70,0.3325928796886046
R0_random,hgb,residual,B/A,35,35,70,0.004751326852694351
R0_random,hgb,residual,B,39,32,71,0.22477740318333872
R0_random,hgb,residual,B/A,39,32,71,0.0031658789180751936
R0_random,hgb,residual,B,42,31,73,0.6651978992109662
R0_random,hgb,residual,B/A,42,31,73,0.009112299989191318
R0_random,hgb,residual,B,41,32,73,0.5022394699776669
R0_random,hgb,residual,B/A,41,32,73,0.006879992739420095
R0_random,hgb,residual,B,37,36,73,0.14997536369958198
R0_random,hgb,residual,B/A,37,36,73,0.002054457036980575
R0_random,hgb,residual,B,36,37,73,4.519666334313911
R0_random,hgb,residual,B/A,36,37,73,0.06191323745635494
R0_random,hgb,residual,B,38,36,74,1.6111551807861133
R0_random,hgb,residual,B/A,38,36,74,0.02177236730792045
R0_random,hgb,residual,B,43,32,75,-0.0317128320394886
R0_random,hgb,residual,B/A,43,32,75,-0.0004228377605265147
R0_random,hgb,residual,B,40,35,75,0.37125450781661584
R0_random,hgb,residual,B/A,40,35,75,0.0049500601042215455
R0_random,hgb,residual,B,38,38,76,2.272592750590775
R0_random,hgb,residual,B/A,38,38,76,0.02990253619198388
R0_random,hgb,residual,B,44,33,77,2.2138297073095146
R0_random,hgb,residual,B/A,44,33,77,0.028751035159863828
R0_random,hgb,residual,B,43,34,77,2.4071780478087703
R0_random,hgb,residual,B/A,43,34,77,0.03126205256894507
R0_random,hgb,residual,B,40,37,77,0.3583441484128116
R0_random,hgb,residual,B/A,40,37,77,0.004653820109257293
R0_random,hgb,residual,B,49,29,78,0.3885201110867911
R0_random,hgb,residual,B/A,49,29,78,0.00498102706521527
R0_random,hgb,residual,B,47,31,78,0.026548827735041414
R0_random,hgb,residual,B/A,47,31,78,0.00034036958634668484
R0_random,hgb,residual,B,45,33,78,-0.2225682373316431
R0_random,hgb,residual,B/A,45,33,78,-0.0028534389401492703
R0_random,hgb,residual,B,49,30,79,1.4965546111340018
R0_random,hgb,residual,B/A,49,30,79,0.018943729254860785
R0_random,hgb,residual,B,42,37,79,2.1614606958883087
R0_random,hgb,residual,B/A,42,37,79,0.027360261973269732
R0_random,hgb,residual,B,47,33,80,2.2283913556525476
R0_random,hgb,residual,B/A,47,33,80,0.027854891945656844
R0_random,hgb,residual,B,42,38,80,2.920130434587918
R0_random,hgb,residual,B/A,42,38,80,0.03650163043234897
R0_random,hgb,residual,B,41,39,80,1.4679591147937572
R0_random,hgb,residual,B/A,41,39,80,0.018349488934921963
R0_random,hgb,residual,B,49,32,81,1.4739558818496334
R0_random,hgb,residual,B/A,49,32,81,0.018196986195674485
R0_random,hgb,residual,B,42,39,81,0.4222889178956848
R0_random,hgb,residual,B/A,42,39,81,0.005213443430810923
R0_random,hgb,residual,B,51,31,82,-0.1751476306214954
R0_random,hgb,residual,B/A,51,31,82,-0.002135946714896286
R0_random,hgb,residual,B,50,32,82,0.47423243817320326
R0_random,hgb,residual,B/A,50,32,82,0.005783322416746381
R0_random,hgb,residual,B,47,35,82,0.7886755062430666
R0_random,hgb,residual,B/A,47,35,82,0.009617993978573984
R0_random,hgb,residual,B,45,37,82,0.03972194657694672
R0_random,hgb,residual,B/A,45,37,82,0.00048441398264569176
R0_random,hgb,residual,B,42,40,82,-0.047466824311641176
R0_random,hgb,residual,B/A,42,40,82,-0.0005788637111175754
R0_random,hgb,residual,B,46,37,83,1.4010312993659682
R0_random,hgb,residual,B/A,46,37,83,0.016879895173083952
R0_random,hgb,residual,B,45,38,83,2.3551849152130444
R0_random,hgb,residual,B/A,45,38,83,0.02837572187003668
R0_random,hgb,residual,B,43,40,83,1.3599084271124866
R0_random,hgb,residual,B/A,43,40,83,0.016384438880873334
R0_random,hgb,residual,B,52,32,84,1.3304887170100983
R0_random,hgb,residual,B/A,52,32,84,0.01583915139297736
R0_random,hgb,residual,B,49,35,84,0.18099692636985765
R0_random,hgb,residual,B/A,49,35,84,0.0021547253139268772
R0_random,hgb,residual,B,47,39,86,4.2132556766827065
R0_random,hgb,residual,B/A,47,39,86,0.04899134507770589
R0_random,hgb,residual,B,46,40,86,3.0443518324631214
R0_random,hgb,residual,B/A,46,40,86,0.03539943991236187
R0_random,hgb,residual,B,44,42,86,-0.5802564349423847
R0_random,hgb,residual,B/A,44,42,86,-0.006747167848167264
R0_random,hgb,residual,B,47,40,87,1.6780748540850254
R0_random,hgb,residual,B/A,47,40,87,0.019288216713620982
R0_random,hgb,residual,B,54,34,88,0.8103519816444305
R0_random,hgb,residual,B/A,54,34,88,0.009208545245959435
R0_random,hgb,residual,B,50,38,88,0.077982039896483
R0_random,hgb,residual,B/A,50,38,88,0.0008861595442782155
R0_random,hgb,residual,B,46,42,88,-1.2027664982971373
R0_random,hgb,residual,B/A,46,42,88,-0.013667801117012924
R0_random,hgb,residual,B,50,39,89,3.164205761486869
R0_random,hgb,residual,B/A,50,39,89,0.03555287372457157
R0_random,hgb,residual,B,55,35,90,2.4938286665171745
R0_random,hgb,residual,B/A,55,35,90,0.027709207405746387
R0_random,hgb,residual,B,51,40,91,-0.1470211355765514
R0_random,hgb,residual,B/A,51,40,91,-0.0016156168744675976
R0_random,hgb,residual,B,47,44,91,0.3009715580329839
R0_random,hgb,residual,B/A,47,44,91,0.0033073797586042203
R0_random,hgb,residual,B,57,35,92,0.0708059979800737
R0_random,hgb,residual,B/A,57,35,92,0.000769630412826888
R0_random,hgb,residual,B,53,39,92,1.2287337463910717
R0_random,hgb,residual,B/A,53,39,92,0.013355801591207299
R0_random,hgb,residual,B,50,42,92,1.301909472100192
R0_random,hgb,residual,B/A,50,42,92,0.014151189914132523
R0_random,hgb,residual,B,49,43,92,0.2654541748401016
R0_random,hgb,residual,B/A,49,43,92,0.0028853714656532775
R0_random,hgb,residual,B,48,44,92,2.2844735677169865
R0_random,hgb,residual,B/A,48,44,92,0.024831234431706373
R0_random,hgb,residual,B,57,36,93,1.0235654628039583
R0_random,hgb,residual,B/A,57,36,93,0.011006080245203852
R0_random,hgb,residual,B,51,42,93,2.5936094520651523
R0_random,hgb,residual,B/A,51,42,93,0.027888273678119916
R0_random,hgb,residual,B,49,44,93,1.2447121470055436
R0_random,hgb,residual,B/A,49,44,93,0.01338400158070477
R0_random,hgb,residual,B,50,44,94,1.1062940005023165
R0_random,hgb,residual,B/A,50,44,94,0.011769085111726772
R0_random,hgb,residual,B,48,46,94,4.205264904753335
R0_random,hgb,residual,B/A,48,46,94,0.04473686068886526
R0_random,hgb,residual,B,55,40,95,0.5736508005170435
R0_random,hgb,residual,B/A,55,40,95,0.006038429479126774
R0_random,hgb,residual,B,58,38,96,0.5935179975680285
R0_random,hgb,residual,B/A,58,38,96,0.00618247914133363
R0_random,hgb,residual,B,51,45,96,0.1685189430486389
R0_random,hgb,residual,B/A,51,45,96,0.0017554056567566554
R0_random,hgb,residual,B,59,38,97,2.1879904576006766
R0_random,hgb,residual,B/A,59,38,97,0.02255660265567708
R0_random,hgb,residual,B,58,39,97,2.6343675495695607
R0_random,hgb,residual,B/A,58,39,97,0.027158428346077946
R0_random,hgb,residual,B,57,40,97,0.5770275061611301
R0_random,hgb,residual,B/A,57,40,97,0.0059487371769188675
R0_random,hgb,residual,B,53,44,97,1.0666280703316033
R0_random,hgb,residual,B/A,53,44,97,0.010996165673521685
R0_random,hgb,residual,B,52,45,97,0.024179645532399263
R0_random,hgb,residual,B/A,52,45,97,0.00024927469621030193
R0_random,hgb,residual,B,54,45,99,-0.5186019801910788
R0_random,hgb,residual,B/A,54,45,99,-0.005238403840313928
R0_random,hgb,residual,B,54,47,101,2.998554450591996
R0_random,hgb,residual,B/A,54,47,101,0.029688657926653428
R0_random,hgb,residual,B,65,37,102,10.207786305667469
R0_random,hgb,residual,B/A,65,37,102,0.10007633633007322
R0_random,hgb,residual,B,63,39,102,0.14510553303693996
R0_random,hgb,residual,B/A,63,39,102,0.0014226032650680384
R0_random,hgb,residual,B,64,39,103,0.6728822680614712
R0_random,hgb,residual,B/A,64,39,103,0.006532837553994865
R0_random,hgb,residual,B,59,44,103,2.356990101665133
R0_random,hgb,residual,B/A,59,44,103,0.022883399045292553
R0_random,hgb,residual,B,58,46,104,-0.21192565856676993
R0_random,hgb,residual,B/A,58,46,104,-0.002037746716988172
R0_random,hgb,residual,B,57,47,104,0.2230060722821463
R0_random,hgb,residual,B/A,57,47,104,0.0021442891565590996
R0_random,hgb,residual,B,62,43,105,2.0460394845163137
R0_random,hgb,residual,B/A,62,43,105,0.019486090328726797
R0_random,hgb,residual,B,61,44,105,0.5858796050900992
R0_random,hgb,residual,B/A,61,44,105,0.00557980576276285
R0_random,hgb,residual,B,58,47,105,1.75026678725294
R0_random,hgb,residual,B/A,58,47,105,0.016669207497647047
R0_random,hgb,residual,B,58,48,106,0.6801884898391108
R0_random,hgb,residual,B/A,58,48,106,0.006416872545651989
R0_random,hgb,residual,B,63,44,107,-0.1575697510795635
R0_random,hgb,residual,B/A,63,44,107,-0.0014726144960706868
R0_random,hgb,residual,B,61,46,107,0.7890469625775722
R0_random,hgb,residual,B/A,61,46,107,0.007374270678295068
R0_random,hgb,residual,B,58,49,107,1.1139977751290644
R0_random,hgb,residual,B/A,58,49,107,0.010411194160084715
R0_random,hgb,residual,B,64,44,108,0.4489971182146064
R0_random,hgb,residual,B/A,64,44,108,0.004157380724209319
R0_random,hgb,residual,B,67,42,109,1.785889740274115
R0_random,hgb,residual,B/A,67,42,109,0.01638430954379922
R0_random,hgb,residual,B,63,46,109,-0.19205858024758982
R0_random,hgb,residual,B/A,63,46,109,-0.0017620053233723836
R0_random,hgb,residual,B,65,45,110,1.6964225208843118
R0_random,hgb,residual,B/A,65,45,110,0.015422022917130107
R0_random,hgb,residual,B,62,48,110,0.9292742737466142
R0_random,hgb,residual,B/A,62,48,110,0.008447947943151039
R0_random,hgb,residual,B,58,52,110,0.41707459806207225
R0_random,hgb,residual,B/A,58,52,110,0.0037915872551097475
R0_random,hgb,residual,B,66,45,111,2.869200307298229
R0_random,hgb,residual,B/A,66,45,111,0.025848651417101163
R0_random,hgb,residual,B,63,48,111,1.2904208930889354
R0_random,hgb,residual,B/A,63,48,111,0.01162541345125167
R0_random,hgb,residual,B,69,43,112,0.37536716978604545
R0_random,hgb,residual,B/A,69,43,112,0.0033514925873754054
R0_random,hgb,residual,B,65,47,112,1.9034618176000322
R0_random,hgb,residual,B/A,65,47,112,0.016995194800000286
R0_random,hgb,residual,B,59,53,112,2.6779616296117865
R0_random,hgb,residual,B/A,59,53,112,0.023910371692962378
R0_random,hgb,residual,B,63,50,113,0.7115993562728136
R0_random,hgb,residual,B/A,63,50,113,0.006297339436042599
R0_random,hgb,residual,B,62,51,113,1.0760214107480124
R0_random,hgb,residual,B/A,62,51,113,0.009522313369451436
R0_random,hgb,residual,B,60,53,113,1.1164464276994295
R0_random,hgb,residual,B/A,60,53,113,0.009880056882295835
R0_random,hgb,residual,B,58,55,113,7.747055294038205
R0_random,hgb,residual,B/A,58,55,113,0.06855801145166553
R0_random,hgb,residual,B,70,44,114,-0.1840006930273148
R0_random,hgb,residual,B/A,70,44,114,-0.0016140411669062701
R0_random,hgb,residual,B,63,51,114,0.3778223514769934
R0_random,hgb,residual,B/A,63,51,114,0.0033142311533069595
R0_random,hgb,residual,B,64,52,116,-0.02544020623668075
R0_random,hgb,residual,B/A,64,52,116,-0.00021931212273000646
R0_random,hgb,residual,B,73,45,118,-0.09237588155360754
R0_random,hgb,residual,B/A,73,45,118,-0.0007828464538441318
R0_random,hgb,residual,B,70,48,118,2.045748587339631
R0_random,hgb,residual,B/A,70,48,118,0.017336852435081616
R0_random,hgb,residual,B,68,50,118,2.4991063366835533
R0_random,hgb,residual,B/A,68,50,118,0.021178867260030113
R0_random,hgb,residual,B,67,52,119,1.7090643126698524
R0_random,hgb,residual,B/A,67,52,119,0.014361884980418928
R0_random,hgb,residual,B,64,55,119,1.7907820303188373
R0_random,hgb,residual,B/A,64,55,119,0.015048588490074262
R0_random,hgb,residual,B,71,49,120,1.6789314071457966
R0_random,hgb,residual,B/A,71,49,120,0.013991095059548304
R0_random,hgb,residual,B,65,55,120,0.7443613633926134
R0_random,hgb,residual,B/A,65,55,120,0.006203011361605111
R0_random,hgb,residual,B,70,51,121,1.443256391416071
R0_random,hgb,residual,B/A,70,51,121,0.011927738772033646
R0_random,hgb,residual,B,72,50,122,4.136090157086073
R0_random,hgb,residual,B/A,72,50,122,0.033902378336771094
R0_random,hgb,residual,B,71,51,122,3.7301137083954927
R0_random,hgb,residual,B/A,71,51,122,0.03057470252783191
R0_random,hgb,residual,B,69,53,122,1.6576736618717405
R0_random,hgb,residual,B/A,69,53,122,0.013587489031735577
R0_random,hgb,residual,B,74,49,123,0.2738954513324643
R0_random,hgb,residual,B/A,74,49,123,0.0022267922872558073
R0_random,hgb,residual,B,70,53,123,0.27692665270410544
R0_random,hgb,residual,B/A,70,53,123,0.002251436200846386
R0_random,hgb,residual,B,72,53,125,0.08941540365253786
R0_random,hgb,residual,B/A,72,53,125,0.0007153232292203028
R0_random,hgb,residual,B,69,56,125,2.553259112177784
R0_random,hgb,residual,B/A,69,56,125,0.020426072897422272
R0_random,hgb,residual,B,69,57,126,6.099854645637606
R0_random,hgb,residual,B/A,69,57,126,0.048411544806647666
R0_random,hgb,residual,B,68,58,126,3.3279380293010945
R0_random,hgb,residual,B/A,68,58,126,0.026412206581754718
R0_random,hgb,residual,B,78,49,127,0.7501259095054138
R0_random,hgb,residual,B/A,78,49,127,0.005906503224452077
R0_random,hgb,residual,B,74,54,128,2.421188151348133
R0_random,hgb,residual,B/A,74,54,128,0.01891553243240729
R0_random,hgb,residual,B,75,54,129,2.281325267680131
R0_random,hgb,residual,B/A,75,54,129,0.017684691997520395
R0_random,hgb,residual,B,73,56,129,0.38586802712916324
R0_random,hgb,residual,B/A,73,56,129,0.0029912250165051416
R0_random,hgb,residual,B,77,53,130,1.1983991947013237
R0_random,hgb,residual,B/A,77,53,130,0.009218455343856336
R0_random,hgb,residual,B,75,55,130,2.1261034204389944
R0_random,hgb,residual,B/A,75,55,130,0.016354641695684572
R0_random,hgb,residual,B,73,57,130,1.4498251051745683
R0_random,hgb,residual,B/A,73,57,130,0.01115250080903514
R0_random,hgb,residual,B,70,60,130,-0.1815318632313847
R0_random,hgb,residual,B/A,70,60,130,-0.0013963989479337286
R0_random,hgb,residual,B,81,50,131,2.7958130756817354
R0_random,hgb,residual,B/A,81,50,131,0.02134208454718882
R0_random,hgb,residual,B,75,56,131,1.9688798512386256
R0_random,hgb,residual,B/A,75,56,131,0.015029617185027678
R0_random,hgb,residual,B,82,50,132,5.098914232966763
R0_random,hgb,residual,B/A,82,50,132,0.03862813812853608
R0_random,hgb,residual,B,78,54,132,3.8439667209984236
R0_random,hgb,residual,B/A,78,54,132,0.02912096000756382
R0_random,hgb,residual,B,77,55,132,4.429411827060449
R0_random,hgb,residual,B/A,77,55,132,0.0335561502050034
R0_random,hgb,residual,B,75,57,132,4.039995360240482
R0_random,hgb,residual,B/A,75,57,132,0.030606025456367286
R0_random,hgb,residual,B,76,57,133,3.9883236600248893
R0_random,hgb,residual,B/A,76,57,133,0.029987395940036764
R0_random,hgb,residual,B,73,60,133,4.940533888647678
R0_random,hgb,residual,B/A,73,60,133,0.03714687134321563
R0_random,hgb,residual,B,72,61,133,3.5373252388551464
R0_random,hgb,residual,B/A,72,61,133,0.026596430367331926
R0_random,hgb,residual,B,83,51,134,3.7942571704979855
R0_random,hgb,residual,B/A,83,51,134,0.028315352018641684
R0_random,hgb,residual,B,82,52,134,0.9214079022096939
R0_random,hgb,residual,B/A,82,52,134,0.006876178374699209
R0_random,hgb,residual,B,78,56,134,1.7263352985034999
R0_random,hgb,residual,B/A,78,56,134,0.01288309924256343
R0_random,hgb,residual,B,77,57,134,0.5704329873979077
R0_random,hgb,residual,B/A,77,57,134,0.0042569625925217
R0_random,hgb,residual,B,75,59,134,0.10316441684290112
R0_random,hgb,residual,B/A,75,59,134,0.0007698837077828443
R0_random,hgb,residual,B,83,52,135,-0.4478479942415561
R0_random,hgb,residual,B/A,83,52,135,-0.003317392549937452
R0_random,hgb,residual,B,82,53,135,0.10880853419689629
R0_random,hgb,residual,B/A,82,53,135,0.0008059891421992307
R0_random,hgb,residual,B,80,55,135,0.33682624098901215
R0_random,hgb,residual,B/A,80,55,135,0.002495009192511201
R0_random,hgb,residual,B,76,59,135,1.7365956178323358
R0_random,hgb,residual,B/A,76,59,135,0.012863671243202488
R0_random,hgb,residual,B,75,60,135,-0.2855089525223775
R0_random,hgb,residual,B/A,75,60,135,-0.0021148811297953887
R0_random,hgb,residual,B,84,52,136,0.7610740903112401
R0_random,hgb,residual,B/A,84,52,136,0.0055961330169944125
R0_random,hgb,residual,B,76,60,136,3.873401646003231
R0_random,hgb,residual,B/A,76,60,136,0.028480894455906108
R0_random,hgb,residual,B,84,53,137,1.416170667982442
R0_random,hgb,residual,B/A,84,53,137,0.010337012175054321
R0_random,hgb,residual,B,82,55,137,2.9814604661798967
R0_random,hgb,residual,B/A,82,55,137,0.021762485154597784
R0_random,hgb,residual,B,80,57,137,1.1213114578868044
R0_random,hgb,residual,B/A,80,57,137,0.008184755167056967
R0_random,hgb,residual,B,85,53,138,3.3344761091120745
R0_random,hgb,residual,B/A,85,53,138,0.024162870355884596
R0_random,hgb,residual,B,77,61,138,2.2078710172474985
R0_random,hgb,residual,B/A,77,61,138,0.015999065342373178
R0_random,hgb,residual,B,81,58,139,-0.2353281309040085
R0_random,hgb,residual,B/A,81,58,139,-0.0016930081360000608
R0_random,hgb,residual,B,80,59,139,0.8826046047900036
R0_random,hgb,residual,B/A,80,59,139,0.006349673415755422
R0_random,hgb,residual,B,77,62,139,1.192403186820684
R0_random,hgb,residual,B/A,77,62,139,0.00857844019295456
R0_random,hgb,residual,B,86,54,140,0.6964370951343426
R0_random,hgb,residual,B/A,86,54,140,0.0049745506795310195
R0_random,hgb,residual,B,80,60,140,1.0436296147479425
R0_random,hgb,residual,B/A,80,60,140,0.0074544972481995885
R0_random,hgb,residual,B,76,64,140,1.1348851815801027
R0_random,hgb,residual,B/A,76,64,140,0.008106322725572162
R0_random,hgb,residual,B,83,58,141,1.2391136575397468
R0_random,hgb,residual,B/A,83,58,141,0.008788040124395368
R0_random,hgb,residual,B,89,53,142,3.1575285647757028
R0_random,hgb,residual,B/A,89,53,142,0.02223611665335002
R0_random,hgb,residual,B,87,55,142,1.7814247469127622
R0_random,hgb,residual,B/A,87,55,142,0.012545244696568748
R0_random,hgb,residual,B,80,62,142,4.227435854790656
R0_random,hgb,residual,B/A,80,62,142,0.029770675033737013
R0_random,hgb,residual,B,88,55,143,2.200809604704091
R0_random,hgb,residual,B/A,88,55,143,0.015390276955972663
R0_random,hgb,residual,B,82,61,143,0.2709230153095632
R0_random,hgb,residual,B/A,82,61,143,0.0018945665406263166
R0_random,hgb,residual,B,81,62,143,0.6073128583302605
R0_random,hgb,residual,B/A,81,62,143,0.004246943065246577
R0_random,hgb,residual,B,90,54,144,1.1893555273952643
R0_random,hgb,residual,B/A,90,54,144,0.008259413384689336
R0_random,hgb,residual,B,88,56,144,2.569130784635263
R0_random,hgb,residual,B/A,88,56,144,0.017841186004411546
R0_random,hgb,residual,B,84,60,144,3.6148792390411018
R0_random,hgb,residual,B/A,84,60,144,0.02510332804889654
R0_random,hgb,residual,B,81,63,144,0.5576477656670704
R0_random,hgb,residual,B/A,81,63,144,0.003872553928243545
R0_random,hgb,residual,B,79,65,144,3.104797938995034
R0_random,hgb,residual,B/A,79,65,144,0.021561096798576627
R0_random,hgb,residual,B,84,61,145,2.6906057318428793
R0_random,hgb,residual,B/A,84,61,145,0.01855590159891641
R0_random,hgb,residual,B,83,62,145,1.4075412143829453
R0_random,hgb,residual,B/A,83,62,145,0.009707180788847898
R0_random,hgb,residual,B,92,54,146,4.121961687715157
R0_random,hgb,residual,B/A,92,54,146,0.028232614299418878
R0_random,hgb,residual,B,91,55,146,2.4677962742389354
R0_random,hgb,residual,B/A,91,55,146,0.016902714207115997
R0_random,hgb,residual,B,85,61,146,1.7338103439988117
R0_random,hgb,residual,B/A,85,61,146,0.011875413315060354
R0_random,hgb,residual,B,80,66,146,2.5047740244096985
R0_random,hgb,residual,B/A,80,66,146,0.017155986468559578
R0_random,hgb,residual,B,78,68,146,5.423242167396438
R0_random,hgb,residual,B/A,78,68,146,0.037145494297235876
R0_random,hgb,residual,B,87,60,147,2.5194308793420532
R0_random,hgb,residual,B/A,87,60,147,0.017138985573755462
R0_random,hgb,residual,B,81,66,147,1.9590699066625348
R0_random,hgb,residual,B/A,81,66,147,0.013327006167772347
R0_random,hgb,residual,B,88,60,148,5.198912186155212
R0_random,hgb,residual,B/A,88,60,148,0.035127785041589275
R0_random,hgb,residual,B,87,61,148,4.46296965256397
R0_random,hgb,residual,B/A,87,61,148,0.03015520035516196
R0_random,hgb,residual,B,86,62,148,4.682169753138396
R0_random,hgb,residual,B/A,86,62,148,0.031636282115799975
R0_random,hgb,residual,B,82,66,148,2.8351715281901306
R0_random,hgb,residual,B/A,82,66,148,0.019156564379663045
R0_random,hgb,residual,B,87,62,149,2.0698147133639395
R0_random,hgb,residual,B/A,87,62,149,0.013891373915194224
R0_random,hgb,residual,B,86,63,149,0.8533658868802831
R0_random,hgb,residual,B/A,86,63,149,0.005727287831411297
R0_random,hgb,residual,B,91,59,150,0.5864930158602419
R0_random,hgb,residual,B/A,91,59,150,0.003909953439068279
R0_random,hgb,residual,B,87,63,150,1.1923318457804726
R0_random,hgb,residual,B/A,87,63,150,0.007948878971869818
R0_random,hgb,residual,B,82,68,150,0.354938372541028
R0_random,hgb,residual,B/A,82,68,150,0.0023662558169401863
R0_random,hgb,residual,B,85,66,151,2.0023519578785454
R0_random,hgb,residual,B/A,85,66,151,0.013260608992573147
R0_random,hgb,residual,B,94,59,153,4.179028384600542
R0_random,hgb,residual,B/A,94,59,153,0.027313911010461062
R0_random,hgb,residual,B,87,66,153,1.3496274493400051
R0_random,hgb,residual,B/A,87,66,153,0.008821094440130753
R0_random,hgb,residual,B,91,63,154,1.8599478017274578
R0_random,hgb,residual,B/A,91,63,154,0.012077583128100375
R0_random,hgb,residual,B,88,66,154,1.538087152370963
R0_random,hgb,residual,B/A,88,66,154,0.00998757891149976
R0_random,hgb,residual,B,84,70,154,0.18482767492878338
R0_random,hgb,residual,B/A,84,70,154,0.001200179707329762
R0_random,hgb,residual,B,85,71,156,0.734066005940349
R0_random,hgb,residual,B/A,85,71,156,0.004705551320130443
R0_random,hgb,residual,B,95,62,157,0.4564209591362669
R0_random,hgb,residual,B/A,95,62,157,0.00290713986710998
R0_random,hgb,residual,B,93,64,157,3.8348474461952264
R0_random,hgb,residual,B/A,93,64,157,0.024425779912071503
R0_random,hgb,residual,B,98,60,158,0.2822780035519372
R0_random,hgb,residual,B/A,98,60,158,0.0017865696427337796
R0_random,hgb,residual,B,92,66,158,1.0138700240383969
R0_random,hgb,residual,B/A,92,66,158,0.006416898886318968
R0_random,hgb,residual,B,90,68,158,0.6574704940139782
R0_random,hgb,residual,B/A,90,68,158,0.0041612056583163175
R0_random,hgb,residual,B,99,60,159,-0.30297553704076563
R0_random,hgb,residual,B/A,99,60,159,-0.0019055065222689663
R0_random,hgb,residual,B,93,66,159,3.3034091371614522
