regime,family,mechanism,observable,n,mae,rmse,bias,median_ae,p95_ae,G_vs_data_MAE
R1_Ni_broad,mlp,data,B/A,22,0.04559442776288365,0.06521432965164634,-0.017916646603930723,0.02472075654516548,0.1192708486657641,
R1_Ni_broad,mlp,soft,B/A,22,0.02608048402367488,0.03496305822793392,-0.007335691847231777,0.01641828319743599,0.07185067583662502,1.748220152720124
R1_Ni_broad,mlp,residual,B/A,22,0.02888217232956134,0.0360655483120024,-0.028643355342336155,0.022547002993463572,0.06970287267280595,1.5786356802606938
R1_Ni_broad,mlp,adaptive,B/A,22,0.026916896567362757,0.03780440127275451,-0.009149631600492486,0.01433857523983928,0.08058287322662139,1.6938961610517815
R1_Pb,physics,physics_only,B/A,38,0.01880717198026814,0.02327009994629099,-0.01880717198026814,0.01530253576346663,0.04377533224703906,
R1_Pb,BWN,physics_only_shell_aware,B/A,0,,,,,,
R1_Pb,ridge,data,B/A,38,0.01499442217754131,0.020632072356173578,-0.01499442217754131,0.010961093008697631,0.0414248292454856,
R1_Pb,ridge,soft,B/A,38,0.01499442217754131,0.020632072356173578,-0.01499442217754131,0.010961093008697631,0.0414248292454856,1.0
R1_Pb,ridge,residual,B/A,38,0.014755722893950177,0.02084356118206464,-0.014249540106369456,0.010298130773400693,0.04162581961501272,1.016176725824053
R1_Pb,ridge,adaptive,B/A,38,0.01608335072567143,0.021180505724657187,-0.01608335072567143,0.011063045251945347,0.04187360767926184,0.9322946712595139
R1_Pb,hgb,data,B/A,38,0.01004281755051912,0.012818580903597653,-0.001179578666658094,0.008350776014744987,0.024466834335931862,
R1_Pb,hgb,soft,B/A,38,0.012051135585657683,0.01576101956637973,-0.01175613465482393,0.008147513367315451,0.031179297982348152,0.8333503078723382
R1_Pb,hgb,residual,B/A,38,0.0025384292373433525,0.003127895336616928,-0.0025384292373433525,0.0021722613148984493,0.005634174715295389,3.9563118021086328
R1_Pb,hgb,adaptive,B/A,38,0.009563871888356753,0.012004400442322349,-0.008816324612156317,0.00802394881448576,0.023288542660263412,1.0500786363256753
R1_Pb,mlp,data,B/A,38,0.017650968599662652,0.024190313417624145,-0.0007425717664540979,0.01051188399432812,0.045423089481934555,
R1_Pb,mlp,soft,B/A,38,0.01420365776088022,0.018875229143402297,-0.011581331894742442,0.009317929305201034,0.03887552657458144,1.2427058506208895
R1_Pb,mlp,residual,B/A,38,0.003382568984185693,0.004319511129149125,-0.003382568984185693,0.002573129488072645,0.009281817511384726,5.218213932128241
R1_Pb,mlp,adaptive,B/A,38,0.013594962508761278,0.017770601294107295,-0.009830367573132147,0.010283218862716215,0.03657209512004033,1.2983462505532826
R1_Pb_broad,physics,physics_only,B/A,38,0.018435839173821418,0.023176740108771136,-0.018435839173821418,0.015264085020707086,0.04409737832170894,
