N,Z,A,B_total_MeV,B_1_volume,residual_B_1_volume,residual_BA_1_volume,B_2_surface,residual_B_2_surface,residual_BA_2_surface,B_3_coulomb,residual_B_3_coulomb,residual_BA_3_coulomb,B_4_asymmetry,residual_B_4_asymmetry,residual_BA_4_asymmetry,B_5_pairing,residual_B_5_pairing,residual_BA_5_pairing,is_magic_Z,is_magic_N
28,27,55,476.829122,864.7000666896784,-387.87094468967837,-7.052198994357789,606.5363499565964,-129.7072279565964,-2.35831323557448,474.51596671778543,2.3131552822145522,0.042057368767537316,474.09361961841887,2.7355023815811137,0.04973640693783843,474.09361961841887,2.7355023815811137,0.04973640693783843,False,True
27,28,55,467.3527375,864.7000666896784,-397.34732918967836,-7.224496894357788,606.5363499565964,-139.1836124565964,-2.53061113557448,464.36055262249226,2.992184877507725,0.05440336140923137,463.9382055231257,3.4145319768742866,0.06208239957953248,463.9382055231257,3.4145319768742866,0.06208239957953248,True,False
32,24,56,488.5026103999999,880.421886084036,-391.9192756840361,-6.998558494357788,619.1383189518616,-130.63570855186168,-2.332780509854673,515.9490563693532,-27.446445969353306,-0.49011510659559476,489.4015244091685,-0.8989140091685499,-0.01605203587800982,490.95115801108017,-2.4485476110802438,-0.043724064483575784,False,False
31,25,56,489.3468048,880.421886084036,-391.07508128403606,-6.983483594357787,619.1383189518616,-129.79151415186163,-2.317705609854672,506.9760770143525,-17.62927221435251,-0.31480843239915196,492.04309028674857,-2.696285486748593,-0.04814795512051059,490.4934566848369,-1.1466518848368992,-0.020475926514944627,False,False
30,26,56,492.2599528,880.421886084036,-388.161933284036,-6.931463094357786,619.1383189518616,-126.8783661518616,-2.2656851098546715,497.62922351956,-5.3692707195600065,-0.09587983427785726,490.99234052951385,1.267612270486154,0.022635933401538466,492.54197413142555,-0.28202133142553976,-0.005036095204027495,False,False
29,27,56,486.9109616,880.421886084036,-393.510924484036,-7.026980794357786,619.1383189518616,-132.2273573518616,-2.3612028098546713,487.9084958849759,-0.9975342849758704,-0.01781311223171197,486.24927513746434,0.6616864625356698,0.01181582968813696,484.69964153555264,2.2113200644473636,0.039487858293702924,False,False
28,28,56,483.9957416,880.421886084036,-396.42614448403606,-7.079038294357787,619.1383189518616,-135.14257735186163,-2.413260309854672,477.81389411060013,6.181847489399843,0.1103901337392829,477.81389411060013,6.181847489399843,0.1103901337392829,479.3635277125118,4.632213887488149,0.08271810513371694,True,True
27,29,56,467.9354792,880.421886084036,-412.48640688403606,-7.365828694357787,619.1383189518616,-151.20283975186163,-2.700050709854672,467.34541819643255,0.5900610035674276,0.010536803635132637,465.686197448921,2.2492817510789678,0.04016574555498157,464.1365638470093,3.7989153529906616,0.06783777416054752,False,False
34,23,57,486.5062119,896.1437054783938,-409.63749357839384,-7.186622694357787,631.7588044700346,-145.25259257003466,-2.5482910977199063,537.725072666909,-51.21886076690902,-0.8985765046826143,488.41419641630273,-1.9079845163027471,-0.033473412566714864,488.41419641630273,-1.9079845163027471,-0.033473412566714864,False,False
33,24,57,493.8137886,896.1437054783938,-402.3299168783938,-7.058419594357786,631.7588044700346,-137.94501587003464,-2.420087997719906,529.1765515938976,-35.36276299389755,-0.6203993507701324,496.1667914591942,-2.3530028591941914,-0.041280751915687565,496.1667914591942,-2.3530028591941914,-0.041280751915687565,False,False
32,25,57,497.9927322,896.1437054783938,-398.15097327839385,-6.985104794357786,631.7588044700346,-133.76607227003467,-2.3467731977199064,520.2563556916248,-22.2636234916248,-0.39058988581797893,500.2874884496437,-2.29475624964374,-0.04025888157269719,500.2874884496437,-2.29475624964374,-0.04025888157269719,False,False
31,26,57,499.9061253,896.1437054783938,-396.23758017839384,-6.951536494357787,631.7588044700346,-131.85267917003466,-2.3132048977199062,510.9644849600906,-11.058359660090616,-0.19400630982615116,500.7762873876513,-0.8701620876512948,-0.015266001537742014,500.7762873876513,-0.8701620876512948,-0.015266001537742014,False,False
30,27,57,498.2874165,896.1437054783938,-397.8562889783938,-6.979934894357786,631.7588044700346,-133.47138797003464,-2.341603297719906,501.3009393992951,-3.013522899295083,-0.05286882279465058,497.63318827321694,0.6542282267830615,0.011477688189176516,497.63318827321694,0.6542282267830615,0.011477688189176516,False,False
29,28,57,494.2433748,896.1437054783938,-401.9003306783938,-7.050882994357786,631.7588044700346,-137.51542967003462,-2.4125513977199056,491.2657190092382,2.977655790761844,0.05223957527652358,490.8581911063406,3.385183693659428,0.05938918760806014,490.8581911063406,3.385183693659428,0.05938918760806014,True,False
28,29,57,484.6860822,896.1437054783938,-411.45762327839384,-7.218554794357787,631.7588044700346,-147.07272227003466,-2.5802231977199064,480.85882378991994,3.8272584100800486,0.06714488438736928,480.45129588702235,4.234786312977633,0.07429449671890584,480.45129588702235,4.234786312977633,0.07429449671890584,False,True
35,23,58,490.5730480000001,911.8655248727516,-421.29247687275154,-7.263663394357785,644.3973745955166,-153.82432659551648,-2.6521435619916636,550.907202518161,-60.33415451816086,-1.0402440434165665,493.234977915001,-2.6619299150009397,-0.045895343362085166,491.7122965186969,-1.1392485186968315,-0.019642215839600543,False,False
34,24,58,501.3519246,911.8655248727516,-410.5136002727516,-7.077820694357786,644.3973745955166,-143.04544999551655,-2.4663008619916647,542.4080959656741,-41.05617136567406,-0.7078650235461045,502.35793999125747,-1.0060153912574492,-0.017345092952714643,503.8806213875616,-2.5286967875615574,-0.04359822047519926,False,False
33,25,58,504.4053404,911.8655248727516,-407.4601844727516,-7.025175594357787,644.3973745955166,-139.99203419551657,-2.4136557619916648,533.53946304134,-29.134122641340014,-0.5023124593334485,507.9073632177134,-3.502022817713396,-0.06037970375367924,506.3846818214093,-1.9793414214092877,-0.03412657623119462,False,False
32,26,58,509.9506972,911.8655248727516,-401.91482767275164,-6.9295659943577865,644.3973745955166,-134.4466773955166,-2.3180461619916652,524.3013037451586,-14.350606545158655,-0.2474242507785975,509.88324759436864,0.06744960563133873,0.0011629242350230816,511.40592899067275,-1.4552317906727694,-0.025090203287461543,False,False
31,27,58,506.8603702,911.8655248727516,-405.00515467275164,-6.982847494357787,644.3973745955166,-137.5370043955166,-2.3713276619916654,514.6936180771299,-7.833247877129963,-0.1350559978815511,508.28559312122326,-1.4252229212232805,-0.024572808986608286,506.76291172491915,0.09745847508082761,0.0016803185358763382,False,False
30,28,58,506.4596018,911.8655248727516,-405.40592307275165,-6.989757294357787,644.3973745955166,-137.9377727955166,-2.3782374619916653,504.71640603725405,1.743195762745927,0.030055099357688395,503.11439979827736,3.345202001722612,0.057675896581424344,504.63708119458147,1.8225206054185037,0.03142276905893972,True,False
29,29,58,497.1162368,911.8655248727516,-414.7492880727516,-7.150849794357786,644.3973745955166,-147.28113779551654,-2.5393299619916645,494.36966762553095,2.746569174469073,0.04735464093912195,494.36966762553095,2.746569174469073,0.04735464093912195,492.84698622922684,4.269250570773181,0.07360776846160658,False,False
28,30,58,486.9649086,911.8655248727516,-424.9006162727516,-7.325872694357787,644.3973745955166,-157.43246599551657,-2.714352861991665,483.65340284196054,3.311505758039459,0.05709492686274929,482.05139660298386,4.913511997016144,0.08471572408648524,483.57407799928797,3.390830600712036,0.058462596564000616,False,True
35,24,59,505.5473705,927.5873442671094,-422.0399737671094,-7.153219894357787,657.0536147412563,-151.5062442412563,-2.5679024447670558,555.6438331568107,-50.09646265681073,-0.8490925874035716,508.00451203334364,-2.457141533343645,-0.041646466666841436,508.00451203334364,-2.457141533343645,-0.041646466666841436,False,False
34,25,59,512.1744216,927.5873442671094,-415.41292266710946,-7.040896994357787,657.0536147412563,-144.87919314125634,-2.4555795447670565,546.8255912799024,-34.65116967990241,-0.587307960676312,514.9348060650194,-2.760384465019456,-0.04678617737321112,514.9348060650194,-2.760384465019456,-0.04678617737321112,False,False
33,26,59,516.5317014,927.5873442671094,-411.05564286710944,-6.967044794357787,657.0536147412563,-140.52191334125632,-2.3817273447670564,537.6399226581229,-21.108221258122967,-0.3577664620020842,518.3479661701074,-1.8162647701074093,-0.03078414864588829,518.3479661701074,-1.8162647701074093,-0.03078414864588829,False,False
32,27,59,517.3142361,927.5873442671094,-410.2731081671094,-6.953781494357786,657.0536147412563,-139.73937864125628,-2.3684640447670557,528.0868272914722,-10.772591191472202,-0.18258629138088478,518.2439923486071,-0.9297562486070774,-0.015758580484865718,518.2439923486071,-0.9297562486070774,-0.015758580484865718,False,False
31,28,59,515.4588808000001,927.5873442671094,-412.1284634671093,-6.985228194357785,657.0536147412563,-141.5947339412562,-2.3999107447670545,518.1663051799503,-2.7074243799502256,-0.04588854881271569,514.6228846005189,0.8359961994812011,0.014169427109850866,514.6228846005189,0.8359961994812011,0.014169427109850866,True,False
30,29,59,509.8781593,927.5873442671094,-417.7091849671094,-7.0798166943577865,657.0536147412563,-147.1754554412563,-2.494499244767056,507.87835632355734,1.999802976442652,0.03389496570241783,507.48464292584276,2.3935163741572296,0.04056807413825813,507.48464292584276,2.3935163741572296,0.04056807413825813,False,False
29,30,59,499.9530318,927.5873442671094,-427.6343124671094,-7.248039194357786,657.0536147412563,-157.10058294125628,-2.6627217447670555,497.22298072229313,2.7300510777068894,0.04627205216452355,496.82926732457855,3.123764475421467,0.05294516060036385,496.82926732457855,3.123764475421467,0.05294516060036385,False,False
36,24,60,512.411256,943.3091636614672,-430.89790766146723,-7.181631794357787,669.7271266723214,-157.31587067232147,-2.6219311778720242,568.8838920017197,-56.47263600171971,-0.9412106000286617,513.1340748853318,-0.7228188853317761,-0.012046981422196268,514.6311631749222,-2.219907174922241,-0.03699845291537069,False,False
35,25,60,517.688352,943.3091636614672,-425.6208116614672,-7.093680194357787,669.7271266723214,-152.03877467232144,-2.533979577872024,560.1149150738413,-42.426563073841294,-0.7071093845640216,521.3997642985719,-3.7114122985718723,-0.06185687164286454,519.9026760089814,-2.214324008981407,-0.03690540014969012,False,False
34,26,60,525.3512340000001,943.3091636614672,-417.9579296614671,-6.965965494357786,669.7271266723214,-144.37589267232136,-2.406264877872023,550.9805641073012,-25.629330107301143,-0.4271555017883524,526.2028676111288,-0.8516336111287046,-0.014193893518811744,527.6999559007193,-2.3487219007191698,-0.039145365011986163,False,False
33,27,60,524.806152,943.3091636614672,-418.5030116614672,-6.975050194357787,669.7271266723214,-144.92097467232145,-2.415349577872024,541.4808391020997,-16.67468710209971,-0.2779114517016618,527.5433848230027,-2.737232823002728,-0.045620547050045465,526.0462965334123,-1.2401445334122627,-0.020669075556871044,False,False
32,28,60,526.846614,943.3091636614672,-416.46254966146716,-6.941042494357786,669.7271266723214,-142.8805126723214,-2.3813418778720234,531.6157400582364,-4.769126058236338,-0.07948543430393898,525.4213159341933,1.4252980658067145,0.023754967763445243,526.9184042237838,-0.07179022378375066,-0.0011965037297291777,True,False
31,29,60,519.936282,943.3091636614672,-423.3728816614672,-7.056214694357787,669.7271266723214,-149.79084467232144,-2.496514077872024,521.3852669757116,-1.4489849757115962,-0.02414974959519327,519.8366609447008,0.09962105529916698,0.001660350921652783,518.3395726551104,1.5967093448896321,0.0266118224148272,False,False
30,30,60,514.983144,943.3091636614672,-428.32601966146717,-7.138766994357786,669.7271266723214,-154.7439826723214,-2.5790663778720235,510.7894198545252,4.193724145474846,0.06989540242458077,510.7894198545252,4.193724145474846,0.06989540242458077,512.2865081441157,2.696635855884324,0.0449439309314054,False,False
37,24,61,516.0705773999999,959.030983055825,-442.96040565582507,-7.261645994357788,682.4175275998084,-166.34695019980848,-2.7269991836034175,582.1283878190395,-66.05781041903958,-1.0829149249022882,517.7723830876901,-1.7018056876901255,-0.027898453896559434,517.7723830876901,-1.7018056876901255,-0.027898453896559434,False,False
36,25,61,524.5338576999999,959.030983055825,-434.4971253558251,-7.122903694357789,682.4175275998084,-157.88366989980852,-2.5882568836034183,573.4075930554943,-48.87373535549443,-0.8012087763195809,527.330216886895,-2.7963591868950743,-0.045841953883525806,527.330216886895,-2.7963591868950743,-0.045841953883525806,False,False
35,26,61,530.9298846,959.030983055825,-428.10109845582497,-7.018050794357786,682.4175275998084,-151.48764299980837,-2.483403983603416,564.3234318434683,-33.39354724346822,-0.5474352007125938,533.4782461438274,-2.5483615438273546,-0.041776418751268106,533.4782461438274,-2.5483615438273546,-0.041776418751268106,False,False
34,27,61,534.125211,959.030983055825,-424.90577205582497,-6.965668394357786,682.4175275998084,-148.29231659980837,-2.431021583603416,554.875904182961,-20.75069318296096,-0.3401752980813272,536.2164708584869,-2.0912598584868647,-0.034282948499784666,536.2164708584869,-2.0912598584868647,-0.034282948499784666,False,False
33,28,61,534.6667141,959.030983055825,-424.36426895582497,-6.956791294357786,682.4175275998084,-147.75081349980837,-2.422144483603416,545.0650100739728,-10.398295973972722,-0.17046386842578232,535.5448910308737,-0.8781769308736784,-0.014396343129076696,535.5448910308737,-0.8781769308736784,-0.014396343129076696,True,False
32,29,61,531.6464028,959.030983055825,-427.38458025582497,-7.006304594357786,682.4175275998084,-150.77112479980838,-2.471657783603416,534.8907495165034,-3.244346716503401,-0.05318601174595739,531.4635066609878,0.18289613901220036,0.0029982973608557438,531.4635066609878,0.18289613901220036,0.0029982973608557438,False,False
31,30,61,525.2288978,959.030983055825,-433.802085255825,-7.111509594357787,682.4175275998084,-157.18862979980838,-2.576862783603416,524.353122510553,0.8757752894470059,0.014356971958147637,523.972317748829,1.2565800511709995,0.020599672970016386,523.972317748829,1.2565800511709995,0.020599672970016386,False,False
30,31,61,515.2323093,959.030983055825,-443.798673755825,-7.275388094357787,682.4175275998084,-167.1852182998084,-2.7407412836034166,513.4521290561216,1.7801802438783625,0.02918328268653053,513.0713242943976,2.160985005602356,0.03542598369839928,513.0713242943976,2.160985005602356,0.03542598369839928,False,False
38,24,62,522.4980002,974.7528024501828,-452.2548022501828,-7.2944322943577875,695.1244493389581,-172.62644913895815,-2.7842975667573895,595.3774236050685,-72.87942340506856,-1.175474571049493,521.9435247152027,0.5544754847973081,0.008943152980601743,523.4162684833473,-0.9182682833472882,-0.014810778763665938,False,False
37,25,62,529.3870124,974.7528024501828,-445.3657900501828,-7.183319194357787,695.1244493389581,-165.73743693895813,-2.673184466757389,586.7037691934261,-57.316756793426066,-0.9244638192488075,532.7523332743409,-3.3653208743409095,-0.05427936894098241,531.2795895061963,-1.8925771061963133,-0.03052543719671473,False,False
36,26,62,538.9587521999999,974.7528024501828,-435.79405025018286,-7.028936294357788,695.1244493389581,-156.1656971389582,-2.51880156675739,577.6687125146317,-38.70996031463176,-0.6243541986230928,540.2024375708226,-1.243685370822618,-0.020059441464880937,541.6751813389671,-2.7164291389672144,-0.04381337320914862,False,False
35,27,62,540.7227514,974.7528024501828,-434.0300510501828,-7.000484694357787,695.1244493389581,-154.40169793895814,-2.4903499667573894,568.2722535686855,-27.549502168685535,-0.44434680917234737,544.2938376046477,-3.571086204647713,-0.05759816459109215,542.8210938365031,-2.098342436503117,-0.03384423284682447,False,False
34,28,62,545.262441,974.7528024501828,-429.49036145018283,-6.927263894357788,695.1244493389581,-149.86200833895816,-2.4171291667573898,558.5143923555877,-13.251951355587721,-0.21374115089657614,545.0265333758164,0.23590762418359645,0.003804961680380588,546.499277143961,-1.2368361439609998,-0.019948970063887093,True,False
33,29,62,540.5212018,974.7528024501828,-434.2316006501828,-7.003735494357787,695.1244493389581,-154.60324753895816,-2.49360076675739,548.3951288753381,-7.873927075338088,-0.12699882379577562,542.4005248843287,-1.8793230843286892,-0.03031166265046273,540.9277811161841,-0.40657931618409293,-0.006557730906195047,False,False
32,30,62,538.1193962000001,974.7528024501828,-436.6334062501827,-7.042474294357786,695.1244493389581,-157.00505313895803,-2.5323395667573876,537.9144631279366,0.20493307206345435,0.0033053721300557153,536.4158121301842,1.7035840698158609,0.027477162416384853,537.8885558983288,0.23084030167126457,0.0037232306721171706,False,False
31,31,62,528.1559838,974.7528024501828,-446.59681865018285,-7.203174494357788,695.1244493389581,-166.96846553895818,-2.69303976675739,527.0723951133834,1.0835886866165083,0.017477236880911424,527.0723951133834,1.0835886866165083,0.017477236880911424,525.5996513452388,2.5563324547611046,0.04123116862517911,False,False
39,24,63,525.8950074,990.4746218445406,-464.57961444454054,-7.374279594357787,707.8475375259665,-181.9525301259664,-2.8881353988248635,608.6310911126591,-82.73608371265902,-1.3132711700422068,525.6700537370818,0.22495366291821028,0.003570693062193814,525.6700537370818,0.22495366291821028,0.003570693062193814,False,False
38,25,63,535.8214260000001,990.4746218445406,-454.6531958445405,-7.216717394357786,707.8475375259665,-172.02611152596637,-2.730573198824863,600.0035740332411,-64.18214803324099,-1.0187642544958888,537.6906170711408,-1.8691910711406763,-0.029669699541915496,537.6906170711408,-1.8691910711406763,-0.029669699541915496,False,False
37,26,63,543.7876437,990.4746218445406,-446.6869781445406,-7.090269494357788,707.8475375259665,-164.05989382596647,-2.6041252988248647,591.0165770755139,-47.22893337551386,-0.7496656091351407,546.4019747535367,-2.6143310535367164,-0.041497318310106605,546.4019747535367,-2.6143310535367164,-0.041497318310106605,False,False
36,27,63,549.2212236,990.4746218445406,-441.25339824454056,-7.004022194357787,707.8475375259665,-158.62631392596643,-2.517877998824864,581.6701002394777,-32.4488766394777,-0.5150615339599636,551.8041267842699,-2.582903184269867,-0.04099846324237884,551.8041267842699,-2.582903184269867,-0.04099846324237884,False,False
35,28,63,552.1002165000001,990.4746218445406,-438.3744053445405,-6.958323894357785,707.8475375259665,-155.74732102596636,-2.472179698824863,571.9641435251324,-19.863927025132284,-0.3153004289703537,553.89707316334,-1.796856663339895,-0.02852153433872849,553.89707316334,-1.796856663339895,-0.02852153433872849,True,False
34,29,63,551.3848452,990.4746218445406,-439.0897766445406,-6.969678994357787,707.8475375259665,-156.4626923259665,-2.483534798824865,561.898706932478,-10.513861732478063,-0.16688669416631846,552.6808138907472,-1.2959686907472587,-0.020570931599162838,552.6808138907472,-1.2959686907472587,-0.020570931599162838,False,False
33,30,63,547.2360557999999,990.4746218445406,-443.2385660445407,-7.035532794357788,707.8475375259665,-160.61148172596654,-2.5493885988248657,551.4737904615146,-4.237734661514651,-0.0672656295478516,548.1553489664915,-0.9192931664915704,-0.014591955023675721,548.1553489664915,-0.9192931664915704,-0.014591955023675721,False,False
32,31,63,540.7873821000001,990.4746218445406,-449.68723974454053,-7.137892694357786,707.8475375259665,-167.0601554259664,-2.6517484988248636,540.6893941122421,0.09798798775796058,0.0015553648850469934,540.3206783905729,0.4667037094271791,0.007407995387733002,540.3206783905729,0.4667037094271791,0.007407995387733002,False,False
31,32,63,530.3791521,990.4746218445406,-460.09546974454054,-7.303102694357786,707.8475375259665,-177.4683854259664,-2.8169584988248637,529.5455178846604,0.8336342153396572,0.013232289132375511,529.1768021629912,1.2023499370088757,0.01908491963506152,529.1768021629912,1.2023499370088757,0.01908491963506152,False,False
39,25,64,539.9947199999999,1006.1964412388984,-466.2017212388985,-7.284401894357789,720.586450888533,-180.5917308885331,-2.82174579513333,613.307125822572,-73.31240582257203,-1.145506340977688,542.1680362730144,-2.173316273014507,-0.03395806676585167,540.718486769668,-0.7237667696680319,-0.011308855776062998,False,False
38,26,64,551.1928832000001,1006.1964412388984,-455.0035580388983,-7.109430594357786,720.586450888533,-169.39356768853293,-2.646774495133327,604.3671820670752,-53.174298867075095,-0.8308484197980484,552.1017285204615,-0.9088453204614098,-0.014200708132209527,553.551278023808,-2.3583948238078847,-0.0368499191219982,False,False
37,27,64,555.2334272,1006.1964412388984,-450.96301403889834,-7.0462970943577865,720.586450888533,-165.35302368853297,-2.5836409951333277,595.0696405613585,-39.83621336135843,-0.6224408337712255,558.7741867095434,-3.5407595095433635,-0.055324367336615055,557.3246372061969,-2.0912100061968886,-0.032675156346826384,False,False
36,28,64,561.7576768,1006.1964412388984,-444.4387644388984,-6.944355694357787,720.586450888533,-158.828774088533,-2.4816995951333283,585.414501305422,-23.656824505422037,-0.3696378828972193,562.1854108402604,-0.4277340402603613,-0.006683344379068146,563.6349603436068,-1.8772835436068362,-0.029332555368856816,True,False
35,29,64,559.3007104,1006.1964412388984,-446.89573083889843,-6.982745794357788,720.586450888533,-161.28574048853307,-2.520089695133329,575.4017642992657,-16.101053899265708,-0.2515789671760267,562.3354009126123,-3.0346905126123147,-0.04741703925956742,560.8858514092658,-1.5851410092658398,-0.024767828269778747,False,False
34,30,64,559.0979648,1006.1964412388984,-447.0984764388984,-6.985913694357787,720.586450888533,-161.48848608853302,-2.5232575951333285,565.0314295428894,-5.933464742889441,-0.09271038660764752,559.224156926599,-0.12619212659899404,-0.001971751978109282,560.6737064299455,-1.575741629945469,-0.024620962967897952,False,False
33,31,64,551.1444288,1006.1964412388984,-455.0520124388984,-7.110187694357787,720.586450888533,-169.442022088533,-2.6475315951333283,554.3034970362933,-3.159068236293251,-0.04936044119208205,552.8516788822207,-1.7072500822206393,-0.02667578253469749,551.4021293788742,-0.2577005788741644,-0.004026571544908819,False,False
32,32,64,545.8447552,1006.1964412388984,-460.3516860388984,-7.192995094357787,720.586450888533,-174.741695688533,-2.7303389951333283,543.2179667794774,2.6267884205226437,0.04104356907066631,543.2179667794774,2.6267884205226437,0.04104356907066631,544.6675162828238,1.1772389171761688,0.018394358080877637,False,False
40,25,65,546.044343,1021.9182606332562,-475.87391763325616,-7.321137194357787,733.3408605656809,-187.29651756568092,-2.88148488562586,626.6145315323799,-80.57018853237992,-1.239541362036614,546.2061414606666,-0.1617984606665459,-0.0024892070871776295,546.2061414606666,-0.1617984606665459,-0.0024892070871776295,False,False
39,26,65,555.5125549999999,1021.9182606332562,-466.4057056332563,-7.175472394357789,733.3408605656809,-177.82830556568103,-2.735820085625862,617.7206707796049,-62.20811577960501,-0.9570479350708463,557.3250355701847,-1.812480570184789,-0.02788431646438137,557.3250355701847,-1.812480570184789,-0.02788431646438137,False,False
38,27,65,562.697512,1021.9182606332562,-459.2207486332562,-7.064934594357788,733.3408605656809,-170.64334856568098,-2.625282285625861,608.4710555967188,-45.77354359671881,-0.7042083630264432,565.2292102692641,-2.5316982692640977,-0.03894920414252458,565.2292102692641,-2.5316982692640977,-0.03894920414252458,False,False
37,28,65,567.8557559999999,1021.9182606332562,-454.06250463325625,-6.985576994357788,733.3408605656809,-165.485104565681,-2.5459246856258617,598.8656859837217,-31.009929983721804,-0.47707584590341234,569.9186655579049,-2.062909557904959,-0.03173707012161475,569.9186655579049,-2.062909557904959,-0.03173707012161475,True,False
36,29,65,569.2112855,1021.9182606332562,-452.70697513325615,-6.964722694357787,733.3408605656809,-164.1295750656809,-2.52507038562586,588.9045619406136,-19.693276440613545,-0.3029734837017468,571.3934014361071,-2.1821159361070386,-0.03357101440164675,571.3934014361071,-2.1821159361070386,-0.03357101440164675,False,False
35,30,65,567.07729,1021.9182606332562,-454.84097063325623,-6.997553394357788,733.3408605656809,-166.263570565681,-2.5579010856258613,578.5876834673945,-11.510393467394579,-0.17708297642145507,569.6534179038708,-2.5761279038708835,-0.03963273698262898,569.6534179038708,-2.5761279038708835,-0.03963273698262898,False,False
34,31,65,563.0404064999999,1021.9182606332562,-458.8778541332563,-7.059659294357789,733.3408605656809,-170.30045406568104,-2.6200069856258623,567.9150505640645,-4.874644064064569,-0.07499452406253182,564.698714961196,-1.658308461196043,-0.025512437864554507,564.698714961196,-1.658308461196043,-0.025512437864554507,False,False
33,32,65,556.078796,1021.9182606332562,-465.83946463325617,-7.166760994357787,733.3408605656809,-177.26206456568093,-2.7271086856258604,556.8866632306233,-0.8078672306232875,-0.012428726624973654,556.5292926080823,-0.45049660808228964,-0.006930717047419841,556.5292926080823,-0.45049660808228964,-0.006930717047419841,False,False
32,33,65,545.7552815,1021.9182606332562,-476.16297913325616,-7.325584294357787,733.3408605656809,-187.58557906568092,-2.8859319856258603,545.5025214670712,0.2527600329287907,0.003888615891212164,545.1451508445302,0.6101306554697885,0.009386625468765977,545.1451508445302,0.6101306554697885,0.009386625468765977,False,False
41,25,66,549.8987076,1037.640080027614,-487.741372427614,-7.390020794357788,746.1104494728145,-196.2117418728145,-2.972905179891129,639.9258877852913,-90.02718018529129,-1.3640481846256256,549.8251732537552,0.07353434624474176,0.001114156761283966,548.397755576833,1.500952023166974,0.022741697320711726,False,False
40,26,66,562.4338170000001,1037.640080027614,-475.2062630276139,-7.200094894357786,746.1104494728145,-183.6766324728144,-2.7829792798911273,631.0771743113311,-68.64335731133099,-1.0400508683535,562.0938147481238,0.3400022518762853,0.005151549270852807,563.521232425046,-1.087415425045947,-0.016475991288574954,False,False
39,27,66,567.9921654,1037.640080027614,-469.647914627614,-7.115877494357788,746.1104494728145,-178.1182840728145,-2.698761879891129,621.8745122984124,-53.88234689841238,-0.8163991954304906,571.1928603744233,-3.2006949744232998,-0.04849537840035303,569.765442697501,-1.7732772975010676,-0.026867837840925266,False,False
38,28,66,576.8075676,1037.640080027614,-460.832512427614,-6.982310794357788,746.1104494728145,-169.3028818728145,-2.5651951798911288,612.3179017465353,-35.51033414653534,-0.5380353658565961,577.1223101326541,-0.31474253265412244,-0.004768826252335189,578.5497278095763,-1.7421602095763546,-0.02639636681176295,True,False
37,29,66,576.277218,1037.640080027614,-461.362862027614,-6.990346394357788,746.1104494728145,-169.83323147281453,-2.573230779891129,602.4073426556997,-26.130124655699774,-0.39591097963181476,579.8821640228157,-3.6049460228157386,-0.05462039428508695,578.4547463458935,-2.1775283458935064,-0.03299285372565919,False,False
36,30,66,578.135811,1037.640080027614,-459.504269027614,-6.962185894357788,746.1104494728145,-167.9746384728145,-2.5450702798911284,592.1428350259059,-14.007024025905935,-0.21222763675615053,579.4724220449086,-1.3366110449086364,-0.0202516824986157,580.8998397218309,-2.7640287218308686,-0.041879223058043466,False,False
35,31,66,572.1779646000001,1037.640080027614,-465.46211542761387,-7.0524562943577855,746.1104494728145,-173.93248487281437,-2.6353406798911267,581.5243788571536,-9.34641425715347,-0.141612337229598,575.8930841989326,-3.7151195989324606,-0.05628969089291607,574.4656665220103,-2.2877019220102284,-0.03466215033348831,False,False
34,32,66,569.2789277999999,1037.640080027614,-468.36115222761407,-7.096381094357789,746.1104494728145,-176.83152167281457,-2.67926547989113,570.5519741494428,-1.2730463494428932,-0.01928858105216505,569.1441504848875,0.13477731511238744,0.0020420805320058703,570.5715681618098,-1.2926403618098448,-0.01958546002742189,False,False
33,33,66,558.9146244,1037.640080027614,-478.725455627614,-7.253415994357788,746.1104494728145,-187.1958250728145,-2.836300379891129,559.2256209027737,-0.31099650277371893,-0.004712068223844226,559.2256209027737,-0.31099650277371893,-0.004712068223844226,557.7982032258515,1.1164211741485133,0.016915472335583534,False,False
41,26,67,566.1457053,1053.3618994219717,-487.2161941219716,-7.271883494357786,758.8949117083664,-192.74920640836638,-2.876853826990543,644.4368125331234,-78.2911072331234,-1.1685239885540806,566.428672911312,-0.28296761131196035,-0.0042233971837606025,566.428672911312,-0.28296761131196035,-0.0042233971837606025,False,False
40,27,67,574.9767274000001,1053.3618994219717,-478.3851720219716,-7.140077194357785,758.8949117083664,-183.91818430836634,-2.7450475269905423,635.280164599104,-60.30343719910388,-0.9000513014791625,576.6873841720544,-1.7106567720543353,-0.025532190627676647,576.6873841720544,-1.7106567720543353,-0.025532190627676647,False,False
39,28,67,582.6152835,1053.3618994219717,-470.7466159219716,-7.026068894357786,758.8949117083664,-176.27962820836638,-2.6310392269905427,625.7713378983915,-43.15605439839146,-0.6441202149013651,583.8202939239951,-1.205010423995077,-0.017985230208881747,583.8202939239951,-1.205010423995077,-0.017985230208881747,True,False
38,29,67,585.4097998999999,1053.3618994219717,-467.9520995219717,-6.984359694357787,758.8949117083664,-173.48511180836647,-2.5893300269905444,615.9103324309859,-30.500532530985993,-0.45523182882068647,587.8274021671338,-2.417602267133816,-0.03608361592737039,587.8274021671338,-2.417602267133816,-0.03608361592737039,False,False
